street address,neighbourhood,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,hospital_best_buffer_area_0.5_values,railway station_best_buffer_area_0.5_values,school_best_buffer_area_1.5_values,supermarket_best_buffer_area_0.5_values,bus stop_best_buffer_area_1.5_values,pub_best_buffer_area_0.5_values,restaurant_best_buffer_area_1.5_values,cafe_best_buffer_area_1.5_values,dentist_best_buffer_area_0.5_values,fast food_best_buffer_area_0.5_values,kindergartens_best_buffer_area_0.5_values,malls_best_buffer_area_0.5_values,play ground_best_buffer_area_0.5_values,post office_best_buffer_area_0.5_values
897 sheppard ave w #202,clanton park,43.751649,-79.455201,489000,1,1.0,point (-79.455201 43.751649),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,0,6,0,76,0,8,3,0,3,0,0,0,0
2 josephine rd,clanton park,43.743761,-79.447819,1879000,5,4.0,point (-79.447819 43.743761),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,0,6,0,64,0,17,4,0,0,0,0,0,0
8 tippett rd #801,clanton park,43.732384,-79.446637,509000,1,1.0,point (-79.446637 43.732384),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,1,6,0,101,0,21,11,0,0,0,0,0,0
608 - 801 sheppard ave w,clanton park,43.752922,-79.449493,589900,2,2.0,point (-79.449493 43.752922),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,0,8,0,72,0,10,3,0,2,0,0,0,0
96 king high ave,clanton park,43.740725,-79.446355,1599900,7,5.0,point (-79.446355 43.740725),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,0,7,0,69,0,18,4,0,0,0,0,0,0
801 - 8 tippett road,clanton park,43.732384,-79.446637,459000,1,1.0,point (-79.446637 43.732384),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,1,6,0,101,0,21,11,0,0,0,0,0,0
28 joel swirsky blvd,clanton park,43.746583,-79.45106,2599900,5,6.0,point (-79.45106 43.746583),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,0,6,0,72,0,8,3,0,0,0,0,0,0
326 - 38 monte kwinter crt,clanton park,43.733592,-79.448826,519999,2,1.0,point (-79.448826 43.733592),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,0,1,5,0,85,0,18,12,0,3,0,0,0,0
32 lyme regis cres,cliffcrest,43.718741,-79.228161,3350000,5,5.0,point (-79.228161 43.718741),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,0,0,8,0,39,0,10,0,0,0,0,0,0,0
7 brimley rd s #d78,cliffcrest,43.706276,-79.231863,490000,1,2.0,point (-79.231863 43.706276),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,0,0,1,0,9,0,1,0,0,1,0,0,0,0
12 gradwell dr,cliffcrest,43.71325,-79.235129,2750000,5,2.0,point (-79.235129 43.71325),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,0,0,9,0,46,0,8,0,0,0,0,0,0,0
186 phyllis ave,cliffcrest,43.730854,-79.230523,2750000,6,7.0,point (-79.230523 43.730854),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,0,0,13,0,54,0,11,2,0,1,0,0,0,0
89 cree ave,cliffcrest,43.731936,-79.228243,999900,4,2.0,point (-79.228243 43.731936),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,0,0,12,0,58,0,10,2,0,0,0,0,0,0
101 harewood ave,cliffcrest,43.722271,-79.234402,899000,2,1.0,point (-79.234402 43.722271),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,0,0,13,2,60,0,10,0,0,4,0,0,0,0
1778 dufferin st,corso italia-davenport,43.680272,-79.444278,997000,5,4.0,point (-79.444278 43.680272),1083,217,541,108,379,76,163,33,2115,4340,1475,1575,850,550,2205,4910,1710,1405,295,405,0,0,10,0,108,0,53,25,0,7,0,0,0,0
237 mcroberts ave,corso italia-davenport,43.681676,-79.455673,699000,4,2.0,point (-79.455673 43.681676),1083,217,541,108,379,76,163,33,2115,4340,1475,1575,850,550,2205,4910,1710,1405,295,405,0,0,4,1,91,0,43,13,0,0,0,0,0,0
181 earlscourt ave,corso italia-davenport,43.682609,-79.449359,799900,3,2.0,point (-79.449359 43.682609),1083,217,541,108,379,76,163,33,2115,4340,1475,1575,850,550,2205,4910,1710,1405,295,405,0,0,9,1,97,0,58,23,0,0,0,0,0,0
717 greenwood ave,danforth,43.683375,-79.332915,1029000,3,2.0,point (-79.332915 43.683375),752,150,325,65,220,44,207,41,1410,2550,905,1020,895,725,1450,2890,1055,1120,395,600,0,1,10,0,126,2,16,12,0,1,0,0,0,0
7 woodycrest ave,danforth,43.680213,-79.34178,1388000,5,3.0,point (-79.34178 43.680213),752,150,325,65,220,44,207,41,1410,2550,905,1020,895,725,1450,2890,1055,1120,395,600,0,2,21,3,107,1,61,29,0,9,0,0,0,0
6 esterbrooke ave #82,don valley village,43.779624,-79.352763,579000,2,1.0,point (-79.352763 43.779624),1944,389,723,145,758,152,463,93,5595,8880,3030,2425,1495,480,5785,9935,3155,2135,540,360,0,0,9,0,74,0,3,5,0,0,0,0,0,0
100 rusty crestway,don valley village,43.788441,-79.355423,859000,3,2.0,point (-79.355423 43.788441),1944,389,723,145,758,152,463,93,5595,8880,3030,2425,1495,480,5785,9935,3155,2135,540,360,0,0,12,0,79,2,17,4,0,5,0,0,0,0
301 prudential dr #1701,dorset park,43.749918,-79.268628,325000,2,1.0,point (-79.268628 43.749918),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,0,0,7,0,56,0,10,3,0,0,0,0,0,0
1950 kennedy rd #706,dorset park,43.767632,-79.282853,539000,3,1.0,point (-79.282853 43.767632),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,0,0,0,1,60,0,13,7,0,1,0,0,0,0
128 shropshire dr,dorset park,43.758979,-79.281764,1149000,4,2.0,point (-79.281764 43.758979),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,0,0,3,0,74,0,16,8,0,0,0,0,0,0
939 - 18 mondeo dr,dorset park,43.76543,-79.288231,499975,1,1.0,point (-79.288231 43.76543),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,0,0,0,0,53,1,10,6,0,1,0,0,0,0
54 flintridge rd,dorset park,43.744651,-79.279067,988000,7,4.0,point (-79.279067 43.744651),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,0,0,5,0,58,0,13,3,0,0,0,0,0,0
105 gilroy dr,dorset park,43.763739,-79.281836,999999,5,2.0,point (-79.281836 43.763739),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,0,0,0,0,61,0,16,8,0,1,0,0,0,0
321 concord ave,dovercourt village,43.662575,-79.426988,1199000,4,2.0,point (-79.426988 43.662575),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,0,1,13,1,98,6,109,57,0,6,0,0,0,2
990 dovercourt rd,dovercourt village,43.666907,-79.431852,699000,3,2.0,point (-79.431852 43.666907),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,0,0,7,0,117,0,63,29,0,2,0,0,0,0
73 pendrith st,dovercourt village,43.666638,-79.422778,1288000,3,2.0,point (-79.422778 43.666638),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,0,0,16,0,105,3,124,48,0,0,0,0,0,0
254 salem ave,dovercourt village,43.667018,-79.434545,1099000,3,3.0,point (-79.434545 43.667018),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,0,0,8,1,122,1,73,33,0,4,0,0,0,0
57 shanly st,dovercourt village,43.663806,-79.43205,1800000,6,3.0,point (-79.43205 43.663806),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,0,0,10,1,116,1,74,33,0,9,0,0,0,1
295 downsview park blvd,downsview,43.73797,-79.476415,995000,5,4.0,point (-79.476415 43.73797),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,11,0,44,0,11,5,0,0,0,0,0,0
88 anthony rd,downsview,43.729155,-79.466301,1198800,3,3.0,point (-79.466301 43.729155),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,10,0,52,0,24,10,0,5,0,0,0,0
83 anthony rd,downsview,43.72897,-79.465612,2400000,4,5.0,point (-79.465612 43.72897),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,10,0,55,0,27,10,0,5,0,0,0,0
2737 keele st #821,downsview,43.725799,-79.480604,299990,0,1.0,point (-79.480604 43.725799),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,9,1,50,0,8,3,0,8,0,0,0,1
2737 keele st #402,downsview,43.725799,-79.480604,418888,3,2.0,point (-79.480604 43.725799),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,9,1,50,0,8,3,0,8,0,0,0,1
70 thomas mulholland dr #8,downsview,43.73587,-79.478063,1387888,5,4.0,point (-79.478063 43.73587),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,9,0,47,0,10,4,0,0,0,0,0,0
1004 - 125 george appleton way,downsview,43.725725,-79.479422,649999,3,2.0,point (-79.479422 43.725725),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,9,1,51,0,8,4,0,8,0,0,0,1
48 dubray ave,downsview,43.729476,-79.479441,1298000,3,3.0,point (-79.479441 43.729476),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,10,0,50,0,8,4,0,7,0,0,0,0
314 - 60 george butchart dr,downsview,43.736561,-79.483201,505000,1,1.0,point (-79.483201 43.736561),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,10,0,48,0,7,2,0,0,0,0,0,0
3408 - 50 town centre crt,downsview,43.740833,-79.489167,568000,2,1.0,point (-79.489167 43.740833),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,9,0,65,0,6,0,0,3,0,0,0,0
279 reiner rd,downsview,43.747795,-79.458169,1498000,3,2.0,point (-79.458169 43.747795),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,1,4,0,69,0,6,2,0,1,0,0,0,0
3305 - 25 town centre crt,downsview,43.74069,-79.486601,690000,2,2.0,point (-79.486601 43.74069),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,0,0,10,0,54,0,6,0,0,3,0,0,0,0
7 carlton st #704,downtown yonge east,43.661094,-79.38259,628888,1,1.0,point (-79.38259 43.661094),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,1,1,127,8,130,8,337,205,0,57,0,0,0,1
60 colborne st #1608,downtown yonge east,43.649288,-79.374406,475000,1,1.0,point (-79.374406 43.649288),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,1,39,4,131,17,264,165,0,35,0,0,0,6
50 lombard st #1903,downtown yonge east,43.651856,-79.376003,549000,1,1.0,point (-79.376003 43.651856),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,2,46,3,142,11,327,190,0,46,0,0,0,5
220 victoria st #806,downtown yonge east,43.654877,-79.379218,599000,3,2.0,point (-79.379218 43.654877),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,2,59,4,139,6,362,216,0,90,0,0,0,4
8 colborne st #penthouse 2701,downtown yonge east,43.648745,-79.377021,3495000,5,4.0,point (-79.377021 43.648745),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,2,41,5,120,15,315,189,0,49,0,0,0,7
65 mutual st #3004,downtown yonge east,43.655802,-79.374984,899000,3,2.0,point (-79.374984 43.655802),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,0,50,2,162,3,321,176,0,17,0,0,0,0
127 queen st e #406,downtown yonge east,43.653471,-79.373755,484000,1,1.0,point (-79.373755 43.653471),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,0,50,2,149,1,304,180,0,20,0,0,0,3
155 dalhousie st #1054,downtown yonge east,43.657615,-79.376789,2695000,5,4.0,point (-79.376789 43.657615),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,1,55,4,154,3,332,190,0,36,0,0,0,0
712 - 159 dundas street n,downtown yonge east,43.657124,-79.375394,538000,1,1.0,point (-79.375394 43.657124),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,0,54,3,155,3,319,172,0,17,0,0,0,0
503 - 75 dalhousie st,downtown yonge east,43.655627,-79.375858,629900,3,1.0,point (-79.375858 43.655627),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,0,51,3,160,5,321,182,0,22,0,0,0,1
906 - 47 mutual st,downtown yonge east,43.654927,-79.374681,549900,2,1.0,point (-79.374681 43.654927),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,0,50,3,161,4,313,177,0,19,0,0,0,1
817 - 210 victoria st,downtown yonge east,43.654648,-79.379127,399000,0,1.0,point (-79.379127 43.654648),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,2,58,4,140,6,361,215,0,89,0,0,0,5
2709 - 210 victoria st,downtown yonge east,43.654648,-79.379127,532000,1,1.0,point (-79.379127 43.654648),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,2,58,4,140,6,361,215,0,89,0,0,0,5
1414 - 197 yonge st,downtown yonge east,43.653337,-79.37937,569000,2,1.0,point (-79.37937 43.653337),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,0,2,56,3,137,7,373,220,0,94,0,0,0,6
1244 college st,dufferin grove,43.651641,-79.438166,1049900,4,5.0,point (-79.438166 43.651641),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,0,0,14,0,61,5,106,55,0,19,0,0,0,1
262 saint helens ave #106,dufferin grove,43.656487,-79.443717,799900,2,2.0,point (-79.443717 43.656487),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,0,1,14,1,79,2,70,41,0,9,0,0,0,0
50 merchant ln #105,dufferin grove,43.656875,-79.445518,808800,3,2.0,point (-79.445518 43.656875),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,0,1,13,2,85,2,68,39,0,8,0,0,0,0
279 st. helen's ave s,dufferin grove,43.657023,-79.443242,1100000,4,3.0,point (-79.443242 43.657023),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,0,1,14,1,80,3,67,42,0,9,0,0,0,0
12 waring ct,east willowdale,43.776906,-79.401025,3998800,5,7.0,point (-79.401025 43.776906),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,7,0,66,0,33,3,0,0,0,0,0,0
80 chiswell cres,east willowdale,43.780901,-79.391894,1678000,4,4.0,point (-79.391894 43.780901),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,6,0,51,0,2,2,0,0,0,0,0,0
208 holmes ave,east willowdale,43.781146,-79.399927,3350000,7,7.0,point (-79.399927 43.781146),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,6,0,72,0,0,0,0,0,0,0,0,0
258 byng ave e,east willowdale,43.780324,-79.398837,1598000,4,2.0,point (-79.398837 43.780324),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,5,0,68,0,0,0,0,0,0,0,0,0
311 holmes avenue,east willowdale,43.782536,-79.392457,3388000,6,8.0,point (-79.392457 43.782536),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,6,0,51,0,2,0,0,0,0,0,0,0
136 church ave s,east willowdale,43.77592,-79.405591,2688000,4,5.0,point (-79.405591 43.77592),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,12,0,100,0,79,26,0,0,0,0,0,0
83 norton ave,east willowdale,43.772769,-79.408839,2988000,9,7.0,point (-79.408839 43.772769),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,0,9,0,104,0,94,34,0,0,0,0,0,0
ph704 - 399 spring garden ave,east willowdale,43.76867,-79.389623,1188000,3,2.0,point (-79.389623 43.76867),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,0,1,4,1,56,0,11,4,0,4,0,0,0,0
25 finchley rd,edenbridge-humber valley,43.657715,-79.526342,3450000,4,4.0,point (-79.526342 43.657715),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,12,0,93,0,10,6,0,0,0,0,0,0
30 anglesey blvd #g2,edenbridge-humber valley,43.663784,-79.522679,1075000,2,2.0,point (-79.522679 43.663784),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,0,0,62,0,2,3,0,1,0,0,0,1
7 ashley park rd,edenbridge-humber valley,43.662619,-79.516617,9495000,7,7.0,point (-79.516617 43.662619),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,2,1,42,0,2,2,0,3,0,0,0,1
17 strath humber ct,edenbridge-humber valley,43.661667,-79.515797,2289000,6,5.0,point (-79.515797 43.661667),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,3,1,41,0,2,2,0,3,0,0,0,1
15 edenbrook hl,edenbridge-humber valley,43.671624,-79.524004,7750000,5,7.0,point (-79.524004 43.671624),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,2,0,49,0,0,2,0,0,0,0,0,0
43 edenvale cres,edenbridge-humber valley,43.680741,-79.52895,4745000,4,4.0,point (-79.52895 43.680741),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,7,0,55,0,1,2,0,0,0,0,0,0
91 valecrest dr,edenbridge-humber valley,43.675971,-79.520516,10499000,5,8.0,point (-79.520516 43.675971),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,0,0,4,0,53,0,0,4,0,0,0,0,0,0
37 pringdale gardens cir,eglinton east,43.742145,-79.24373,899900,5,4.0,point (-79.24373 43.742145),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,0,0,6,0,71,0,13,1,0,0,0,0,0,0
1346 danforth rd #901,eglinton east,43.743558,-79.244826,475000,2,1.0,point (-79.244826 43.743558),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,0,0,6,0,73,0,15,1,0,0,0,0,0,0
1304 - 330 mccowan rd,eglinton east,43.737512,-79.238359,559000,3,2.0,point (-79.238359 43.737512),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,0,0,9,0,75,0,9,1,0,1,0,0,0,0
54-175 trudelle street,eglinton east,43.741138,-79.237028,800000,4,4.0,point (-79.237028 43.741138),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,0,0,5,1,68,0,6,2,0,1,0,0,0,0
8 chipper cres,eglinton east,43.73989,-79.259144,998800,5,2.0,point (-79.259144 43.73989),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,0,0,8,0,96,0,15,2,0,0,0,0,0,0
3 chilcot ave,elms-old rexdale,43.713267,-79.551602,798000,4,2.0,point (-79.551602 43.713267),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45,0,0,6,1,40,0,14,1,0,4,0,0,0,0
56 grierson rd,elms-old rexdale,43.715143,-79.545919,799000,3,2.0,point (-79.545919 43.715143),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45,0,0,6,0,52,0,13,2,0,0,0,0,0,0
2476  islington ave,elms-old rexdale,43.728461,-79.56107,1100000,6,4.0,point (-79.56107 43.728461),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45,0,0,13,0,80,0,24,1,0,0,0,0,0,0
110 allenby ave,elms-old rexdale,43.713629,-79.544542,1399000,6,5.0,point (-79.544542 43.713629),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45,0,0,6,0,50,0,11,2,0,0,0,0,0,0
36 boniface avenue,elms-old rexdale,43.713563,-79.548718,879900,3,2.0,point (-79.548718 43.713563),915,183,348,70,372,74,195,39,1795,3390,1070,740,275,65,1815,3815,1055,515,85,45,0,0,6,0,44,0,12,1,0,0,0,0,0,0
88 turtle island rd #5,englemount-lawrence,43.722474,-79.444115,899500,3,3.0,point (-79.444115 43.722474),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925,0,1,6,0,121,0,26,13,0,0,0,0,0,0
55 lynnhaven rd,englemount-lawrence,43.721312,-79.439612,3269999,6,2.0,point (-79.439612 43.721312),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925,0,0,5,0,133,0,16,11,0,0,0,0,0,0
130 neptune dr #607,englemount-lawrence,43.730295,-79.441115,539333,3,2.0,point (-79.441115 43.730295),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925,0,0,6,0,119,0,25,9,0,0,0,0,0,0
106 varna dr #townhouse 10,englemount-lawrence,43.723122,-79.445784,729000,2,3.0,point (-79.445784 43.723122),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925,0,1,4,0,124,0,26,13,0,0,0,0,0,0
136 regina ave,englemount-lawrence,43.725842,-79.442193,1649900,5,2.0,point (-79.442193 43.725842),1112,222,473,95,390,78,249,50,3455,6740,2205,1670,1055,985,3550,7560,2150,1530,395,925,0,0,5,0,128,0,26,14,0,0,0,0,0,0
43 millburn dr,eringate-centennial-west deane,43.663271,-79.56261,2699000,7,5.0,point (-79.56261 43.663271),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405,0,0,10,0,48,0,0,1,0,0,0,0,0,0
335 mill rd #703,eringate-centennial-west deane,43.639973,-79.584581,450000,2,2.0,point (-79.584581 43.639973),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405,0,0,7,0,49,0,0,3,0,0,0,0,0,0
76 dalegrove cres,eringate-centennial-west deane,43.672876,-79.566173,2249888,9,5.0,point (-79.566173 43.672876),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405,0,0,12,0,53,0,0,3,0,0,0,0,0,0
36 summerfield cres,eringate-centennial-west deane,43.660051,-79.572874,1100000,4,2.0,point (-79.572874 43.660051),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405,0,0,13,0,61,0,1,0,0,0,0,0,0,0
1009 - 714 the west mall w,eringate-centennial-west deane,43.655688,-79.57154,573900,3,2.0,point (-79.57154 43.655688),976,195,257,51,504,101,215,43,3145,5185,2505,2355,1540,570,3290,6140,2675,2240,550,405,0,0,13,0,69,0,2,2,0,2,0,0,0,0
17 zorra st #701,etobicoke city centre,43.621292,-79.52083,469900,1,1.0,point (-79.52083 43.621292),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,0,1,1,68,1,12,12,0,5,0,0,0,0
5 mabelle ave #2328,etobicoke city centre,43.646719,-79.525449,749000,3,2.0,point (-79.525449 43.646719),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,1,11,2,102,1,25,9,0,10,0,0,0,0
235 sherway gardens rd #2010,etobicoke city centre,43.609301,-79.559016,650000,2,2.0,point (-79.559016 43.609301),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,1,0,2,0,42,0,16,10,0,20,0,0,0,0
30 fieldway rd #98,etobicoke city centre,43.642292,-79.528276,699900,2,2.0,point (-79.528276 43.642292),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,0,12,0,127,0,25,11,0,0,0,0,0,0
1195 the queensway e #102,etobicoke city centre,43.621626,-79.522481,399999,1,1.0,point (-79.522481 43.621626),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,0,1,1,68,1,11,11,0,6,0,0,0,0
53 lynnford dr,etobicoke city centre,43.633447,-79.553653,1179000,4,2.0,point (-79.553653 43.633447),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,0,3,0,70,1,10,6,0,5,0,0,0,2
9 michael power pl e #615,etobicoke city centre,43.644663,-79.529405,499000,1,1.0,point (-79.529405 43.644663),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,0,12,0,130,2,25,11,0,6,0,0,0,0
1233 - 35 viking lane,etobicoke city centre,43.639707,-79.535225,697800,2,2.0,point (-79.535225 43.639707),3158,632,935,187,1333,267,890,178,3445,7335,3365,3305,1915,725,3610,8710,3775,2885,580,540,0,1,3,1,129,0,25,12,2,5,0,0,0,1
