street address,neighbourhood,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,hospital_best_buffer_area_0.5_values,railway station_best_buffer_area_0.5_values,school_best_buffer_area_1.5_values,supermarket_best_buffer_area_0.5_values,bus stop_best_buffer_area_1.5_values,pub_best_buffer_area_0.5_values,restaurant_best_buffer_area_1.5_values,cafe_best_buffer_area_1.5_values,dentist_best_buffer_area_0.5_values,fast food_best_buffer_area_0.5_values,kindergartens_best_buffer_area_0.5_values,malls_best_buffer_area_0.5_values,play ground_best_buffer_area_0.5_values,post office_best_buffer_area_0.5_values
319 laird dr,leaside-bennington,43.716006,-79.365486,1499999,3,2.0,point (-79.365486 43.716006),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,1,0,5,0,68,0,15,9,0,1,0,0,0,0
161 parkhurst blvd,leaside-bennington,43.710267,-79.365619,1546499,2,2.0,point (-79.365619 43.710267),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,0,0,5,1,72,0,33,10,0,4,0,0,0,0
612 - 3237 bayview ave,leaside-bennington,43.684212,-79.365215,619000,3,2.0,point (-79.365215 43.684212),1071,214,185,37,628,126,258,52,2425,2975,1460,1670,1620,2780,2605,3425,1625,2005,850,2440,0,0,12,0,60,0,9,6,0,0,0,0,0,0
36 lisgar st #1010,little portugal,43.641739,-79.423316,499900,2,2.0,point (-79.423316 43.641739),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,10,3,56,3,118,54,0,11,0,0,0,0
43 rusholme rd,little portugal,43.650755,-79.426961,2899000,5,4.0,point (-79.426961 43.650755),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,16,1,74,2,162,68,0,5,0,0,0,1
20 gladstone ave #417,little portugal,43.643481,-79.427721,729000,2,2.0,point (-79.427721 43.643481),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,14,1,65,2,129,55,0,13,0,0,0,0
36 lisgar st #708w,little portugal,43.641739,-79.423316,399900,2,1.0,point (-79.423316 43.641739),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,10,3,56,3,118,54,0,11,0,0,0,0
68 abell st unit 1001,little portugal,43.642434,-79.424538,698000,2,2.0,point (-79.424538 43.642434),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,12,2,63,2,122,56,0,12,0,0,0,0
1005 - 8 dovercourt rd,little portugal,43.641637,-79.421844,665000,2,1.0,point (-79.421844 43.641637),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,9,2,58,3,120,59,0,11,0,0,0,0
418 - 150 sudbury st,little portugal,43.641504,-79.424224,599900,2,1.0,point (-79.424224 43.641504),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,11,2,60,3,118,51,0,13,0,0,0,0
th1 - 51 florence st,little portugal,43.64541,-79.431799,1380000,3,4.0,point (-79.431799 43.64541),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,16,3,59,1,122,51,0,6,0,0,0,0
27 alma dr,little portugal,43.644524,-79.429162,999000,3,2.0,point (-79.429162 43.644524),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,15,2,64,2,130,58,0,7,0,0,0,0
512w - 36 lisgar st,little portugal,43.646563,-79.425062,545000,2,1.0,point (-79.425062 43.646563),971,194,429,86,326,65,216,43,2145,5130,2105,2195,1240,815,2260,5905,2440,1885,530,625,0,0,14,1,64,3,135,65,0,12,0,0,0,1
3865 lake shore blvd w #217,long branch,43.589859,-79.545165,650000,2,2.0,point (-79.545165 43.589859),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,3,0,28,0,11,6,0,3,0,0,0,0
3845 lake shore blvd w unit 1601,long branch,43.590672,-79.544208,750000,3,2.0,point (-79.544208 43.590672),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,3,0,31,0,11,6,0,3,0,0,0,0
399 lake promenade,long branch,43.586922,-79.539539,3495000,4,3.0,point (-79.539539 43.586922),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,3,0,23,0,10,5,0,0,0,0,0,0
16 muskoka ave,long branch,43.59184,-79.532076,2449000,8,5.0,point (-79.532076 43.59184),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,10,0,30,2,12,7,0,5,0,0,0,0
40 exmoor dr,long branch,43.592477,-79.543761,1458000,3,4.0,point (-79.543761 43.592477),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,2,0,32,0,11,7,0,3,0,0,0,0
67 lake promenade,long branch,43.590523,-79.522767,9200000,5,9.0,point (-79.522767 43.590523),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,26,0,16,0,10,7,0,0,0,0,0,0
79 elder avenue,long branch,43.598997,-79.527244,1198500,3,2.0,point (-79.527244 43.598997),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,23,0,46,1,12,10,0,11,0,0,0,0
21 - 115 long branch ave,long branch,43.591894,-79.532985,799000,2,3.0,point (-79.532985 43.591894),858,172,379,76,308,62,171,34,1585,3455,1435,1445,980,495,1630,4035,1625,1305,430,355,0,0,7,0,34,3,15,9,0,4,0,0,0,0
3 dailing gate,malvern east,43.791382,-79.22969,699000,4,3.0,point (-79.22969 43.791382),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,12,0,83,0,11,4,0,0,0,0,0,0
11 carisbrooke sq,malvern east,43.81623,-79.214484,1325000,6,5.0,point (-79.214484 43.81623),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,16,2,86,0,0,0,0,0,0,0,0,0
84 chad cres,malvern east,43.814889,-79.209796,1079000,4,3.0,point (-79.209796 43.814889),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,10,2,80,0,0,0,0,0,0,0,0,0
200 murison blvd unit 67,malvern east,43.800088,-79.202935,499900,3,2.0,point (-79.202935 43.800088),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,7,1,53,0,0,0,0,1,0,0,0,0
8 rosebank dr #7h,malvern east,43.791844,-79.237284,528000,2,1.0,point (-79.237284 43.791844),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,11,1,91,0,10,6,0,5,0,0,0,0
102 pennyhill dr,malvern east,43.813775,-79.216708,749900,3,3.0,point (-79.216708 43.813775),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,18,0,89,0,0,0,0,0,0,0,0,0
28 rosebank dr #1009,malvern east,43.792518,-79.235348,799000,5,3.0,point (-79.235348 43.792518),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,11,0,90,0,10,5,0,4,0,0,0,0
15 sewells rd #410,malvern east,43.806694,-79.217112,349000,2,1.0,point (-79.217112 43.806694),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,19,0,103,0,0,0,0,0,0,0,0,0
113 burrows hall blvd,malvern east,43.791652,-79.231091,650000,3,2.0,point (-79.231091 43.791652),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,10,1,85,0,11,5,0,1,0,0,0,0
21 tinbury pl,malvern east,43.793992,-79.225331,899000,5,3.0,point (-79.225331 43.793992),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,11,0,88,0,5,4,0,1,0,0,0,0
27 burkwood cres,malvern east,43.802005,-79.213927,799900,6,3.0,point (-79.213927 43.802005),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,12,0,103,0,0,0,0,0,0,0,0,0
2 dailing gate #19,malvern east,43.791144,-79.229702,599000,4,3.0,point (-79.229702 43.791144),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,12,0,82,0,11,4,0,0,0,0,0,0
8 rosebank dr #16h,malvern east,43.791844,-79.237284,539000,2,1.0,point (-79.237284 43.791844),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,11,1,91,0,10,6,0,5,0,0,0,0
705 - 28 rosebank dr,malvern east,43.792518,-79.235348,759000,3,3.0,point (-79.235348 43.792518),1416,283,698,140,444,89,274,55,5290,9780,3340,1905,605,120,5415,11090,2995,1310,155,85,0,0,11,0,90,0,10,5,0,4,0,0,0,0
15 lenthall ave,malvern west,43.797531,-79.238536,950000,4,4.0,point (-79.238536 43.797531),890,178,423,85,313,63,154,31,3825,6455,2020,970,345,50,3950,7165,1720,730,80,40,0,0,7,0,76,0,8,3,0,4,0,0,0,0
66 loradeen cres,malvern west,43.81339,-79.232371,999950,7,4.0,point (-79.232371 43.81339),890,178,423,85,313,63,154,31,3825,6455,2020,970,345,50,3950,7165,1720,730,80,40,0,0,11,0,87,0,1,0,0,0,0,0,0,0
231 falstaff ave,maple leaf,43.718179,-79.490279,1999999,5,5.0,point (-79.490279 43.718179),560,112,187,37,263,53,110,22,1635,3650,1195,850,515,155,1690,4130,1150,795,115,130,0,0,13,0,53,0,5,5,0,0,0,0,0,0
21 treelawn pkwy,maple leaf,43.711385,-79.470803,1398000,4,4.0,point (-79.470803 43.711385),560,112,187,37,263,53,110,22,1635,3650,1195,850,515,155,1690,4130,1150,795,115,130,0,0,7,0,76,0,8,4,0,1,0,0,0,0
300 mill rd #a31,markland wood,43.638084,-79.583984,649000,2,2.0,point (-79.583984 43.638084),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,0,0,7,0,51,0,0,3,0,0,0,0,0,0
215 mill rd,markland wood,43.633835,-79.57625,1479000,4,3.0,point (-79.57625 43.633835),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,0,0,5,0,54,0,3,4,1,0,0,0,0,1
18 burnt log cres,markland wood,43.633137,-79.58094,1999999,4,3.0,point (-79.58094 43.633137),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,0,0,6,0,45,0,0,3,0,0,0,0,0,0
10 avery ave,markland wood,43.633967,-79.564557,3199000,5,5.0,point (-79.564557 43.633967),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,0,0,7,0,80,0,10,7,0,3,0,0,0,0
120 neilson dr,markland wood,43.63417,-79.567166,1848000,4,5.0,point (-79.567166 43.63417),609,122,190,38,286,57,133,27,1605,2965,1325,1240,985,620,1680,3445,1450,1240,425,495,0,0,6,0,76,0,8,8,0,1,0,0,0,0
23 radwell cres,milliken,43.81922,-79.289585,899000,5,4.0,point (-79.289585 43.81922),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110,0,0,19,0,61,0,25,0,0,0,0,0,0,0
4 flatwoods dr,milliken,43.826499,-79.285113,899000,5,3.0,point (-79.285113 43.826499),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110,0,0,18,0,70,0,4,0,0,0,0,0,0,0
121 valley stream dr,milliken,43.821396,-79.262866,799800,5,2.0,point (-79.262866 43.821396),1821,364,382,76,1014,203,425,85,5760,9370,2170,1510,605,160,5945,10095,2175,1065,200,110,0,0,4,0,72,0,5,0,0,0,0,0,0,0
2639 lake shore blvd w,mimico-queensway,43.603501,-79.492054,5600000,7,4.0,point (-79.492054 43.603501),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,0,0,6,0,13,0,20,3,0,0,0,0,0,0
4 allen ave,mimico-queensway,43.612936,-79.49066,1198000,2,2.0,point (-79.49066 43.612936),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,0,0,9,0,34,0,21,4,0,7,0,0,0,1
152 stanley ave,mimico-queensway,43.614753,-79.496794,1898000,3,3.0,point (-79.496794 43.614753),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,0,1,11,0,56,2,33,2,0,2,0,0,0,0
408 - 155 legion rd n,mimico-queensway,43.623942,-79.488447,550000,1,1.0,point (-79.488447 43.623942),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,0,0,11,0,75,0,38,12,0,1,0,0,0,0
1806 - 15 legion rd,mimico-queensway,43.621512,-79.484037,799880,3,2.0,point (-79.484037 43.621512),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,0,0,2,1,43,0,25,11,0,2,0,0,0,0
602 - 155 legion rd n,mimico-queensway,43.623942,-79.488447,549900,2,1.0,point (-79.488447 43.623942),2835,567,1939,388,563,113,333,67,2460,5230,2040,2155,1415,895,2550,5960,2450,2025,535,680,0,0,11,0,75,0,38,12,0,1,0,0,0,0
6 creekwood dr,morningside,43.785981,-79.215279,1375000,4,5.0,point (-79.215279 43.785981),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,9,0,43,0,1,5,0,0,0,0,0,0
341 military trl #20,morningside,43.786061,-79.212348,549900,3,2.0,point (-79.212348 43.786061),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,5,0,39,0,1,3,0,0,0,0,0,0
11 livonia pl #18,morningside,43.785465,-79.205888,649900,4,4.0,point (-79.205888 43.785465),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,5,1,23,0,1,6,0,3,0,0,0,0
100 mornelle ct #1039,morningside,43.78722,-79.194677,489900,3,2.0,point (-79.194677 43.78722),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,0,0,9,0,1,10,0,5,0,0,0,0
10 livonia pl #149,morningside,43.785922,-79.206031,599000,4,4.0,point (-79.206031 43.785922),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,5,1,24,0,1,6,0,3,0,0,0,0
44 ladysbridge drive,morningside,43.767444,-79.205814,795900,3,2.0,point (-79.205814 43.767444),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,7,0,29,0,1,2,0,0,0,0,0,0
114 - 371 orton park rd,morningside,43.779744,-79.215376,699000,3,2.0,point (-79.215376 43.779744),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,11,0,35,0,2,5,0,0,0,0,0,0
6 neelands cres,morningside,43.792673,-79.205176,990000,4,3.0,point (-79.205176 43.792673),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,5,0,54,0,1,5,0,0,0,0,0,0
1102 - 100 mornelle crt,morningside,43.78722,-79.194677,649000,5,3.0,point (-79.194677 43.78722),960,192,456,91,285,57,219,44,3230,6465,2135,1340,560,120,3290,7300,2040,990,160,80,0,0,0,0,9,0,1,10,0,5,0,0,0,0
111 knowles dr,morningside heights,43.825488,-79.213639,1179000,4,3.0,point (-79.213639 43.825488),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100,0,0,4,0,41,0,0,0,0,0,0,0,0,0
130 morningview trl,morningside heights,43.815394,-79.199609,1349000,6,4.0,point (-79.199609 43.815394),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100,0,0,4,0,38,0,0,0,0,0,0,0,0,0
4 muskox drive,morningside heights,43.81036,-79.18447,1410000,4,3.0,point (-79.18447 43.81036),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 grackle tr,morningside heights,43.828934,-79.23303,1099900,3,3.0,point (-79.23303 43.828934),1592,318,539,108,717,143,336,67,4930,8830,2945,2000,850,180,5060,9930,2945,1435,290,100,0,0,3,0,40,0,0,0,0,0,0,0,0,0
333 adelaide st e #410,moss park,43.651843,-79.369052,599000,1,1.0,point (-79.369052 43.651843),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,39,4,129,4,189,119,0,22,0,0,0,0
120 parliament st penthouse 2404,moss park,43.653856,-79.363933,1069000,3,2.0,point (-79.363933 43.653856),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,11,3,98,1,123,62,0,7,0,0,0,0
181 dundas st e unit 3811,moss park,43.656969,-79.374122,699000,2,1.0,point (-79.374122 43.656969),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,54,3,152,1,305,157,0,16,0,0,0,0
130 shuter st,moss park,43.655956,-79.371864,1199000,6,4.0,point (-79.371864 43.655956),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,53,0,149,1,265,144,0,10,0,0,0,0
408 ontario st,moss park,43.662083,-79.370042,2288800,5,5.0,point (-79.370042 43.662083),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,57,2,104,1,173,85,0,5,0,0,0,0
460 adelaide st e #820,moss park,43.652787,-79.3668,675000,1,2.0,point (-79.3668 43.652787),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,34,3,113,2,153,86,0,16,0,0,0,0
818 - 323 richmond st e,moss park,43.653384,-79.368447,899000,2,2.0,point (-79.368447 43.653384),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,46,3,131,3,184,110,0,16,0,0,0,0
1220 - 460 adelaide street e,moss park,43.652787,-79.3668,499900,1,1.0,point (-79.3668 43.652787),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,34,3,113,2,153,86,0,16,0,0,0,0
ph120 - 460 adelaide st e,moss park,43.652787,-79.3668,1038888,3,2.0,point (-79.3668 43.652787),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,34,3,113,2,153,86,0,16,0,0,0,0
708 - 168 king st e,moss park,43.650812,-79.371199,695000,2,2.0,point (-79.371199 43.650812),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,44,4,132,9,218,146,0,19,0,0,0,1
th1 - 220 george st,moss park,43.655797,-79.373035,1500000,3,3.0,point (-79.373035 43.655797),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,52,1,154,1,289,157,0,15,0,0,0,0
4005 - 319 jarvis st,moss park,43.659814,-79.375308,735000,1,1.0,point (-79.375308 43.659814),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,57,5,147,1,321,160,0,15,0,0,0,0
221 - 251 jarvis st,moss park,43.657325,-79.374332,488000,1,1.0,point (-79.374332 43.657325),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,54,3,152,1,306,158,0,16,0,0,0,0
928 - 251 jarvis street,moss park,43.657325,-79.374332,589900,2,1.0,point (-79.374332 43.657325),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,54,3,152,1,306,158,0,16,0,0,0,0
2114 - 158 front street,moss park,43.650304,-79.368781,528000,1,1.0,point (-79.368781 43.650304),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,35,4,122,4,177,108,0,22,0,0,0,1
1310 - 55 ontario st,moss park,43.6535,-79.366255,565000,1,1.0,point (-79.366255 43.6535),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,33,4,110,2,147,78,0,15,0,0,0,0
1010 - 255 richmond st,moss park,43.652903,-79.370349,589000,1,1.0,point (-79.370349 43.652903),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,49,4,138,4,219,132,0,14,0,0,0,0
102 seaton st,moss park,43.657219,-79.369156,1899900,4,4.0,point (-79.369156 43.657219),5073,1015,2996,599,1360,272,717,143,3910,6825,2325,2685,2065,1455,4025,7680,2820,2675,1000,1060,0,0,54,3,132,1,207,112,0,9,0,0,0,0
85 emmett ave #1012,mount dennis,43.686963,-79.50605,499999,4,2.0,point (-79.50605 43.686963),1052,210,513,103,345,69,194,39,2450,5110,1580,890,325,40,2530,5640,1515,600,90,25,8,0,4,0,80,0,6,4,0,0,0,0,0,0
16 - 150 pinery tr,mount dennis,43.691734,-79.506841,699900,3,2.0,point (-79.506841 43.691734),1052,210,513,103,345,69,194,39,2450,5110,1580,890,325,40,2530,5640,1515,600,90,25,7,0,9,0,87,0,17,7,0,0,0,0,0,0
41 markbrook ln #614,mount olive-silverstone-jamestown,43.75828,-79.58639,554999,1,2.0,point (-79.58639 43.75828),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,11,1,34,0,3,1,0,1,0,0,0,0
5 wray ct,mount olive-silverstone-jamestown,43.755083,-79.593103,799990,4,3.0,point (-79.593103 43.755083),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,10,1,43,0,5,1,0,1,0,0,0,0
24 masseygrove cres,mount olive-silverstone-jamestown,43.736326,-79.584228,899999,6,3.0,point (-79.584228 43.736326),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,14,0,89,0,4,3,0,0,0,0,0,0
2901 kipling ave #907,mount olive-silverstone-jamestown,43.758185,-79.588513,549000,2,2.0,point (-79.588513 43.758185),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,10,1,35,0,4,0,0,1,0,0,0,0
58 masseygrove cres,mount olive-silverstone-jamestown,43.737847,-79.58269,799000,4,2.0,point (-79.58269 43.737847),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,13,0,85,0,6,3,0,8,0,0,0,1
62 kay dr,mount olive-silverstone-jamestown,43.757867,-79.592178,999000,4,3.0,point (-79.592178 43.757867),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,11,1,33,0,4,0,0,1,0,0,0,0
21 markbrook ln #407,mount olive-silverstone-jamestown,43.758626,-79.587586,569999,2,2.0,point (-79.587586 43.758626),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,10,1,32,0,3,1,0,1,0,0,0,0
61 markbrook ln #509,mount olive-silverstone-jamestown,43.759225,-79.585149,549000,2,2.0,point (-79.585149 43.759225),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,5,0,37,0,3,1,0,0,0,0,0,0
1109 - 2645 kipling ave w,mount olive-silverstone-jamestown,43.746807,-79.583798,479900,2,2.0,point (-79.583798 43.746807),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,15,0,57,0,6,3,0,1,0,0,0,1
49 orpington cres,mount olive-silverstone-jamestown,43.73693,-79.586988,849000,5,2.0,point (-79.586988 43.73693),2232,446,1048,210,754,151,430,86,6910,11755,3310,1525,415,80,7085,12915,2845,975,105,70,0,0,12,1,91,0,4,3,0,2,0,0,0,0
63 cleveland st,mount pleasant east,43.701838,-79.37765,949999,2,2.0,point (-79.37765 43.701838),1049,210,359,72,461,92,229,46,2285,3555,1535,1720,1700,2260,2430,4050,1760,2080,890,1855,0,0,10,0,84,0,46,13,0,3,0,0,0,0
478 merton st,mount pleasant east,43.699434,-79.38152,1399000,3,2.0,point (-79.38152 43.699434),1049,210,359,72,461,92,229,46,2285,3555,1535,1720,1700,2260,2430,4050,1760,2080,890,1855,0,0,9,0,75,0,47,14,0,0,0,0,0,0
31 taunton rd,mount pleasant east,43.70712,-79.38803,1100000,3,2.0,point (-79.38803 43.70712),1049,210,359,72,461,92,229,46,2285,3555,1535,1720,1700,2260,2430,4050,1760,2080,890,1855,0,0,11,2,108,1,106,38,1,8,0,0,0,2
1006 mount pleasant rd,mount pleasant east,43.714199,-79.392613,999000,3,1.0,point (-79.392613 43.714199),1049,210,359,72,461,92,229,46,2285,3555,1535,1720,1700,2260,2430,4050,1760,2080,890,1855,0,0,8,0,94,0,80,32,1,0,0,0,0,0
86 17th st,new toronto,43.602095,-79.517563,999999,4,4.0,point (-79.517563 43.602095),1187,237,644,129,348,70,195,39,1920,3985,1205,1145,725,340,1980,4375,1425,1050,270,230,0,0,26,0,44,0,18,8,0,3,0,0,0,0
1 lake shore dr,new toronto,43.601114,-79.497504,4250000,4,2.0,point (-79.497504 43.601114),1187,237,644,129,348,70,195,39,1920,3985,1205,1145,725,340,1980,4375,1425,1050,270,230,0,0,7,0,20,0,17,2,0,6,0,0,0,0
104 3rd st,new toronto,43.60352,-79.501782,899900,3,2.0,point (-79.501782 43.60352),1187,237,644,129,348,70,195,39,1920,3985,1205,1145,725,340,1980,4375,1425,1050,270,230,0,0,7,1,25,0,19,3,0,9,0,0,0,1
35 emerald cres,new toronto,43.59614,-79.502746,2499000,5,6.0,point (-79.502746 43.59614),1187,237,644,129,348,70,195,39,1920,3985,1205,1145,725,340,1980,4375,1425,1050,270,230,0,0,16,0,19,0,18,4,0,0,0,0,0,0
115 10th st,new toronto,43.599655,-79.508115,1499000,9,7.0,point (-79.508115 43.599655),1187,237,644,129,348,70,195,39,1920,3985,1205,1145,725,340,1980,4375,1425,1050,270,230,0,0,26,0,29,1,19,6,0,5,0,0,0,1
111 3rd st,new toronto,43.603827,-79.501393,999988,3,2.0,point (-79.501393 43.603827),1187,237,644,129,348,70,195,39,1920,3985,1205,1145,725,340,1980,4375,1425,1050,270,230,0,0,7,1,26,0,19,3,0,8,0,0,0,0
