Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"575 Avenue Rd #704, Toronto, ON M4V 2K2","C$398,000",1 bd,1 ba,N/A,N/A
"8 Swansdown Dr, Toronto, ON M2L 2N1","C$10,499,000",5 bds,10 ba,N/A,N/A
"15 Holmes Ave #2405, Toronto, ON M2N 4L8","C$388,888",1 bd,1 ba,N/A,N/A
"10 Avery Ave, Toronto, ON M9C 1K2","C$3,199,000",5 bds,5 ba,N/A,N/A
"35 Emerald Cres, Toronto, ON M8V 2B3","C$2,499,000",5 bds,6 ba,N/A,N/A
"3151 Bridletowne Cir #1901, Toronto, ON M1W 2T1","C$599,900",3 bds,2 ba,N/A,N/A
"590 Briar Hill Ave, Toronto, ON M5N 1M9","C$5,790,000",4 bds,8 ba,N/A,N/A
"3 Thornhill Ave, Toronto, ON M6S 4C3","C$1,898,000",3 bds,4 ba,N/A,N/A
"125 Village Green Sq, Toronto, ON M1S 0G3","C$143,900",-- bds,-- ba,N/A,ba
"17 Lesmount Ave, Toronto, ON M4J 3V5","C$1,299,000",3 bds,2 ba,N/A,N/A
"100 Mornelle Ct #1039, Toronto, ON M1E 4X2","C$489,900",3 bds,2 ba,N/A,N/A
"70 Distillery Ln #1508, Toronto, ON M5A 0E3","C$899,000",2 bds,2 ba,N/A,N/A
"91 Bedford Rd, Toronto, ON M5R 2K4","C$7,888,000",5 bds,5 ba,N/A,N/A
"340 Dixon Rd #1508, Toronto, ON M9R 1T1","C$395,000",2 bds,1 ba,N/A,N/A
"237 McRoberts Ave, Toronto, ON M6E 4P3","C$699,000",4 bds,2 ba,N/A,N/A
"262 Saint Helens Ave #106, Toronto, ON M6H 4A4","C$799,900",2 bds,2 ba,N/A,N/A
"241 B Evelyn Ave, Toronto, ON M6P 2Z8","C$2,998,000",6 bds,5 ba,N/A,N/A
"32 Windsor Rd, Toronto, ON M9R 3G4","C$1,280,000",4 bds,2 ba,N/A,N/A
"62 Martin Grove Rd, Toronto, ON M9B 4K4","C$3,799,000",4 bds,5 ba,N/A,N/A
"44 Standish Ave, Toronto, ON M4W 3B1","C$3,395,000",5 bds,5 ba,N/A,N/A
"25 Ritchie Ave #PENTHOUSE 510, Toronto, ON M6R 2J6","C$2,198,000",4 bds,3 ba,N/A,N/A
"80 John St #1603, Toronto, ON M5V 3X4","C$1,068,900",2 bds,2 ba,"1,010 sqft",N/A
"39 Standish Ave, Toronto, ON M4W 3B2","C$2,395,000",5 bds,4 ba,N/A,N/A
"77 Glenmore Rd, Toronto, ON M4L 3M2","C$1,399,000",4 bds,3 ba,N/A,N/A
"30 Northland Ave, Toronto, ON M6N 2C6","C$717,000",2 bds,2 ba,N/A,N/A
"17 Edilou Dr, Toronto, ON M8W 4B1","C$1,248,000",4 bds,2 ba,N/A,N/A
"2130 Weston Rd #304, Toronto, ON M9N 3R9","C$369,000",2 bds,1 ba,N/A,N/A
"186 Phyllis Ave, Toronto, ON M1M 1Y8","C$2,750,000",6 bds,7 ba,N/A,N/A
"132 Grey Rd, Toronto, ON M5M 4G1","C$2,395,000",3 bds,2 ba,N/A,N/A
"4645 Jane St #720, Toronto, ON M3N 2K9","C$278,000",1 bd,1 ba,N/A,N/A
"100 Glenvale Blvd, Toronto, ON M4G 2V9","C$3,848,000",5 bds,5 ba,N/A,N/A
"319 Betty Ann Dr, Toronto, ON M2R 1B4","C$4,660,000",7 bds,7 ba,N/A,N/A
"335 Lonsdale Rd #406, Toronto, ON M5P 1R4","C$509,000",2 bds,1 ba,N/A,N/A
"37 Marjory Ave, Toronto, ON M4M 2Y2","C$1,399,000",4 bds,2 ba,N/A,N/A
"10 Livonia Pl #149, Toronto, ON M1E 4W6","C$599,000",4 bds,4 ba,N/A,N/A
"4645 Jane St #818, Toronto, ON M3N 2K9","C$228,800",1 bd,1 ba,N/A,N/A
"42 Heathview Ave, Toronto, ON M2K 2C1","C$3,799,000",4 bds,3 ba,N/A,N/A
"561 Arlington Ave, Toronto, ON M6C 3A6","C$2,298,000",3 bds,4 ba,N/A,N/A
"2088 Lawrence Ave W #603, Toronto, ON M9N 3Z9","C$539,000",3 bds,2 ba,N/A,N/A
"210 Gowan Ave, Toronto, ON M4J 2K6","C$999,000",4 bds,2 ba,N/A,N/A
"52 Sproat Ave, Toronto, ON M4M 1W4","C$998,000",3 bds,1 ba,N/A,N/A
