Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"491 Jane St, Toronto, ON M6S 4A1","C$879,900",3 bds,2 ba,N/A,N/A
"152 Stanley Ave, Toronto, ON M8V 1N9","C$1,898,000",3 bds,3 ba,N/A,N/A
"5795 Yonge St UNIT 611, Toronto, ON M2M 4J3","C$535,000",2 bds,2 ba,N/A,N/A
"75 Queens Wharf Rd #3901, Toronto, ON M5V 0J8","C$1,049,000",2 bds,2 ba,"1,008 sqft",N/A
"21 Tinbury Pl, Toronto, ON M1B 1J7","C$899,000",5 bds,3 ba,N/A,N/A
"4 Flatwoods Dr, Toronto, ON M1V 4H4","C$899,000",5 bds,3 ba,N/A,N/A
"1438A Dufferin St, Toronto, ON M6H 3L1","C$1,998,000",3 bds,6 ba,N/A,N/A
"38 Smithwood Dr, Toronto, ON M9B 4R9","C$4,449,000",6 bds,7 ba,N/A,N/A
"88 Willowridge Rd, Toronto, ON M9R 3Z4","C$899,900",3 bds,3 ba,N/A,N/A
"27 Burkwood Cres, Toronto, ON M1B 1N8","C$799,900",6 bds,3 ba,N/A,N/A
"63 Cleveland St, Toronto, ON M4S 2W3","C$949,999",2 bds,2 ba,N/A,N/A
"10 Ed Clark Gdns #14, Toronto, ON M6N 3A9","C$949,900",3 bds,2 ba,"1,231 sqft",N/A
"52 Rosedale Rd, Toronto, ON M4W 2P6","C$10,500,000",6 bds,7 ba,N/A,N/A
"365 Beech Ave #219, Toronto, ON M4E 0C2","C$999,900",2 bds,2 ba,N/A,N/A
"62 Kay Dr, Toronto, ON M9V 4X7","C$999,000",4 bds,3 ba,N/A,N/A
"155 Dalhousie St #1054, Toronto, ON M5B 2P7","C$2,695,000",5 bds,4 ba,N/A,N/A
"5949 Yonge St #803, Toronto, ON M2M 3V8","C$348,800",1 bd,1 ba,N/A,N/A
"38 Ravensbourne Cres, Toronto, ON M9A 2A8","C$4,588,000",6 bds,5 ba,N/A,N/A
"9 Greenview Ave, Toronto, ON M2M 4M7","C$1,598,000",3 bds,3 ba,N/A,N/A
"68 Yorkville Ave #304, Toronto, ON M5R 3V7","C$3,750,000",2 bds,3 ba,"2,490 sqft",N/A
"375 King St W #2302, Toronto, ON M5V 1K5","C$1,089,000",3 bds,2 ba,N/A,N/A
"274 Carlton St, Toronto, ON M5A 2L5","C$3,898,000",6 bds,4 ba,N/A,N/A
"70 Pynford Cres, Toronto, ON M3A 1W8","C$1,029,888",6 bds,2 ba,N/A,N/A
"75 The Donway W #805, Toronto, ON M3C 2E9","C$499,000",Studio,1 ba,N/A,N/A
"125 Western Battery Rd #2207, Toronto, ON M6K 3R8","C$895,000",3 bds,2 ba,N/A,N/A
"80 Crescent Rd UNIT 300, Toronto, ON M4W 1T5","C$2,728,000",3 bds,2 ba,N/A,N/A
"4 Bowman St, Toronto, ON M4X 1T9","C$3,450,000",5 bds,5 ba,N/A,N/A
"53 Lynnford Dr, Toronto, ON M9B 1H8","C$1,179,000",4 bds,2 ba,N/A,N/A
"185 Dawlish Ave, Toronto, ON M4N 1H6","C$9,990,000",6 bds,8 ba,N/A,N/A
"40 Exmoor Dr, Toronto, ON M8W 1R5","C$1,458,000",3 bds,4 ba,N/A,N/A
"131 Brickworks Ln #BL131, Toronto, ON M6N 5H8","C$879,000",3 bds,4 ba,"1,027 sqft",N/A
"195 Upper Canada Dr, Toronto, ON M2P 1T2","C$2,195,000",4 bds,3 ba,N/A,N/A
"36 Wilson Park Rd, Toronto, ON M6K 3B5","C$1,299,000",4 bds,2 ba,N/A,N/A
"197 S Woodrow Blvd, Toronto, ON M1N 3M1","C$699,000",2 bds,1 ba,N/A,N/A
"391 Wellesley St E, Toronto, ON M4X 1H5","C$2,049,000",4 bds,3 ba,N/A,N/A
"488 University Ave #2507, Toronto, ON M5G 0C1","C$1,350,000",3 bds,2 ba,N/A,N/A
"76 Dalegrove Cres, Toronto, ON M9B 6A9","C$2,249,888",9 bds,5 ba,N/A,N/A
"67 Hillholm Rd, Toronto, ON M5P 1M4","C$15,500,000",7 bds,7 ba,N/A,N/A
"26 Crimson Millway, Toronto, ON M2L 1T6","C$1,198,000",5 bds,4 ba,N/A,N/A
"83 Bayview Rdg, Toronto, ON M2L 1E3","C$10,800,000",5 bds,6 ba,N/A,N/A
"25 Laidlaw St #516, Toronto, ON M6K 1X3","C$999,000",4 bds,3 ba,N/A,N/A
