Neighbourhood,Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
newtonbrook west,351,180 Patricia Ave,M2M1J5,43.788611,-79.426393,North York,1088000,4 bds,3 ba,,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,0,13,10,0,16,0,0,0,0,0,0,1,6,5,130,1,38,21,0,31,0,0,0,0,1,POINT (-79.426393 43.788611),1452,290,479,96,597,119,376,75,5275,8955,2530,1675,1070,445,5490,9855,2405,1500,415,315
newtonbrook west,470,37 Drewry Ave UNIT 9,M2M0B4,43.786348,-79.419345,North York,738000,3 bds,2 ba,,0,0,1,0,17,0,11,2,0,1,0,0,0,0,1,0,1,4,2,72,1,28,15,0,12,0,0,0,0,2,0,1,9,3,139,1,79,29,0,35,0,0,0,0,2,POINT (-79.419345 43.786348),1452,290,479,96,597,119,376,75,5275,8955,2530,1675,1070,445,5490,9855,2405,1500,415,315
newtonbrook west,564,428 Connaught Ave,M2R2M3,43.784968,-79.43885,North York,3368000,7 bds,7 ba,,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,49,0,1,2,0,0,0,0,0,0,0,0,0,9,4,95,1,15,6,0,13,0,0,0,0,0,POINT (-79.43885 43.784968),1452,290,479,96,597,119,376,75,5275,8955,2530,1675,1070,445,5490,9855,2405,1500,415,315
newtonbrook west,594,9 Greenview Ave,M2M4M7,43.779808,-79.418417,North York,1598000,3 bds,3 ba,,0,1,4,1,34,1,27,12,0,9,0,0,0,0,1,0,1,5,1,65,1,66,18,0,13,0,0,0,0,1,0,2,13,3,108,1,82,29,1,21,0,0,0,0,2,POINT (-79.418417 43.779808),1452,290,479,96,597,119,376,75,5275,8955,2530,1675,1070,445,5490,9855,2405,1500,415,315
newtonbrook west,695,D9 - 108 Finch Avenue W,,43.778025,-79.424741,,1100000,4,3,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,1,33,0,5,5,0,5,0,0,0,0,1,0,1,12,1,109,1,73,19,0,15,0,0,0,0,1,POINT (-79.424741 43.778025),1452,290,479,96,597,119,376,75,5275,8955,2530,1675,1070,445,5490,9855,2405,1500,415,315
newtonbrook west,1048,50 Moore Park Ave,,43.793544,-79.421923,,1680000,5,2,,0,0,0,1,19,0,11,9,0,15,0,0,0,0,0,0,0,2,2,58,0,26,14,0,23,0,0,0,0,1,0,0,7,6,132,2,43,14,0,25,0,0,0,0,1,POINT (-79.421923 43.793544),1452,290,479,96,597,119,376,75,5275,8955,2530,1675,1070,445,5490,9855,2405,1500,415,315
north riverdale,306,557 Logan Ave,M4K3B6,43.669004,-79.345758,East Toronto,799000,3 bds,2 ba,,0,0,2,0,5,0,5,5,0,2,0,0,0,0,0,1,0,6,3,15,1,29,15,0,16,0,0,0,0,0,2,2,20,9,56,9,101,44,0,48,0,0,0,0,1,POINT (-79.345758 43.669004),1135,227,469,94,455,91,211,42,1685,2625,1075,1170,1235,1365,1770,3045,1270,1290,615,1175
north riverdale,442,23 Cavell Ave,M4K1L5,43.676192,-79.344974,East Toronto,2850000,5 bds,5 ba,,0,1,2,2,12,1,16,5,0,7,0,0,0,0,0,0,3,11,4,39,3,44,22,0,24,0,0,0,0,0,1,3,24,8,83,6,81,35,0,41,0,0,0,0,1,POINT (-79.344974 43.676192),1135,227,469,94,455,91,211,42,1685,2625,1075,1170,1235,1365,1770,3045,1270,1290,615,1175
north riverdale,747,10 Dearbourne Ave,,43.675665,-79.357432,,1189000,5,2,,0,0,4,1,13,1,10,5,0,10,0,0,0,0,1,0,1,15,2,20,3,35,15,1,12,0,0,0,0,1,2,3,22,6,55,4,64,23,1,20,0,0,0,0,1,POINT (-79.357432 43.675665),1135,227,469,94,455,91,211,42,1685,2625,1075,1170,1235,1365,1770,3045,1270,1290,615,1175
north riverdale,937,5 - 205 Bonis Ave,,43.672038,-79.345604,,899900,3,2,,0,0,1,0,8,0,0,3,0,1,0,0,0,0,0,0,1,12,3,30,2,54,22,0,22,0,0,0,0,0,2,3,25,9,63,6,100,41,0,45,0,0,0,0,1,POINT (-79.345604 43.672038),1135,227,469,94,455,91,211,42,1685,2625,1075,1170,1235,1365,1770,3045,1270,1290,615,1175
north toronto,5,30 Roehampton Ave UNIT 1902,M4P0B9,43.708432,-79.397532,Central Toronto,630000,2 bds,2 ba,,0,1,3,7,30,5,38,17,1,36,0,0,0,0,2,0,1,5,10,60,7,70,32,3,56,0,0,0,0,4,0,2,8,11,117,12,99,43,3,69,0,0,0,0,7,POINT (-79.397532 43.708432),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,20,185 Roehampton Ave #2907,M4P0C6,43.708956,-79.392982,Central Toronto,550000,1 bd,1 ba,,0,0,2,4,19,4,14,7,2,14,0,0,0,0,1,0,1,6,10,62,7,78,29,3,55,0,0,0,0,4,0,2,10,11,108,12,94,40,3,66,0,0,0,0,7,POINT (-79.392982 43.708956),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,58,185 Roehampton Ave #3201,M4P0C6,43.708956,-79.392982,Central Toronto,759000,2 bds,2 ba,,0,0,2,4,19,4,14,7,2,14,0,0,0,0,1,0,1,6,10,62,7,78,29,3,55,0,0,0,0,4,0,2,10,11,108,12,94,40,3,66,0,0,0,0,7,POINT (-79.392982 43.708956),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,122,8 Eglinton Ave E #1910,M4P0C1,43.707141,-79.397703,Central Toronto,569900,1 bd,1 ba,,0,1,2,7,25,4,38,13,1,35,0,0,0,0,2,0,1,6,10,65,9,69,32,3,60,0,0,0,0,4,0,2,9,11,118,13,102,43,3,69,0,0,0,0,7,POINT (-79.397703 43.707141),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,380,195 Redpath Ave #3307,M4P0E4,43.7101,-79.393425,Central Toronto,399000,Studio,1 ba,,0,0,3,4,19,4,12,6,1,11,0,0,0,0,1,0,1,6,10,60,7,67,29,3,51,0,0,0,0,4,0,2,10,11,103,11,93,40,3,66,0,0,0,0,7,POINT (-79.393425 43.7101),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,451,161 Roehampton Ave #PENTHOUSE 05,M4P0C8,43.70876,-79.393794,Central Toronto,1588000,3 bds,2 ba,,0,0,3,4,19,4,15,6,1,17,0,0,0,0,1,0,1,6,10,60,7,78,31,3,56,0,0,0,0,5,0,2,10,11,112,12,95,40,3,67,0,0,0,0,7,POINT (-79.393794 43.70876),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,479,99 Broadway Ave #2902,M4P0E3,43.710514,-79.393306,Central Toronto,588000,2 bds,2 ba,,0,0,4,4,20,3,8,5,1,9,0,0,0,0,1,0,1,6,10,58,7,63,29,3,52,0,0,0,0,4,0,2,10,11,100,10,92,39,3,65,0,0,0,0,7,POINT (-79.393306 43.710514),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,655,25 Broadway Ave UNIT 1105,M4P1T7,43.709918,-79.395912,Central Toronto,688000,2 bds,1 ba,,0,0,3,6,17,6,34,17,0,36,0,0,0,0,1,0,1,5,10,59,7,69,31,3,56,0,0,0,0,4,0,2,8,11,110,12,96,40,3,68,0,0,0,0,7,POINT (-79.395912 43.709918),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,752,1201 - 195 Redpath Avenue,,43.7101,-79.393425,,557000,2,1,,0,0,3,4,19,4,12,6,1,11,0,0,0,0,1,0,1,6,10,60,7,67,29,3,51,0,0,0,0,4,0,2,10,11,103,11,93,40,3,66,0,0,0,0,7,POINT (-79.393425 43.7101),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,774,Th05 - 101 Erskine Ave,,43.711659,-79.39535,,2100000,4,4,,0,0,3,3,19,4,27,9,1,8,0,0,0,0,0,0,1,5,10,58,7,54,27,3,51,0,0,0,0,4,0,1,8,10,97,9,92,36,3,64,0,0,0,0,6,POINT (-79.39535 43.711659),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,863,4308 - 8 Eglinton Ave E,,43.707141,-79.397703,,758000,2,2,,0,1,2,7,25,4,38,13,1,35,0,0,0,0,2,0,1,6,10,65,9,69,32,3,60,0,0,0,0,4,0,2,9,11,118,13,102,43,3,69,0,0,0,0,7,POINT (-79.397703 43.707141),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,933,2410 - 5500 Yonge Street,,43.710282,-79.398838,,888000,2,2,,0,1,4,6,11,4,37,16,0,35,0,0,0,0,2,0,1,5,9,58,6,64,26,2,50,0,0,0,0,4,0,2,10,11,115,11,89,40,3,67,0,0,0,0,7,POINT (-79.398838 43.710282),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
north toronto,1012,2611 - 8 Eglinton Ave E,,43.707141,-79.397703,,659800,2,2,,0,1,2,7,25,4,38,13,1,35,0,0,0,0,2,0,1,6,10,65,9,69,32,3,60,0,0,0,0,4,0,2,9,11,118,13,102,43,3,69,0,0,0,0,7,POINT (-79.397703 43.707141),988,198,487,97,343,69,158,32,2495,5030,2300,2245,1265,535,2585,5930,2590,1935,460,370
oakdale-beverley heights,139,54 Judy Sgro Ave,M3L0E4,43.727778,-79.523194,North York,868000,3 bds,3 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,1,2,0,11,0,0,0,0,0,POINT (-79.523194 43.727778),3168,634,1577,315,1001,200,590,118,3855,8130,2390,1555,600,150,3985,9000,2315,1130,165,105
oakdale-beverley heights,781,11 Ashton Manr,,43.720735,-79.50042,,2190000,4,2,,0,0,1,1,3,0,2,1,2,0,0,0,0,0,0,0,0,3,1,20,0,7,1,2,2,0,0,0,0,0,1,0,10,4,58,0,12,4,2,18,0,0,0,0,1,POINT (-79.50042 43.720735),3168,634,1577,315,1001,200,590,118,3855,8130,2390,1555,600,150,3985,9000,2315,1130,165,105
oakdale-beverley heights,835,36 Ridge Road,,43.722761,-79.49388,,779000,1,1,,0,0,2,1,6,0,3,1,1,1,0,0,0,0,0,1,0,7,1,17,0,3,2,2,1,0,0,0,0,0,1,0,11,2,51,0,4,3,2,4,0,0,0,0,1,POINT (-79.49388 43.722761),3168,634,1577,315,1001,200,590,118,3855,8130,2390,1555,600,150,3985,9000,2315,1130,165,105
oakdale-beverley heights,1068,17 Wintergreen Rd,,43.726306,-79.487547,,1129000,4,3,,1,0,1,0,5,0,1,0,0,0,0,0,0,0,1,1,0,5,1,29,0,3,2,0,8,0,0,0,0,1,1,0,12,2,46,0,6,4,2,9,0,0,0,0,1,POINT (-79.487547 43.726306),3168,634,1577,315,1001,200,590,118,3855,8130,2390,1555,600,150,3985,9000,2315,1130,165,105
oakdale-beverley heights,1101,2117 - 5 Sheppard Ave E,,43.733338,-79.529127,,919000,2,2,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,1,0,0,0,0,0,0,0,0,0,2,0,29,0,3,2,0,1,0,0,0,0,0,POINT (-79.529127 43.733338),3168,634,1577,315,1001,200,590,118,3855,8130,2390,1555,600,150,3985,9000,2315,1130,165,105
oakridge,249,6 Elward Blvd,M1L3L2,43.691459,-79.281882,Scarborough,569900,3bds,2ba,,0,0,2,0,17,0,0,1,0,0,0,0,0,0,0,0,1,3,3,60,0,3,3,0,9,0,0,0,0,1,0,1,7,3,114,4,18,9,0,15,0,0,0,0,1,POINT (-79.281882 43.691459),1513,303,861,172,374,75,278,56,2940,5155,1230,780,325,65,2985,5690,1110,540,140,40
oakridge,255,23 Elba Ave,M1L4E9,43.699375,-79.274278,Scarborough,499999,3bds,2ba,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,0,0,0,0,0,1,5,0,108,4,8,2,0,4,0,0,0,0,0,POINT (-79.274278 43.699375),1513,303,861,172,374,75,278,56,2940,5155,1230,780,325,65,2985,5690,1110,540,140,40
oakridge,267,24 Coventry St,M1L0H1,43.692746,-79.276677,Scarborough,929900,3 bds,3 ba,,0,0,0,0,19,0,1,1,0,1,0,0,0,0,0,0,0,2,0,52,2,5,1,0,1,0,0,0,0,0,0,1,3,2,110,4,9,5,0,8,0,0,0,0,0,POINT (-79.276677 43.692746),1513,303,861,172,374,75,278,56,2940,5155,1230,780,325,65,2985,5690,1110,540,140,40
oakridge,657,15 B Medford Ave,M1L4G1,43.695692,-79.271575,Scarborough,1399900,4 bds,4 ba,,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,4,6,1,0,1,0,0,0,0,0,0,0,7,0,93,4,8,2,0,4,0,0,0,0,0,POINT (-79.271575 43.695692),1513,303,861,172,374,75,278,56,2940,5155,1230,780,325,65,2985,5690,1110,540,140,40
oakwood village,101,210 Westmount Ave,M6E3M8,43.680554,-79.443098,York,899000,4 bds,3 ba,,0,0,3,0,6,1,18,7,0,7,0,0,0,0,0,0,0,6,1,53,1,44,19,0,17,0,0,0,0,0,0,0,11,2,107,4,58,25,0,21,0,0,0,0,1,POINT (-79.443098 43.680554),1558,312,733,147,562,112,263,53,3345,7410,2350,1775,1340,685,3450,8265,2360,1820,540,480
oakwood village,187,1603 Eglinton Ave W #504,M6E0A1,43.697042,-79.443072,York,768000,3 bds,2 ba,,0,0,1,0,14,0,9,1,0,10,0,0,0,0,0,0,1,5,2,49,0,21,3,0,18,0,0,0,0,1,0,2,10,2,94,1,37,15,0,30,0,0,0,0,2,POINT (-79.443072 43.697042),1558,312,733,147,562,112,263,53,3345,7410,2350,1775,1340,685,3450,8265,2360,1820,540,480
oakwood village,312,437 Westmount Ave,M6E3N4,43.686951,-79.445233,York,799000,4 bds,2 ba,,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,8,1,46,0,8,5,0,5,0,0,0,0,0,0,0,12,1,94,1,67,24,0,36,0,0,0,0,1,POINT (-79.445233 43.686951),1558,312,733,147,562,112,263,53,3345,7410,2350,1775,1340,685,3450,8265,2360,1820,540,480
oakwood village,672,45 Strader Ave,M6C1R1,43.693481,-79.44039,York,699999,3 bds,2 ba,,0,0,3,0,13,0,5,0,0,6,0,0,0,0,0,0,1,6,0,50,0,18,7,0,16,0,0,0,0,0,0,1,11,2,90,1,39,11,0,27,0,0,0,0,1,POINT (-79.44039 43.693481),1558,312,733,147,562,112,263,53,3345,7410,2350,1775,1340,685,3450,8265,2360,1820,540,480
oakwood village,847,82 Roseneath Gdns,,43.684602,-79.435774,,999000,4,2,,0,0,2,0,11,0,4,6,0,4,0,0,0,0,0,0,0,7,0,37,3,37,16,0,12,0,0,0,0,0,0,0,14,1,84,3,66,24,0,24,0,0,0,0,0,POINT (-79.435774 43.684602),1558,312,733,147,562,112,263,53,3345,7410,2350,1775,1340,685,3450,8265,2360,1820,540,480
old east york,624,500 Donlands Ave,M4J3S7,43.696155,-79.346168,East York,799900,3 bds,2 ba,,0,0,0,1,13,1,2,1,0,1,0,0,0,0,0,0,0,2,1,57,1,7,3,0,2,0,0,0,0,0,0,0,4,2,117,1,20,5,0,15,0,0,0,0,1,POINT (-79.346168 43.696155),376,75,137,27,149,30,90,18,1330,2730,985,1040,845,470,1390,3065,1130,1135,315,385
old east york,844,716 - 20 Dean Park Road,,43.696626,-79.340371,,614900,2,2,,0,0,0,1,11,1,5,1,0,1,0,0,0,0,0,0,0,1,1,43,1,8,1,0,1,0,0,0,0,0,0,0,3,3,121,1,21,8,0,19,0,0,0,0,1,POINT (-79.340371 43.696626),376,75,137,27,149,30,90,18,1330,2730,985,1040,845,470,1390,3065,1130,1135,315,385
old east york,971,458 Donlands Ave,,43.695206,-79.343583,,899900,3,2,,0,0,0,1,14,1,6,1,0,1,0,0,0,0,0,0,0,2,1,62,1,7,3,0,2,0,0,0,0,0,0,0,5,2,124,1,19,5,0,15,0,0,0,0,1,POINT (-79.343583 43.695206),376,75,137,27,149,30,90,18,1330,2730,985,1040,845,470,1390,3065,1130,1135,315,385
old east york,1078,406 - 3303 Don Mills Rd,,43.702718,-79.334457,,1130000,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,29,0,4,3,0,3,0,0,0,0,0,0,0,6,3,87,1,20,6,0,18,0,0,0,0,2,POINT (-79.334457 43.702718),376,75,137,27,149,30,90,18,1330,2730,985,1040,845,470,1390,3065,1130,1135,315,385
palmerston-little italy,562,368 Markham St,M6G2K9,43.658121,-79.410024,Downtown Toronto,5250000,3 bds,5 ba,,0,0,2,1,8,5,29,5,0,6,0,0,0,0,0,1,1,12,7,29,12,166,51,0,65,0,0,0,0,3,3,3,77,12,54,24,310,108,0,119,0,0,0,0,6,POINT (-79.410024 43.658121),1151,230,544,109,407,81,200,40,1985,4470,1610,1565,940,1050,2090,5085,1795,1305,505,860
palmerston-little italy,769,501 Palmerston Boulevard,,43.662755,-79.412626,,3199000,7,3,,0,1,4,3,15,1,43,16,0,16,0,0,0,0,1,0,2,14,4,32,13,138,35,0,35,0,0,0,0,1,1,4,52,8,82,22,229,79,0,90,0,0,0,0,4,POINT (-79.412626 43.662755),1151,230,544,109,407,81,200,40,1985,4470,1610,1565,940,1050,2090,5085,1795,1305,505,860
palmerston-little italy,839,1 - 130 Clinton St,,43.657285,-79.414971,,998000,3,2,,0,0,4,1,4,7,32,9,0,8,0,0,0,0,0,0,1,10,5,26,9,110,41,0,36,0,0,0,0,0,1,3,24,9,66,26,284,88,0,98,0,0,0,0,6,POINT (-79.414971 43.657285),1151,230,544,109,407,81,200,40,1985,4470,1610,1565,940,1050,2090,5085,1795,1305,505,860
parkwoods-o'connor hills,914,7b Clintwood Gate,,43.748509,-79.312891,,898000,3,3,,0,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,7,0,34,0,5,2,0,13,0,0,0,0,1,0,0,13,2,80,1,17,6,0,23,0,0,0,0,2,POINT (-79.312891 43.748509),557,111,194,39,257,51,106,21,2670,4000,1485,1355,855,750,2800,4495,1665,1205,330,620
parkwoods-o'connor hills,1108,130 Broadlands Blvd,,43.746216,-79.3142,,1458000,4,2,,0,0,1,0,3,0,0,1,0,2,0,0,0,0,1,0,0,4,1,32,0,3,1,0,9,0,0,0,0,1,0,0,13,2,86,1,14,6,0,23,0,0,0,0,2,POINT (-79.3142 43.746216),557,111,194,39,257,51,106,21,2670,4000,1485,1355,855,750,2800,4495,1665,1205,330,620
pelmo park-humberlea,619,95 Gaydon Ave,M9M1G8,43.721696,-79.530577,North York,1399900,6 bds,2 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,1,0,0,0,2,0,0,0,0,0,0,0,3,1,38,1,4,1,0,5,0,0,0,0,0,POINT (-79.530577 43.721696),1176,235,396,79,535,107,245,49,1845,3805,1370,1265,640,190,1945,4285,1545,1050,175,130
playter estates-danforth,418,59 Arundel Ave,M4K3A3,43.679799,-79.351218,East Toronto,1589000,2 bds,3 ba,,0,1,9,1,4,2,34,10,0,6,0,0,0,0,0,0,2,14,4,48,4,53,17,1,18,0,0,0,0,1,0,3,21,5,97,4,54,27,1,25,0,0,0,0,1,POINT (-79.351218 43.679799),640,128,295,59,206,41,139,28,1120,2100,735,940,725,790,1190,2360,945,840,380,690
playter estates-danforth,950,21 Cambridge Avenue,,43.676518,-79.359986,,1850000,4,3,,0,0,4,1,11,1,8,4,0,6,0,0,0,0,0,0,1,9,2,23,3,18,11,1,12,0,0,0,0,1,2,2,19,4,52,3,59,19,1,15,0,0,0,0,1,POINT (-79.359986 43.676518),640,128,295,59,206,41,139,28,1120,2100,735,940,725,790,1190,2360,945,840,380,690
pleasant view,10,41 Pinto Dr,M2J3T9,43.791871,-79.339242,North York,1149000,6 bds,3 ba,"1,855 sqft",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,0,1,0,0,0,0,0,0,0,0,0,12,0,55,0,4,1,0,4,0,0,0,0,1,POINT (-79.339242 43.791871),743,149,195,39,291,58,257,51,3105,5490,1685,1425,770,270,3250,6080,1725,1230,285,195
pleasant view,897,303 - 70 Old Sheppard Ave,,43.778274,-79.336511,,520000,2,1,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,15,1,7,4,0,19,0,0,0,0,0,0,1,7,3,78,1,15,6,0,21,0,0,0,0,0,POINT (-79.336511 43.778274),743,149,195,39,291,58,257,51,3105,5490,1685,1425,770,270,3250,6080,1725,1230,285,195
pleasant view,1030,505 - 10 Muirhead Rd,,43.778087,-79.338531,,550000,3,2,,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,4,2,28,1,4,4,0,16,0,0,0,0,0,0,1,8,2,68,1,15,6,0,21,0,0,0,0,0,POINT (-79.338531 43.778087),743,149,195,39,291,58,257,51,3105,5490,1685,1425,770,270,3250,6080,1725,1230,285,195
princess-rosethorn,74,31 Twyford Rd,M9A1W3,43.665533,-79.539719,Etobicoke,6285000,5 bds,7 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,31,0,0,1,0,1,0,0,0,0,1,0,0,5,1,59,0,0,1,0,1,0,0,0,0,1,POINT (-79.539719 43.665533),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,292,45 Oldham Rd,M9A2B9,43.677488,-79.542254,Etobicoke,1629000,4 bds,3 ba,,0,0,0,0,7,0,0,1,0,3,0,0,0,0,0,0,0,4,0,23,0,0,2,0,5,0,0,0,0,1,0,0,7,0,54,0,0,2,0,5,0,0,0,0,1,POINT (-79.542254 43.677488),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,459,5 Pheasant Ln,M9A1T1,43.662472,-79.534898,Etobicoke,6899000,5 bds,5 ba,,0,0,0,1,13,0,0,1,0,1,0,0,0,0,1,0,0,1,1,28,0,0,1,0,1,0,0,0,0,1,0,0,5,1,66,0,1,1,0,3,0,0,0,0,1,POINT (-79.534898 43.662472),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,593,38 Ravensbourne Cres,M9A2A8,43.67637,-79.539166,Etobicoke,4588000,6 bds,5 ba,,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,2,0,5,0,0,0,0,1,0,0,5,0,45,0,0,2,0,5,0,0,0,0,1,POINT (-79.539166 43.67637),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,678,18 Kipling Grove Ct,M9B0C6,43.662635,-79.551649,Etobicoke,1299999,3 bds,4 ba,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,8,0,46,0,0,1,0,0,0,0,0,0,0,POINT (-79.551649 43.662635),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,831,521 The Kingsway,,43.672331,-79.5436,,2438000,4,3,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,0,2,0,5,0,0,0,0,1,0,0,12,0,62,0,0,3,0,5,0,0,0,0,1,POINT (-79.5436 43.672331),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,1085,10 Lloyd Manor Rd,,43.659547,-79.54684,,1174800,4,3,,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,57,0,1,0,0,4,0,0,0,0,0,POINT (-79.54684 43.659547),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
princess-rosethorn,1147,4 Lloyd Manor Rd,,43.659229,-79.546535,,1098000,3,2,,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,59,0,1,0,0,4,0,0,0,0,0,POINT (-79.546535 43.659229),684,137,125,25,405,81,154,31,1570,2405,1090,1170,1280,1520,1695,2800,1215,1460,580,1290
regent park,160,225 Sumach St #2511,M5A0P8,43.661007,-79.360355,Downtown Toronto,749900,2 bds,2 ba,,0,0,1,1,4,1,2,3,0,2,0,0,0,0,0,2,0,6,6,28,1,31,17,0,9,0,0,0,0,0,2,0,18,12,70,8,97,40,0,37,0,0,0,0,0,POINT (-79.360355 43.661007),1231,246,765,153,287,57,179,36,2445,4500,1365,1135,715,330,2500,5000,1450,965,330,225
regent park,182,130 River St #2806,M5A0R8,43.661484,-79.358579,Downtown Toronto,429900,1 bd,2 ba,,0,0,1,1,5,0,2,3,0,2,0,0,0,0,0,2,0,7,5,23,1,36,15,0,14,0,0,0,0,0,2,0,14,11,55,9,90,38,0,27,0,0,0,0,0,POINT (-79.358579 43.661484),1231,246,765,153,287,57,179,36,2445,4500,1365,1135,715,330,2500,5000,1450,965,330,225
regent park,669,20 Tubman Ave #2307,M5A0M8,43.660593,-79.359349,Downtown Toronto,559999,2 bds,1 ba,,0,0,1,1,5,1,2,3,0,2,0,0,0,0,0,2,0,6,6,29,1,29,15,0,13,0,0,0,0,0,2,0,15,11,67,9,95,40,0,36,0,0,0,0,0,POINT (-79.359349 43.660593),1231,246,765,153,287,57,179,36,2445,4500,1365,1135,715,330,2500,5000,1450,965,330,225
