,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
194,194,403 church st #2413,church-wellesley,43.662103,-79.379236,698000,2,1,POINT (630679.409075546 4835620.826159431),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,136,523,1078,12,91,26,7
195,195,85 bloor st e #1709,church-wellesley,43.670479,-79.384571,485000,2,1,POINT (630231.1372706463 4836542.703296551),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,140,411,719,16,115,0,9
196,196,1510 - 35 hayden st e,church-wellesley,43.66955,-79.384654,655000,1,1,POINT (630226.4552496539 4836439.394987952),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,153,455,781,17,126,0,10
197,197,1401 - 55 charles st e,church-wellesley,43.668965,-79.383546,799000,1,1,POINT (630317.0473508945 4836376.163018291),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,141,466,817,21,110,1,9
198,198,1101 - 100 hayden st,church-wellesley,43.670504,-79.381661,685000,1,1,POINT (630465.6811589748 4836550.05298499),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,74,370,702,6,59,5,4
199,199,301 - 30 hayden st,church-wellesley,43.66987,-79.385006,499900,1,1,POINT (630197.3853665856 4836474.382721902),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,155,427,750,16,129,0,10
200,200,#1008 - 1 bloor st e,church-wellesley,43.670123,-79.38623,919900,2,2,POINT (630098.1614164627 4836500.561235758),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,176,421,760,22,141,3,10
201,201,408 - 17 dundonald st,church-wellesley,43.665904,-79.383493,599900,2,1,POINT (630327.945055931 4836036.281039594),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,155,518,980,22,127,1,5
202,202,103 gloucester st,church-wellesley,43.667537,-79.379921,2250000,6,3,POINT (630612.392026895 4836223.265957824),2861,572,1669,334,779,156,413,83,4575,7150,3045,3160,1805,785,4675,8275,3690,2615,650,600,38,church-wellesley,0.556184306,19.77761667,68,400,886,10,49,7,2
203,203,564 pharmacy ave,clairlea-birchmount,43.707103,-79.289985,850000,4,2,POINT (637772.5849816629 4840763.1728196),2772,554,1362,272,819,164,591,118,4695,8980,3175,2590,1265,380,4855,10165,3315,2115,385,270,68,clairlea-birchmount,7.397918171,0.675865816,20,61,130,14,5,1,0
204,204,21 fusilier dr,clairlea-birchmount,43.717232,-79.279496,899900,3,3,POINT (638594.3211867897 4841905.633194172),2772,554,1362,272,819,164,591,118,4695,8980,3175,2590,1265,380,4855,10165,3315,2115,385,270,68,clairlea-birchmount,7.397918171,0.675865816,7,44,109,6,0,0,1
205,205,3632a st clair avenue e,clairlea-birchmount,43.709125,-79.293489,699900,4,4,POINT (637485.6478481987 4840981.92677627),2772,554,1362,272,819,164,591,118,4695,8980,3175,2590,1265,380,4855,10165,3315,2115,385,270,68,clairlea-birchmount,7.397918171,0.675865816,31,72,121,23,7,0,1
206,206,5 - 40 mendelssohn street w,clairlea-birchmount,43.71555,-79.281694,759000,2,2,POINT (638421.1334841929 4841715.149003628),2772,554,1362,272,819,164,591,118,4695,8980,3175,2590,1265,380,4855,10165,3315,2115,385,270,68,clairlea-birchmount,7.397918171,0.675865816,11,36,114,10,0,0,1
207,207,30 fusilier dr,clairlea-birchmount,43.717641,-79.279203,939999,3,2,POINT (638616.9807409603 4841951.548669457),2772,554,1362,272,819,164,591,118,4695,8980,3175,2590,1265,380,4855,10165,3315,2115,385,270,68,clairlea-birchmount,7.397918171,0.675865816,5,44,102,5,0,0,0
208,208,861 sheppard ave w #15,clanton park,43.752102,-79.453675,888000,2,2,POINT (624491.0039984667 4845501.909182245),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,27,54,96,15,11,1,0
209,209,897 sheppard ave w #202,clanton park,43.751649,-79.455201,489000,1,1,POINT (624369.0865958452 4845449.304258597),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,24,65,104,15,9,0,0
210,210,2 josephine rd,clanton park,43.743761,-79.447819,1879000,5,4,POINT (624979.8202515254 4844584.336736642),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,8,21,105,6,0,2,0
211,211,8 tippett rd #801,clanton park,43.732384,-79.446637,509000,1,1,POINT (625098.6860226543 4843322.538930755),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,8,99,177,5,2,1,0
212,212,608 - 801 sheppard ave w,clanton park,43.752922,-79.449493,589900,2,2,POINT (624825.9851114035 4845599.276726389),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,17,49,106,10,5,2,0
213,213,96 king high ave,clanton park,43.740725,-79.446355,1599900,7,5,POINT (625104.0247338335 4844249.354275467),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,9,40,108,8,0,1,0
214,214,801 - 8 tippett road,clanton park,43.732384,-79.446637,459000,1,1,POINT (625098.6860226543 4843322.538930755),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,8,99,177,5,2,1,0
215,215,28 joel swirsky blvd,clanton park,43.746583,-79.45106,2599900,5,6,POINT (624712.9957716384 4844892.876566927),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,9,40,100,8,0,1,0
216,216,326 - 38 monte kwinter crt,clanton park,43.733592,-79.448826,519999,2,1,POINT (624919.883539597 4843453.402033848),1698,340,509,102,828,166,361,72,2950,5410,2025,1905,1075,840,3040,6180,2185,1630,455,710,119,clanton park,4.16627713,2.160201955,25,85,157,18,7,0,0
217,217,32 lyme regis cres,cliffcrest,43.718741,-79.228161,3350000,5,5,POINT (642726.0544488356 4842160.363189857),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,35,cliffcrest,7.190824553,0.834396661,1,39,68,0,0,1,0
218,218,7 brimley rd s #d78,cliffcrest,43.706276,-79.231863,490000,1,2,POINT (642457.3791045113 4840769.573256423),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,35,cliffcrest,7.190824553,0.834396661,4,5,12,3,1,0,0
219,219,12 gradwell dr,cliffcrest,43.71325,-79.235129,2750000,5,2,POINT (642177.7442930902 4841538.529618582),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,35,cliffcrest,7.190824553,0.834396661,5,32,72,5,0,0,0
220,220,186 phyllis ave,cliffcrest,43.730854,-79.230523,2750000,6,7,POINT (642507.0589117416 4843501.626384486),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,35,cliffcrest,7.190824553,0.834396661,14,40,94,10,3,1,0
221,221,89 cree ave,cliffcrest,43.731936,-79.228243,999900,4,2,POINT (642688.1141665769 4843625.72289283),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,35,cliffcrest,7.190824553,0.834396661,9,43,102,6,0,3,0
222,222,101 harewood ave,cliffcrest,43.722271,-79.234402,899000,2,1,POINT (642214.9668730358 4842541.691876817),1416,283,635,127,426,85,355,71,2745,5325,1765,1555,1020,525,2875,5850,1950,1420,485,345,35,cliffcrest,7.190824553,0.834396661,29,68,93,13,10,4,2
223,223,1778 dufferin st,corso italia-davenport,43.680272,-79.444278,997000,5,4,POINT (625397.2879048648 4837538.335189413),1083,217,541,108,379,76,163,33,2115,4340,1475,1575,850,550,2205,4910,1710,1405,295,405,64,corso italia-davenport,1.889352826,1.587845297,41,139,222,7,31,3,0
224,224,237 mcroberts ave,corso italia-davenport,43.681676,-79.455673,699000,4,2,POINT (624475.8942870839 4837677.101569545),1083,217,541,108,379,76,163,33,2115,4340,1475,1575,850,550,2205,4910,1710,1405,295,405,64,corso italia-davenport,1.889352826,1.587845297,15,63,168,14,0,0,1
225,225,181 earlscourt ave,corso italia-davenport,43.682609,-79.449359,799900,3,2,POINT (624982.8826426272 4837790.220489715),1083,217,541,108,379,76,163,33,2115,4340,1475,1575,850,550,2205,4910,1710,1405,295,405,64,corso italia-davenport,1.889352826,1.587845297,11,89,215,10,0,0,1
226,226,717 greenwood ave,danforth,43.683375,-79.332915,1029000,3,2,POINT (634366.7482557032 4838057.383731129),752,150,325,65,220,44,207,41,1410,2550,905,1020,895,725,1450,2890,1055,1120,395,600,89,danforth,1.119673367,1.786235217,17,76,193,11,6,0,0
227,227,7 woodycrest ave,danforth,43.680213,-79.34178,1388000,5,3,POINT (633659.2449879075 4837691.873666395),752,150,325,65,220,44,207,41,1410,2550,905,1020,895,725,1450,2890,1055,1120,395,600,89,danforth,1.119673367,1.786235217,48,120,264,20,23,2,3
228,228,6 esterbrooke ave #82,don valley village,43.779624,-79.352763,579000,2,1,POINT (632554.4653125423 4848715.278250252),1944,389,723,145,758,152,463,93,5595,8880,3030,2425,1495,480,5785,9935,3155,2135,540,360,106,don valley village,4.212448389,0.474783265,7,60,120,7,0,0,0
229,229,100 rusty crestway,don valley village,43.788441,-79.355423,859000,3,2,POINT (632320.9555610381 4849690.287668455),1944,389,723,145,758,152,463,93,5595,8880,3030,2425,1495,480,5785,9935,3155,2135,540,360,106,don valley village,4.212448389,0.474783265,30,67,129,19,8,3,0
230,230,301 prudential dr #1701,dorset park,43.749918,-79.268628,325000,2,1,POINT (639393.9351206124 4845554.133988374),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,32,dorset park,6.012137412,0.997981182,9,56,92,9,0,0,0
231,231,1950 kennedy rd #706,dorset park,43.767632,-79.282853,539000,3,1,POINT (638207.8637053831 4847497.702161605),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,32,dorset park,6.012137412,0.997981182,24,43,89,15,8,0,1
232,232,128 shropshire dr,dorset park,43.758979,-79.281764,1149000,4,2,POINT (638315.4563464141 4846538.471635954),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,32,dorset park,6.012137412,0.997981182,6,42,118,6,0,0,0
233,233,939 - 18 mondeo dr,dorset park,43.76543,-79.288231,499975,1,1,POINT (637780.0560385423 4847244.17289973),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,32,dorset park,6.012137412,0.997981182,13,43,77,11,2,0,0
234,234,54 flintridge rd,dorset park,43.744651,-79.279067,988000,7,4,POINT (638565.6281816304 4844951.637653037),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,32,dorset park,6.012137412,0.997981182,8,61,94,6,0,2,0
235,235,105 gilroy dr,dorset park,43.763739,-79.281836,999999,5,2,POINT (638298.6915123879 4847067.022521144),2362,472,1023,205,817,163,522,104,4695,9315,2880,1785,705,120,4815,10335,2840,1255,200,75,32,dorset park,6.012137412,0.997981182,20,39,95,11,9,0,0
236,236,321 concord ave,dovercourt village,43.662575,-79.426988,1199000,4,2,POINT (626828.21577298 4835599.134580475),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,2,dovercourt village,1.502999776,3.32668047,71,155,381,22,46,0,3
237,237,990 dovercourt rd,dovercourt village,43.666907,-79.431852,699000,3,2,POINT (626426.9446672298 4836072.836038995),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,2,dovercourt village,1.502999776,3.32668047,21,154,294,16,4,1,0
238,238,73 pendrith st,dovercourt village,43.666638,-79.422778,1288000,3,2,POINT (627159.0820898715 4836056.82984283),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,2,dovercourt village,1.502999776,3.32668047,19,178,359,2,16,1,0
239,239,254 salem ave,dovercourt village,43.667018,-79.434545,1099000,3,3,POINT (626209.5954152106 4836081.06315388),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,2,dovercourt village,1.502999776,3.32668047,22,138,326,15,5,1,1
240,240,57 shanly st,dovercourt village,43.663806,-79.43205,1800000,6,3,POINT (626417.4909029248 4835728.126964033),754,151,284,57,293,59,177,35,2060,4475,1330,1270,910,560,2145,4920,1505,1160,415,450,2,dovercourt village,1.502999776,3.32668047,40,168,324,7,31,0,2
241,241,295 downsview park blvd,downsview,43.73797,-79.476415,995000,5,4,POINT (622689.1123670727 4843898.414916721),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,0,9,86,0,0,0,0
242,242,88 anthony rd,downsview,43.729155,-79.466301,1198800,3,3,POINT (623521.6878527056 4842934.409592992),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,30,63,114,9,18,3,0
243,243,83 anthony rd,downsview,43.72897,-79.465612,2400000,4,5,POINT (623577.5597764932 4842914.890042383),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,29,63,120,8,18,3,0
244,244,2737 keele st #821,downsview,43.725799,-79.480604,299990,0,1,POINT (622376.571538025 4842540.4549145),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,26,47,83,11,13,0,2
245,245,2737 keele st #402,downsview,43.725799,-79.480604,418888,3,2,POINT (622376.571538025 4842540.4549145),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,26,47,83,11,13,0,2
246,246,70 thomas mulholland dr #8,downsview,43.73587,-79.478063,1387888,5,4,POINT (622560.6879115545 4843662.740195507),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,0,24,86,0,0,0,0
247,247,1004 - 125 george appleton way,downsview,43.725725,-79.479422,649999,3,2,POINT (622471.9248676291 4842533.982460121),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,27,46,84,11,13,1,2
248,248,48 dubray ave,downsview,43.729476,-79.479441,1298000,3,3,POINT (622462.74986774 4842950.556682263),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,24,44,86,11,10,3,0
249,249,314 - 60 george butchart dr,downsview,43.736561,-79.483201,505000,1,1,POINT (622145.5193293381 4843731.897780227),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,6,30,84,5,0,1,0
250,250,3408 - 50 town centre crt,downsview,43.740833,-79.489167,568000,2,1,POINT (621656.4298962518 4844197.586785744),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,15,45,88,10,5,0,0
251,251,279 reiner rd,downsview,43.747795,-79.458169,1498000,3,2,POINT (624138.1036690649 4845016.808194053),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,20,52,89,15,5,0,0
252,252,3305 - 25 town centre crt,downsview,43.74069,-79.486601,690000,2,2,POINT (621863.3431145202 4844185.476040535),1835,367,737,147,708,142,390,78,3120,6590,2420,1680,725,250,3230,7580,2295,1300,225,160,7,downsview,8.282822483,1.448781502,16,43,77,11,5,0,0
253,253,7 carlton st #704,downtown yonge east,43.661094,-79.38259,628888,1,1,POINT (630411.1637734878 4835503.485262816),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,200,625,1221,22,159,10,9
254,254,60 colborne st #1608,downtown yonge east,43.649288,-79.374406,475000,1,1,POINT (631096.732849766 4834205.170228645),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,178,551,987,21,147,0,10
255,255,50 lombard st #1903,downtown yonge east,43.651856,-79.376003,549000,1,1,POINT (630962.3588504167 4834487.858549998),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,169,629,1161,13,146,2,8
256,256,220 victoria st #806,downtown yonge east,43.654877,-79.379218,599000,3,2,POINT (630696.5382458429 4834818.311046933),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,237,705,1287,20,183,26,8
257,257,8 colborne st #penthouse 2701,downtown yonge east,43.648745,-79.377021,3495000,5,4,POINT (630887.0223305804 4834140.734746635),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,212,655,1113,32,168,0,12
258,258,65 mutual st #3004,downtown yonge east,43.655802,-79.374984,899000,3,2,POINT (631035.9508590144 4834927.722953921),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,78,566,1111,4,55,17,2
259,259,127 queen st e #406,downtown yonge east,43.653471,-79.373755,484000,1,1,POINT (631140.1285548114 4834670.776310503),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,89,519,1081,6,73,5,5
260,260,155 dalhousie st #1054,downtown yonge east,43.657615,-79.376789,2695000,5,4,POINT (630886.4607321981 4835126.231479546),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,129,579,1136,5,87,33,4
261,261,712 - 159 dundas street n,downtown yonge east,43.657124,-79.375394,538000,1,1,POINT (631000.0145278048 4835073.901145833),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,87,528,1086,5,52,27,3
262,262,503 - 75 dalhousie st,downtown yonge east,43.655627,-79.375858,629900,3,1,POINT (630965.8540868072 4834906.906871425),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,109,594,1131,5,74,26,4
263,263,906 - 47 mutual st,downtown yonge east,43.654927,-79.374681,549900,2,1,POINT (631062.2876848325 4834831.021196711),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,83,565,1101,4,66,9,4
264,264,817 - 210 victoria st,downtown yonge east,43.654648,-79.379127,399000,0,1,POINT (630704.3732180656 4834793.020917731),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,242,713,1286,20,188,25,9
265,265,2709 - 210 victoria st,downtown yonge east,43.654648,-79.379127,532000,1,1,POINT (630704.3732180656 4834793.020917731),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,242,713,1286,20,188,25,9
266,266,1414 - 197 yonge st,downtown yonge east,43.653337,-79.37937,569000,2,1,POINT (630687.6218173831 4834647.034244413),5634,1127,3414,683,1389,278,831,166,3355,5175,2035,2435,1760,1200,3500,5845,2580,2415,710,935,37,downtown yonge east,0.808529798,17.31537914,249,751,1312,20,207,13,9
267,267,1244 college st,dufferin grove,43.651641,-79.438166,1049900,4,5,POINT (625949.8109326852 4834367.741585854),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,104,dufferin grove,1.387926973,2.88199601,47,148,363,7,35,4,1
268,268,262 saint helens ave #106,dufferin grove,43.656487,-79.443717,799900,2,2,POINT (625492.0668669485 4834897.542153795),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,104,dufferin grove,1.387926973,2.88199601,43,144,320,18,24,0,1
269,269,50 merchant ln #105,dufferin grove,43.656875,-79.445518,808800,3,2,POINT (625346.0331592096 4834937.912111548),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,104,dufferin grove,1.387926973,2.88199601,40,140,315,17,21,0,2
270,270,279 st. helen's ave s,dufferin grove,43.657023,-79.443242,1100000,4,3,POINT (625529.2522706669 4834957.790562986),1318,264,676,135,410,82,232,46,1810,3960,1445,1315,775,350,1900,4475,1550,1175,325,245,104,dufferin grove,1.387926973,2.88199601,42,141,318,15,26,0,1
271,271,12 waring ct,east willowdale,43.776906,-79.401025,3998800,5,7,POINT (628676.5771876741 4848337.254141604),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,3,24,119,3,0,0,0
272,272,80 chiswell cres,east willowdale,43.780901,-79.391894,1678000,4,4,POINT (629402.7771840877 4848795.193712805),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,12,29,65,11,0,1,0
273,273,208 holmes ave,east willowdale,43.781146,-79.399927,3350000,7,7,POINT (628755.8372075068 4848809.878727909),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,3,26,79,3,0,0,0
274,274,258 byng ave e,east willowdale,43.780324,-79.398837,1598000,4,2,POINT (628845.3147309846 4848720.278913314),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,3,30,74,3,0,0,0
275,275,311 holmes avenue,east willowdale,43.782536,-79.392457,3388000,6,8,POINT (629353.9463653744 4848975.905821638),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,13,31,61,12,0,1,0
276,276,136 church ave s,east willowdale,43.77592,-79.405591,2688000,4,5,POINT (628311.2365658161 4848220.656739928),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,6,65,249,6,0,0,0
277,277,83 norton ave,east willowdale,43.772769,-79.408839,2988000,9,7,POINT (628056.5747213814 4847865.661033276),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,2,139,300,0,0,2,0
278,278,ph704 - 399 spring garden ave,east willowdale,43.76867,-79.389623,1188000,3,2,POINT (629611.9466913708 4847440.305934167),1159,232,280,56,499,100,380,76,3480,4115,1395,1345,1230,910,3655,4580,1500,1455,535,740,10,east willowdale,3.513788761,2.276744718,23,42,87,12,8,2,1
279,279,25 finchley rd,edenbridge-humber valley,43.657715,-79.526342,3450000,4,4,POINT (618827.0573395605 4834912.272211288),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,9,53,139,9,0,0,0
280,280,30 anglesey blvd #g2,edenbridge-humber valley,43.663784,-79.522679,1075000,2,2,POINT (619110.42031295 4835591.566339187),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,13,32,78,10,2,0,1
281,281,7 ashley park rd,edenbridge-humber valley,43.662619,-79.516617,9495000,7,7,POINT (619601.4926112493 4835470.899361584),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,14,33,57,7,5,0,2
282,282,17 strath humber ct,edenbridge-humber valley,43.661667,-79.515797,2289000,6,5,POINT (619669.4992778308 4835366.349817023),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,16,37,57,8,6,0,2
283,283,15 edenbrook hl,edenbridge-humber valley,43.671624,-79.524004,7750000,5,7,POINT (618988.097332386 4836460.399845462),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,5,19,58,5,0,0,0
284,284,43 edenvale cres,edenbridge-humber valley,43.680741,-79.52895,4745000,4,4,POINT (618571.41130631 4837465.880688225),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,12,30,72,12,0,0,0
285,285,91 valecrest dr,edenbridge-humber valley,43.675971,-79.520516,10499000,5,8,POINT (619260.6750694034 4836948.201302675),791,158,182,36,468,94,141,28,2420,4110,1770,1670,1170,1520,2570,4745,1955,1525,610,1245,145,edenbridge-humber valley,5.511634741,1.270040619,7,21,64,6,0,1,0
286,286,37 pringdale gardens cir,eglinton east,43.742145,-79.24373,899900,5,4,POINT (641416.8187587748 4844733.029935772),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,24,eglinton east,3.223270256,1.551219601,9,61,106,8,0,1,0
287,287,1346 danforth rd #901,eglinton east,43.743558,-79.244826,475000,2,1,POINT (641325.2413363069 4844888.09444868),1988,398,934,187,604,121,450,90,4020,8725,2555,1600,500,120,4105,9625,2545,995,160,90,24,eglinton east,3.223270256,1.551219601,9,56,114,9,0,0,0
