,Unnamed: 0,street address,neighbourhood_left,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
787,787,5 rosehill ave 607,rosedale-moore park,43.686128,-79.392887,889000,2,2,POINT (629527.0403677232 4838267.714770115),2192,438,874,175,1007,201,311,62,2705,4055,1970,2295,1995,4045,2995,4685,2325,2370,1070,3605,59,rosedale-moore park,4.661562954,4.71944715,72,115,223,17,48,2,5
788,788,663 windermere ave,runnymede-bloor west village,43.656998,-79.48273,1695000,3,2,POINT (622345.1580957952 4834896.026016138),605,121,227,45,270,54,108,22,1395,2085,820,1150,1155,1165,1440,2330,1130,1360,550,950,98,runnymede-bloor west village,1.593613945,1.255009098,17,124,228,13,4,0,0
789,789,491 jane st,runnymede-bloor west village,43.661375,-79.489035,879900,3,2,POINT (621827.8966570855 4835372.870891519),605,121,227,45,270,54,108,22,1395,2085,820,1150,1155,1165,1440,2330,1130,1360,550,950,98,runnymede-bloor west village,1.593613945,1.255009098,17,87,206,7,9,1,0
790,790,2191 yonge st #1708,south eglinton-davisville,43.705666,-79.39739,888000,3,2,POINT (629122.1685284022 4840430.657952498),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,130,281,381,27,94,1,8
791,791,1815 yonge st #1801,south eglinton-davisville,43.695918,-79.395842,849000,2,1,POINT (629267.8410206792 4839350.418296407),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,37,145,369,18,16,1,2
792,792,83 lillian st #15,south eglinton-davisville,43.706583,-79.393516,899000,2,2,POINT (629432.3257688601 4840538.545639667),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,73,275,357,14,49,2,8
793,793,200 ac merton st,south eglinton-davisville,43.697552,-79.390292,1500000,4,3,POINT (629711.5576072205 4839540.565339933),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,16,133,350,10,6,0,0
794,794,709 - 2191 yonge st,south eglinton-davisville,43.705666,-79.39739,549800,2,1,POINT (629122.1685284022 4840430.657952498),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,130,281,381,27,94,1,8
795,795,4906 - 2191 yonge st,south eglinton-davisville,43.705666,-79.39739,1290000,3,3,POINT (629122.1685284022 4840430.657952498),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,130,281,381,27,94,1,8
796,796,608 - 68 merton st,south eglinton-davisville,43.696825,-79.39399,579000,1,1,POINT (629415.130906556 4839454.042602771),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,38,147,373,18,17,0,3
797,797,305 - 125 redpath ave,south eglinton-davisville,43.707523,-79.392402,575000,2,2,POINT (629520.0555082308 4840644.686036023),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,66,261,350,18,39,2,7
798,798,3711 - 2221 yonge st,south eglinton-davisville,43.70601,-79.397833,638000,2,1,POINT (629085.7372733725 4840468.174036729),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,127,275,378,27,90,2,8
799,799,ph13 - 300 balliol st,south eglinton-davisville,43.699446,-79.387089,949000,3,2,POINT (629965.5681407698 4839755.936965368),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,34,75,304,14,18,2,0
800,800,405 - 2221 yonge st,south eglinton-davisville,43.70601,-79.397833,559000,1,1,POINT (629085.7372733725 4840468.174036729),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,127,275,378,27,90,2,8
801,801,1009 - 5 soudan ave,south eglinton-davisville,43.704308,-79.397063,849000,2,2,POINT (629151.431577598 4840280.342325763),1233,247,669,134,378,76,186,37,3405,6070,3090,3570,2220,1390,3560,7310,3780,3190,900,1050,0,south eglinton-davisville,0.944307543,12.70772439,118,277,377,26,83,0,9
802,802,38 joe shuster way #106,south parkdale,43.640417,-79.424649,619900,2,1,POINT (627063.5265316935 4833141.777558313),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,59,175,315,8,49,0,2
803,803,1926 lake shore blvd w #1805,south parkdale,43.635856,-79.467386,766900,2,2,POINT (623625.7983021822 4832570.675567627),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,14,26,46,13,1,0,0
804,804,20 joe shuster way #202,south parkdale,43.640144,-79.423917,399000,1,1,POINT (627123.1440139603 4833112.578387541),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,58,178,302,9,47,0,2
805,805,36 wilson park rd,south parkdale,43.637544,-79.44199,1299000,4,2,POINT (625670.8250591478 4832796.290241843),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,36,101,162,5,31,0,0
806,806,25 laidlaw st #516,south parkdale,43.640554,-79.426294,999000,4,3,POINT (626930.5555094219 4833154.475899028),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,54,158,322,8,44,0,2
807,807,2510 - 1926 lake shore boulevard w,south parkdale,43.635856,-79.467386,1199900,3,2,POINT (623625.7983021822 4832570.675567627),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,14,26,46,13,1,0,0
808,808,1105 - 2067 lake shore boulevard w,south parkdale,43.631453,-79.431636,750000,2,2,POINT (626518.7803403428 4832135.537052758),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,2,31,148,1,0,1,0
809,809,1102 - 20 laidlaw st,south parkdale,43.640503,-79.426858,745000,3,1,POINT (626885.1718294112 4833147.949233049),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,53,138,325,8,43,0,2
810,810,919 - 38 joe shuster way,south parkdale,43.640417,-79.424649,399990,1,1,POINT (627063.5265316935 4833141.777558313),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,59,175,315,8,49,0,2
811,811,1104 - 270 dufferin st,south parkdale,43.638483,-79.427467,699000,2,2,POINT (626840.3018209449 4832922.671346016),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,42,133,306,13,27,0,2
812,812,lph14 - 270 dufferin st,south parkdale,43.638483,-79.427467,999000,4,2,POINT (626840.3018209449 4832922.671346016),2255,451,1376,275,591,118,288,58,3755,8365,2500,1920,930,475,3875,9385,2540,1435,385,325,102,south parkdale,2.287022516,4.809747138,42,133,306,13,27,0,2
813,813,625 queen st e #607,south riverdale,43.658001,-79.352987,769900,2,1,POINT (632804.8876135703 4835206.928223926),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,26,83,190,3,23,0,0
814,814,665 queen st e #412,south riverdale,43.658361,-79.351159,849900,2,2,POINT (632951.493179735 4835249.83888736),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,29,84,174,0,28,1,0
815,815,39 bushell ave,south riverdale,43.671322,-79.334877,1189000,4,2,POINT (634235.4854209878 4836715.555041191),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,24,82,223,8,12,3,1
816,816,80 curzon st,south riverdale,43.665284,-79.332659,988000,3,2,POINT (634427.7728199776 4836048.545097001),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,27,110,179,9,16,2,0
817,817,25 clark st,south riverdale,43.660183,-79.347772,1475000,3,3,POINT (633220.5712866636 4835457.629841457),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,30,103,177,0,29,1,0
818,818,90 broadview ave #526,south riverdale,43.65794,-79.349786,689000,2,1,POINT (633063.1339188536 4835205.282435976),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,31,84,173,0,30,1,0
819,819,2 1st ave,south riverdale,43.664898,-79.351918,1750000,3,3,POINT (632875.8690591874 4835974.644471652),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,35,81,223,4,25,4,2
820,820,37 marjory ave,south riverdale,43.667421,-79.336653,1399000,4,2,POINT (634100.9977751782 4836279.423128201),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,36,108,206,8,25,2,1
821,821,52 sproat ave,south riverdale,43.668518,-79.33323,998000,3,1,POINT (634374.5190646593 4836406.799499744),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,21,94,208,8,10,2,1
822,822,140 - 1173 dundas st e,south riverdale,43.664423,-79.34184,949900,1,2,POINT (633689.4666643674 4835938.081989939),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,38,123,203,8,29,0,1
823,823,627 - 150 logan avenue,south riverdale,43.658054,-79.341682,1300000,3,2,POINT (633716.3449064367 4835230.973536536),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,26,84,196,5,19,1,1
824,824,212 alton avenue,south riverdale,43.66934,-79.330525,849999,2,1,POINT (634590.7604277775 4836502.479494994),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,12,94,205,8,2,2,0
825,825,308 - 625 queen street e,south riverdale,43.658001,-79.352987,715000,2,1,POINT (632804.8876135703 4835206.928223926),2889,578,1295,259,995,199,599,120,4390,7435,2735,3320,2860,2460,4590,8370,3345,3630,1345,1930,85,south riverdale,11.03016477,1.178586201,26,83,190,3,23,0,0
826,826,170 bayview ave #711,st lawrence-east bayfront-the islands,43.655305,-79.35375,625000,1,1,POINT (632749.3044743499 4834906.280355342),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,9,77,186,4,5,0,0
827,827,16 yonge st suite 4006,st lawrence-east bayfront-the islands,43.64325,-79.3764,1649999,3,2,POINT (630949.0442978904 4833531.422805849),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,105,441,774,27,74,0,4
828,828,8 the esplanade #1908,st lawrence-east bayfront-the islands,43.646227,-79.376346,670000,2,1,POINT (630946.9307963378 4833862.142773378),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,164,546,986,31,126,0,7
829,829,20/22 park lane cir,st lawrence-east bayfront-the islands,43.633001,-79.354953,29990000,8,2,POINT (632701.4001261938 4832427.204608328),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,2,2,8,0,2,0,0
830,830,222 the esplanade #713,st lawrence-east bayfront-the islands,43.649611,-79.365545,449900,2,1,POINT (631810.6330608786 4834255.081578219),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,65,202,429,28,33,1,3
831,831,28 freeland st #4404,st lawrence-east bayfront-the islands,43.643622,-79.373959,10428000,2,1,POINT (631145.1121045513 4833576.593000798),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,64,364,723,22,40,0,2
832,832,65 harbour sq #3306,st lawrence-east bayfront-the islands,43.640082,-79.378599,1349900,3,2,POINT (630778.5592785965 4833176.107574844),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,74,298,660,8,61,0,5
833,833,70 distillery ln #1508,st lawrence-east bayfront-the islands,43.650118,-79.357935,899000,2,2,POINT (632423.2338996135 4834323.507629836),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,21,81,216,8,12,1,0
834,834,65 scadding ave #422,st lawrence-east bayfront-the islands,43.648874,-79.365216,618000,3,2,POINT (631838.7781232505 4834173.750702112),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,65,192,406,30,32,1,2
835,835,905 - 398 front st e,st lawrence-east bayfront-the islands,43.653005,-79.357169,819900,2,2,POINT (632478.6599345934 4834645.369978954),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,23,85,223,7,15,1,0
836,836,329 - 155 merchants' wharf avenue,st lawrence-east bayfront-the islands,43.646203,-79.361412,750000,1,1,POINT (632151.4164028869 4833883.152096745),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,17,103,228,8,9,0,0
837,837,1233 - 15 merchants' wharf road,st lawrence-east bayfront-the islands,43.645111,-79.364299,999000,2,2,POINT (631920.9690917731 4833757.277511635),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,18,137,310,10,8,0,0
838,838,414 - 15 lower jarvis st,st lawrence-east bayfront-the islands,43.645272,-79.369349,525000,1,1,POINT (631513.3256856041 4833767.142838194),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,43,256,577,22,19,0,2
839,839,2506 - 33 mill st,st lawrence-east bayfront-the islands,43.650316,-79.360978,679800,2,1,POINT (632177.3961899576 4834340.646173353),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,41,127,256,17,23,1,0
840,840,4610 - 138 downes street,st lawrence-east bayfront-the islands,43.644513,-79.370966,579000,0,1,POINT (631384.5666677554 4833680.284544405),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,45,305,628,17,26,0,2
841,841,10 yonge st 1001,st lawrence-east bayfront-the islands,43.642491,-79.375449,759000,1,2,POINT (631027.3967139261 4833448.627056843),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,65,372,701,16,45,0,4
842,842,1 & 3 blithfield ave,st lawrence-east bayfront-the islands,43.632284,-79.353866,4600000,5,4,POINT (632790.665603155 4832349.310981218),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,1,2,8,0,1,0,0
843,843,ph206 - 138 downes street,st lawrence-east bayfront-the islands,43.644513,-79.370966,2199999,6,6,POINT (631384.5666677554 4833680.284544405),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,45,305,628,17,26,0,2
844,844,4106 - 28 freeland st,st lawrence-east bayfront-the islands,43.643622,-79.373959,699900,2,1,POINT (631145.1121045513 4833576.593000798),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,64,364,723,22,40,0,2
845,845,5301 - 100 harbour st w,st lawrence-east bayfront-the islands,43.641841,-79.379461,649900,1,1,POINT (630705.2169683084 4833370.109374463),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,131,413,773,15,111,0,5
846,846,809 - 77 harbour square w,st lawrence-east bayfront-the islands,43.639992,-79.378887,795500,1,1,POINT (630755.5248429219 4833165.65810764),3604,721,2000,400,951,190,653,131,4490,7935,3975,4850,3915,2820,4720,9190,5170,4960,1745,2190,39,st lawrence-east bayfront-the islands,11.31419461,1.856075552,72,291,663,7,60,0,5
847,847,18 oaken gtwy #18,st.andrew-windfields,43.753729,-79.405545,999000,3,2,POINT (628362.3946716725 4845756.081474472),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,9,64,166,9,0,0,0
848,848,88 forest heights blvd,st.andrew-windfields,43.760595,-79.378477,29800000,8,2,POINT (630526.6083176654 4846560.962899901),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,1,16,81,0,0,1,0
849,849,36 old colony rd,st.andrew-windfields,43.758104,-79.382893,6380000,4,2,POINT (630176.5354129473 4846277.348603127),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,5,19,78,5,0,0,0
850,850,63 bannatyne dr,st.andrew-windfields,43.761125,-79.370406,5598000,5,7,POINT (631175.1421094851 4846632.580854664),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,10,28,88,9,0,1,0
851,851,103 old colony rd,st.andrew-windfields,43.758834,-79.374583,19995000,6,11,POINT (630843.9027783016 4846371.522435954),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,2,21,66,1,0,1,0
852,852,1 silvergrove rd,st.andrew-windfields,43.763519,-79.374045,6295000,5,7,POINT (630876.9951313762 4846892.712837274),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,6,33,82,5,0,1,0
853,853,8 swansdown dr,st.andrew-windfields,43.759947,-79.373036,10499000,5,10,POINT (630966.0069596983 4846497.583354839),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,4,24,77,3,0,1,0
854,854,166 gordon rd,st.andrew-windfields,43.749409,-79.388568,4799900,6,6,POINT (629738.4843108136 4845302.733546704),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,13,36,69,8,3,1,1
855,855,195 upper canada dr,st.andrew-windfields,43.759994,-79.394588,2195000,4,3,POINT (629231.0138213062 4846468.944365799),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,7,48,95,7,0,0,0
856,856,26 crimson millway,st.andrew-windfields,43.752006,-79.382613,1198000,5,4,POINT (630212.3015659089 4845600.514303894),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,8,31,59,8,0,0,0
857,857,43 snowshoe millway,st.andrew-windfields,43.750779,-79.380064,1399900,4,3,POINT (630420.183295112 4845468.248266747),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,2,28,55,2,0,0,0
858,858,43 snowshoe milway,st.andrew-windfields,43.750779,-79.380064,13999900,4,3,POINT (630420.183295112 4845468.248266747),1219,244,255,51,698,140,266,53,3175,4035,1435,1800,1295,1935,3350,4470,1800,1690,730,1660,112,st.andrew-windfields,7.345544345,1.633643395,2,28,55,2,0,0,0
859,859,25 bamburgh cir #929,steeles,43.815497,-79.325582,460000,2,2,POINT (634661.151594668 4852743.4292937),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205,71,steeles,4.561090643,0.438491614,19,58,122,11,7,0,1
860,860,1222 - 75 bamburgh circ,steeles,43.815063,-79.327295,615000,2,2,POINT (634524.3607569628 4852692.439560639),842,168,245,49,437,87,160,32,5580,8505,2195,1685,810,250,5795,9250,2195,1300,295,205,71,steeles,4.561090643,0.438491614,13,65,132,8,5,0,0
861,861,51 lady bank rd #501,stonegate-queensway,43.624575,-79.511602,1099999,3,1,POINT (620081.6203404397 4831252.870883048),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,31,73,149,10,20,0,1
862,862,38 s kingslea dr,stonegate-queensway,43.641624,-79.496401,5000000,5,6,POINT (621273.7253084662 4833168.476693463),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,1,32,80,0,0,1,0
863,863,47 stephen dr,stonegate-queensway,43.632836,-79.485005,849000,3,1,POINT (622210.699800135 4832209.173948488),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,17,52,102,11,6,0,0
864,864,21 kirk bradden rd w,stonegate-queensway,43.638302,-79.502855,3955000,5,5,POINT (620759.8246372177 4832790.11556165),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,9,34,124,7,0,2,0
865,865,5j brussels street,stonegate-queensway,43.626893,-79.491403,1199900,3,3,POINT (621706.5804403478 4831539.729086576),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,13,54,172,11,2,0,0
866,866,506 - 760 the queensway s,stonegate-queensway,43.626178,-79.504717,515000,2,1,POINT (620633.8898249335 4831440.885788361),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,34,89,150,15,17,1,1
867,867,71 riverwood pkwy,stonegate-queensway,43.64146,-79.493483,2399000,5,3,POINT (621509.4110722147 4833154.53060927),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,0,33,88,0,0,0,0
868,868,622 - 859 the queensway,stonegate-queensway,43.624262,-79.510293,699000,3,2,POINT (620187.853137259 4831220.002591151),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,26,81,158,6,19,0,1
869,869,704 - 25 neighbourhood lane,stonegate-queensway,43.638218,-79.489363,1178900,4,3,POINT (621848.2696099425 4832800.505766436),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,11,31,110,9,0,2,0
870,870,527 - 7 smith cres,stonegate-queensway,43.625997,-79.505854,545000,1,1,POINT (620542.5218392032 4831419.131889009),1946,389,586,117,907,181,453,91,3720,6855,2770,2810,2300,2145,3960,7730,3265,3005,870,1795,139,stonegate-queensway,7.945933353,1.258505396,32,86,155,13,18,0,1
871,871,3220 sheppard ave e #318,tam o'shanter-sullivan,43.777968,-79.312305,897880,2,2,POINT (635813.9365531995 4848596.934255945),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,70,tam o'shanter-sullivan,5.421897854,0.737749052,12,47,100,7,3,1,1
872,872,22 malamute cres,tam o'shanter-sullivan,43.777993,-79.302685,1090000,6,3,POINT (636588.0386370914 4848615.538738853),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,70,tam o'shanter-sullivan,5.421897854,0.737749052,11,49,98,5,3,3,0
873,873,3220 sheppard ave e #1506,tam o'shanter-sullivan,43.777968,-79.312305,508000,1,1,POINT (635813.9365531995 4848596.934255945),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,70,tam o'shanter-sullivan,5.421897854,0.737749052,12,47,100,7,3,1,1
874,874,76 highhill drive,tam o'shanter-sullivan,43.776605,-79.311642,1080000,4,4,POINT (635870.378017957 4848446.639821679),1585,317,587,117,637,127,361,72,5585,9940,3110,2120,1090,395,5780,11080,2945,1815,325,300,70,tam o'shanter-sullivan,5.421897854,0.737749052,10,40,102,5,3,1,1
