Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"2828 Wall St, Vancouver, BC V5K 1B2","C$2,299,000",4 bds,4 ba,"2,083 sqft",N/A
"2433 Broadway W, Vancouver, BC V6K 2E8","C$1,798,000",3 bds,4 ba,"1,583 sqft",N/A
"4677 Simpson Ave, Vancouver, BC V6R 1C2","C$11,580,000",5 bds,5 ba,"4,190 sqft",N/A
"1130 Ironwork Pass, Vancouver, BC V6H 3P1","C$1,248,800",2 bds,2 ba,"1,245 sqft",N/A
"1251 Cardero St #1102, Vancouver, BC V6G 2H9","C$399,000",1 bd,1 ba,592 sqft,N/A
"4465 Skeena St, Vancouver, BC V5R 2L8","C$1,699,000",4 bds,4 ba,"2,520 sqft",N/A
"548 Georgia St E #2, Vancouver, BC V6A 1Z9","C$1,388,000",3 bds,2 ba,"1,832 sqft",N/A
"3418 Adanac St #11, Vancouver, BC V5K 5H5","C$969,000",3 bds,2 ba,"1,358 sqft",N/A
"1559 E 41st Ave, Vancouver, BC V5P 1K3","C$1,399,000",3 bds,2 ba,"1,642 sqft",N/A
"1166 E 11th Ave #1, Vancouver, BC V5T 2G3","C$1,998,800",4 bds,4 ba,"1,621 sqft",N/A
"2238 Eton St PENTHOUSE 6, Vancouver, BC V5L 1C8","C$543,000",1 bd,1 ba,650 sqft,N/A
"688 W 29th Ave, Vancouver, BC V5Z 2H9","C$4,990,000",5 bds,4 ba,"1,998 sqft",N/A
"3132 W 7th Ave, Vancouver, BC V6K 2A1","C$1,628,000",2 bds,2 ba,"1,124 sqft",N/A
"3850 Point Grey Rd, Vancouver, BC V6R 1B4","C$6,888,000",4 bds,5 ba,"5,011 sqft",N/A
"2707 E 26th Ave, Vancouver, BC V5R 1M1","C$1,399,000",3 bds,4 ba,"1,285 sqft",N/A
"2121 W 6th Ave #215, Vancouver, BC V6K 1V5","C$1,449,000",3 bds,2 ba,"1,267 sqft",N/A
"233 Abbott St #306, Vancouver, BC V6B 2K7","C$419,900",1 bd,1 ba,510 sqft,N/A
"762 E Pender St, Vancouver, BC V6A 1V7","C$1,698,000",3 bds,3 ba,"1,711 sqft",N/A
"5187 Culloden St, Vancouver, BC V5W 3R5","C$2,589,000",5 bds,4 ba,"2,894 sqft",N/A
"1119 Pendrell St, Vancouver, BC V6E 1L3","C$2,350,000",2 bds,3 ba,"1,675 sqft",N/A
"3522 SW Marine Dr, Vancouver, BC V6N 3Z2","C$3,999,999",3 bds,4 ba,"3,085 sqft",N/A
"1460 Bute St #201, Vancouver, BC V6E 2A7","C$2,980,000",2 bds,2 ba,"1,477 sqft",N/A
"1937 Creelman Ave, Vancouver, BC V6J 1B8","C$1,888,000",3 bds,2 ba,"1,479 sqft",N/A
"501 Pacific St #203, Vancouver, BC V6Z 2X6","C$899,900",2 bds,1 ba,866 sqft,N/A
"1133 Keefer St, Vancouver, BC V6A 1Z2","C$1,490,000",5 bds,2 ba,"2,100 sqft",N/A
"1790 Angus Dr, Vancouver, BC V6J 4H5","C$13,800,000",7 bds,4 ba,"5,613 sqft",N/A
"3186 Grant St, Vancouver, BC V5K 3H9","C$1,828,000",4 bds,4 ba,"1,830 sqft",N/A
"2550 Garden Dr #111, Vancouver, BC V5N 4X6","C$594,900",Studio,1 ba,425 sqft,N/A
"2551 Triumph St, Vancouver, BC V5K 1S7","C$1,479,000",3 bds,4 ba,"1,238 sqft",N/A
"1533 Balfour Ave, Vancouver, BC V6J 2V1","C$12,980,000",7 bds,9 ba,"11,543 sqft",N/A
"4215 W 13th Ave #1, Vancouver, BC V6R 2T7","C$2,499,000",4 bds,4 ba,"1,905 sqft",N/A
"2450 Cornwall Ave #205, Vancouver, BC V6K 1B8","C$949,900",2 bds,2 ba,917 sqft,N/A
"5189 Gaston St #1303, Vancouver, BC V5R 6C7","C$599,000",2 bds,2 ba,759 sqft,N/A
"548 Georgia St E #1, Vancouver, BC V6A 1Z9","C$799,000",2 bds,2 ba,815 sqft,N/A
"156 W 62nd Ave, Vancouver, BC V5X 2E1","C$1,999,999",5 bds,3 ba,"2,656 sqft",N/A
"464 E 12th Ave, Vancouver, BC V5T 2H4","C$1,648,000",5 bds,2 ba,"2,040 sqft",N/A
"2250 W 43rd Ave #203, Vancouver, BC V6M 2E3","C$468,000",1 bd,1 ba,845 sqft,N/A
"2250 SE Marine Dr #202, Vancouver, BC V5P 2S2","C$897,500",3 bds,2 ba,"1,238 sqft",N/A
"3368 Main St #203, Vancouver, BC V5V 3M7","C$1,060,000",3 bds,2 ba,"1,114 sqft",N/A
"1236 Bidwell St #1601, Vancouver, BC V6G 2K9","C$3,585,000",2 bds,3 ba,"1,855 sqft",N/A
"1568 Alberni St #2903, Vancouver, BC V6G 1A5","C$5,500,000",3 bds,3 ba,"2,066 sqft",N/A
