Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"185 W 45th Ave, Vancouver, BC V5Y 2W2","C$3,590,000",5 bds,5 ba,"3,403 sqft",N/A
"1775 Quebec St #607, Vancouver, BC V5T 0E3","C$749,999",1 bd,1 ba,640 sqft,N/A
"5288 Melbourne St #1205, Vancouver, BC V5R 6E6","C$828,000",3 bds,2 ba,991 sqft,N/A
"1480 Howe St #5601, Vancouver, BC V6Z 0G5","C$7,980,000",3 bds,4 ba,"3,107 sqft",N/A
"2645 W 6th Ave, Vancouver, BC V6K 1W6","C$2,399,000",5 bds,3 ba,"2,038 sqft",N/A
"1372 Seymour St #4102, Vancouver, BC V6B 0L1","C$3,399,888",4 bds,4 ba,"2,073 sqft",N/A
"988 W 54th Ave #203, Vancouver, BC V6P 1M9","C$788,000",2 bds,2 ba,973 sqft,N/A
"5665 Boundary Rd #2807, Vancouver, BC V5R 0E4","C$799,000",2 bds,2 ba,786 sqft,N/A
"5650 Oak St #208, Vancouver, BC V6M 2V6","C$849,000",2 bds,2 ba,"1,137 sqft",N/A
"1288 Georgia St W PENTHOUSE 5, Vancouver, BC V6E 4R3","C$1,799,000",2 bds,1 ba,"1,215 sqft",N/A
"4309 Locarno Cres, Vancouver, BC V6R 1G2","C$3,890,000",3 bds,2 ba,"2,864 sqft",N/A
"1283 Howe St #2504, Vancouver, BC V6Z 0E3","C$999,000",3 bds,2 ba,916 sqft,N/A
"4569 W 2nd Ave, Vancouver, BC V6R 1K7","C$3,798,000",2 bds,2 ba,"1,730 sqft",N/A
"2741 Hastings St E #200, Vancouver, BC V5K 1Z8","C$438,800",1 bd,1 ba,468 sqft,N/A
"1080 Wolfe Ave, Vancouver, BC V6H 1V8","C$9,580,000",5 bds,5 ba,"5,910 sqft",N/A
"1500 Hornby St #1805, Vancouver, BC V6Z 2R1","C$1,688,000",2 bds,2 ba,"1,273 sqft",N/A
"51 E 27th Ave, Vancouver, BC V5V 2K2","C$2,498,000",3 bds,4 ba,"1,751 sqft",N/A
"830 E 7th Ave #211, Vancouver, BC V5T 4J2","C$429,000",1 bd,1 ba,446 sqft,N/A
"311 E 6th Ave #405, Vancouver, BC V5T 0G9","C$635,000",1 bd,1 ba,564 sqft,N/A
"750 W 6th Ave, Vancouver, BC V5Z 0C8","C$1,649,900",3 bds,2 ba,"1,603 sqft",N/A
"2925 McGill St, Vancouver, BC V5K 1H8","C$1,685,000",4 bds,2 ba,"1,889 sqft",N/A
"40 E 46th Ave #1, Vancouver, BC V5W 1Z1","C$2,149,000",5 bds,4 ba,"1,825 sqft",N/A
"1726 W 32nd Ave, Vancouver, BC V6J 3A7","C$6,990,000",5 bds,5 ba,"5,760 sqft",N/A
"2032 E 22nd Ave, Vancouver, BC V5N 2R4","C$2,998,000",8 bds,7 ba,"3,577 sqft",N/A
"3885 W 35th Ave, Vancouver, BC V6N 2N8","C$3,998,000",8 bds,4 ba,"2,371 sqft",N/A
"3138 Riverwalk Ave #312, Vancouver, BC V5S 0B6","C$859,800",2 bds,2 ba,"1,024 sqft",N/A
"1907 E 38th Ave, Vancouver, BC V5P 1G6","C$2,230,000",6 bds,4 ba,"2,278 sqft",N/A
"1502 Island Park Walk #107, Vancouver, BC V6H 3Z8","C$1,299,900",2 bds,2 ba,"1,257 sqft",N/A
"964 W 15th Ave, Vancouver, BC V5Z 1R9","C$1,599,000",3 bds,2 ba,"1,976 sqft",N/A
"4638 Gladstone St #1510, Vancouver, BC V5N 4Y8","C$775,000",2 bds,2 ba,791 sqft,N/A
"2335 W 18th Ave, Vancouver, BC V6L 1A7","C$7,180,000",5 bds,7 ba,"4,700 sqft",N/A
"3888 W 13th Ave, Vancouver, BC V6R 2S8","C$3,860,000",5 bds,5 ba,"2,458 sqft",N/A
"1362 E 60th Ave, Vancouver, BC V5X 2A9","C$1,580,000",5 bds,2 ba,"2,390 sqft",N/A
"6011 Macdonald St, Vancouver, BC V6N 1E5","C$3,798,000",6 bds,5 ba,"4,817 sqft",N/A
"2033 W 7th Ave #305, Vancouver, BC V6J 1T3","C$799,900",2 bds,1 ba,749 sqft,N/A
"2838 Birch St #3, Vancouver, BC V6H 2T6","C$1,988,000",3 bds,3 ba,"1,956 sqft",N/A
"7123 Selkirk St, Vancouver, BC V6P 6J4","C$6,980,000",6 bds,8 ba,"6,502 sqft",N/A
"939 W 7th Ave #26, Vancouver, BC V5Z 1C4","C$649,900",1 bd,1 ba,624 sqft,N/A
"1211 Melville St #2404, Vancouver, BC V6E 0A7","C$1,685,000",3 bds,3 ba,"1,372 sqft",N/A
"8410 Cornerstone St, Vancouver, BC V5S 4S1","C$998,000",3 bds,3 ba,"1,808 sqft",N/A
"1375 King Edward Ave W, Vancouver, BC V6H 2A1","C$11,998,000",4 bds,3 ba,"5,774 sqft",N/A
