Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"3689 Borham Cres, Vancouver, BC V5S 3X2","C$918,000",2 bds,3 ba,"1,826 sqft",N/A
"850 E 38th Ave, Vancouver, BC V5W 1J3","C$1,628,000",3 bds,4 ba,"1,495 sqft",N/A
"1919 Beach Ave #1600, Vancouver, BC V6G 1Z2","C$5,500,000",4 bds,4 ba,"2,899 sqft",N/A
"433 SW Marine Dr #501, Vancouver, BC V5X 2P9","C$918,000",2 bds,2 ba,875 sqft,N/A
"1718 W 61st Ave, Vancouver, BC V6P 2C3","C$5,998,000",6 bds,7 ba,"4,343 sqft",N/A
"3518 King Edward Ave W, Vancouver, BC V6S 1M5","C$2,780,000",6 bds,4 ba,"2,990 sqft",N/A
"1615 Frances St #201, Vancouver, BC V5L 1Z3","C$878,000",2 bds,2 ba,927 sqft,N/A
"3232 Columbia St, Vancouver, BC V5Y 0B6","C$1,399,900",2 bds,3 ba,"1,157 sqft",N/A
"3628 W 5th Ave, Vancouver, BC V6R 1S2","C$2,598,000",5 bds,3 ba,"1,890 sqft",N/A
"690 W 6th Ave, Vancouver, BC V5Z 1A3","C$988,000",2 bds,2 ba,"1,025 sqft",N/A
"2316 Prince Albert St, Vancouver, BC V5T 3W5","C$1,399,000",6 bds,3 ba,"2,647 sqft",N/A
"2729 Ward St, Vancouver, BC V5R 4S6","C$999,000",3 bds,2 ba,965 sqft,N/A
"1625 E 8th Ave, Vancouver, BC V5N 1T6","C$1,545,000",3 bds,2 ba,"1,502 sqft",N/A
"1055 W 57th Ave, Vancouver, BC V6P 1S6","C$4,499,999",8 bds,6 ba,"6,190 sqft",N/A
"1274 Barclay St #107, Vancouver, BC V6E 1H3","C$749,000",2 bds,1 ba,881 sqft,N/A
"4627 W 15th Ave, Vancouver, BC V6R 3B5","C$4,680,000",4 bds,6 ba,"2,760 sqft",N/A
"888 E 12th Ave, Vancouver, BC V5T 2J2","C$2,750,000",7 bds,7 ba,"3,255 sqft",N/A
"1003 Burnaby St #1005, Vancouver, BC V6E 4R7","C$485,000",1 bd,1 ba,403 sqft,N/A
"1487 Minto Cres, Vancouver, BC V6H 2J6","C$12,888,000",6 bds,10 ba,"9,905 sqft",N/A
"1625 Hornby St #1202, Vancouver, BC V6Z 2M2","C$850,000",2 bds,2 ba,937 sqft,N/A
"1290 E 48th Ave, Vancouver, BC V5W 2E7","C$2,198,000",7 bds,4 ba,"3,326 sqft",N/A
"1315 Cardero St #604, Vancouver, BC V6G 2J2","C$1,198,000",1 bd,2 ba,"1,027 sqft",N/A
"5808 Crown St, Vancouver, BC V6N 2B7","C$6,388,000",5 bds,7 ba,"6,012 sqft",N/A
"2095 Beach Ave #503, Vancouver, BC V6G 1Z3","C$1,099,000",2 bds,2 ba,"1,006 sqft",N/A
"6038 Marguerite St, Vancouver, BC V6M 3L1","C$12,880,000",5 bds,7 ba,"5,880 sqft",N/A
"1238 Melville St #2601, Vancouver, BC V6E 4N2","C$1,449,000",3 bds,2 ba,"1,187 sqft",N/A
"4650 NW Marine Dr, Vancouver, BC V6R 1B9","C$8,888,000",7 bds,5 ba,"3,621 sqft",N/A
"758 E 60th Ave #1, Vancouver, BC V5X 2A4","C$1,188,000",3 bds,3 ba,"1,097 sqft",N/A
"1199 Marinaside Cres, Vancouver, BC V6Z 2Y2","C$2,398,000",3 bds,2 ba,"1,589 sqft",N/A
"1789 E 63rd Ave, Vancouver, BC V5P 2L9","C$1,659,000",5 bds,5 ba,"2,659 sqft",N/A
"3641 W 29th Ave #201, Vancouver, BC V6S 1T5","C$1,198,000",3 bds,2 ba,"1,387 sqft",N/A
"6975 Prescott St, Vancouver, BC V6N 1N2","C$7,800,000",2 bds,3 ba,"2,254 sqft",N/A
"5212 Maple St, Vancouver, BC V6M 3T5","C$4,378,000",3 bds,4 ba,"3,092 sqft",N/A
"1425 E 27th Ave, Vancouver, BC V5N 2W5","C$1,588,000",3 bds,3 ba,"1,385 sqft",N/A
"1861 Beach Ave #5, Vancouver, BC V6G 1Z1","C$3,998,000",3 bds,3 ba,"2,457 sqft",N/A
"3256 Georgia St E, Vancouver, BC V5K 2L3","C$1,498,000",2 bds,2 ba,"1,452 sqft",N/A
"1445 Marpole Ave #508, Vancouver, BC V6H 1S5","C$1,149,000",3 bds,2 ba,"1,399 sqft",N/A
"688 W 6th Ave, Vancouver, BC V5Z 1A3","C$1,015,000",2 bds,2 ba,"1,071 sqft",N/A
"1728 Cypress St, Vancouver, BC V6J 4W2","C$1,489,500",2 bds,2 ba,"1,227 sqft",N/A
"3852 W 50th Ave, Vancouver, BC V6N 3V5","C$5,380,000",5 bds,6 ba,"4,027 sqft",N/A
"1511 Barclay St, Vancouver, BC V6G 1J8","C$2,998,000",4 bds,3 ba,"2,542 sqft",N/A
