Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"1410 Bute St #500, Vancouver, BC V6E 2A7","C$2,980,000",1 bd,2 ba,"1,600 sqft",N/A
"1198 W 55th Ave, Vancouver, BC V6P 7A1","C$10,990,000",4 bds,4 ba,"5,739 sqft",N/A
"1189 Howe St #2703, Vancouver, BC V6Z 2X4","C$1,199,000",3 bds,2 ba,"1,160 sqft",N/A
"1289 Hornby St #3610, Vancouver, BC V6Z 2H7","C$2,560,000",2 bds,3 ba,"1,413 sqft",N/A
"4658 Elm St, Vancouver, BC V6L 2L2","C$9,680,000",5 bds,6 ba,"5,375 sqft",N/A
"646 Union St, Vancouver, BC V6A 2B9","C$1,690,000",4 bds,2 ba,"2,354 sqft",N/A
"2596 W 14th Ave, Vancouver, BC V6K 2W7","C$5,875,000",7 bds,6 ba,"4,129 sqft",N/A
"693 Moberly Rd, Vancouver, BC V5Z 4A4","C$1,198,000",2 bds,3 ba,"1,412 sqft",N/A
"6011 Adera St, Vancouver, BC V6M 3J3","C$9,480,000",6 bds,7 ba,"5,388 sqft",N/A
"455 SW Marine Dr #1005, Vancouver, BC V5X 2S9","C$938,000",2 bds,2 ba,753 sqft,N/A
"1328 W 73rd Ave #8, Vancouver, BC V6P 3E7","C$599,900",2 bds,1 ba,883 sqft,N/A
"2528 Maple St #407, Vancouver, BC V6J 0B5","C$728,800",1 bd,1 ba,661 sqft,N/A
"2721 W 24th Ave, Vancouver, BC V6L 1R2","C$4,988,000",5 bds,6 ba,"3,739 sqft",N/A
"5912 Churchill St, Vancouver, BC V6M 3H5","C$11,880,000",7 bds,8 ba,"6,175 sqft",N/A
"1430 E 8th Ave, Vancouver, BC V5N 1T4","C$1,388,000",5 bds,3 ba,"1,341 sqft",N/A
"2033 W 7th Ave #306, Vancouver, BC V6J 1T3","C$649,900",1 bd,1 ba,716 sqft,N/A
"1824 W 12th Ave, Vancouver, BC V6J 2E2","C$849,900",1 bd,2 ba,672 sqft,N/A
"1199 Marinaside Cres #3203, Vancouver, BC V6Z 2Y2","C$1,290,000",2 bds,2 ba,"1,079 sqft",N/A
"2268 W 12th Ave #102, Vancouver, BC V6K 2N5","C$559,000",1 bd,1 ba,624 sqft,N/A
"1487 Homer St, Vancouver, BC V6Z 3C8","C$2,790,000",3 bds,3 ba,"2,112 sqft",N/A
"4559 Beatrice St #1, Vancouver, BC V5N 4J1","C$1,599,900",3 bds,4 ba,"1,510 sqft",N/A
"3108 W 31st Ave, Vancouver, BC V6L 2A6","C$6,375,000",6 bds,6 ba,"4,723 sqft",N/A
"131 King Edward Ave E #1, Vancouver, BC V5Y 2H8","C$2,199,000",4 bds,4 ba,"2,065 sqft",N/A
"689 Abbott St #3703, Vancouver, BC V6B 0J2","C$2,338,000",3 bds,3 ba,"1,663 sqft",N/A
"39 W 12th Ave, Vancouver, BC V5Y 1T4","C$1,438,000",2 bds,2 ba,"1,171 sqft",N/A
"3589 W 35th Ave, Vancouver, BC V6N 2N4","C$3,680,000",6 bds,6 ba,"3,435 sqft",N/A
"63 W 13th Ave, Vancouver, BC V5Y 1V5","C$1,765,000",3 bds,3 ba,"1,580 sqft",N/A
"1600 Hornby St #203, Vancouver, BC V6Z 2S4","C$2,688,000",3 bds,3 ba,"1,712 sqft",N/A
"4006 W 34th Ave, Vancouver, BC V6N 2L7","C$3,950,000",6 bds,4 ba,"3,961 sqft",N/A
"168 Powell St #501, Vancouver, BC V6A 0B2","C$699,000",2 bds,1 ba,990 sqft,N/A
"6076 Tisdall St #605, Vancouver, BC V5Z 3N2","C$499,000",1 bd,1 ba,820 sqft,N/A
"1330 Burrard St #217, Vancouver, BC V6Z 2B8","C$470,000",1 bd,1 ba,527 sqft,N/A
"1182 Quebec St #11, Vancouver, BC V6A 4B2","C$1,689,000",2 bds,3 ba,"1,945 sqft",N/A
"4528 Langara Ave, Vancouver, BC V6R 1C8","C$9,980,000",5 bds,5 ba,"4,361 sqft",N/A
"4333 Locarno Cres, Vancouver, BC V6R 1G2","C$4,980,000",5 bds,5 ba,"3,118 sqft",N/A
"142 E 27th Ave, Vancouver, BC V5V 2K4","C$2,689,000",5 bds,3 ba,"2,592 sqft",N/A
"1386 Nicola St #24, Vancouver, BC V6G 2G2","C$2,999,999",2 bds,3 ba,"2,982 sqft",N/A
"601 Jervis St, Vancouver, BC V6E 3M5","C$1,349,000",2 bds,3 ba,"1,378 sqft",N/A
"833 Seymour St #607, Vancouver, BC V6B 0G4","C$699,900",1 bd,1 ba,855 sqft,N/A
"3161 W 4th Ave #205, Vancouver, BC V6K 1R6","C$849,900",2 bds,2 ba,780 sqft,N/A
"1959 W 15th Ave, Vancouver, BC V6J 2L2","C$2,499,000",2 bds,3 ba,"1,634 sqft",N/A
