Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"231 E Pender St #209, Vancouver, BC V6A 0G3","C$478,000",1 bd,1 ba,490 sqft,N/A
"1331 Homer St #B1201, Vancouver, BC V6B 5M5","C$799,999",1 bd,1 ba,788 sqft,N/A
"4101 Yew St #304, Vancouver, BC V6L 3B7","C$699,900",1 bd,1 ba,785 sqft,N/A
"3609 Turner St, Vancouver, BC V5K 2J2","C$2,428,000",6 bds,6 ba,"3,156 sqft",N/A
"1205 W 7th Ave, Vancouver, BC V6H 1B7","C$2,298,000",3 bds,2 ba,"1,852 sqft",N/A
"2550 Garden Dr #605, Vancouver, BC V5N 4X6","C$1,499,900",3 bds,2 ba,"1,532 sqft",N/A
"1667 W 40th Ave, Vancouver, BC V6M 1W1","C$8,280,000",4 bds,5 ba,"4,596 sqft",N/A
"2025 W 2nd Ave #201, Vancouver, BC V6J 1J6","C$589,000",1 bd,1 ba,567 sqft,N/A
"1330 Harwood St #1202, Vancouver, BC V6E 1S8","C$509,900",2 bds,2 ba,812 sqft,N/A
"3070 W 44th Ave, Vancouver, BC V6N 3K6","C$6,480,000",5 bds,6 ba,"4,157 sqft",N/A
"1372 Seymour St UNIT 2101, Vancouver, BC V6B 0L1","C$1,328,000",2 bds,2 ba,"1,231 sqft",N/A
"289 E 6th Ave #512, Vancouver, BC V5T 0E9","C$629,900",1 bd,1 ba,464 sqft,N/A
"1281 Cordova St W #3402, Vancouver, BC V6C 3R5","C$6,499,000",3 bds,3 ba,"2,723 sqft",N/A
"455 SW Marine Dr #2006, Vancouver, BC V5X 2S9","C$599,000",1 bd,1 ba,505 sqft,N/A
"1188 Quebec St #402, Vancouver, BC V6A 4B3","C$999,900",2 bds,2 ba,"1,343 sqft",N/A
"1500 Howe St #2201, Vancouver, BC V6Z 2N1","C$1,358,000",2 bds,2 ba,"1,320 sqft",N/A
"4930 Dunbar St, Vancouver, BC V6N 1V3","C$2,099,000",6 bds,3 ba,"2,480 sqft",N/A
"950 W 17th Ave, Vancouver, BC V5Z 1V4","C$2,898,000",Studio,1ba,"2,315 sqft",
"2550 Garden Dr #414, Vancouver, BC V5N 4X6","C$1,149,900",2 bds,2 ba,914 sqft,N/A
"1328 W Pender St #2201, Vancouver, BC V6E 4S9","C$1,098,000",2 bds,2 ba,861 sqft,N/A
"1788 Georgia St W #601, Vancouver, BC V6G 2V7","C$1,238,000",2 bds,2 ba,"1,344 sqft",N/A
"360 E 36th Ave #213, Vancouver, BC V5W 4B9","C$899,000",2 bds,2 ba,"1,124 sqft",N/A
"460 W 16th Ave #12, Vancouver, BC V5Y 1Z3","C$799,000",2 bds,1 ba,773 sqft,N/A
"3803 W 26th Ave, Vancouver, BC V6S 1P3","C$7,380,000",5 bds,7 ba,"4,602 sqft",N/A
"1415 Georgia St W #2203, Vancouver, BC V6G 3C8","C$1,998,000",2 bds,2 ba,"1,957 sqft",N/A
"1311 Beach Ave #1802, Vancouver, BC V6E 1V6","C$2,598,000",2 bds,3 ba,"1,574 sqft",N/A
"108 Cordova St W #1401, Vancouver, BC V6B 0G5","C$875,000",1 bd,1 ba,800 sqft,N/A
"3615 Yale St, Vancouver, BC V5K 1B8","C$2,278,000",7 bds,5 ba,"2,930 sqft",N/A
"1333 Georgia St W #809, Vancouver, BC V6E 4V3","C$989,900",2 bds,2 ba,968 sqft,N/A
"209 E 20th Ave #103, Vancouver, BC V5V 1M2","C$819,900",1 bd,2 ba,635 sqft,N/A
"3731 W 6th Ave #203, Vancouver, BC V6R 1T8","C$438,800",Studio,1 ba,478 sqft,N/A
"811 Helmcken St #1903, Vancouver, BC V6Z 1B1","C$799,800",2 bds,2 ba,846 sqft,N/A
"1618 Grant St, Vancouver, BC V5L 2Y5","C$1,499,000",3 bds,2 ba,"1,510 sqft",N/A
"2272 Dundas St #105, Vancouver, BC V5L 1J8","C$639,900",2 bds,1 ba,678 sqft,N/A
"5788 Vine St #206, Vancouver, BC V6M 4L8","C$718,000",2 bds,1 ba,816 sqft,N/A
"1128 Quebec St #604, Vancouver, BC V6A 4E1","C$1,249,000",2 bds,2 ba,"1,167 sqft",N/A
"3240 Napier St, Vancouver, BC V5K 2X1","C$2,250,000",6 bds,4 ba,"2,084 sqft",N/A
"555 Jervis St #2204, Vancouver, BC V6E 4N1","C$928,000",1 bd,1 ba,590 sqft,N/A
"3908 W 17th Ave, Vancouver, BC V6S 1A5","C$4,198,000",5 bds,7 ba,"3,558 sqft",N/A
"2765 W 15th Ave, Vancouver, BC V6K 2Z7","C$4,250,000",4 bds,6 ba,"2,891 sqft",N/A
"1133 Hornby St #809, Vancouver, BC V6Z 1W1","C$660,000",2 bds,1 ba,610 sqft,N/A
