Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"1238 Seymour St #1401, Vancouver, BC V6B 6J3","C$4,218,000",7 bds,7 ba,"6,555 sqft",N/A
"2239 Saint Catherines St #301, Vancouver, BC V5T 4M9","C$875,000",2 bds,2 ba,869 sqft,N/A
"4417 W 16th Ave, Vancouver, BC V6R 3E7","C$2,299,000",3 bds,3 ba,"1,589 sqft",N/A
"1200 Alberni St #2903, Vancouver, BC V6E 1A6","C$1,388,000",3 bds,2 ba,"1,141 sqft",N/A
"5288 Melbourne St #1905, Vancouver, BC V5R 6E6","C$869,000",3 bds,2 ba,996 sqft,N/A
"6836 Arbutus St, Vancouver, BC V6P 5S7","C$9,980,000",8 bds,9 ba,"8,655 sqft",N/A
"2047 Mannering Ave, Vancouver, BC V5N 3C2","C$1,728,800",4 bds,2 ba,"2,018 sqft",N/A
"1335 Howe St #1504, Vancouver, BC V6Z 0H1","C$2,998,000",3 bds,3 ba,"1,720 sqft",N/A
"6076 Angus Dr, Vancouver, BC V6M 3P1","C$9,580,000",6 bds,7 ba,"5,209 sqft",N/A
"889 Pacific St #1606, Vancouver, BC V6Z 2P5","C$1,350,000",2 bds,2 ba,950 sqft,N/A
"2243 Oak St, Vancouver, BC V6H 3W6","C$2,149,000",3 bds,2 ba,"1,991 sqft",N/A
"5380 Oben St #1609, Vancouver, BC V5R 6H7","C$699,000",2 bds,2 ba,913 sqft,N/A
"1691 W 41st Ave, Vancouver, BC V6M 1X9","C$7,999,800",5 bds,3 ba,"5,467 sqft",N/A
"939 Homer St #1907, Vancouver, BC V6B 2W6","C$885,000",2 bds,2 ba,912 sqft,N/A
"2851 Heather St #604, Vancouver, BC V5Z 0A2","C$1,250,000",3 bds,2 ba,"1,090 sqft",N/A
"4863 Rupert St, Vancouver, BC V5R 2J6","C$1,899,000",7 bds,2 ba,"2,208 sqft",N/A
"1396 Burnaby St #201, Vancouver, BC V6E 1P9","C$799,900",2 bds,1 ba,889 sqft,N/A
"760 Kingsway #208, Vancouver, BC V5V 3C1","C$700,000",2 bds,1 ba,768 sqft,N/A
"260 W 63rd Ave, Vancouver, BC V5X 2H8","C$2,460,000",5 bds,5 ba,"2,523 sqft",N/A
"6299 Angus Dr, Vancouver, BC V6M 3P2","C$9,880,000",6 bds,6 ba,"5,272 sqft",N/A
"830 E 7th Ave #111, Vancouver, BC V5T 4J2","C$399,900",Studio,1 ba,439 sqft,N/A
"6388 Wiltshire St, Vancouver, BC V6M 3M4","C$12,980,000",6 bds,8 ba,"7,324 sqft",N/A
"1178 Laurier Ave, Vancouver, BC V6H 1Y5","C$13,800,000",6 bds,8 ba,"8,515 sqft",N/A
"3166 E 5th Ave, Vancouver, BC V5M 1P1","C$2,288,000",5 bds,4 ba,"2,232 sqft",N/A
"4687 W 15th Ave, Vancouver, BC V6R 3B5","C$2,550,000",3 bds,4 ba,"1,537 sqft",N/A
"3088 Laurel St, Vancouver, BC V5Z 3T5","C$979,000",2 bds,1 ba,874 sqft,N/A
"5884 Ormidale St, Vancouver, BC V5R 4R3","C$1,899,000",5 bds,3 ba,"2,402 sqft",N/A
"1355 Harwood St #203, Vancouver, BC V6E 3W3","C$949,000",2 bds,2 ba,"1,063 sqft",N/A
"288 E 59th Ave, Vancouver, BC V5X 1X9","C$3,288,000",8 bds,8 ba,"3,513 sqft",N/A
"2891 E 19th Ave, Vancouver, BC V5M 2R9","C$1,680,000",5 bds,4 ba,"1,699 sqft",N/A
"5723 Balsam St PENTHOUSE 1, Vancouver, BC V6M 4B8","C$999,800",2 bds,2 ba,"1,062 sqft",N/A
"938 Smithe St #1515, Vancouver, BC V6Z 3H8","C$688,800",1 bd,1 ba,607 sqft,N/A
"88 W 1st Ave #602, Vancouver, BC V5Y 0K2","C$710,000",1 bd,1 ba,563 sqft,N/A
"2415 W 6th Ave, Vancouver, BC V6K 1W2","C$1,358,000",2 bds,2 ba,"1,072 sqft",N/A
"3133 Riverwalk Ave #318, Vancouver, BC V5S 0A7","C$769,900",2 bds,2 ba,901 sqft,N/A
"938 Beatty St, Vancouver, BC V6Z 3G6","C$999,999",1 bd,2 ba,"1,093 sqft",N/A
"1917 E 22nd Ave, Vancouver, BC V5N 2R2","C$1,599,000",4 bds,2 ba,"1,787 sqft",N/A
"1333 Hornby St #601, Vancouver, BC V6Z 2C1","C$469,300",1 bd,1 ba,472 sqft,N/A
"3429 W 42nd Ave, Vancouver, BC V6N 3H3","C$4,276,000",5 bds,4 ba,"2,888 sqft",N/A
"1902 Blenheim St, Vancouver, BC V6K 4H9","C$3,750,000",10 bds,7 ba,"4,445 sqft",N/A
"3579 W 50th Ave, Vancouver, BC V6N 3V3","C$3,880,000",5 bds,5 ba,"3,315 sqft",N/A
