Address,Price,Bedrooms,Bathrooms,Square Footage,Home Type
"1239 Georgia St W #2803, Vancouver, BC V6E 4R8","C$2,199,000",4 bds,4 ba,"2,445 sqft",N/A
"5755 Angus Dr, Vancouver, BC V6M 3N7","C$10,880,000",7 bds,8 ba,"5,660 sqft",N/A
"1419 E 27th Ave, Vancouver, BC V5N 2W6","C$1,588,000",3 bds,2 ba,"1,359 sqft",N/A
"2275 E Pender St, Vancouver, BC V5L 1X5","C$1,599,000",4 bds,2 ba,"1,842 sqft",N/A
"2888 Cambie St #702, Vancouver, BC V5Z 0H3","C$1,300,000",2 bds,2 ba,"1,041 sqft",N/A
"2277 E 30th Ave #309, Vancouver, BC V5N 5N1","C$439,000",1 bd,1 ba,686 sqft,N/A
"8488 Cornish St #619, Vancouver, BC V6P 0C2","C$918,900",2 bds,2 ba,898 sqft,N/A
"4455 W 1st Ave, Vancouver, BC V6R 4H9","C$6,490,000",5 bds,6 ba,"3,995 sqft",N/A
"2210 Willow St, Vancouver, BC V5Z 0C8","C$1,848,000",4 bds,3 ba,"1,689 sqft",N/A
"3061 E Kent Ave N #1205, Vancouver, BC V5S 2L7","C$724,500",2 bds,2 ba,"1,247 sqft",N/A
"1000 Beach Ave #704, Vancouver, BC V6E 4M2","C$1,498,000",2 bds,2 ba,"1,280 sqft",N/A
"2190 W 7th Ave #111, Vancouver, BC V6K 4K7","C$649,900",1 bd,1 ba,496 sqft,N/A
"1283 Howe St #3208, Vancouver, BC V6Z 0E3","C$1,078,000",2 bds,2 ba,785 sqft,N/A
"1499 W Pender St #1303, Vancouver, BC V6G 2S3","C$1,638,000",2 bds,3 ba,"1,220 sqft",N/A
"4007 W 19th Ave, Vancouver, BC V6S 1E2","C$4,398,000",5 bds,6 ba,"2,967 sqft",N/A
"4907 Walden St, Vancouver, BC V5W 2V6","C$1,899,000",3 bds,2 ba,"1,749 sqft",N/A
"3838 W 50th Ave, Vancouver, BC V6N 3V5","C$5,135,555",5 bds,6 ba,"4,098 sqft",N/A
"2437 W 1st Ave #1, Vancouver, BC V6K 1G5","C$1,475,000",2 bds,2 ba,"1,209 sqft",N/A
"1368 Minto Cres, Vancouver, BC V6H 2J5","C$11,888,000",8 bds,10 ba,"8,677 sqft",N/A
"8645 Osler St #301, Vancouver, BC V6P 4E6","C$419,900",1 bd,1 ba,584 sqft,N/A
"4085 Puget Dr, Vancouver, BC V6L 2V3","C$6,288,000",6 bds,6 ba,"4,664 sqft",N/A
"2020 E Kent Ave SE #411, Vancouver, BC V5P 4X2","C$925,000",2 bds,2 ba,"1,061 sqft",N/A
"1616 W 13th Ave #502, Vancouver, BC V6J 2G6","C$888,800",2 bds,2 ba,"1,049 sqft",N/A
"499 Broughton St #1703, Vancouver, BC V6G 3K1","C$1,688,000",2 bds,2 ba,"1,148 sqft",N/A
"910 Beach Ave #503, Vancouver, BC V6Z 2W7","C$525,000",Studio,1 ba,417 sqft,N/A
"180 E 2nd Ave #1012, Vancouver, BC V5T 1B5","C$749,990",1 bd,1 ba,564 sqft,N/A
"2671 McBain Ave, Vancouver, BC V6L 2C7","C$5,580,000",7 bds,7 ba,"4,207 sqft",N/A
"2658 Morningstar Cres #17, Vancouver, BC V5S 4P4","C$1,049,000",3 bds,2 ba,"1,544 sqft",N/A
"1616 Bayshore Dr #202, Vancouver, BC V6G 3L1","C$1,688,000",2 bds,2 ba,"1,365 sqft",N/A
"1330 Harwood St #708, Vancouver, BC V6E 1S8","C$518,300",1 bd,1 ba,620 sqft,N/A
"2509 W 37th Ave, Vancouver, BC V6N 2T2","C$2,048,800",3 bds,2 ba,"1,348 sqft",N/A
"1748 E 55th Ave, Vancouver, BC V5P 1Z6","C$2,598,000",7 bds,6 ba,"3,339 sqft",N/A
"1283 Howe St #3405, Vancouver, BC V6Z 0E3","C$689,000",1 bd,1 ba,545 sqft,N/A
"1461 E 64th Ave, Vancouver, BC V5P 2M4","C$1,999,999",5 bds,3 ba,"2,337 sqft",N/A
"1919 E 3rd Ave, Vancouver, BC V5N 1H4","C$1,399,000",3 bds,3 ba,"1,000 sqft",N/A
"168 Powell St #302, Vancouver, BC V6A 0B2","C$468,000",1 bd,1 ba,557 sqft,N/A
"1782 W 6th Ave, Vancouver, BC V6J 0E5","C$1,399,000",2 bds,3 ba,"1,198 sqft",N/A
"1330 Graveley St #302, Vancouver, BC V5L 3A2","C$930,000",2 bds,1 ba,"1,139 sqft",N/A
"289 Drake St #1405, Vancouver, BC V6B 5Z5","C$1,458,000",3 bds,2 ba,"1,265 sqft",N/A
"7176 Duff St, Vancouver, BC V5P 4B3","C$1,938,000",5 bds,3 ba,"2,171 sqft",N/A
"8006 Chester St, Vancouver, BC V5X 3Y6","C$1,980,000",5 bds,4 ba,"2,400 sqft",N/A
