,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
467,408 Ontario St,M5A2W1,43.662083,-79.370042,Harbourfront,Downtown Toronto,2288800,5 bds,5 ba,,0,0,21,15,45,3,59,24,0,25,0,0,0,0,0
468,1785 Eglinton Ave E #203,M4A2Y6,43.724765,-79.307151,Victoria Village,North York,549000,2 bds,2 ba,,0,0,2,2,39,1,4,4,0,13,0,0,0,0,1
469,1994 Dufferin St,M6E3R2,43.684965,-79.446149,Caledonia-Fairbanks,York,899999,6 bds,3 ba,,0,0,6,1,41,1,31,15,0,11,0,0,0,0,0
470,37 Drewry Ave UNIT 9,M2M0B4,43.786348,-79.419345,Newtonbrook,North York,738000,3 bds,2 ba,,0,1,4,2,72,1,28,15,0,12,0,0,0,0,2
471,60 Alexandra Wood,M5N2S5,43.71411,-79.425653,Roselawn,Central Toronto,8950000,5 bds,7 ba,,0,0,2,2,36,0,4,3,0,5,0,0,0,0,1
472,95 Vine Ave,M6P1V8,43.66645,-79.468112,High Park,West Toronto,1149900,4 bds,2 ba,,0,0,4,3,59,3,42,11,0,17,0,0,0,0,2
473,33 Sheppard Ave E #1800,M2N7K1,43.761229,-79.408934,Willowdale South,North York,575000,1 bd,1 ba,,0,2,2,7,35,0,24,14,0,33,0,0,0,0,1
474,82 York Rd,M2L1H8,43.746179,-79.384607,Silver Hills,North York,6289000,7 bds,7 ba,,0,0,2,1,24,0,1,2,0,3,0,0,0,0,0
475,2152 Bayview Ave,M4N0A4,43.723305,-79.379711,Lawrence Park,Central Toronto,1328000,4 bds,3 ba,,21,0,16,0,21,0,1,2,0,3,0,0,0,0,0
476,585 Bloor St E #521,M4W0B3,43.671653,-79.371638,Rosedale,Downtown Toronto,498888,2 bds,2 ba,,0,2,9,7,51,1,38,12,0,10,0,0,0,0,0
477,60 Manorglen Cres,M1S1W4,43.780125,-79.271026,Agincourt,Scarborough,1199000,4 bds,3 ba,,0,0,1,2,23,1,12,3,0,6,0,0,0,0,0
478,212 Cocksfield Ave,M3H3T7,43.753818,-79.454186,Bathurst Manor,North York,999000,4 bds,2 ba,,0,0,4,0,32,0,5,2,0,4,0,0,0,0,0
479,99 Broadway Ave #2902,M4P0E3,43.710514,-79.393306,Davisville North,Central Toronto,588000,2 bds,2 ba,,0,1,6,10,58,7,63,29,3,52,0,0,0,0,4
480,5 Pembury Ave,M4N3K4,43.725688,-79.381034,Lawrence Park,Central Toronto,4095000,5 bds,5 ba,,17,0,18,0,23,0,1,2,0,3,0,0,0,0,0
481,155 Grenadier Rd,M6R1R5,43.648363,-79.45151,Parkdale,West Toronto,3980000,5 bds,5 ba,,0,1,6,5,18,7,34,17,0,20,0,0,0,0,2
482,50 Yorkville Ave #5202,M4W0A3,43.671667,-79.389667,Rosedale,Downtown Toronto,18800000,4 bds,4 ba,,0,4,43,10,71,12,109,59,0,63,0,0,0,0,2
483,108 Sandringham Dr,M3H1C9,43.746887,-79.420259,Bathurst Manor,North York,14998000,6 bds,8 ba,,0,0,2,0,14,0,0,0,0,1,0,0,0,0,0
484,208 Queens Quay W #511,M5J2Y5,43.64009,-79.381499,Harbourfront East,Downtown Toronto,649000,3 bds,2 ba,,0,3,0,10,31,12,71,65,0,132,0,0,0,0,4
485,12 Madison Ave,M5R2S1,43.667759,-79.403321,The Annex,Central Toronto,5450000,11 bds,3 ba,,0,4,77,4,61,10,79,25,0,37,0,0,0,0,1
486,32 Roxborough St E,M4W1V6,43.678482,-79.387974,Rosedale,Downtown Toronto,6250000,6 bds,5 ba,,0,3,11,4,37,3,54,27,0,33,0,0,0,0,0
487,4 Allen Ave,M8V1R8,43.612936,-79.49066,Humber Bay Shores,Etobicoke,1198000,2 bds,2 ba,,0,1,4,0,13,0,14,1,0,11,0,0,0,0,1
488,58 Masseygrove Cres,M9V3C9,43.737847,-79.58269,Albion Gardens,Etobicoke,799000,4 bds,2 ba,,0,0,6,1,42,0,4,2,0,18,0,0,0,0,1
489,22 Malamute Cres,M1T2C7,43.777993,-79.302685,Clarks Corners,Scarborough,1090000,6 bds,3 ba,,0,0,8,1,29,0,5,0,0,5,0,0,0,0,1
490,9 Windermere Ave #TOWNHOUSE 94,M6S5A4,43.636805,-79.468161,Runnymede,West Toronto,449000,1 bd,1 ba,,0,0,0,0,26,0,0,1,0,1,0,0,0,0,0
491,62 Elm Ave,M4W1N7,43.67613,-79.375547,Rosedale,Downtown Toronto,5950000,6 bds,5 ba,,0,2,11,3,46,1,10,5,0,10,0,0,0,0,0
492,271 Major St,M5S2L5,43.665445,-79.405732,Harbord,Downtown Toronto,1995000,3 bds,4 ba,,1,3,72,3,42,10,104,33,0,36,0,0,0,0,3
493,194 Clendenan Ave,M6P2X2,43.656977,-79.471809,High Park,West Toronto,1499000,3 bds,3 ba,,0,2,6,0,50,3,33,7,0,14,0,0,0,0,1
494,297 Oriole Pkwy,M5P2H6,43.70077,-79.404051,Forest Hill North,Central Toronto,2695000,6 bds,4 ba,,0,2,3,3,67,4,37,19,1,36,0,0,0,0,4
495,1244 College St,M6H1C2,43.651641,-79.438166,Dovercourt Village,West Toronto,1049900,4 bds,5 ba,,0,1,7,4,31,11,29,17,0,47,0,0,0,0,1
496,330 Dixon Rd #2705,M9R1S9,43.695777,-79.553152,Kingsview Village,Etobicoke,399999,2 bds,1 ba,,0,0,5,0,32,0,0,2,0,4,0,0,0,0,0
497,11 Livonia Pl #18,M1E4W5,43.785465,-79.205888,Guildwood,Scarborough,649900,4 bds,4 ba,,1,0,1,1,11,0,1,3,0,3,0,0,0,0,0
498,35 Balmuto St #2101,M4Y0A3,43.669472,-79.387488,Church and Wellesley,Downtown Toronto,998000,2 bds,2 ba,,2,4,48,10,71,12,123,62,0,85,0,0,0,0,2
499,335 Mill Rd #703,M9C1Y6,43.639973,-79.584581,Bloordale Gardens,Etobicoke,450000,2 bds,2 ba,"1,155 sqft",0,0,2,0,22,1,0,2,0,2,0,0,0,0,1
500,66 Loradeen Cres,M1B1T8,43.81339,-79.232371,Rouge,Scarborough,999950,7 bds,4 ba,,0,0,8,0,48,0,0,0,0,0,0,0,0,0,0
501,44 Branstone Rd,M6E4E4,43.691621,-79.453661,Caledonia-Fairbanks,York,699000,2 bds,2 ba,,0,0,2,1,44,1,16,2,0,12,0,0,0,0,1
502,42 Mossbank Dr,M1G2C3,43.765598,-79.212505,Woburn,Scarborough,888000,4 bds,3 ba,,0,0,9,1,31,0,1,0,0,8,0,0,0,0,2
503,2 1st Ave,M4M1W8,43.664898,-79.351918,Studio District,East Toronto,1750000,3 bds,3 ba,,2,0,3,3,9,4,35,14,0,11,0,0,0,0,0
504,16 Muskoka Ave,M8W1H3,43.59184,-79.532076,Alderwood,Etobicoke,2449000,8 bds,5 ba,,0,0,3,0,10,4,6,3,0,11,0,0,0,0,1
505,106 Varna Dr #TOWNHOUSE 10,M6A0C8,43.723122,-79.445784,Lawrence Heights,North York,729000,2 bds,3 ba,,0,2,2,1,64,0,4,8,0,31,0,0,0,0,0
506,575 Avenue Rd #704,M4V2K2,43.688637,-79.401726,Deer Park,Central Toronto,398000,1 bd,1 ba,,0,1,6,2,36,1,19,9,1,10,0,0,0,0,2
507,8 Swansdown Dr,M2L2N1,43.759947,-79.373036,Silver Hills,North York,10499000,5 bds,10 ba,,0,0,5,0,16,0,0,2,0,1,0,0,0,0,0
508,15 Holmes Ave #2405,M2N4L8,43.777812,-79.413863,Willowdale South,North York,388888,1 bd,1 ba,,0,1,7,1,61,1,68,21,1,14,0,0,0,0,1
509,10 Avery Ave,M9C1K2,43.633967,-79.564557,Bloordale Gardens,Etobicoke,3199000,5 bds,5 ba,,0,0,2,0,40,0,4,1,0,4,0,0,0,0,0
510,35 Emerald Cres,M8V2B3,43.59614,-79.502746,Humber Bay Shores,Etobicoke,2499000,5 bds,6 ba,,0,0,4,1,11,1,17,2,0,12,0,0,0,0,1
511,3151 Bridletowne Cir #1901,M1W2T1,43.797559,-79.319846,L'Amoreaux West,Scarborough,599900,3 bds,2 ba,,0,0,6,0,28,0,2,1,0,4,0,0,0,0,1
512,590 Briar Hill Ave,M5N1M9,43.709509,-79.420538,Roselawn,Central Toronto,5790000,4 bds,8 ba,,0,0,2,0,37,0,4,0,0,0,0,0,0,0,0
513,3 Thornhill Ave,M6S4C3,43.65734,-79.488801,Runnymede,West Toronto,1898000,3 bds,4 ba,,0,1,2,0,29,1,10,4,0,2,0,0,0,0,0
514,17 Lesmount Ave,M4J3V5,43.690336,-79.339941,East Toronto,East York,1299000,3 bds,2 ba,,0,0,2,1,57,1,11,1,0,2,0,0,0,0,0
515,100 Mornelle Ct #1039,M1E4X2,43.78722,-79.194677,Guildwood,Scarborough,489900,3 bds,2 ba,,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0
516,70 Distillery Ln #1508,M5A0E3,43.650118,-79.357935,Harbourfront,Downtown Toronto,899000,2 bds,2 ba,,0,0,3,1,36,2,14,15,0,10,0,0,0,0,0
517,91 Bedford Rd,M5R2K4,43.671488,-79.398264,The Annex,Central Toronto,7888000,5 bds,5 ba,,0,4,63,3,62,7,47,29,0,23,0,0,0,0,0
518,340 Dixon Rd #1508,M9R1T1,43.695609,-79.553852,Kingsview Village,Etobicoke,395000,2 bds,1 ba,,0,0,4,0,29,0,0,1,0,4,0,0,0,0,0
519,237 McRoberts Ave,M6E4P3,43.681676,-79.455673,Caledonia-Fairbanks,York,699000,4 bds,2 ba,,0,0,2,1,31,0,18,9,0,2,0,0,0,0,0
520,262 Saint Helens Ave #106,M6H4A4,43.656487,-79.443717,Dovercourt Village,West Toronto,799900,2 bds,2 ba,,0,2,5,5,32,10,25,15,0,49,0,0,0,0,1
521,241 B Evelyn Ave,M6P2Z8,43.662514,-79.475521,High Park,West Toronto,2998000,6 bds,5 ba,,1,0,6,1,55,0,27,5,0,7,0,0,0,0,1
522,32 Windsor Rd,M9R3G4,43.699963,-79.556916,Kingsview Village,Etobicoke,1280000,4 bds,2 ba,,0,1,3,0,28,0,1,0,0,4,0,0,0,0,0
523,62 Martin Grove Rd,M9B4K4,43.643724,-79.547155,Cloverdale,Etobicoke,3799000,4 bds,5 ba,,0,0,2,0,17,0,2,0,0,6,0,0,0,0,0
524,44 Standish Ave,M4W3B1,43.688505,-79.371183,Rosedale,Downtown Toronto,3395000,5 bds,5 ba,,0,0,3,0,20,0,1,3,0,0,0,0,0,0,0
525,25 Ritchie Ave #PENTHOUSE 510,M6R2J6,43.652358,-79.450119,Parkdale,West Toronto,2198000,4 bds,3 ba,,0,2,6,5,26,7,33,19,0,21,0,0,0,0,1
526,80 John St #1603,M5V3X4,43.646874,-79.390188,CN Tower,Downtown Toronto,1068900,2 bds,2 ba,"1,010 sqft",0,3,10,11,11,32,183,96,0,181,0,0,0,0,7
527,39 Standish Ave,M4W3B2,43.6885,-79.370482,Rosedale,Downtown Toronto,2395000,5 bds,4 ba,,0,0,3,0,17,0,1,3,0,0,0,0,0,0,0
528,77 Glenmore Rd,M4L3M2,43.678005,-79.310652,The Beaches West,East Toronto,1399000,4 bds,3 ba,,0,1,1,0,27,2,6,3,0,4,0,0,0,0,1
529,30 Northland Ave,M6N2C6,43.678734,-79.47552,The Junction North,York,717000,2 bds,2 ba,,0,0,5,3,44,1,16,3,0,16,0,0,0,0,0
530,17 Edilou Dr,M8W4B1,43.605996,-79.531532,Alderwood,Etobicoke,1248000,4 bds,2 ba,,0,0,2,0,26,0,2,1,0,0,0,0,0,0,0
531,2130 Weston Rd #304,M9N3R9,43.702433,-79.524659,Weston,York,369000,2 bds,1 ba,,0,0,1,0,56,0,6,5,0,11,0,0,0,0,1
532,186 Phyllis Ave,M1M1Y8,43.730854,-79.230523,Cliffcrest,Scarborough,2750000,6 bds,7 ba,,0,1,7,0,24,1,4,0,0,2,0,0,0,0,1
533,132 Grey Rd,M5M4G1,43.731779,-79.423122,Bedford Park,North York,2395000,3 bds,2 ba,,0,0,1,1,25,1,26,5,0,7,0,0,0,0,0
534,4645 Jane St #720,M3N2K9,43.769446,-79.519808,Downsview Northwest,North York,278000,1 bd,1 ba,,0,0,8,1,44,0,4,1,0,4,0,0,0,0,0
535,100 Glenvale Blvd,M4G2V9,43.717745,-79.371309,Leaside,East York,3848000,5 bds,5 ba,,22,0,2,1,28,0,2,2,0,4,0,0,0,0,0
536,319 Betty Ann Dr,M2R1B4,43.764741,-79.436434,Willowdale West,North York,4660000,7 bds,7 ba,,0,0,2,0,13,0,1,0,0,0,0,0,0,0,1
537,335 Lonsdale Rd #406,M5P1R4,43.68827,-79.413549,Forest Hill North,Central Toronto,509000,2 bds,1 ba,,0,1,4,1,48,1,10,5,0,13,0,0,0,0,0
538,37 Marjory Ave,M4M2Y2,43.667421,-79.336653,Studio District,East Toronto,1399000,4 bds,2 ba,,0,0,7,2,33,3,26,17,0,20,0,0,0,0,0
539,10 Livonia Pl #149,M1E4W6,43.785922,-79.206031,Guildwood,Scarborough,599000,4 bds,4 ba,,1,0,1,1,12,0,1,3,0,3,0,0,0,0,0
540,4645 Jane St #818,M3N2K9,43.769446,-79.519808,Downsview Northwest,North York,228800,1 bd,1 ba,,0,0,8,1,44,0,4,1,0,4,0,0,0,0,0
541,42 Heathview Ave,M2K2C1,43.783169,-79.385634,Bayview Village,North York,3799000,4 bds,3 ba,,0,0,1,1,23,0,2,0,0,0,0,0,0,0,0
542,561 Arlington Ave,M6C3A6,43.694701,-79.434216,Humewood-Cedarvale,York,2298000,3 bds,4 ba,,0,1,5,0,40,1,24,5,0,12,0,0,0,0,1
543,2088 Lawrence Ave W #603,M9N3Z9,43.699951,-79.518563,Weston,York,539000,3 bds,2 ba,,0,1,3,0,46,0,13,8,0,16,0,0,0,0,1
544,210 Gowan Ave,M4J2K6,43.689278,-79.345064,East Toronto,East York,999000,4 bds,2 ba,,0,0,4,1,72,1,12,3,0,2,0,0,0,0,0
545,52 Sproat Ave,M4M1W4,43.668518,-79.33323,Studio District,East Toronto,998000,3 bds,1 ba,,0,0,5,1,35,4,22,8,0,19,0,0,0,0,0
546,311 Bay St #4801,M5H4G5,43.649756,-79.380323,Adelaide,Downtown Toronto,7880000,3 bds,5 ba,,0,7,24,13,63,39,240,135,0,270,0,0,0,0,11
547,35 Brian Peck Cres #807,M4G0A5,43.714593,-79.354388,Leaside,East York,1299000,3 bds,2 ba,,0,0,0,0,21,0,2,3,0,2,0,0,0,0,0
548,40 Thorny Vine Way,M2J4J2,43.785524,-79.368264,Fairview,North York,749000,4 bds,3 ba,,0,1,2,2,25,0,12,3,0,1,0,0,0,0,3
549,166 Gordon Rd,M2P1E8,43.749409,-79.388568,York Mills West,North York,4799900,6 bds,6 ba,,0,0,1,1,28,0,1,2,0,3,0,0,0,0,0
550,365 Beech Ave #PENTHOUSE 1,M4E0C2,43.680037,-79.29045,The Beaches,East Toronto,3799000,3 bds,3 ba,,0,0,9,1,32,3,25,11,0,9,0,0,0,0,1
551,926 Willowdale Ave,M2M3C1,43.785882,-79.409553,Newtonbrook,North York,1529000,6 bds,2 ba,,0,1,2,0,78,1,10,7,0,8,0,0,0,0,1
552,2 Josephine Rd,M3H3G4,43.743761,-79.447819,Bathurst Manor,North York,1879000,5 bds,4 ba,,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0
553,39B Oriole Rd,M4V2E6,43.688419,-79.40019,Deer Park,Central Toronto,4749000,4 bds,6 ba,,0,1,8,2,42,1,21,9,1,10,0,0,0,0,3
554,50 Grandravine Dr #8,M3J1B1,43.753029,-79.489411,Northwood Park,North York,559900,4 bds,2 ba,,0,0,7,3,59,0,6,1,0,4,0,0,0,0,1
555,170 Strathallan Blvd,M5N1T1,43.714008,-79.417412,Roselawn,Central Toronto,3399000,5 bds,3 ba,,0,0,2,0,21,0,0,1,0,0,0,0,0,0,1
556,85 Bloor St E #1709,M4W3Y1,43.670479,-79.384571,Rosedale,Downtown Toronto,485000,2 bds,1 ba,,1,4,48,10,70,12,117,60,0,87,0,0,0,0,2
557,29 Checkendon Dr,M9W2Y8,43.732732,-79.57325,Northwest,Etobicoke,989000,3 bds,2 ba,"1,092 sqft",0,0,1,1,30,0,9,0,0,3,0,0,0,0,0
558,418 Davenport Rd,M4V1B5,43.678098,-79.406458,Deer Park,Central Toronto,1448888,3 bds,2 ba,,0,1,7,2,48,1,8,7,0,8,0,0,0,0,0
559,65 Scadding Ave #422,M5A4L1,43.648874,-79.365216,Harbourfront,Downtown Toronto,618000,3 bds,2 ba,,0,0,6,8,61,9,46,32,0,29,0,0,0,0,1
560,524 Scarborough Golf Club Rd,M1G1H2,43.760083,-79.215919,Woburn,Scarborough,1048800,4 bds,3 ba,,0,0,8,2,16,0,1,0,0,14,0,0,0,0,2
561,42 Old Bridle Path,M4T1A7,43.687267,-79.376363,Moore Park,Central Toronto,3295000,5 bds,5 ba,,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0
562,368 Markham St,M6G2K9,43.658121,-79.410024,Christie,Downtown Toronto,5250000,3 bds,5 ba,,1,1,12,7,29,12,166,51,0,65,0,0,0,0,3
563,24A Massey St,M6J3T7,43.642716,-79.413217,Little Portugal,West Toronto,1299000,3 bds,3 ba,,0,1,4,4,29,7,72,40,0,29,0,0,0,0,3
564,428 Connaught Ave,M2R2M3,43.784968,-79.43885,Willowdale West,North York,3368000,7 bds,7 ba,,0,0,3,1,49,0,1,2,0,0,0,0,0,0,0
565,650 Queens Quay W #921,M5V3N2,43.635702,-79.398839,CN Tower,Downtown Toronto,389000,1 bd,1 ba,,0,0,1,5,10,4,26,19,0,12,0,0,0,0,1
566,277 Indian Rd,M6R2X4,43.652109,-79.455322,Parkdale,West Toronto,5499000,6 bds,5 ba,,0,3,4,2,27,7,29,15,0,20,0,0,0,0,1
567,61 Arjay Cres,M2L1C6,43.73848,-79.383368,Silver Hills,North York,5249888,6 bds,6 ba,,0,0,3,0,20,0,1,2,0,3,0,0,0,0,0
568,113 Burrows Hall Blvd,M1B1Z7,43.791652,-79.231091,Rouge,Scarborough,650000,3 bds,2 ba,,0,0,8,1,44,0,7,4,0,9,0,0,0,0,0
569,21 Kirk Bradden Rd W,M8Y2G1,43.638302,-79.502855,Humber Bay,Etobicoke,3955000,5 bds,5 ba,,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0
570,272 Rumsey Rd,M4G1P9,43.712369,-79.369841,Leaside,East York,1675000,4 bds,2 ba,"1,692 sqft",3,0,4,2,39,0,23,4,0,7,0,0,0,0,0
571,115 10th St,M8V3E9,43.599655,-79.508115,Humber Bay Shores,Etobicoke,1499000,9 bds,7 ba,,0,0,15,1,19,1,17,4,0,9,0,0,0,0,2
572,200 AC Merton St,M4S1A1,43.697552,-79.390292,Davisville,Central Toronto,1500000,4 bds,3 ba,,0,1,6,1,48,6,38,14,0,16,0,0,0,0,3
573,700 King St W UNIT 604,M5V2Y6,43.644124,-79.403262,CN Tower,Downtown Toronto,490000,2 bds,1 ba,,0,0,4,7,17,14,114,48,0,64,0,0,0,0,5
574,91 Valecrest Dr,M9A4P5,43.675971,-79.520516,Islington Avenue,Etobicoke,10499000,5 bds,8 ba,,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0
575,135 Holborne Ave,M4C2R5,43.69443,-79.318652,Woodbine Heights,East York,949000,3 bds,2 ba,,1,0,5,0,57,0,3,1,0,1,0,0,0,0,0
576,1 Bolingbroke Rd,M6B3L5,43.712749,-79.448179,Glencairn,North York,1625000,3 bds,3 ba,"1,210 sqft",0,2,3,1,63,0,11,8,0,13,0,0,0,0,1
577,1285 Dupont St #2301,M6H0E3,43.667732,-79.442661,Dovercourt Village,West Toronto,749900,2 bds,2 ba,,0,1,4,3,54,3,5,6,0,7,0,0,0,0,1
578,491 Jane St,M6S4A1,43.661375,-79.489035,Runnymede,West Toronto,879900,3 bds,2 ba,,1,0,1,0,54,1,14,5,0,11,0,0,0,0,0
579,152 Stanley Ave,M8V1N9,43.614753,-79.496794,Humber Bay Shores,Etobicoke,1898000,3 bds,3 ba,,0,1,6,0,26,2,16,2,0,9,0,0,0,0,1
580,5795 Yonge St UNIT 611,M2M4J3,43.784366,-79.415164,Newtonbrook,North York,535000,2 bds,2 ba,,0,1,6,2,84,1,58,19,0,13,0,0,0,0,2
581,75 Queens Wharf Rd #3901,M5V0J8,43.63836,-79.398657,CN Tower,Downtown Toronto,1049000,2 bds,2 ba,"1,008 sqft",0,0,2,8,13,8,60,27,0,22,0,0,0,0,4
582,21 Tinbury Pl,M1B1J7,43.793992,-79.225331,Rouge,Scarborough,899000,5 bds,3 ba,,0,0,6,1,32,0,2,1,0,2,0,0,0,0,0
583,4 Flatwoods Dr,M1V4H4,43.826499,-79.285113,Agincourt North,Scarborough,899000,5 bds,3 ba,,0,0,12,1,24,0,3,0,0,0,0,0,0,0,0
584,1438A Dufferin St,M6H3L1,43.67111,-79.440411,Dovercourt Village,West Toronto,1998000,3 bds,6 ba,,0,0,5,3,59,3,29,8,0,11,0,0,0,0,1
585,38 Smithwood Dr,M9B4R9,43.643535,-79.552893,Cloverdale,Etobicoke,4449000,6 bds,7 ba,,0,0,2,0,29,0,2,1,0,5,0,0,0,0,0
586,88 Willowridge Rd,M9R3Z4,43.678549,-79.57346,Kingsview Village,Etobicoke,899900,3 bds,3 ba,,0,0,1,0,22,0,0,0,0,1,0,0,0,0,0
587,27 Burkwood Cres,M1B1N8,43.802005,-79.213927,Rouge,Scarborough,799900,6 bds,3 ba,,0,0,8,0,61,0,0,0,0,0,0,0,0,0,0
588,63 Cleveland St,M4S2W3,43.701838,-79.37765,Davisville,Central Toronto,949999,2 bds,2 ba,,0,0,5,0,29,0,21,5,0,6,0,0,0,0,0
589,52 Rosedale Rd,M4W2P6,43.676621,-79.384891,Rosedale,Downtown Toronto,10500000,6 bds,7 ba,,0,3,9,8,44,6,75,36,0,46,0,0,0,0,1
590,62 Kay Dr,M9V4X7,43.757867,-79.592178,Albion Gardens,Etobicoke,999000,4 bds,3 ba,,0,0,7,1,21,0,1,0,0,1,0,0,0,0,0
591,155 Dalhousie St #1054,M5B2P7,43.657615,-79.376789,Ryerson,Downtown Toronto,2695000,5 bds,4 ba,,0,4,44,15,55,17,166,94,0,175,0,0,0,0,9
592,5949 Yonge St #803,M2M3V8,43.787691,-79.416986,Newtonbrook,North York,348800,1 bd,1 ba,,0,1,3,2,93,1,30,15,0,12,0,0,0,0,2
593,38 Ravensbourne Cres,M9A2A8,43.67637,-79.539166,Islington Avenue,Etobicoke,4588000,6 bds,5 ba,,0,0,3,0,18,0,0,2,0,5,0,0,0,0,1
594,9 Greenview Ave,M2M4M7,43.779808,-79.418417,Newtonbrook,North York,1598000,3 bds,3 ba,,0,1,5,1,65,1,66,18,0,13,0,0,0,0,1
595,68 Yorkville Ave #304,M5R3V7,43.671482,-79.390514,The Annex,Central Toronto,3750000,2 bds,3 ba,"2,490 sqft",0,5,47,9,76,11,111,58,0,63,0,0,0,0,2
596,375 King St W #2302,M5V1K5,43.6457,-79.393154,CN Tower,Downtown Toronto,1089000,3 bds,2 ba,,0,2,10,12,7,29,181,73,0,125,0,0,0,0,5
597,274 Carlton St,M5A2L5,43.664973,-79.366388,Harbourfront,Downtown Toronto,3898000,6 bds,4 ba,,0,1,8,9,42,1,50,13,0,12,0,0,0,0,0
598,70 Pynford Cres,M3A1W8,43.758039,-79.318002,Parkwoods,North York,1029888,6 bds,2 ba,,0,0,8,0,43,1,6,4,0,9,0,0,0,0,2
599,75 The Donway W #805,M3C2E9,43.732752,-79.345652,Flemingdon Park,North York,499000,Studio,1 ba,,0,0,5,3,45,1,16,6,0,8,0,0,0,0,1
600,80 Crescent Rd UNIT 300,M4W1T5,43.67805,-79.384721,Rosedale,Downtown Toronto,2728000,3 bds,2 ba,,0,2,8,5,39,5,43,24,0,38,0,0,0,0,0
601,4 Bowman St,M4X1T9,43.665666,-79.364223,Cabbagetown,Downtown Toronto,3450000,5 bds,5 ba,,1,0,7,9,29,1,46,13,0,10,0,0,0,0,0
602,53 Lynnford Dr,M9B1H8,43.633447,-79.553653,Cloverdale,Etobicoke,1179000,4 bds,2 ba,,0,0,3,1,37,1,1,3,0,6,0,0,0,0,2
603,185 Dawlish Ave,M4N1H6,43.722026,-79.390921,Lawrence Park,Central Toronto,9990000,6 bds,8 ba,,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0
604,40 Exmoor Dr,M8W1R5,43.592477,-79.543761,Alderwood,Etobicoke,1458000,3 bds,4 ba,,0,0,2,0,19,3,8,4,0,7,0,0,0,0,1
605,131 Brickworks Ln #BL131,M6N5H8,43.67497,-79.468291,The Junction North,York,879000,3 bds,4 ba,"1,027 sqft",0,0,0,4,47,2,20,4,0,19,0,0,0,0,1
606,195 Upper Canada Dr,M2P1T2,43.759994,-79.394588,York Mills West,North York,2195000,4 bds,3 ba,,0,0,1,1,32,0,9,1,0,4,0,0,0,0,0
607,36 Wilson Park Rd,M6K3B5,43.637544,-79.44199,Brockton,West Toronto,1299000,4 bds,2 ba,,0,0,5,3,16,1,34,17,0,23,0,0,0,0,2
608,197 S Woodrow Blvd,M1N3M1,43.703661,-79.261775,Birch Cliff,Scarborough,699000,2 bds,1 ba,,0,0,4,1,53,0,0,0,0,4,0,0,0,0,0
609,391 Wellesley St E,M4X1H5,43.668839,-79.365713,Cabbagetown,Downtown Toronto,2049000,4 bds,3 ba,,0,1,8,5,29,1,38,10,0,5,0,0,0,0,0
610,488 University Ave #2507,M5G0C1,43.655154,-79.38905,Central Bay Street,Downtown Toronto,1350000,3 bds,2 ba,,6,6,47,10,45,24,198,116,0,197,0,0,0,0,4
611,76 Dalegrove Cres,M9B6A9,43.672876,-79.566173,Cloverdale,Etobicoke,2249888,9 bds,5 ba,,0,0,3,0,33,0,0,1,0,0,0,0,0,0,0
612,67 Hillholm Rd,M5P1M4,43.697374,-79.411721,Forest Hill North,Central Toronto,15500000,7 bds,7 ba,,0,0,3,2,41,2,19,9,0,6,0,0,0,0,0
613,26 Crimson Millway,M2L1T6,43.752006,-79.382613,Silver Hills,North York,1198000,5 bds,4 ba,,0,0,1,1,23,0,1,2,0,3,0,0,0,0,0
614,83 Bayview Rdg,M2L1E3,43.740734,-79.385072,Silver Hills,North York,10800000,5 bds,6 ba,,0,0,2,1,26,0,1,2,0,3,0,0,0,0,0
615,25 Laidlaw St #516,M6K1X3,43.640554,-79.426294,Brockton,West Toronto,999000,4 bds,3 ba,,1,1,3,5,30,5,59,27,0,27,0,0,0,0,0
616,70 Oriole Rd,M4V2G1,43.689811,-79.401305,Deer Park,Central Toronto,5350000,5 bds,5 ba,"4,400 sqft",0,1,6,2,48,2,20,9,1,10,0,0,0,0,2
617,59 Annie Craig Dr #1003,M8V0C4,43.624949,-79.478244,Humber Bay Shores,Etobicoke,1197000,2 bds,2 ba,,0,0,1,1,22,0,11,8,0,9,0,0,0,0,0
618,16 Brookers Ln #2207,M8V0A5,43.62693,-79.47851,Humber Bay Shores,Etobicoke,1149900,2 bds,2 ba,,0,0,1,1,26,0,12,8,0,9,0,0,0,0,0
619,95 Gaydon Ave,M9M1G8,43.721696,-79.530577,Emery,North York,1399900,6 bds,2 ba,,0,0,2,0,23,1,0,0,0,2,0,0,0,0,0
620,77 McMurrich St #308,M5R3V3,43.674812,-79.39012,The Annex,Central Toronto,1295000,3 bds,2 ba,,0,4,24,9,52,9,99,44,0,50,0,0,0,0,2
