,street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
576,1 Bolingbroke Rd,M6B3L5,43.712749,-79.448179,Glencairn,North York,1625000,3 bds,3 ba,"1,210 sqft",0,3,5,4,127,0,26,16,0,26,0,0,0,0,2
577,1285 Dupont St #2301,M6H0E3,43.667732,-79.442661,Dovercourt Village,West Toronto,749900,2 bds,2 ba,,0,3,10,6,117,9,67,30,0,48,0,0,0,0,1
578,491 Jane St,M6S4A1,43.661375,-79.489035,Runnymede,West Toronto,879900,3 bds,2 ba,,1,2,9,0,116,4,37,13,0,24,0,0,0,0,0
579,152 Stanley Ave,M8V1N9,43.614753,-79.496794,Humber Bay Shores,Etobicoke,1898000,3 bds,3 ba,,0,1,11,0,56,3,33,2,0,22,0,0,0,0,2
580,5795 Yonge St UNIT 611,M2M4J3,43.784366,-79.415164,Newtonbrook,North York,535000,2 bds,2 ba,,0,1,9,2,124,1,85,26,0,18,0,0,0,0,2
581,75 Queens Wharf Rd #3901,M5V0J8,43.63836,-79.398657,CN Tower,Downtown Toronto,1049000,2 bds,2 ba,"1,008 sqft",0,0,5,16,24,22,173,70,0,93,0,0,0,0,8
582,21 Tinbury Pl,M1B1J7,43.793992,-79.225331,Rouge,Scarborough,899000,5 bds,3 ba,,0,0,11,1,88,0,5,4,0,5,0,0,0,0,0
583,4 Flatwoods Dr,M1V4H4,43.826499,-79.285113,Agincourt North,Scarborough,899000,5 bds,3 ba,,0,0,18,1,70,0,4,0,0,0,0,0,0,0,0
584,1438A Dufferin St,M6H3L1,43.67111,-79.440411,Dovercourt Village,West Toronto,1998000,3 bds,6 ba,,0,2,10,5,124,9,69,30,0,39,0,0,0,0,1
585,38 Smithwood Dr,M9B4R9,43.643535,-79.552893,Cloverdale,Etobicoke,4449000,6 bds,7 ba,,0,0,6,0,57,1,5,5,0,15,0,0,0,0,2
586,88 Willowridge Rd,M9R3Z4,43.678549,-79.57346,Kingsview Village,Etobicoke,899900,3 bds,3 ba,,0,0,2,0,54,0,8,3,0,5,0,0,0,0,0
587,27 Burkwood Cres,M1B1N8,43.802005,-79.213927,Rouge,Scarborough,799900,6 bds,3 ba,,0,0,12,0,103,0,0,0,0,1,0,0,0,0,0
588,63 Cleveland St,M4S2W3,43.701838,-79.37765,Davisville,Central Toronto,949999,2 bds,2 ba,,0,0,10,1,84,1,46,13,1,12,0,0,0,0,1
589,52 Rosedale Rd,M4W2P6,43.676621,-79.384891,Rosedale,Downtown Toronto,10500000,6 bds,7 ba,,1,6,50,14,114,13,146,66,0,86,0,0,0,0,3
590,62 Kay Dr,M9V4X7,43.757867,-79.592178,Albion Gardens,Etobicoke,999000,4 bds,3 ba,,0,0,11,1,33,0,4,0,0,4,0,0,0,0,1
591,155 Dalhousie St #1054,M5B2P7,43.657615,-79.376789,Ryerson,Downtown Toronto,2695000,5 bds,4 ba,,4,9,55,35,154,39,332,190,0,305,0,0,0,0,13
592,5949 Yonge St #803,M2M3V8,43.787691,-79.416986,Newtonbrook,North York,348800,1 bd,1 ba,,0,1,9,3,139,1,79,29,0,35,0,0,0,0,2
593,38 Ravensbourne Cres,M9A2A8,43.67637,-79.539166,Islington Avenue,Etobicoke,4588000,6 bds,5 ba,,0,0,5,0,45,0,0,2,0,5,0,0,0,0,1
594,9 Greenview Ave,M2M4M7,43.779808,-79.418417,Newtonbrook,North York,1598000,3 bds,3 ba,,0,2,13,3,108,1,82,29,1,21,0,0,0,0,2
595,68 Yorkville Ave #304,M5R3V7,43.671482,-79.390514,The Annex,Central Toronto,3750000,2 bds,3 ba,"2,490 sqft",4,8,138,16,126,21,164,97,0,129,0,0,0,0,2
596,375 King St W #2302,M5V1K5,43.6457,-79.393154,CN Tower,Downtown Toronto,1089000,3 bds,2 ba,,4,5,22,24,38,39,390,175,0,276,0,0,0,0,14
597,274 Carlton St,M5A2L5,43.664973,-79.366388,Harbourfront,Downtown Toronto,3898000,6 bds,4 ba,,2,2,34,17,80,5,73,38,0,32,0,0,0,0,1
598,70 Pynford Cres,M3A1W8,43.758039,-79.318002,Parkwoods,North York,1029888,6 bds,2 ba,,0,0,14,0,66,1,6,4,0,12,0,0,0,0,2
599,75 The Donway W #805,M3C2E9,43.732752,-79.345652,Flemingdon Park,North York,499000,Studio,1 ba,,0,0,6,3,70,1,20,7,0,8,0,0,0,0,1
600,80 Crescent Rd UNIT 300,M4W1T5,43.67805,-79.384721,Rosedale,Downtown Toronto,2728000,3 bds,2 ba,,1,6,34,13,112,11,135,59,0,75,0,0,0,0,5
601,4 Bowman St,M4X1T9,43.665666,-79.364223,Cabbagetown,Downtown Toronto,3450000,5 bds,5 ba,,2,1,20,15,76,4,79,33,0,28,0,0,0,0,0
602,53 Lynnford Dr,M9B1H8,43.633447,-79.553653,Cloverdale,Etobicoke,1179000,4 bds,2 ba,,0,0,3,1,70,2,10,6,0,11,0,0,0,0,2
603,185 Dawlish Ave,M4N1H6,43.722026,-79.390921,Lawrence Park,Central Toronto,9990000,6 bds,8 ba,,2,1,8,2,85,1,11,10,1,6,0,0,0,0,1
604,40 Exmoor Dr,M8W1R5,43.592477,-79.543761,Alderwood,Etobicoke,1458000,3 bds,4 ba,,0,0,2,0,32,6,11,7,0,13,0,0,0,0,1
605,131 Brickworks Ln #BL131,M6N5H8,43.67497,-79.468291,The Junction North,York,879000,3 bds,4 ba,"1,027 sqft",0,0,6,4,103,4,68,15,0,27,0,0,0,0,2
606,195 Upper Canada Dr,M2P1T2,43.759994,-79.394588,York Mills West,North York,2195000,4 bds,3 ba,,0,1,4,2,66,0,11,3,0,8,0,0,0,0,0
607,36 Wilson Park Rd,M6K3B5,43.637544,-79.44199,Brockton,West Toronto,1299000,4 bds,2 ba,,1,0,9,5,28,5,51,28,0,33,0,0,0,0,2
608,197 S Woodrow Blvd,M1N3M1,43.703661,-79.261775,Birch Cliff,Scarborough,699000,2 bds,1 ba,,0,0,6,2,88,1,7,1,0,11,0,0,0,0,1
609,391 Wellesley St E,M4X1H5,43.668839,-79.365713,Cabbagetown,Downtown Toronto,2049000,4 bds,3 ba,,2,2,19,15,84,2,71,25,0,31,0,0,0,0,1
610,488 University Ave #2507,M5G0C1,43.655154,-79.38905,Central Bay Street,Downtown Toronto,1350000,3 bds,2 ba,,9,11,164,31,93,55,461,248,0,413,0,0,0,0,18
611,76 Dalegrove Cres,M9B6A9,43.672876,-79.566173,Cloverdale,Etobicoke,2249888,9 bds,5 ba,,0,0,12,0,53,0,0,3,0,2,0,0,0,0,0
612,67 Hillholm Rd,M5P1M4,43.697374,-79.411721,Forest Hill North,Central Toronto,15500000,7 bds,7 ba,,0,1,7,2,103,2,25,11,0,10,0,0,0,0,0
613,26 Crimson Millway,M2L1T6,43.752006,-79.382613,Silver Hills,North York,1198000,5 bds,4 ba,,0,0,6,1,46,0,1,2,0,3,0,0,0,0,0
614,83 Bayview Rdg,M2L1E3,43.740734,-79.385072,Silver Hills,North York,10800000,5 bds,6 ba,,0,0,10,1,43,0,1,2,0,3,0,0,0,0,0
615,25 Laidlaw St #516,M6K1X3,43.640554,-79.426294,Brockton,West Toronto,999000,4 bds,3 ba,,1,1,12,12,61,12,119,47,0,54,0,0,0,0,3
616,70 Oriole Rd,M4V2G1,43.689811,-79.401305,Deer Park,Central Toronto,5350000,5 bds,5 ba,"4,400 sqft",0,2,10,5,98,5,50,23,1,28,0,0,0,0,5
617,59 Annie Craig Dr #1003,M8V0C4,43.624949,-79.478244,Humber Bay Shores,Etobicoke,1197000,2 bds,2 ba,,0,0,2,1,36,0,16,11,0,13,0,0,0,0,0
618,16 Brookers Ln #2207,M8V0A5,43.62693,-79.47851,Humber Bay Shores,Etobicoke,1149900,2 bds,2 ba,,0,0,2,1,48,0,14,11,0,11,0,0,0,0,0
619,95 Gaydon Ave,M9M1G8,43.721696,-79.530577,Emery,North York,1399900,6 bds,2 ba,,0,0,3,1,38,1,4,1,0,5,0,0,0,0,0
620,77 McMurrich St #308,M5R3V3,43.674812,-79.39012,The Annex,Central Toronto,1295000,3 bds,2 ba,,2,6,82,12,125,15,144,73,0,93,0,0,0,0,4
621,37 Vine Ave,M6P1V6,43.66642,-79.466366,High Park,West Toronto,1199000,4 bds,3 ba,,0,2,10,3,107,3,60,19,0,22,0,0,0,0,2
622,25 Janus Ct,M2H1S3,43.807397,-79.369761,Hillcrest Village,North York,3688000,5 bds,7 ba,"5,300 sqft",0,0,7,1,65,0,3,1,0,2,0,0,0,0,2
623,19 Hedgewood Rd,M2L1L4,43.743342,-79.397858,Silver Hills,North York,5380000,5 bds,5 ba,,0,1,2,1,63,1,9,8,0,8,0,0,0,0,1
624,500 Donlands Ave,M4J3S7,43.696155,-79.346168,East Toronto,East York,799900,3 bds,2 ba,,0,0,4,2,117,1,20,5,0,15,0,0,0,0,1
625,435 Meadowvale Rd,M1C1S6,43.78853,-79.161669,Highland Creek,Scarborough,969900,3 bds,5 ba,,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1
626,133 Cordella Ave,M6N2K1,43.679261,-79.4857,The Junction North,York,899000,6 bds,1 ba,,0,0,10,1,108,3,30,7,0,21,0,0,0,0,0
627,97 Post Rd,M3B1J3,43.738724,-79.367822,Don Mills North,North York,8888000,7 bds,10 ba,,0,0,9,0,35,0,1,1,0,0,0,0,0,0,0
628,7 Wortham Dr,M1G1W5,43.762929,-79.224939,Woburn,Scarborough,1149000,6 bds,2 ba,,0,0,12,2,54,0,11,3,0,32,0,0,0,0,1
629,25 Lower Simcoe St #318,M5J3A1,43.641411,-79.383308,Harbourfront East,Downtown Toronto,969000,3 bds,2 ba,,0,6,3,20,60,45,234,142,0,242,0,0,0,0,14
630,503 Beecroft Rd #905,M2N0A2,43.778232,-79.417772,Willowdale South,North York,663000,2 bds,2 ba,,0,2,13,2,111,1,84,29,1,22,0,0,0,0,2
631,52 Forest Manor Rd #521,M2J0E2,43.772384,-79.344395,Fairview,North York,629900,2 bds,2 ba,,0,1,8,2,68,0,11,6,0,19,0,0,0,0,0
632,30 Herons Hill Way #506,M2J0A7,43.774938,-79.335458,Fairview,North York,668000,2 bds,2 ba,,0,1,8,3,89,1,18,6,0,23,0,0,0,0,1
633,25 Bamburgh Cir #929,M1W3W2,43.815497,-79.325582,L'Amoreaux West,Scarborough,460000,2 bds,2 ba,,0,0,8,2,82,0,30,0,0,0,0,0,0,0,0
634,13 Riverlea Rd,M9P2B1,43.699382,-79.522934,Westmount,Etobicoke,2088000,4 bds,4 ba,,0,1,6,0,98,0,14,10,0,22,0,0,0,0,1
635,70 Annie Craig Dr #807,M8V0G2,43.624739,-79.478962,Humber Bay Shores,Etobicoke,889900,3 bds,2 ba,,0,0,2,1,38,0,18,10,0,15,0,0,0,0,0
636,50 Merchant Ln #105,M6P4J6,43.656875,-79.445518,High Park,West Toronto,808800,3 bds,2 ba,,0,4,13,10,85,17,68,39,0,76,0,0,0,0,3
637,2 Dailing Gate #19,M1B1Z8,43.791144,-79.229702,Rouge,Scarborough,599000,4 bds,3 ba,,0,0,12,2,82,0,11,4,0,15,0,0,0,0,0
638,61 Fulbert Cres,M1S1C5,43.790312,-79.287079,Agincourt,Scarborough,1648000,6 bds,4 ba,,0,1,9,1,70,0,7,2,0,11,0,0,0,0,0
639,435 Middlefield Rd #56,M1S5W1,43.808839,-79.256579,Agincourt,Scarborough,848800,4 bds,4 ba,,0,0,5,0,45,0,7,1,0,0,0,0,0,0,0
640,10 Edgecliff Golfway #317,M3C3A3,43.719222,-79.326516,Flemingdon Park,North York,560000,3 bds,2 ba,"1,100 sqft",0,0,4,1,76,0,6,2,0,4,0,0,0,0,1
641,460 Adelaide St E #820,M5A0E7,43.652787,-79.3668,Harbourfront,Downtown Toronto,675000,1 bd,2 ba,,0,2,34,19,113,26,153,86,0,104,0,0,0,0,7
642,203 Medland St,M6P2N6,43.66441,-79.466577,High Park,West Toronto,1998000,4 bds,6 ba,,0,2,10,3,104,6,58,19,0,26,0,0,0,0,3
643,21 Markbrook Ln #407,M9V5E4,43.758626,-79.587586,Albion Gardens,Etobicoke,569999,2 bds,2 ba,,0,0,10,1,32,0,3,1,0,2,0,0,0,0,1
644,3 Marine Parade Dr #808,M8V3Z5,43.630233,-79.47622,Humber Bay Shores,Etobicoke,499000,2 bds,2 ba,,0,0,1,1,57,0,12,11,0,11,0,0,0,0,0
645,4 Park Vis #1006,M4B3M8,43.697968,-79.299349,Woodbine Gardens,East York,565000,2 bds,2 ba,,0,3,7,1,130,0,13,4,0,15,0,0,0,0,3
646,135 Village Green Sq #418,M1S0G4,43.777872,-79.280751,Agincourt,Scarborough,549000,2 bds,2 ba,,0,1,2,2,58,0,17,7,0,14,0,0,0,0,0
647,61 Markbrook Ln #509,M9V5E7,43.759225,-79.585149,Albion Gardens,Etobicoke,549000,2 bds,2 ba,,0,0,5,1,37,1,3,1,0,3,0,0,0,0,1
648,67 Lake Promenade,M8W1A2,43.590523,-79.522767,Alderwood,Etobicoke,9200000,5 bds,9 ba,,0,0,26,0,16,3,10,7,0,22,0,0,0,0,0
649,296 Torresdale Ave #17,M2R3N3,43.7896,-79.45287,Willowdale West,North York,699000,4 bds,4 ba,,0,0,6,2,64,0,9,3,0,8,0,0,0,0,0
650,262 Senlac Rd,M2R1P8,43.770953,-79.428126,Willowdale West,North York,3149995,6 bds,6 ba,,0,0,11,0,48,0,2,3,0,1,0,0,0,0,0
651,32 Forest Manor Rd #416,M2J0C2,43.771726,-79.344794,Fairview,North York,688888,2 bds,2 ba,809 sqft,0,1,8,2,70,0,11,6,0,18,0,0,0,0,0
652,423 Guildwood Pkwy,M1E1R3,43.750362,-79.185067,Guildwood,Scarborough,2999990,5 bds,6 ba,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,470 Front St W #1301,M5V0V6,43.642512,-79.395988,CN Tower,Downtown Toronto,724900,1 bd,1 ba,,0,2,14,21,23,37,296,120,0,187,0,0,0,0,10
654,3237 Bayview Ave #510,M2K0G1,43.790112,-79.392793,Bayview Village,North York,599000,2 bds,2 ba,,0,0,5,2,54,0,2,0,0,0,0,0,0,0,0
655,25 Broadway Ave UNIT 1105,M4P1T7,43.709918,-79.395912,Davisville North,Central Toronto,688000,2 bds,1 ba,,0,2,8,11,110,12,96,40,3,68,0,0,0,0,7
656,70 Thomas Mulholland Dr #8,M3K0A5,43.73587,-79.478063,CFB Toronto,North York,1387888,5 bds,4 ba,,0,0,9,1,47,0,10,4,0,14,0,0,0,0,1
657,15 B Medford Ave,M1L4G1,43.695692,-79.271575,Clairlea,Scarborough,1399900,4 bds,4 ba,,0,0,7,0,93,4,8,2,0,4,0,0,0,0,0
658,106 Yardley Ave,M4B2B1,43.713354,-79.300924,Woodbine Gardens,East York,1275000,3 bds,3 ba,,0,0,6,2,113,1,12,3,0,16,0,0,0,0,2
659,129 McMahon Dr #TOWNHOUSE 03,M2K0C2,43.767654,-79.371136,Bayview Village,North York,1368000,3 bds,4 ba,,0,3,3,0,53,0,5,6,0,4,0,0,0,0,3
660,73 Richmond St W #L02,M5H4E8,43.650733,-79.382286,Adelaide,Downtown Toronto,379000,Studio,1 ba,,6,10,60,34,108,57,395,227,0,412,0,0,0,0,17
661,213 Macdonell Ave,M6R2A4,43.64631,-79.439954,Parkdale,West Toronto,1399900,4 bds,2 ba,,1,1,15,12,53,15,91,53,0,80,0,0,0,0,3
662,38 Dan Leckie Way #1607,M5V2V6,43.637492,-79.398104,CN Tower,Downtown Toronto,628000,2 bds,1 ba,,0,0,4,16,23,19,163,64,0,88,0,0,0,0,8
663,11 Charlotte St #402,M5V0M6,43.646378,-79.39367,CN Tower,Downtown Toronto,575000,1 bd,1 ba,,6,4,32,24,37,40,401,184,0,279,0,0,0,0,14
664,9 Michael Power Pl E #615,M9A0A5,43.644663,-79.529405,Islington Avenue,Etobicoke,499000,1 bd,1 ba,,0,3,12,3,130,4,25,11,2,26,0,0,0,0,1
665,3220 Sheppard Ave E #1506,M1T3K3,43.777968,-79.312305,Clarks Corners,Scarborough,508000,1 bd,1 ba,,0,0,11,2,64,0,9,2,0,10,0,0,0,0,2
666,8 Tippett Rd #801,M3H0E7,43.732384,-79.446637,Bathurst Manor,North York,509000,1 bd,1 ba,,0,2,6,1,101,0,21,11,0,35,0,0,0,0,0
667,3 Everson Dr #528,M2N7C2,43.756938,-79.406496,Willowdale South,North York,559000,1 bd,1 ba,,0,3,3,8,78,0,33,16,0,39,0,0,0,0,1
668,121 Ford St #109,M6N3A1,43.673343,-79.462184,The Junction North,York,960000,2 bds,3 ba,,0,0,5,5,117,4,66,18,0,31,0,0,0,0,2
669,20 Tubman Ave #2307,M5A0M8,43.660593,-79.359349,Harbourfront,Downtown Toronto,559999,2 bds,1 ba,,2,0,15,11,67,9,95,40,0,36,0,0,0,0,0
670,19 Western Battery Rd #2310,M6K3N9,43.63957,-79.411329,Brockton,West Toronto,599999,3 bds,2 ba,,0,1,5,12,47,14,142,62,0,56,0,0,0,0,5
671,111 3rd St,M8V2Y1,43.603827,-79.501393,Humber Bay Shores,Etobicoke,999988,3 bds,2 ba,,0,0,7,1,26,1,19,3,0,14,0,0,0,0,2
672,45 Strader Ave,M6C1R1,43.693481,-79.44039,Humewood-Cedarvale,York,699999,3 bds,2 ba,,0,1,11,2,90,1,39,11,0,27,0,0,0,0,1
673,224 Coronation Dr,M1E2J4,43.762523,-79.181993,Guildwood,Scarborough,989000,3 bds,2 ba,,0,0,0,0,0,0,0,3,0,10,0,0,0,0,1
674,8 Rosebank Dr #16H,M1B5Z3,43.791844,-79.237284,Rouge,Scarborough,539000,2 bds,1 ba,,0,0,11,2,91,0,10,6,0,17,0,0,0,0,0
675,28 Empress Ave #1916,M2N6Z7,43.769982,-79.411745,Willowdale South,North York,779900,2 bds,2 ba,,0,3,9,8,103,1,93,35,1,48,0,0,0,0,2
676,319 Laird Dr,M4G3X7,43.716006,-79.365486,Leaside,East York,1499999,3 bds,2 ba,,22,0,5,4,68,0,15,9,0,12,0,0,0,0,0
677,128 Hazelton Ave #801,M5R2E5,43.674903,-79.39488,The Annex,Central Toronto,8325000,3 bds,4 ba,,0,8,103,13,130,15,135,76,1,84,0,0,0,0,4
678,18 Kipling Grove Ct,M9B0C6,43.662635,-79.551649,Cloverdale,Etobicoke,1299999,3 bds,4 ba,,0,0,8,0,46,0,0,1,0,0,0,0,0,0,0
679,488 Roselawn Ave,M5N1J8,43.70797,-79.414299,Roselawn,Central Toronto,2050000,4 bds,2 ba,,0,0,6,1,81,2,19,8,0,5,0,0,0,0,0
680,3 Sutherland Ave,M4C1R8,43.691634,-79.289858,Woodbine Heights,East York,899000,5 bds,3 ba,,0,3,12,3,126,2,22,13,0,21,0,0,0,0,2
681,33 Edwin Ave,M6P3Z5,43.662925,-79.454429,High Park,West Toronto,2900000,7 bds,10 ba,,0,4,9,5,109,12,61,30,0,37,0,0,0,0,2
682,21 Fusilier Dr,M1L0C2,43.717232,-79.279496,Clairlea,Scarborough,899900,3 bds,3 ba,,0,1,3,2,73,0,12,2,0,16,0,0,0,0,0
683,121 Valley Stream Dr,M1V2A4,43.821396,-79.262866,Agincourt North,Scarborough,799800,5 bds,2 ba,,0,0,4,2,72,0,5,0,0,0,0,0,0,0,0
684,1216 - 801 King Street W,,43.642734,-79.40707,Niagara,,595000,1,1,,1,0,7,16,42,17,206,93,0,101,0,0,0,0,7
685,136 Regina Ave,,43.725842,-79.442193,Englemount Lawrence,,1649900,5,2,,0,3,5,4,128,0,26,14,0,41,0,0,0,0,0
686,36 Summerfield Cres,,43.660051,-79.572874,Eringate Centennial West Deane,,1100000,4,2,,0,0,13,0,61,0,1,0,0,7,0,0,0,0,1
687,128 Shropshire Dr,,43.758979,-79.281764,Dorset Park,,1149000,4,2,,0,0,3,2,74,1,16,8,0,13,0,0,0,0,1
688,1233 - 35 Viking Lane,,43.639707,-79.535225,Islington City Centre West,,697800,2,2,,0,3,3,3,129,2,25,12,2,19,0,0,0,0,2
689,2476  Islington Ave,,43.728461,-79.56107,Rexdale Kipling,,1100000,6,4,,0,0,13,2,80,0,24,1,0,11,0,0,0,0,1
690,1901 - 195 McCaul St,,43.6567,-79.392206,Kensington Chinatown,,1905871,3,3,,9,9,174,28,92,47,454,229,0,362,0,0,0,0,15
691,LPh 01 - 10 Meadowglen Pl,,43.774291,-79.229879,Woburn,,598000,3,2,,0,0,13,0,59,0,11,7,0,24,0,0,0,0,0
692,74 Mortimer Ave,,43.684804,-79.353377,Broadview North,,1159000,4,3,,0,2,18,4,94,4,55,21,1,20,0,0,0,0,1
693,161 Parkhurst Blvd,,43.710267,-79.365619,Leaside,,1546499,2,2,,5,0,5,4,72,0,33,10,0,14,0,0,0,0,0
694,802 - 290 Adelaide Street W,,43.647816,-79.391122,Waterfront Communities West,,950000,2,2,,6,9,45,28,62,46,432,220,0,348,0,0,0,0,15
695,D9 - 108 Finch Avenue W,,43.778025,-79.424741,Newtonbrook West,,1100000,4,3,,0,1,12,1,109,1,73,19,0,15,0,0,0,0,1
696,46 Singleton Rd,,43.733528,-79.298509,Wexford Maryvale,,850000,4,2,,0,0,3,3,94,4,25,11,0,49,0,0,0,0,3
697,905 - 398 Front St E,,43.653005,-79.357169,Waterfront Communities East,,819900,2,2,,2,0,10,8,73,8,58,32,0,32,0,0,0,0,0
698,209 - 369 Sorauren Ave,,43.649997,-79.444632,Roncesvalles,,599000,1,1,,0,3,13,11,71,19,88,52,0,83,0,0,0,0,4
699,26 Winona Dr,,43.675393,-79.43073,Wychwood,,1429000,4,2,,0,0,10,4,108,5,62,23,0,28,0,0,0,0,2
700,826 - 35 Bastion St,,43.637197,-79.403572,Niagara,,649000,1,1,,0,0,4,11,31,15,124,57,0,62,0,0,0,0,6
701,5j Brussels Street,,43.626893,-79.491403,Stonegate Queensway,,1199900,3,3,,0,1,11,1,89,3,36,9,0,20,0,0,0,0,2
702,49 - 5 William Jackson Way,,43.600769,-79.512121,New Toronto,,695000,2,2,,0,0,28,1,38,2,22,9,0,24,0,0,0,0,2
703,909 - 7 Lorraine Drive,,43.77874,-79.417139,Willowdale West,,595999,2,1,,0,2,13,3,113,1,84,29,1,21,0,0,0,0,2
704,83 Lascelles Blvd,,43.701853,-79.401854,Yonge Eglinton,,4295000,5,4,,0,2,10,11,105,13,88,40,1,64,0,0,0,0,6
705,608 - 801 Sheppard Ave W,,43.752922,-79.449493,Clanton Park,,589900,2,2,,0,1,8,1,72,0,10,3,0,10,0,0,0,0,1
706,408 - 801 King St W,,43.642734,-79.40707,Niagara,,599000,2,1,,1,0,7,16,42,17,206,93,0,101,0,0,0,0,7
707,1301 - 10 Park Lawn Rd,,43.623213,-79.483931,Mimico,,889999,2,2,,0,0,3,1,47,0,26,11,0,19,0,0,0,0,1
708,8 - 275 Van Dusen Boulevard,,43.63981,-79.529475,Islington City Centre West,,1099000,3,2,,0,3,10,4,132,4,28,11,2,27,0,0,0,0,2
709,501 - 2045 Lake Shore Blvd W,,43.637539,-79.399222,Mimico,,875000,2,2,,0,0,4,13,25,18,159,62,0,75,0,0,0,0,8
710,254 Salem Ave,,43.667018,-79.434545,Dovercourt Wallace Emerson Junction,,1099000,3,3,,0,3,8,6,122,15,73,33,0,63,0,0,0,0,3
711,216 Wallace Ave,,43.662268,-79.445568,Dovercourt Wallace Emerson Junction,,999999,3,2,,0,4,10,8,104,16,49,30,0,70,0,0,0,0,2
712,478 Merton St,,43.699434,-79.38152,Mount Pleasant East,,1399000,3,2,,0,0,9,2,75,2,47,14,1,15,0,0,0,0,2
713,501 - 2464 Weston Rd,,43.708257,-79.534202,Weston,,449900,1,1,,0,0,2,1,67,1,7,3,0,9,0,0,0,0,0
714,304 Withrow Avenue,,43.672677,-79.340596,Blake Jones,,1199000,4,2,,0,3,17,8,79,7,83,38,0,39,0,0,0,0,0
715,2809 - 2 Sonic Way,,43.719497,-79.336408,Flemingdon Park,,499900,1,1,,0,0,4,2,76,0,13,1,0,7,0,0,0,0,1
716,105 - 7 Watkinson Avenue,,43.665107,-79.460013,Junction Area,,999999,3,2,,0,4,9,5,120,7,65,25,0,33,0,0,0,0,2
717,2510 - 1926 Lake Shore Boulevard W,,43.635856,-79.467386,South Parkdale,,1199900,3,2,,0,0,1,0,37,0,4,2,0,2,0,0,0,0,0
718,79 Elder Avenue,,43.598997,-79.527244,Long Branch,,1198500,3,2,,0,0,23,0,46,4,12,10,0,23,0,0,0,0,1
719,340 Mortimer Avenue,,43.688028,-79.339301,Danforth Village East York,,1275000,4,2,,0,3,11,5,141,4,31,14,0,16,0,0,0,0,0
720,506 - 760 The Queensway S,,43.626178,-79.504717,Stonegate Queensway,,515000,2,1,,0,1,10,0,84,4,24,9,1,16,0,0,0,0,1
721,411 - 10 De Boers Drive,,43.75177,-79.463834,York University Heights,,729000,3,2,,0,1,4,2,71,0,8,4,0,8,0,0,0,0,0
722,1004 - 125 George Appleton Way,,43.725725,-79.479422,Downsview Roding Cfb,,649999,3,2,,1,0,9,1,51,0,8,4,0,9,0,0,0,0,1
723,89 Cree Ave,,43.731936,-79.228243,Cliffcrest,,999900,4,2,,0,1,12,3,58,1,10,2,0,14,0,0,0,0,1
724,101 Harewood Ave,,43.722271,-79.234402,Cliffcrest,,899000,2,1,,0,0,13,2,60,1,10,0,0,6,0,0,0,0,1
725,4703 - 35 Balmuto St,,43.669472,-79.387488,Bay Street Corridor,,1399000,2,3,,7,9,138,20,146,22,200,123,0,154,0,0,0,0,3
726,2103 - 60 Brian Harrison Way,,43.774024,-79.258007,Bendale,,549900,2,1,,0,0,3,2,85,1,11,13,0,42,0,0,0,0,3
727,3002 - 20 Bruyeres Mews,,43.637552,-79.4008,Niagara,,1099000,2,2,,0,0,3,13,24,17,144,57,0,66,0,0,0,0,7
728,1005 - 8 Dovercourt Rd,,43.641637,-79.421844,Little Portugal,,665000,2,1,,1,1,9,9,58,12,120,59,0,66,0,0,0,0,2
729,1707 - 2020 Bathrust St,,43.700578,-79.425623,Forest Hill South,,469000,1,1,,0,1,7,2,85,2,25,5,0,6,0,0,0,0,1
730,2034 - 3043 Finch Ave,,43.746064,-79.563237,Humbermede,,469000,2,1,,0,0,10,3,48,0,22,2,0,13,0,0,0,0,2
731,165 Armour Blvd,,43.742751,-79.430794,Lansing Westgate,,2850000,6,4,,0,0,4,0,57,1,23,5,0,6,0,0,0,0,0
732,901 - 100 Quebec Ave,,43.655658,-79.46824,High Park North,,1149900,3,2,,0,3,8,2,96,8,60,16,0,26,0,0,0,0,2
733,140 - 1173 Dundas St E,,43.664423,-79.34184,South Riverdale,,949900,1,2,,1,0,12,5,47,9,64,31,0,34,0,0,0,0,0
734,206 - 5 Greystone Walk Dr,,43.645415,-79.387361,Kennedy Park,,498000,3,2,,5,8,14,24,67,54,383,206,0,361,0,0,0,0,18
735,329 - 155 Merchants' Wharf Avenue,,43.646203,-79.361412,Waterfront Communities East,,750000,1,1,,0,0,7,8,75,14,59,35,0,29,0,0,0,0,1
736,3007 - 181 Wynford Dr,,43.725064,-79.328704,Banbury Don Mills,,759900,3,2,,0,0,3,1,64,0,8,1,0,4,0,0,0,0,1
737,3 Clayhall Cres,,43.751371,-79.499078,York University Heights,,1149000,4,2,,0,0,20,4,88,0,6,2,0,4,0,0,0,0,1
738,10 - 1321 Gerrard St E,,43.67114,-79.326224,Greenwood Coxwell,,750000,2,1,,0,2,10,3,78,7,38,15,0,31,0,0,0,0,0
