Street address,City,State,Zip Code,Country,Latitude,Longitude,Postal code,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage
1937 Creelman Ave, Vancouver,BC,V6J1B8,Canada,49.274723,-123.148637,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$1,888,000",3 bds,2 ba,"1,479 sqft"
501 Pacific St #203, Vancouver,BC,V6Z2X6,Canada,49.274344,-123.12714,V6Z,SW Downtown,Vancouver,"C$899,900",2 bds,1 ba,866 sqft
1133 Keefer St, Vancouver,BC,V6A1Z2,Canada,49.279386,-123.080493,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,490,000",5 bds,2 ba,"2,100 sqft"
1790 Angus Dr, Vancouver,BC,V6J4H5,Canada,49.252859,-123.14417,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$13,800,000",7 bds,4 ba,"5,613 sqft"
3186 Grant St, Vancouver,BC,V5K3H9,Canada,49.271081,-123.036832,V5K,North Hastings-Sunrise,Vancouver,"C$1,828,000",4 bds,4 ba,"1,830 sqft"
2550 Garden Dr #111, Vancouver,BC,V5N4X6,Canada,49.261596,-123.057753,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$594,900",Studio,1 ba,425 sqft
2551 Triumph St, Vancouver,BC,V5K1S7,Canada,49.284141,-123.053337,V5K,North Hastings-Sunrise,Vancouver,"C$1,479,000",3 bds,4 ba,"1,238 sqft"
1533 Balfour Ave, Vancouver,BC,V6J2V1,Canada,49.252171,-123.139996,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$12,980,000",7 bds,9 ba,"11,543 sqft"
4215 W 13th Ave #1, Vancouver,BC,V6R2T7,Canada,49.261211,-123.200574,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,499,000",4 bds,4 ba,"1,905 sqft"
2450 Cornwall Ave #205, Vancouver,BC,V6K1B8,Canada,49.272411,-123.161207,V6K,Central Kitsilano / Greektown,Vancouver,"C$949,900",2 bds,2 ba,917 sqft
5189 Gaston St #1303, Vancouver,BC,V5R6C7,Canada,49.236997,-123.030296,V5R,South Renfrew- Collingwood,Vancouver,"C$599,000",2 bds,2 ba,759 sqft
548 Georgia St E #1, Vancouver,BC,V6A1Z9,Canada,49.278177,-123.092362,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$799,000",2 bds,2 ba,815 sqft
156 W 62nd Ave, Vancouver,BC,V5X2E1,Canada,49.213981,-123.109152,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$1,999,999",5 bds,3 ba,"2,656 sqft"
464 E 12th Ave, Vancouver,BC,V5T2H4,Canada,49.25948,-123.093791,V5T,East Mount Pleasant,Vancouver,"C$1,648,000",5 bds,2 ba,"2,040 sqft"
2250 W 43rd Ave #203, Vancouver,BC,V6M2E3,Canada,49.232514,-123.159518,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$468,000",1 bd,1 ba,845 sqft
2250 SE Marine Dr #202, Vancouver,BC,V5P2S2,Canada,49.20747,-123.060625,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$897,500",3 bds,2 ba,"1,238 sqft"
3368 Main St #203, Vancouver,BC,V5V3M7,Canada,49.255195,-123.100884,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$1,060,000",3 bds,2 ba,"1,114 sqft"
1236 Bidwell St #1601, Vancouver,BC,V6G2K9,Canada,49.285534,-123.140717,V6G,NW West End / Stanley Park,Vancouver,"C$3,585,000",2 bds,3 ba,"1,855 sqft"
1568 Alberni St #2903, Vancouver,BC,V6G1A5,Canada,49.289738,-123.131183,V6G,NW West End / Stanley Park,Vancouver,"C$5,500,000",3 bds,3 ba,"2,066 sqft"
1557 Mariner Walk, Vancouver,BC,V6J4X9,Canada,49.27023,-123.139812,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$869,000",1 bd,1 ba,965 sqft
4755 Belmont Ave, Vancouver,BC,V6T1A8,Canada,49.275397,-123.217159,V6T,UBC,Vancouver,"C$30,000,000",3 bds,2 ba,"2,000 sqft"
428 E 24th Ave, Vancouver,BC,V5V2A1,Canada,49.249087,-123.096034,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$2,399,000",5 bds,3 ba,"2,301 sqft"
308 Jervis Mews, Vancouver,BC,V6C3S6,Canada,49.289549,-123.123764,V6C,Waterfront / Coal Harbour / Canada Place,Vancouver,"C$4,999,900",3 bds,3 ba,"2,483 sqft"
1425 Lameys Mill Rd #33, Vancouver,BC,V6H3W2,Canada,49.268443,-123.135844,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$599,900",1 bd,1 ba,949 sqft
2641 Charles St, Vancouver,BC,V5K3A4,Canada,49.273541,-123.051021,V5K,North Hastings-Sunrise,Vancouver,"C$1,968,000",6 bds,5 ba,"1,988 sqft"
4078 Columbia St #6, Vancouver,BC,V5Y0B6,Canada,49.24926,-123.10968,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$2,509,900",3 bds,3 ba,"1,583 sqft"
812 E 51st Ave, Vancouver,BC,V5X1E5,Canada,49.223276,-123.087828,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$1,249,000",4 bds,3 ba,"1,300 sqft"
930 Cambie St #1205, Vancouver,BC,V6B5X6,Canada,49.276672,-123.116591,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$749,000",2 bds,2 ba,830 sqft
2293 E 37th Ave, Vancouver,BC,V5P1G4,Canada,49.23706,-123.059199,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,199,900",3 bds,3 ba,"1,144 sqft"
528 E 12th Ave, Vancouver,BC,V5T2H5,Canada,49.259483,-123.092331,V5T,East Mount Pleasant,Vancouver,"C$1,200,000",3 bds,3 ba,"1,278 sqft"
4570 W 4th Ave, Vancouver,BC,V6R1R3,Canada,49.268778,-123.210964,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,388,000",4 bds,3 ba,"3,623 sqft"
4341 Elgin St, Vancouver,BC,V5V4R5,Canada,49.246121,-123.083083,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$2,088,000",5 bds,2 ba,"2,116 sqft"
3853 King Edward Ave W, Vancouver,BC,V6S1M9,Canada,49.250415,-123.18972,V6S,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,"C$4,168,000",5 bds,6 ba,"3,284 sqft"
907 Beach Ave #505, Vancouver,BC,V6Z2R3,Canada,49.275321,-123.133399,V6Z,SW Downtown,Vancouver,"C$699,000",2 bds,2 ba,751 sqft
250 E 54th Ave, Vancouver,BC,V5X1K9,Canada,49.220757,-123.100626,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$1,498,000",4 bds,4 ba,"1,381 sqft"
1152 Georgia St E, Vancouver,BC,V6A2A8,Canada,49.277968,-123.08008,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$2,550,000",5 bds,4 ba,"2,971 sqft"
1735 Victoria Dr, Vancouver,BC,V5N4J9,Canada,49.268977,-123.066178,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,750,000",7 bds,4 ba,"2,080 sqft"
548 E 16th Ave, Vancouver,BC,V5T2V2,Canada,49.256211,-123.092771,V5T,East Mount Pleasant,Vancouver,"C$1,799,000",6 bds,3 ba,"2,106 sqft"
1275 Hamilton St #213, Vancouver,BC,V6B1E2,Canada,49.274135,-123.123556,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$848,000",2 bds,2 ba,834 sqft
2403 Cambridge St, Vancouver,BC,V5K1L1,Canada,49.287022,-123.05607,V5K,North Hastings-Sunrise,Vancouver,"C$1,998,000",6 bds,4 ba,"2,887 sqft"
3649 Prince Albert St, Vancouver,BC,V5V4H9,Canada,49.252,-123.087998,V5V,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,"C$1,998,000",6 bds,3 ba,"2,053 sqft"
1159 Main St #502, Vancouver,BC,V6A4B6,Canada,49.274261,-123.100494,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$756,000",2 bds,2 ba,"1,053 sqft"
4560 Belmont Ave, Vancouver,BC,V6R1C4,Canada,49.273478,-123.210627,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$4,288,000",5 bds,4 ba,"2,314 sqft"
110 Prior St, Vancouver,BC,V6A0A6,Canada,49.276483,-123.098475,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,299,000",3 bds,3 ba,"1,673 sqft"
4190 W 11th Ave, Vancouver,BC,V6R2L6,Canada,49.262489,-123.199551,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$3,088,000",4 bds,3 ba,"3,006 sqft"
1620 E 47th Ave, Vancouver,BC,V5P1P5,Canada,49.226995,-123.0735,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,399,000",3 bds,4 ba,"1,390 sqft"
3689 Borham Cres, Vancouver,BC,V5S3X2,Canada,49.216123,-123.024749,V5S,Killarney,Vancouver,"C$918,000",2 bds,3 ba,"1,826 sqft"
850 E 38th Ave, Vancouver,BC,V5W1J3,Canada,49.235374,-123.087213,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$1,628,000",3 bds,4 ba,"1,495 sqft"
1919 Beach Ave #1600, Vancouver,BC,V6G1Z2,Canada,49.288974,-123.142904,V6G,NW West End / Stanley Park,Vancouver,"C$5,500,000",4 bds,4 ba,"2,899 sqft"
3518 King Edward Ave W, Vancouver,BC,V6S1M5,Canada,49.249672,-123.182512,V6S,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,"C$2,780,000",6 bds,4 ba,"2,990 sqft"
3232 Columbia St, Vancouver,BC,V5Y0B6,Canada,49.256458,-123.109996,V5Y,West Mount Pleasant / West Riley Park,Vancouver,"C$1,399,900",2 bds,3 ba,"1,157 sqft"
3628 W 5th Ave, Vancouver,BC,V6R1S2,Canada,49.26745,-123.184331,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,598,000",5 bds,3 ba,"1,890 sqft"
433 SW Marine Dr #501, Vancouver,BC,V5X2P9,Canada,49.211409,-123.096518,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$918,000",2 bds,2 ba,875 sqft
690 W 6th Ave, Vancouver,BC,V5Z1A3,Canada,49.265627,-123.120135,V5Z,East Fairview / South Cambie,Vancouver,"C$988,000",2 bds,2 ba,"1,025 sqft"
2316 Prince Albert St, Vancouver,BC,V5T3W5,Canada,49.264002,-123.086872,V5T,East Mount Pleasant,Vancouver,"C$1,399,000",6 bds,3 ba,"2,647 sqft"
2729 Ward St, Vancouver,BC,V5R4S6,Canada,49.23942,-123.049016,V5R,South Renfrew- Collingwood,Vancouver,"C$999,000",3 bds,2 ba,965 sqft
1055 W 57th Ave, Vancouver,BC,V6P1S6,Canada,49.219579,-123.130073,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$4,499,999",8 bds,6 ba,"6,190 sqft"
1274 Barclay St #107, Vancouver,BC,V6E1H3,Canada,49.285107,-123.130595,V6E,SE West End / Davie Village,Vancouver,"C$749,000",2 bds,1 ba,881 sqft
4627 W 15th Ave, Vancouver,BC,V6R3B5,Canada,49.259608,-123.21319,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$4,680,000",4 bds,6 ba,"2,760 sqft"
888 E 12th Ave, Vancouver,BC,V5T2J2,Canada,49.25942,-123.085662,V5T,East Mount Pleasant,Vancouver,"C$2,750,000",7 bds,7 ba,"3,255 sqft"
1003 Burnaby St #1005, Vancouver,BC,V6E4R7,Canada,49.278791,-123.130299,V6E,SE West End / Davie Village,Vancouver,"C$485,000",1 bd,1 ba,403 sqft
1487 Minto Cres, Vancouver,BC,V6H2J6,Canada,49.24305,-123.138757,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$12,888,000",6 bds,10 ba,"9,905 sqft"
1625 Hornby St #1202, Vancouver,BC,V6Z2M2,Canada,49.27511,-123.133774,V6Z,SW Downtown,Vancouver,"C$850,000",2 bds,2 ba,937 sqft
1290 E 48th Ave, Vancouver,BC,V5W2E7,Canada,49.225929,-123.080296,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$2,198,000",7 bds,4 ba,"3,326 sqft"
1315 Cardero St #604, Vancouver,BC,V6G2J2,Canada,49.284113,-123.140719,V6G,NW West End / Stanley Park,Vancouver,"C$1,198,000",1 bd,2 ba,"1,027 sqft"
5808 Crown St, Vancouver,BC,V6N2B7,Canada,49.233799,-123.193358,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$6,388,000",5 bds,7 ba,"6,012 sqft"
2095 Beach Ave #503, Vancouver,BC,V6G1Z3,Canada,49.290514,-123.145319,V6G,NW West End / Stanley Park,Vancouver,"C$1,099,000",2 bds,2 ba,"1,006 sqft"
6038 Marguerite St, Vancouver,BC,V6M3L1,Canada,49.231293,-123.14444,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$12,880,000",5 bds,7 ba,"5,880 sqft"
1238 Melville St #2601, Vancouver,BC,V6E4N2,Canada,49.288222,-123.125361,V6E,SE West End / Davie Village,Vancouver,"C$1,449,000",3 bds,2 ba,"1,187 sqft"
4650 NW Marine Dr, Vancouver,BC,V6R1B9,Canada,49.275009,-123.213294,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$8,888,000",7 bds,5 ba,"3,621 sqft"
758 E 60th Ave #1, Vancouver,BC,V5X2A4,Canada,49.21538,-123.089055,V5X,SE Oakridge / East Marpole / South Sunset,Vancouver,"C$1,188,000",3 bds,3 ba,"1,097 sqft"
1199 Marinaside Cres, Vancouver,BC,V6Z2Y2,Canada,49.273129,-123.120638,V6Z,SW Downtown,Vancouver,"C$2,398,000",3 bds,2 ba,"1,589 sqft"
1789 E 63rd Ave, Vancouver,BC,V5P2L9,Canada,49.213103,-123.069362,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,659,000",5 bds,5 ba,"2,659 sqft"
3641 W 29th Ave #201, Vancouver,BC,V6S1T5,Canada,49.24639,-123.185903,V6S,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,"C$1,198,000",3 bds,2 ba,"1,387 sqft"
6975 Prescott St, Vancouver,BC,V6N1N2,Canada,49.222857,-123.17812,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$7,800,000",2 bds,3 ba,"2,254 sqft"
5212 Maple St, Vancouver,BC,V6M3T5,Canada,49.238864,-123.151651,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$4,378,000",3 bds,4 ba,"3,092 sqft"
1425 E 27th Ave, Vancouver,BC,V5N2W5,Canada,49.246091,-123.075387,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,588,000",3 bds,3 ba,"1,385 sqft"
1861 Beach Ave #5, Vancouver,BC,V6G1Z1,Canada,49.288355,-123.142148,V6G,NW West End / Stanley Park,Vancouver,"C$3,998,000",3 bds,3 ba,"2,457 sqft"
3256 Georgia St E, Vancouver,BC,V5K2L3,Canada,49.278011,-123.034836,V5K,North Hastings-Sunrise,Vancouver,"C$1,498,000",2 bds,2 ba,"1,452 sqft"
1445 Marpole Ave #508, Vancouver,BC,V6H1S5,Canada,49.257539,-123.138386,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$1,149,000",3 bds,2 ba,"1,399 sqft"
688 W 6th Ave, Vancouver,BC,V5Z1A3,Canada,49.265627,-123.120135,V5Z,East Fairview / South Cambie,Vancouver,"C$1,015,000",2 bds,2 ba,"1,071 sqft"
1728 Cypress St, Vancouver,BC,V6J4W2,Canada,49.270202,-123.148145,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$1,489,500",2 bds,2 ba,"1,227 sqft"
1511 Barclay St, Vancouver,BC,V6G1J8,Canada,49.287638,-123.133308,V6G,NW West End / Stanley Park,Vancouver,"C$2,998,000",4 bds,3 ba,"2,542 sqft"
2959 W 16th Ave, Vancouver,BC,V6K3C7,Canada,49.258061,-123.171668,V6K,Central Kitsilano / Greektown,Vancouver,"C$3,998,000",5 bds,5 ba,"2,886 sqft"
1133 Cypress St, Vancouver,BC,V6J3K8,Canada,49.275969,-123.147889,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$5,678,000",4 bds,6 ba,"4,857 sqft"
1603 Matthews Ave, Vancouver,BC,V6J2T1,Canada,49.253184,-123.141679,V6J,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,"C$19,000,000",7 bds,8 ba,"8,170 sqft"
1349 E 14th Ave, Vancouver,BC,V5N2C7,Canada,49.258053,-123.076418,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,898,000",6 bds,2 ba,"1,917 sqft"
4390 Kaslo St, Vancouver,BC,V5R2B7,Canada,49.245353,-123.046751,V5R,South Renfrew- Collingwood,Vancouver,"C$3,651,763",Studio,1 ba,"2,288 sqft"
3941 W 33rd Ave, Vancouver,BC,V6N2H7,Canada,49.242655,-123.19211,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$2,790,000",5 bds,3 ba,"1,996 sqft"
4655 Rupert St, Vancouver,BC,V5R2J4,Canada,49.243016,-123.035931,V5R,South Renfrew- Collingwood,Vancouver,"C$1,399,000",4 bds,2 ba,"2,200 sqft"
1790 Bayshore Dr PENTHOUSE 3, Vancouver,BC,V6G3G5,Canada,49.292365,-123.132616,V6G,NW West End / Stanley Park,Vancouver,"C$5,499,800",3 bds,4 ba,"2,528 sqft"
830 E 14th Ave, Vancouver,BC,V5T2N6,Canada,49.25763,-123.086523,V5T,East Mount Pleasant,Vancouver,"C$2,498,000",4 bds,4 ba,"3,299 sqft"
2232 Renfrew St #1, Vancouver,BC,V5M3J7,Canada,49.264445,-123.043814,V5M,South Hastings-Sunrise / North Renfrew- Collingwood,Vancouver,"C$1,491,000",4 bds,3 ba,"1,710 sqft"
1350 W 32nd Ave, Vancouver,BC,V6H2J3,Canada,49.243717,-123.136418,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$11,888,000",8 bds,9 ba,"9,087 sqft"
827 E 16th Ave, Vancouver,BC,V5T2V7,Canada,49.256569,-123.086848,V5T,East Mount Pleasant,Vancouver,"C$2,248,000",3 bds,2 ba,"2,688 sqft"
2408 W 22nd Ave, Vancouver,BC,V6L1L9,Canada,49.25243,-123.160486,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$2,938,000",3 bds,2 ba,"2,279 sqft"
3428 Adanac St #13, Vancouver,BC,V5K5H5,Canada,49.2768,-123.030082,V5K,North Hastings-Sunrise,Vancouver,"C$989,000",3 bds,3 ba,"1,404 sqft"
3557 Marshall St, Vancouver,BC,V5N4S2,Canada,49.252214,-123.063015,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,550,000",4 bds,2 ba,"1,666 sqft"
1296 W 6th Ave, Vancouver,BC,V6H1A5,Canada,49.265875,-123.133367,V6H,West Fairview / Granville Island / NE Shaughnessy,Vancouver,"C$1,199,000",2 bds,2 ba,"1,105 sqft"
3337 Quesnel Dr, Vancouver,BC,V6S1Z7,Canada,49.256448,-123.179346,V6S,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,"C$4,299,000",6 bds,4 ba,"2,555 sqft"
5189 Cambie St #501, Vancouver,BC,V5Z0J4,Canada,49.237902,-123.116631,V5Z,East Fairview / South Cambie,Vancouver,"C$2,088,000",3 bds,3 ba,"1,686 sqft"
1712 E 34th Ave, Vancouver,BC,V5P1A3,Canada,49.239055,-123.070827,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$1,998,000",7 bds,6 ba,"2,421 sqft"
950 Cambie St #2104, Vancouver,BC,V6B5X5,Canada,49.27625,-123.117257,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$1,048,000",2 bds,2 ba,"1,108 sqft"
2658 Waterloo St, Vancouver,BC,V6R3H7,Canada,49.262836,-123.179458,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,999,900",5 bds,5 ba,"1,925 sqft"
4955 Somerville St, Vancouver,BC,V5W3H1,Canada,49.239699,-123.086055,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$2,099,000",5 bds,3 ba,"2,381 sqft"
233 Robson St #603, Vancouver,BC,V6B0E8,Canada,49.278324,-123.114214,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$858,000",3 bds,1 ba,977 sqft
5350 Balsam St #503, Vancouver,BC,V6M4B4,Canada,49.237701,-123.160889,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$798,000",2 bds,2 ba,880 sqft
950 Bidwell St PENTHOUSE 2, Vancouver,BC,V6G2J9,Canada,49.288731,-123.136078,V6G,NW West End / Stanley Park,Vancouver,"C$1,249,000",2 bds,2 ba,"1,068 sqft"
2817 Clark Dr #201, Vancouver,BC,V5N3H7,Canada,49.259353,-123.077979,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$588,000",2 bds,2 ba,696 sqft
3204 Coleridge Ave, Vancouver,BC,V5S3A5,Canada,49.225992,-123.038514,V5S,Killarney,Vancouver,"C$1,998,888",3 bds,2 ba,"1,726 sqft"
138 Hastings St E #605, Vancouver,BC,V6A0E6,Canada,49.281058,-123.101197,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$385,000",1 bd,1 ba,443 sqft
3379 Heather St, Vancouver,BC,V5Z3K6,Canada,49.255423,-123.120533,V5Z,East Fairview / South Cambie,Vancouver,"C$2,650,000",6 bds,3 ba,"2,386 sqft"
4347 W 9th Ave, Vancouver,BC,V6R2C8,Canada,49.264875,-123.204433,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$4,999,000",5 bds,6 ba,"3,709 sqft"
845 Chilco St #1501, Vancouver,BC,V6G2R2,Canada,49.292989,-123.139433,V6G,NW West End / Stanley Park,Vancouver,"C$3,850,000",4 bds,3 ba,"2,041 sqft"
3839 W 35th Ave, Vancouver,BC,V6N2N8,Canada,49.240746,-123.189258,V6N,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,"C$6,388,000",8 bds,6 ba,"4,545 sqft"
2545 Broadway W #216, Vancouver,BC,V6K2E9,Canada,49.264294,-123.163584,V6K,Central Kitsilano / Greektown,Vancouver,"C$999,000",2 bds,2 ba,858 sqft
4586 W 8th Ave, Vancouver,BC,V6R2A5,Canada,49.265369,-123.211463,V6R,West Kitsilano / West Point Grey / Jericho,Vancouver,"C$2,880,000",5 bds,3 ba,"2,361 sqft"
150 Cordova St E #903, Vancouver,BC,V6A0E7,Canada,49.282046,-123.100519,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$469,900",Studio,1 ba,519 sqft
3315 Knight St, Vancouver,BC,V5N3K7,Canada,49.255054,-123.076285,V5N,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,"C$1,388,000",3 bds,2 ba,"1,638 sqft"
1077 Cordova St W PENTHOUSE 4201, Vancouver,BC,V6C2C6,Canada,49.288396,-123.117833,V6C,Waterfront / Coal Harbour / Canada Place,Vancouver,"C$18,880,000",3 bds,5 ba,"6,041 sqft"
885 Cambie St #2500, Vancouver,BC,V6B0R6,Canada,49.277518,-123.116547,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$9,898,000",5 bds,6 ba,"4,591 sqft"
1050 Chilco St #606, Vancouver,BC,V6G2R8,Canada,49.290238,-123.142748,V6G,NW West End / Stanley Park,Vancouver,"C$479,000",1 bd,1 ba,752 sqft
1222 Victoria Dr, Vancouver,BC,V5L4H3,Canada,49.273427,-123.065333,V5L,North Grandview- Woodland,Vancouver,"C$2,375,000",5 bds,4 ba,"2,069 sqft"
1066 Hamilton St #205, Vancouver,BC,V6B2R9,Canada,49.276179,-123.120217,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$949,000",1 bd,1 ba,"1,002 sqft"
3644 E 28th Ave #3, Vancouver,BC,V5R1T7,Canada,49.245106,-123.024899,V5R,South Renfrew- Collingwood,Vancouver,"C$1,299,000",3 bds,3 ba,"1,609 sqft"
2549 E Kent Ave N, Vancouver,BC,V5S2H7,Canada,49.206175,-123.055214,V5S,Killarney,Vancouver,"C$2,750,000",3 bds,4 ba,"3,004 sqft"
1777 Bayshore Dr PENTHOUSE 2, Vancouver,BC,V6G3H2,Canada,49.292959,-123.132023,V6G,NW West End / Stanley Park,Vancouver,"C$7,000,000",4 bds,4 ba,"3,046 sqft"
1895 E 39th Ave, Vancouver,BC,V5P1H5,Canada,49.234713,-123.067314,V5P,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,"C$2,588,000",6 bds,6 ba,"2,776 sqft"
3123 W 27th Ave, Vancouver,BC,V6L1W6,Canada,49.248277,-123.174557,V6L,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,"C$3,490,000",4 bds,4 ba,"2,564 sqft"
183 Keefer Pl #904, Vancouver,BC,V6B6B9,Canada,49.280356,-123.10826,V6B,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,"C$999,999",2 bds,2 ba,"1,186 sqft"
2811 W 12th Ave, Vancouver,BC,V6K2R1,Canada,49.261638,-123.168606,V6K,Central Kitsilano / Greektown,Vancouver,"C$3,658,000",6 bds,6 ba,"2,887 sqft"
3364 Marquette Cres #439, Vancouver,BC,V5S4K4,Canada,49.212937,-123.031175,V5S,Killarney,Vancouver,"C$699,900",2 bds,2 ba,"1,217 sqft"
6262 Angus Dr, Vancouver,BC,V6M3P3,Canada,49.229273,-123.147476,V6M,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,"C$10,388,000",6 bds,7 ba,"5,406 sqft"
625 E 44th Ave, Vancouver,BC,V5W1W4,Canada,49.230373,-123.092097,V5W,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,"C$1,750,000",7 bds,6 ba,"3,661 sqft"
3588 Sawmill Cres #101, Vancouver,BC,V5S0E3,Canada,49.206218,-123.02787,V5S,Killarney,Vancouver,"C$980,000",3 bds,3 ba,"1,213 sqft"
1128 Quebec St #1806, Vancouver,BC,V6A4E1,Canada,49.274651,-123.101142,V6A,Strathcona / Chinatown / Downtown Eastside,Vancouver,"C$1,748,888",3 bds,2 ba,"1,462 sqft"
1386 W 73rd Ave #102, Vancouver,BC,V6P3E8,Canada,49.204706,-123.137817,V6P,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,"C$599,000",2 bds,2 ba,873 sqft
5058 Joyce St #1208, Vancouver,BC,V5R0J9,Canada,49.238596,-123.031047,V5R,South Renfrew- Collingwood,Vancouver,"C$538,000",1 bd,1 ba,439 sqft
