"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"202 8680 Fremlin Street",Marpole,Vancouver,BC,Canada,49.207229,-123.1273,0.9,nearest_rooftop_match,8680,"Fremlin St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"502 1616 W 13th Avenue",Fairview,Vancouver,BC,Canada,49.259605,-123.141727,0.9,nearest_rooftop_match,1616,"W 13th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1000 499 Pacific Street",Yaletown,Vancouver,BC,Canada,49.273876,-123.126998,0.9,nearest_rooftop_match,499,"Pacific St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5470 Clarendon Street",Collingwood,Vancouver,BC,Canada,49.23501,-123.055135,1,rooftop,5470,"Clarendon St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3902 1033 Marinaside Crescent",Yaletown,Vancouver,BC,Canada,49.273637,-123.116652,0.9,nearest_rooftop_match,1033,"Marinaside Cres",,,Vancouver,BC,,V6Z,CA,Province
"1332 W 47th Avenue","South Granville",Vancouver,BC,Canada,49.228392,-123.135827,1,rooftop,1332,"W 47th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"604 1315 Cardero Street","West End",Vancouver,BC,Canada,49.284113,-123.140719,0.9,nearest_rooftop_match,1315,"Cardero St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2001 198 Aquarius Mews",Yaletown,Vancouver,BC,Canada,49.273824,-123.119616,0.9,nearest_rooftop_match,198,"Aquarius Mews",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"108 8622 Selkirk Street",Marpole,Vancouver,BC,Canada,49.208143,-123.132918,0.9,nearest_rooftop_match,8622,"Selkirk St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"301 4375 W 10th Avenue","Point Grey",Vancouver,BC,Canada,49.264023,-123.205245,0.9,nearest_rooftop_match,4375,"W 10th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1603 939 Expo Boulevard",Yaletown,Vancouver,BC,Canada,49.277722,-123.110809,0.6,street_center,,"Expo Blvd",,,Vancouver,BC,,V6B,CA,"CanVec+ by Natural Resources Canada"
"563 W 26th Avenue",Cambie,Vancouver,BC,Canada,49.248237,-123.117478,0.9,nearest_rooftop_match,561,"W 26th Ave",,,Vancouver,BC,,V5Z,CA,Province
"3003 8131 Nunavut Lane",Marpole,Vancouver,BC,Canada,49.211335,-123.116532,0.9,nearest_rooftop_match,8131,"Nunavut Ln",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"908 189 Keefer Street","Downtown East",Vancouver,BC,Canada,49.279725,-123.100172,0.9,nearest_rooftop_match,189,"Keefer St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"102 1450 E 7 Avenue","Grandview East",Vancouver,BC,Canada,49.263943,-123.07432,0.9,nearest_rooftop_match,1450,"E 7th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2353 Kingsway",Collingwood,Vancouver,BC,Canada,49.241523,-123.056622,1,rooftop,2353,Kingsway,,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2375 Kingsway",Collingwood,Vancouver,BC,Canada,49.241365,-123.056284,1,rooftop,2375,Kingsway,,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2335 Kingsway",Collingwood,Vancouver,BC,Canada,49.24168,-123.056956,1,rooftop,2335,Kingsway,,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2361 Kingsway",Collingwood,Vancouver,BC,Canada,49.241469,-123.056502,1,rooftop,2361,Kingsway,,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"104 2333 Eton Street",Hastings,Vancouver,BC,Canada,49.287763,-123.057246,0.9,nearest_rooftop_match,2333,"Eton St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3601 1438 Richards Street",Yaletown,Vancouver,BC,Canada,49.273201,-123.12775,0.9,nearest_rooftop_match,1438,"Richards St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"210 2408 Grant Street",Renfrew,Vancouver,BC,Canada,49.271044,-123.056147,0.9,nearest_rooftop_match,2408,"Grant St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3303 Venables Street",Renfrew,Vancouver,BC,Canada,49.276859,-123.033177,1,rooftop,3303,"Venables St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"202 983 E Hastings Street",Strathcona,Vancouver,BC,Canada,49.282178,-123.110244,0.7,nearest_rooftop_match,200,"W Hastings St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2304 183 Keefer Place","Downtown West",Vancouver,BC,Canada,54.505508,-128.585845,0.75,nearest_rooftop_match,2311,"Keefer St",,,Terrace,BC,,V8G,CA,Province
"756 W 26th Avenue",Cambie,Vancouver,BC,Canada,49.247789,-123.121506,1,rooftop,756,"W 26th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 2138 W 48th Avenue",Kerrisdale,Vancouver,BC,Canada,49.227865,-123.157185,0.9,nearest_rooftop_match,2138,"W 48th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"409 210 E 5th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.266061,-123.100355,0.9,nearest_rooftop_match,210,"E 5th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"301 1771 Nelson Street","West End",Vancouver,BC,Canada,49.289313,-123.137977,0.9,nearest_rooftop_match,1771,"Nelson St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"202 1771 Nelson Street","West End",Vancouver,BC,Canada,49.289313,-123.137977,0.9,nearest_rooftop_match,1771,"Nelson St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"501 1255 Main Street","Downtown East",Vancouver,BC,Canada,49.273589,-123.100527,0.9,nearest_rooftop_match,1255,"Main St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 1019 E 39th Avenue","Fraser East",Vancouver,BC,Canada,49.234971,-123.084294,0.9,nearest_rooftop_match,1019,"E 39th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Ph2 950 Bidwell Street","West End",Vancouver,BC,Canada,49.288731,-123.136078,1,rooftop,950,"Bidwell St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"87 E Cordova Street","Downtown East",Vancouver,BC,Canada,49.282073,-123.102643,0.9,nearest_rooftop_match,88,"E Cordova St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2801 535 Smithe Street","Downtown West",Vancouver,BC,Canada,49.279553,-123.119352,0.9,nearest_rooftop_match,535,"Smithe St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3315 Knight Street",Knight,Vancouver,BC,Canada,49.255054,-123.076285,1,rooftop,3315,"Knight St",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"203 3368 Main Street",Main,Vancouver,BC,Canada,49.255195,-123.100884,0.9,nearest_rooftop_match,3368,"Main St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"411 298 E 11th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.260833,-123.098885,0.9,nearest_rooftop_match,298,"E 11th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"305 188 E 32nd Avenue",Main,Vancouver,BC,Canada,49.2418,-123.10183,0.9,nearest_rooftop_match,188,"E 32nd Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"460 E 5th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.265884,-123.093391,0.89,nearest_rooftop_match,468,"E 5th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1501 845 Chilco Street","West End",Vancouver,BC,Canada,49.292989,-123.139433,0.9,nearest_rooftop_match,845,"Chilco St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"803 983 E Hastings Street",Strathcona,Vancouver,BC,Canada,49.281393,-123.08681,0.9,nearest_rooftop_match,803,"E Hastings St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4178 Slocan Street","Renfrew Heights",Vancouver,BC,Canada,49.24732,-123.049193,1,rooftop,4178,"Slocan St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"636 E 51st Avenue","South Vancouver",Vancouver,BC,Canada,49.223331,-123.092014,1,rooftop,636,"E 51st Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"104 5089 Quebec Street",Main,Vancouver,BC,Canada,49.239403,-123.103206,0.9,nearest_rooftop_match,5089,"Quebec St",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1504 1775 Quebec Street","Mount Pleasant East",Vancouver,BC,Canada,49.269514,-123.103314,0.9,nearest_rooftop_match,1775,"Quebec St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"311 1975 Pendrell Street","West End",Vancouver,BC,Canada,49.289836,-123.143061,0.9,nearest_rooftop_match,1975,"Pendrell St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1206 E 22nd Avenue",Knight,Vancouver,BC,Canada,49.250588,-123.079709,1,rooftop,1206,"E 22nd Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"404 E 46th Avenue","Fraser East",Vancouver,BC,Canada,49.228115,-123.097251,1,rooftop,404,"E 46th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"604 55 Alexander Street","Downtown East",Vancouver,BC,Canada,49.283791,-123.102967,0.9,nearest_rooftop_match,55,"Alexander St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2689 Brightwood Place","Fraserview East",Vancouver,BC,Canada,49.21552,-123.053135,1,rooftop,2689,"Brightwood Pl",,,Vancouver,BC,,V5S,CA,Province
"920 W 49th Avenue","South Cambie",Vancouver,BC,Canada,49.226201,-123.127287,0.89,nearest_rooftop_match,930,"W 49th Ave",,,Vancouver,BC,,V5Z,CA,Province
"408 3451 Sawmill Crescent","South Marine",Vancouver,BC,Canada,49.205837,-123.028152,0.6,street_center,,"Sawmill Cres",,,Vancouver,BC,,V5S,CA,"CanVec+ by Natural Resources Canada"
"405 288 E 8th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.263313,-123.09931,0.9,nearest_rooftop_match,288,"E 8th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"101 830 E 7th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.26404,-123.086412,0.9,nearest_rooftop_match,830,"E 7th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"602 5629 Birney Avenue","University (Ubc)",Vancouver,BC,Canada,49.253734,-123.234634,0.6,street_center,,"Birney Ave",,,Vancouver,BC,,V6T,CA,"CanVec+ by Natural Resources Canada"
"303 2450 Cornwall Avenue",Kitsilano,Vancouver,BC,Canada,49.272411,-123.161207,0.9,nearest_rooftop_match,2450,"Cornwall Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"309 285 E 10th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.262275,-123.099907,0.9,nearest_rooftop_match,285,"E 10th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"201 1147 Nelson Street","West End",Vancouver,BC,Canada,49.283404,-123.128962,0.9,nearest_rooftop_match,1147,"Nelson St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3007 W 32nd Avenue","Mackenzie Heights",Vancouver,BC,Canada,49.243534,-123.173232,1,rooftop,3007,"W 32nd Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1479 E King Edward Avenue",Knight,Vancouver,BC,Canada,49.248251,-123.073835,0.9,nearest_rooftop_match,1478,"E King Edward Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"101 710 E 6th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.264962,-123.088729,0.9,nearest_rooftop_match,710,"E 6th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2901 1483 Homer Street",Yaletown,Vancouver,BC,Canada,49.272027,-123.126813,0.9,nearest_rooftop_match,1483,"Homer St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2043 W 45th Avenue",Kerrisdale,Vancouver,BC,Canada,49.231092,-123.153254,1,rooftop,2043,"W 45th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1107 822 Homer Street","Downtown West",Vancouver,BC,Canada,49.279045,-123.116954,0.9,nearest_rooftop_match,822,"Homer St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3256 E Georgia Street",Renfrew,Vancouver,BC,Canada,49.278011,-123.034836,1,rooftop,3256,"E Georgia St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3205 Carolina Street","Fraser East",Vancouver,BC,Canada,49.2562,-123.092081,1,rooftop,3205,"Carolina St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 1456 W 45th Avenue","South Granville",Vancouver,BC,Canada,49.230317,-123.138647,0.9,nearest_rooftop_match,1456,"W 45th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2703 667 Howe Street","Downtown West",Vancouver,BC,Canada,49.283705,-123.119032,0.9,nearest_rooftop_match,667,"Howe St",,,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"801 1236 Bidwell Street","West End",Vancouver,BC,Canada,49.285534,-123.140717,0.9,nearest_rooftop_match,1236,"Bidwell St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"B 3538 W 14th Avenue",Kitsilano,Vancouver,BC,Canada,49.259539,-123.183064,1,rooftop,3538,"W 14th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1309 3430 E Kent Avenue South","South Marine",Vancouver,BC,Canada,49.204897,-123.033371,0.9,nearest_rooftop_match,3430,"E Kent Ave S",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"631 Victoria Drive",Hastings,Vancouver,BC,Canada,49.278882,-123.065141,0.79,nearest_rooftop_match,624,"Victoria Dr",,,Vancouver,BC,,V5L,CA,Province
"1906 888 Hamilton Street","Downtown West",Vancouver,BC,Canada,49.278011,-123.116673,0.9,nearest_rooftop_match,888,"Hamilton St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1116 610 Granville Street","Downtown West",Vancouver,BC,Canada,49.283215,-123.116534,0.9,nearest_rooftop_match,610,"Granville St",,,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2038 E 1st Avenue","Grandview East",Vancouver,BC,Canada,49.26929,-123.062928,0.9,nearest_rooftop_match,2036,"E 1st Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3728 Heather Street",Cambie,Vancouver,BC,Canada,49.252237,-123.119876,1,rooftop,3728,"Heather St",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4951 Rupert Street",Collingwood,Vancouver,BC,Canada,49.239893,-123.038926,1,rooftop,4951,"Rupert St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4939 Rupert Street",Collingwood,Vancouver,BC,Canada,49.239988,-123.038859,1,rooftop,4939,"Rupert St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"198 E 44th Avenue",Main,Vancouver,BC,Canada,49.230136,-123.1019,0.89,nearest_rooftop_match,192,"E 44th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"205 5683 Hampton Place","University (Ubc)",Vancouver,BC,Canada,49.184072,-122.945818,0.84,nearest_rooftop_match,219,"Hampton St",,,"New Westminster",BC,,V3M,CA,Province
"2171 Maple Street",Kitsilano,Vancouver,BC,Canada,49.266651,-123.150738,1,rooftop,2171,"Maple St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"310 5681 Birney Avenue","University (Ubc)",Vancouver,BC,Canada,49.253734,-123.234634,0.6,street_center,,"Birney Ave",,,Vancouver,BC,,V6T,CA,"CanVec+ by Natural Resources Canada"
"103 2256 W 7th Avenue",Kitsilano,Vancouver,BC,Canada,49.265371,-123.156541,0.9,nearest_rooftop_match,2256,"W 7th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4509 1289 Hornby Street","Downtown West",Vancouver,BC,Canada,49.277708,-123.129641,0.9,nearest_rooftop_match,1289,"Hornby St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"7789 Birch Street",Marpole,Vancouver,BC,Canada,49.215209,-123.136627,1,rooftop,7789,"Birch St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3186 Grant Street",Renfrew,Vancouver,BC,Canada,49.271081,-123.036832,1,rooftop,3186,"Grant St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"505 833 Homer Street","Downtown West",Vancouver,BC,Canada,49.279404,-123.117734,0.9,nearest_rooftop_match,833,"Homer St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2798 Yale Street","Hastings Sunrise",Vancouver,BC,Canada,49.29041,-123.047025,1,rooftop,2798,"Yale St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2528 Napier Street",Renfrew,Vancouver,BC,Canada,49.274736,-123.053896,1,rooftop,2528,"Napier St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"303 3220 W 4th Avenue",Kitsilano,Vancouver,BC,Canada,49.268211,-123.176302,0.9,nearest_rooftop_match,3220,"W 4th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"809 1333 W Georgia Street","Coal Harbour",Vancouver,BC,Canada,49.28899,-123.127532,0.9,nearest_rooftop_match,1333,"W Georgia St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"204 975 E Broadway","Mount Pleasant East",Vancouver,BC,Canada,49.262724,-123.083955,0.9,nearest_rooftop_match,975,"E Broadway",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"206 5788 Vine Street",Kerrisdale,Vancouver,BC,Canada,49.233908,-123.159569,0.9,nearest_rooftop_match,5788,"Vine St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"304 7428 Alberta Street","South Cambie",Vancouver,BC,Canada,49.217347,-123.112657,0.9,nearest_rooftop_match,7428,"Alberta St",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"702 1534 Harwood Street","West End",Vancouver,BC,Canada,49.283224,-123.1405,0.9,nearest_rooftop_match,1534,"Harwood St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"103 7638 Cambie Street",Marpole,Vancouver,BC,Canada,49.215572,-123.116344,0.9,nearest_rooftop_match,7638,"Cambie St",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2502 8131 Nunavut Lane",Marpole,Vancouver,BC,Canada,49.211335,-123.116532,0.9,nearest_rooftop_match,8131,"Nunavut Ln",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"207 1210 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.264145,-123.132201,0.9,nearest_rooftop_match,1210,"W 8th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1718 W 61st Avenue","South Granville",Vancouver,BC,Canada,49.215709,-123.146443,1,rooftop,1718,"W 61st Ave",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"14 Sennok Crescent","University (Ubc)",Vancouver,BC,Canada,49.235706,-123.204562,1,rooftop,14,"Sennok Cres",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"612 7228 Adera Street","South Granville",Vancouver,BC,Canada,49.220721,-123.143419,0.9,nearest_rooftop_match,7228,"Adera St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3405 1283 Howe Street","Downtown West",Vancouver,BC,Canada,49.277218,-123.128625,0.9,nearest_rooftop_match,1283,"Howe St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2355 E 54th Avenue",Killarney,Vancouver,BC,Canada,49.22056,-123.058468,1,rooftop,2355,"E 54th Ave",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2109 1111 Alberni Street","West End",Vancouver,BC,Canada,49.285963,-123.124175,0.9,nearest_rooftop_match,1111,"Alberni St",,,Vancouver,BC,,V6E,CA,Province
"411 2020 SE Kent Avenue","South Marine",Vancouver,BC,Canada,49.206558,-123.065143,0.9,nearest_rooftop_match,2020,"E Kent Ave S",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2688 West Mall Road 1003","Hastings Sunrise",Vancouver,BC,Canada,49.260465,-123.252229,0.6,street_center,,"W Mall",,1003,Vancouver,BC,,V6T,CA,"CanVec+ by Natural Resources Canada"
"1735 W 16 Avenue",Fairview,Vancouver,BC,Canada,49.25741,-123.144543,1,rooftop,1735,"W 16th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"156 W 62nd Avenue",Marpole,Vancouver,BC,Canada,49.213981,-123.109152,1,rooftop,156,"W 62nd Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2850 Mackenzie Street",Kitsilano,Vancouver,BC,Canada,49.260838,-123.169951,1,rooftop,2850,"Mackenzie St",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 1826 E 2nd Avenue","Grandview East",Vancouver,BC,Canada,49.268416,-123.067089,0.9,nearest_rooftop_match,1826,"E 2nd Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1701 1708 Ontario Street","False Creek",Vancouver,BC,Canada,49.269924,-123.104139,0.9,nearest_rooftop_match,1708,"Ontario St",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"403 2055 Yukon Street","False Creek",Vancouver,BC,Canada,49.267088,-123.113233,0.9,nearest_rooftop_match,2055,"Yukon St",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"504 36 Water Street","Downtown West",Vancouver,BC,Canada,49.283372,-123.10525,0.9,nearest_rooftop_match,36,"Water St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2002 928 Richards Street",Yaletown,Vancouver,BC,Canada,49.278357,-123.119901,0.9,nearest_rooftop_match,928,"Richards St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"225 5555 Victoria Drive","Victoria East",Vancouver,BC,Canada,49.234005,-123.065906,0.9,nearest_rooftop_match,5555,"Victoria Dr",,,Vancouver,BC,,V5P,CA,Province
"105 2250 SE Marine Drive","South Marine",Vancouver,BC,Canada,49.20747,-123.060625,0.9,nearest_rooftop_match,2250,"SE Marine Dr",,,Vancouver,BC,,V5P,CA,Province
"319 3438 Sawmill Crescent","South Marine",Vancouver,BC,Canada,49.205784,-123.032766,0.9,nearest_rooftop_match,3438,"Sawmill Cres",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"408 480 16th Avenue","Fraser East",Vancouver,BC,Canada,49.257139,-123.114427,0.9,nearest_rooftop_match,479,"W 16th Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"950 W 17th Avenue",Cambie,Vancouver,BC,Canada,49.255966,-123.126198,1,rooftop,950,"W 17th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
