"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"1555 E 21st Avenue",Knight,Vancouver,BC,Canada,49.251893,-123.072681,0.9,nearest_rooftop_match,1557,"E 21st Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 2623 Triumph Street","Hastings Sunrise",Vancouver,BC,Canada,49.284139,-123.051262,0.9,nearest_rooftop_match,2623,"Triumph St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 2623 Triumph Street","Hastings Sunrise",Vancouver,BC,Canada,49.284139,-123.051262,0.9,nearest_rooftop_match,2623,"Triumph St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 3830 W 23rd Avenue",Dunbar,Vancouver,BC,Canada,49.25172,-123.188969,0.9,nearest_rooftop_match,3830,"W 23rd Ave",,,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1801 1155 Seymour Street","Downtown West",Vancouver,BC,Canada,49.280507,-123.119571,0.6,street_center,,"Seymour St",,,Vancouver,BC,,V6B,CA,"CanVec+ by Natural Resources Canada"
"402 1188 Quebec Street","Downtown East",Vancouver,BC,Canada,49.25025,-123.102902,0.6,street_center,,"Quebec St",,,Vancouver,BC,,V5V,CA,"CanVec+ by Natural Resources Canada"
"811 1325 Rolston Street","Downtown West",Vancouver,BC,Canada,49.275617,-123.127925,0.9,nearest_rooftop_match,1325,"Rolston St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1638 Marpole Avenue",Shaughnessy,Vancouver,BC,Canada,49.255328,-123.141728,1,rooftop,1638,"Marpole Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"201 2025 Stephens Street",Kitsilano,Vancouver,BC,Canada,49.268069,-123.16671,0.9,nearest_rooftop_match,2025,"Stephens St",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1204 1188 Howe Street","Downtown West",Vancouver,BC,Canada,49.277764,-123.12779,0.9,nearest_rooftop_match,1205,"Howe St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1071 Semlin Drive","Grandview East",Vancouver,BC,Canada,49.274492,-123.063966,0.86,nearest_rooftop_match,1113,"Semlin Dr",,,Vancouver,BC,,V5L,CA,Province
"311 2520 Guelph Street","Mount Pleasant East",Vancouver,BC,Canada,49.262215,-123.094458,0.9,nearest_rooftop_match,2520,"Guelph St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"808 8570 Rivergrass Drive","South Marine",Vancouver,BC,Canada,49.205371,-123.029248,0.9,nearest_rooftop_match,8570,"Rivergrass Dr",,,Vancouver,BC,,V5S,CA,Province
"701 919 Station Street",Strathcona,Vancouver,BC,Canada,48.446587,-123.496882,0.88,nearest_rooftop_match,721,"Station Ave",,,Victoria,BC,,V9B,CA,Province
"521 3438 Sawmill Crescent","South Marine",Vancouver,BC,Canada,49.205784,-123.032766,0.9,nearest_rooftop_match,3438,"Sawmill Cres",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"501 209 E 7th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.264857,-123.100405,0.9,nearest_rooftop_match,209,"E 7th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4102 777 Richards Street","Downtown West",Vancouver,BC,Canada,49.280448,-123.118037,0.9,nearest_rooftop_match,777,"Richards St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1161 E 11th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.260807,-123.080088,1,rooftop,1161,"E 11th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 3772 W 20th Avenue",Dunbar,Vancouver,BC,Canada,49.254414,-123.187582,0.9,nearest_rooftop_match,3772,"W 20th Ave",,,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 3772 W 20th Avenue",Dunbar,Vancouver,BC,Canada,49.254414,-123.187582,0.9,nearest_rooftop_match,3772,"W 20th Ave",,,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6011 Macdonald Street",Kerrisdale,Vancouver,BC,Canada,49.231692,-123.167833,1,rooftop,6011,"Macdonald St",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"205 3161 W 4th Avenue",Kitsilano,Vancouver,BC,Canada,49.268705,-123.174915,0.9,nearest_rooftop_match,3161,"W 4th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Ph 3401 1255 Seymour Street","Downtown West",Vancouver,BC,Canada,49.276039,-123.126471,0.9,nearest_rooftop_match,1255,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2309 233 Robson Street","Downtown West",Vancouver,BC,Canada,49.283545,-123.123071,0.6,street_center,,"Robson St",,,Vancouver,BC,,V6Z,CA,"CanVec+ by Natural Resources Canada"
"2293 E 37th Avenue","Victoria East",Vancouver,BC,Canada,49.23706,-123.059199,1,rooftop,2293,"E 37th Ave",,,Vancouver,BC,,V5P,CA,Province
"901 1575 Beach Avenue","West End",Vancouver,BC,Canada,49.283096,-123.141367,0.9,nearest_rooftop_match,1575,"Beach Ave",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2301 89 Nelson Street",Yaletown,Vancouver,BC,Canada,49.274967,-123.115376,0.9,nearest_rooftop_match,89,"Nelson St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"506 55 E Cordova Street","Downtown East",Vancouver,BC,Canada,49.282595,-123.102962,0.9,nearest_rooftop_match,55,"E Cordova St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1389 E 39th Avenue",Knight,Vancouver,BC,Canada,49.23492,-123.077373,1,rooftop,1389,"E 39th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"17 1350 W 6th Avenue",Fairview,Vancouver,BC,Canada,49.265879,-123.135055,0.9,nearest_rooftop_match,1350,"W 6th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"209 2102 W 48th Avenue",Kerrisdale,Vancouver,BC,Canada,49.227453,-123.155893,0.9,nearest_rooftop_match,2102,"W 48th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"206 688 E 19th Avenue","Fraser East",Vancouver,BC,Canada,49.253479,-123.090447,0.9,nearest_rooftop_match,688,"E 19th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"410 215 E 33rd Avenue",Main,Vancouver,BC,Canada,49.24077,-123.101062,0.9,nearest_rooftop_match,215,"E 33rd Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 3320 E 44th Avenue",Killarney,Vancouver,BC,Canada,49.229808,-123.034038,0.9,nearest_rooftop_match,3320,"E 44th Ave",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"301 1502 Island Park Walk","False Creek",Vancouver,BC,Canada,49.270581,-123.139126,0.9,nearest_rooftop_match,1502,"Island Park Walk",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"105 2272 Dundas Street",Hastings,Vancouver,BC,Canada,49.284558,-123.058355,0.9,nearest_rooftop_match,2272,"Dundas St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4557 Reid Street",Collingwood,Vancouver,BC,Canada,49.243613,-123.036811,1,rooftop,4557,"Reid St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"402 1188 Richards Street",Yaletown,Vancouver,BC,Canada,49.27599,-123.123515,0.9,nearest_rooftop_match,1188,"Richards St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2216 E 38th Avenue","Victoria East",Vancouver,BC,Canada,49.235629,-123.061358,0.9,nearest_rooftop_match,2218,"E 38th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3224 Marmion Avenue",Killarney,Vancouver,BC,Canada,49.231313,-123.036689,1,rooftop,3224,"Marmion Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"313 2250 E 1st Avenue","Grandview East",Vancouver,BC,Canada,49.269251,-123.059164,0.9,nearest_rooftop_match,2250,"E 1st Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"153 2230 E 1st Avenue","Grandview East",Vancouver,BC,Canada,49.270484,-123.102109,0.86,nearest_rooftop_match,111,"E 1st Ave",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"920 3557 Sawmill Crescent","South Marine",Vancouver,BC,Canada,49.205837,-123.028152,0.6,street_center,,"Sawmill Cres",,,Vancouver,BC,,V5S,CA,"CanVec+ by Natural Resources Canada"
"2727 W 7th Avenue",Kitsilano,Vancouver,BC,Canada,49.26552,-123.167185,0.9,nearest_rooftop_match,2728,"W 7th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1219 1768 Cook Street","False Creek",Vancouver,BC,Canada,49.269664,-123.109934,0.9,nearest_rooftop_match,1768,"Cook St",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2721 W 7th Avenue",Kitsilano,Vancouver,BC,Canada,49.266019,-123.167095,1,rooftop,2721,"W 7th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"706 1725 Pendrell Street","West End",Vancouver,BC,Canada,49.287374,-123.139378,0.9,nearest_rooftop_match,1725,"Pendrell St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 1322 13th Avenue","Grandview East",Vancouver,BC,Canada,49.258966,-123.076979,0.9,nearest_rooftop_match,1323,"E 13th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2335 W 8th Avenue",Kitsilano,Vancouver,BC,Canada,49.265074,-123.158514,1,rooftop,2335,"W 8th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2325 W 8th Avenue",Kitsilano,Vancouver,BC,Canada,49.26507,-123.158304,1,rooftop,2325,"W 8th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2325/35 W 8th Avenue",Kitsilano,Vancouver,BC,Canada,49.26507,-123.158304,1,nearest_rooftop_match,2325,"W 8th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3702 833 Seymour Street","Downtown West",Vancouver,BC,Canada,49.280497,-123.119756,0.9,nearest_rooftop_match,833,"Seymour St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 2403 W 37th Avenue",Quilchena,Vancouver,BC,Canada,49.238667,-123.161317,0.9,nearest_rooftop_match,2403,"W 37th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"201 1318 W 6th Avenue",Fairview,Vancouver,BC,Canada,49.26586,-123.134113,0.9,nearest_rooftop_match,1318,"W 6th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"409 289 Alexander Street",Strathcona,Vancouver,BC,Canada,49.284431,-123.09843,0.9,nearest_rooftop_match,289,"Alexander St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"411 2366 Wall Street",Hastings,Vancouver,BC,Canada,49.290158,-123.057169,0.9,nearest_rooftop_match,2366,"Wall St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4444 W 2nd Avenue","Point Grey",Vancouver,BC,Canada,49.270987,-123.207256,1,rooftop,4444,"W 2nd Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1161 Keefer Street",Strathcona,Vancouver,BC,Canada,49.279381,-123.079889,1,rooftop,1161,"Keefer St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1504 1568 Alberni Street","West End",Vancouver,BC,Canada,49.289738,-123.131183,0.9,nearest_rooftop_match,1568,"Alberni St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"105 205 E 10th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.262278,-123.100641,0.9,nearest_rooftop_match,205,"E 10th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 39 W 22nd Avenue",Cambie,Vancouver,BC,Canada,49.251232,-123.10594,0.9,nearest_rooftop_match,39,"W 22nd Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 39 W 22nd Avenue",Cambie,Vancouver,BC,Canada,49.251232,-123.10594,0.9,nearest_rooftop_match,39,"W 22nd Ave",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1801 183 Keefer Place","Downtown West",Vancouver,BC,Canada,49.279559,-123.106509,0.6,street_center,,"Keefer Pl",,,Vancouver,BC,,V6B,CA,"CanVec+ by Natural Resources Canada"
"5203 1480 Howe Street",Yaletown,Vancouver,BC,Canada,49.274891,-123.131173,0.9,nearest_rooftop_match,1480,"Howe St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2611 610 Granville Street","Downtown West",Vancouver,BC,Canada,49.28312,-123.116554,0.9,nearest_rooftop_match,610,"Granville St",,,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1688 W 61st Avenue","South Granville",Vancouver,BC,Canada,49.2157,-123.145815,1,rooftop,1688,"W 61st Ave",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"402 4988 Cambie Street",Cambie,Vancouver,BC,Canada,49.240173,-123.117258,0.9,nearest_rooftop_match,4988,"Cambie St",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6908 Dawson Street",Killarney,Vancouver,BC,Canada,49.221078,-123.048547,1,rooftop,6908,"Dawson St",,,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"607 5168 Cambie Street",Cambie,Vancouver,BC,Canada,49.23884,-123.11579,0.9,nearest_rooftop_match,5168,"Cambie St",,,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1506 1188 Howe Street","Downtown West",Vancouver,BC,Canada,49.274171,-123.132003,0.89,nearest_rooftop_match,1500,"Howe St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5306 Culloden Street",Knight,Vancouver,BC,Canada,49.236371,-123.077923,1,rooftop,5306,"Culloden St",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 1322 13th Avenue","Grandview East",Vancouver,BC,Canada,49.258966,-123.076979,0.9,nearest_rooftop_match,1323,"E 13th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1907 4815 Eldorado Mews",Collingwood,Vancouver,BC,Canada,49.241221,-123.057581,0.9,nearest_rooftop_match,4815,"Eldorado Mews",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2033 E 35th Avenue","Victoria East",Vancouver,BC,Canada,49.238349,-123.064563,1,rooftop,2033,"E 35th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2035 E 35th Avenue","Victoria East",Vancouver,BC,Canada,49.238349,-123.064563,0.9,nearest_rooftop_match,2033,"E 35th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"103 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"203 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"206 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"102 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"106 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"104 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"L03 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,1,rooftop,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"207 788 W 8th Avenue",Fairview,Vancouver,BC,Canada,49.263975,-123.12148,0.9,nearest_rooftop_match,788,"W 8th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"902 1325 Rolston Street","Downtown West",Vancouver,BC,Canada,49.275617,-123.127925,0.9,nearest_rooftop_match,1325,"Rolston St",,,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"807 518 Moberly Road","False Creek",Vancouver,BC,Canada,49.267868,-123.116872,0.9,nearest_rooftop_match,518,"Moberly Rd",,,Vancouver,BC,,V5Z,CA,Province
"125 W 41st Avenue",Cambie,Vancouver,BC,Canada,49.23355,-123.108809,1,rooftop,125,"W 41st Ave",,,Vancouver,BC,,V5Y,CA,Vancouver
"2407 1155 Seymour Street","Downtown West",Vancouver,BC,Canada,49.280507,-123.119571,0.6,street_center,,"Seymour St",,,Vancouver,BC,,V6B,CA,"CanVec+ by Natural Resources Canada"
"1344 Laburnum Street",Kitsilano,Vancouver,BC,Canada,49.274001,-123.151118,1,rooftop,1344,"Laburnum St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1346 Laburnum Street",Kitsilano,Vancouver,BC,Canada,49.274001,-123.151118,0.9,nearest_rooftop_match,1344,"Laburnum St",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1701 1499 W Pender Street","Coal Harbour",Vancouver,BC,Canada,49.289964,-123.128049,0.9,nearest_rooftop_match,1499,"W Pender St",,,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2959 W 16 Avenue",Kitsilano,Vancouver,BC,Canada,49.258061,-123.171668,1,rooftop,2959,"W 16th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"923-925 E Broadway","Mount Pleasant East",Vancouver,BC,Canada,49.26273,-123.084629,0.9,nearest_rooftop_match,923,"E Broadway",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3625 Monmouth Avenue",Collingwood,Vancouver,BC,Canada,49.23952,-123.02554,1,rooftop,3625,"Monmouth Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3402 1335 Howe Street","Downtown West",Vancouver,BC,Canada,49.276569,-123.129609,0.9,nearest_rooftop_match,1335,"Howe St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3868 W 23rd Avenue",Dunbar,Vancouver,BC,Canada,49.251723,-123.189695,1,rooftop,3868,"W 23rd Ave",,,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2905 Rosemont Drive","Fraserview East",Vancouver,BC,Canada,49.217542,-123.046758,1,rooftop,2905,"Rosemont Dr",,,Vancouver,BC,,V5S,CA,Province
"2069 E 1st Avenue","Grandview East",Vancouver,BC,Canada,49.26981,-123.062398,0.9,nearest_rooftop_match,2067,"E 1st Ave",,,Vancouver,BC,,V5N,CA,Province
"371 E 16th Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.256801,-123.096832,1,rooftop,371,"E 16th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1426 W 48th Avenue","South Granville",Vancouver,BC,Canada,49.227561,-123.138059,1,rooftop,1426,"W 48th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1109 8189 Cambie Street",Marpole,Vancouver,BC,Canada,49.210128,-123.118339,0.9,nearest_rooftop_match,8189,"Cambie St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3108 W 31st Avenue","Mackenzie Heights",Vancouver,BC,Canada,49.243946,-123.174462,1,rooftop,3108,"W 31st Ave",,,Vancouver,BC,,V6L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"Ph2 668 W 16th Avenue",Cambie,Vancouver,BC,Canada,49.256719,-123.119065,1,rooftop,668,"W 16th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5352 Lanark Street",Knight,Vancouver,BC,Canada,49.236079,-123.075146,1,rooftop,5352,"Lanark St",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1104 489 Interurban Way",Marpole,Vancouver,BC,Canada,49.209367,-123.115944,0.6,street_center,,"Interurban Way",,,Vancouver,BC,,V5X,CA,"CanVec+ by Natural Resources Canada"
"407 5399 Joyce Street",Collingwood,Vancouver,BC,Canada,49.235396,-123.035085,0.9,nearest_rooftop_match,5399,"Joyce St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6261 Adera Street","South Granville",Vancouver,BC,Canada,49.229214,-123.14392,1,rooftop,6261,"Adera St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4190 W 11th Avenue","Point Grey",Vancouver,BC,Canada,49.262489,-123.199551,1,rooftop,4190,"W 11th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"502 1188 W Pender Street","Coal Harbour",Vancouver,BC,Canada,49.288054,-123.123095,0.9,nearest_rooftop_match,1188,"W Pender St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"21 7565 Oak Street","South Granville",Vancouver,BC,Canada,50.579624,-126.920905,0.8,nearest_rooftop_match,69,"Oak Rd",,,"Alert Bay",BC,,V0N,CA,Province
"18 E 1st Avenue","Mount Pleasant East",Vancouver,BC,Canada,49.269926,-123.104176,0.88,nearest_rooftop_match,2,"E 1st Ave",,,Vancouver,BC,,V5Y,CA,Province
"204 1205 W 14th Avenue",Fairview,Vancouver,BC,Canada,49.259071,-123.131812,0.9,nearest_rooftop_match,1205,"W 14th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1837 Matthews Avenue",Shaughnessy,Vancouver,BC,Canada,49.251583,-123.146601,1,rooftop,1837,"Matthews Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4390 Kaslo Street","Renfrew Heights",Vancouver,BC,Canada,49.245353,-123.046751,1,rooftop,4390,"Kaslo St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2 1328 E 35th Avenue",Knight,Vancouver,BC,Canada,49.238304,-123.07845,0.9,nearest_rooftop_match,1328,"E 35th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1 2260 E 25th Avenue","Victoria East",Vancouver,BC,Canada,49.24791,-123.059213,0.9,nearest_rooftop_match,2260,"E 25th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"210 5989 Iona Drive","University (Ubc)",Vancouver,BC,Canada,49.271516,-123.250855,0.6,street_center,,"Iona Dr",,,Vancouver,BC,,V6T,CA,"CanVec+ by Natural Resources Canada"
"2309 1009 Expo Boulevard",Yaletown,Vancouver,BC,Canada,49.277722,-123.110809,0.6,street_center,,"Expo Blvd",,,Vancouver,BC,,V6B,CA,"CanVec+ by Natural Resources Canada"
"2 6273 Windsor Street","Fraser East",Vancouver,BC,Canada,49.227628,-123.085569,0.9,nearest_rooftop_match,6273,"Windsor St",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"485 W 35th Avenue",Cambie,Vancouver,BC,Canada,49.239443,-123.11647,1,rooftop,485,"W 35th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
