"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"703 - 55 De Boers Dr","York University Heights",Toronto,ON,Canada,43.75177,-79.463834,0.75,range_interpolation,703,"De Boers Dr",,,"North York",ON,,M3J,CA,"CanVec+ by Natural Resources Canada"
"137 Benleigh Drive",Woburn,Toronto,ON,Canada,43.762537,-79.238934,0.9,rooftop,137,"Benleigh Dr",,,Scarborough,ON,,M1H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1304 - 330 Mccowan Rd","Eglinton East",Toronto,ON,Canada,43.737512,-79.238359,0.8,nearest_rooftop_match,330,"McCowan Rd",,,Scarborough,ON,,M1J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"129 Brookhaven Dr","Brookhaven Amesbury",Toronto,ON,Canada,43.70416,-79.495728,1,rooftop,129,"Brookhaven Dr",,,"North York",ON,,M6M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"321 - 451 The West Mall","Etobicoke West Mall",Toronto,ON,Canada,43.645415,-79.387361,0.5,place,,,,,Toronto,ON,,M5V,CA,"CanVec+ by Natural Resources Canada"
"53 Codsell Ave","Bathurst Manor",Toronto,ON,Canada,43.757679,-79.443357,1,rooftop,53,"Codsell Ave",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"511 - 3 Everson Dr","Willowdale East",Toronto,ON,Canada,43.756938,-79.406496,0.8,nearest_rooftop_match,3,"Everson Dr",,,"North York",ON,,M2N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1202 Islington Ave","Islington City Centre West",Toronto,ON,Canada,43.643159,-79.523086,0.9,rooftop,1202,"Islington Ave",,,Etobicoke,ON,,M8Z,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"4 Muskox Drive",Rouge,Toronto,ON,Canada,43.81036,-79.18447,0.9,rooftop,4,"Muskox Dr",,,Scarborough,ON,,M1B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1233 - 15 Merchants' Wharf Road","Waterfront Communities East",Toronto,ON,Canada,43.645111,-79.364299,0.9,nearest_rooftop_match,15,"Merchants' Wharf",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
