"Street address",Neighbourhood,City,State,Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"703 - 355 Bedford Park Avenue","Bedford Park Nortown",Toronto,ON,Canada,43.724197,-79.416891,0.9,nearest_rooftop_match,355,"Bedford Park Ave",,,"North York",ON,,M5M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"8 Blakley Ave","Rockcliffe Smythe",Toronto,ON,Canada,43.671695,-79.481214,1,rooftop,8,"Blakley Ave",,,York,ON,,M6N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"414 - 15 Lower Jarvis St","Waterfront Communities East",Toronto,ON,Canada,43.645272,-79.369349,0.9,nearest_rooftop_match,15,"Lower Jarvis St",,,Toronto,ON,,M5E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"4906 - 2191 Yonge St","Mount Pleasant West",Toronto,ON,Canada,43.705666,-79.39739,0.9,nearest_rooftop_match,2191,"Yonge St",,,Toronto,ON,,M4S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"203 - 195 Poplar Plains Rd","Casa Loma",Toronto,ON,Canada,43.682361,-79.402109,0.9,nearest_rooftop_match,195,"Poplar Plains Rd",,,Toronto,ON,,M4V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"708 - 168 King St E","Moss Park",Toronto,ON,Canada,43.650812,-79.371199,0.9,nearest_rooftop_match,168,"King St E",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"810 - 38 Widmer St","Waterfront Communities West",Toronto,ON,Canada,43.64818,-79.391974,0.9,nearest_rooftop_match,38,"Widmer St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"2604 - 500 Sherbourne St","North St. Jamestown",Toronto,ON,Canada,43.667976,-79.375573,0.9,nearest_rooftop_match,500,"Sherbourne St",,,Toronto,ON,,M4X,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"411 - 188 Cumberland St",Yorkville,Toronto,ON,Canada,43.669828,-79.394109,0.9,nearest_rooftop_match,188,"Cumberland St",,,Toronto,ON,,M5R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"84 Pandora Circ",Woburn,Toronto,ON,Canada,43.765568,-79.231436,0.9,rooftop,84,"Pandora Cir",,,Scarborough,ON,,M1H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"244 Gowan Avenue","Danforth Village East York",Toronto,ON,Canada,43.689592,-79.343813,1,rooftop,244,"Gowan Ave",,,"East York",ON,,M4J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"L06 - 73 Richmond St W","Bay Street Corridor",Toronto,ON,Canada,43.650733,-79.382286,1,rooftop,73,"Richmond St W",,,Toronto,ON,,M5H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"2310 - 40 Homewood Ave","Cabbagetown South St. Jamestown",Toronto,ON,Canada,43.664229,-79.375535,0.9,nearest_rooftop_match,40,"Homewood Ave",,,Toronto,ON,,M4Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"604 - 188 Cumberland St",Yorkville,Toronto,ON,Canada,43.669828,-79.394109,0.9,nearest_rooftop_match,188,"Cumberland St",,,Toronto,ON,,M5R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"504 - 1103 Leslie Street","Banbury Don Mills",Toronto,ON,Canada,43.720267,-79.347933,0.9,nearest_rooftop_match,1103,"Leslie St",,,"North York",ON,,M3C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"46 - 2012 Martin Grove Rd","West Humber Clairville",Toronto,ON,Canada,43.741867,-79.594194,0.8,range_interpolation,46,"Martin Grove Rd",,,Etobicoke,ON,,M9V,CA,"CanVec+ by Natural Resources Canada"
"Ph16 - 80 Vanauley St","Kensington Chinatown",Toronto,ON,Canada,43.649677,-79.399231,1,rooftop,80,"Vanauley St",,,Toronto,ON,,M5T,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1504 - 56 Annie Craig Dr",Mimico,Toronto,ON,Canada,43.625363,-79.478731,0.8,nearest_rooftop_match,56,"Annie Craig Dr",,,Etobicoke,ON,,M8V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"6 Balfour Ave","East End Danforth",Toronto,ON,Canada,43.69059,-79.300945,1,rooftop,6,"Balfour Ave",,,Toronto,ON,,M4C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"23 Radwell Cres",Milliken,Toronto,ON,Canada,43.81922,-79.289585,0.9,rooftop,23,"Radwell Cres",,,Scarborough,ON,,M1V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"58b Tecumseth St",Niagara,Toronto,ON,Canada,43.642555,-79.40522,1,rooftop,58,"Tecumseth St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1205 - 5795 Yonge St","Newtonbrook East",Toronto,ON,Canada,43.681624,-79.391716,0.9,nearest_rooftop_match,1204,"Yonge St",,,Toronto,ON,,M4T,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"2506 - 33 Mill St","Waterfront Communities East",Toronto,ON,Canada,43.650316,-79.360978,0.9,nearest_rooftop_match,33,"Mill St",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"26 Breadner Dr","Willowridge Martingrove Richview",Toronto,ON,Canada,43.6931,-79.560049,0.9,range_interpolation,26,"Breadner Dr",,,Etobicoke,ON,,M9R,CA,"CanVec+ by Natural Resources Canada"
"203 Medland St","Junction Area",Toronto,ON,Canada,43.66441,-79.466577,1,rooftop,203,"Medland St",,,Toronto,ON,,M6P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"908 - 65 Annie Craig Drive",Mimico,Toronto,ON,Canada,43.624631,-79.478535,0.8,nearest_rooftop_match,65,"Annie Craig Dr",,,Etobicoke,ON,,M8V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"25 Windhill Cres",Humbermede,Toronto,ON,Canada,43.746687,-79.543139,1,rooftop,25,"Windhill Cres",,,"North York",ON,,M9M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1108 - 10 Torresdale Ave","Westminister Branson",Toronto,ON,Canada,43.772736,-79.452183,0.8,nearest_rooftop_match,10,"Torresdale Ave",,,"North York",ON,,M2R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1171 Roselawn Ave","Briar Hill Belgravia",Toronto,ON,Canada,43.699345,-79.454393,1,rooftop,1171,"Roselawn Ave",,,York,ON,,M6B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"801 - 8 Tippett Road","Clanton Park",Toronto,ON,Canada,43.732384,-79.446637,0.9,nearest_rooftop_match,8,"Tippett Rd",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"404 Horner Ave",Alderwood,Toronto,ON,Canada,43.604414,-79.534016,0.9,range_interpolation,404,"Horner Ave",,,Etobicoke,ON,,M8W,CA,"CanVec+ by Natural Resources Canada"
"110 Allenby Ave","Elms Old Rexdale",Toronto,ON,Canada,43.713629,-79.544542,0.9,range_interpolation,110,"Allenby Ave",,,Etobicoke,ON,,M9W,CA,"CanVec+ by Natural Resources Canada"
"162 Abbeywood Tr","Banbury Don Mills",Toronto,ON,Canada,43.749649,-79.363305,0.9,rooftop,162,"Abbeywood Trl",,,"North York",ON,,M3B,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"71 Riverwood Pkwy","Stonegate Queensway",Toronto,ON,Canada,43.64146,-79.493483,0.9,rooftop,71,"Riverwood Pkwy",,,Etobicoke,ON,,M8Y,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"48 Gondola Cres",Woburn,Toronto,ON,Canada,43.767244,-79.209421,0.9,rooftop,48,"Gondola Cres",,,Scarborough,ON,,M1G,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"108 - 37 Four Winds Dr","York University Heights",Toronto,ON,Canada,43.765261,-79.493675,0.75,range_interpolation,108,"4 Winds Dr",,,"North York",ON,,M3J,CA,"CanVec+ by Natural Resources Canada"
"3606 - 575 Bloor St E","Rosedale Moore Park",Toronto,ON,Canada,43.671713,-79.372389,0.9,nearest_rooftop_match,575,"Bloor St E",,,Toronto,ON,,M4W,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1105 - 2067 Lake Shore Boulevard W",Mimico,Toronto,ON,Canada,43.631453,-79.431636,0.89,nearest_rooftop_match,1095,"Lake Shore Blvd W",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"54-175 Trudelle Street","Eglinton East",Toronto,ON,Canada,43.741138,-79.237028,0.75,range_interpolation,54,"Trudelle St",,,Scarborough,ON,,M1J,CA,"CanVec+ by Natural Resources Canada"
"521 The Kingsway","Princess Rosethorn",Toronto,ON,Canada,43.672331,-79.5436,0.9,range_interpolation,521,"The Kingsway",,,Etobicoke,ON,,M9A,CA,"CanVec+ by Natural Resources Canada"
"302 - 99 Foxbar Rd","Yonge St. Clair",Toronto,ON,Canada,43.686594,-79.400463,0.9,nearest_rooftop_match,99,"Foxbar Rd",,,Toronto,ON,,M4V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"44 Ladysbridge Drive",Morningside,Toronto,ON,Canada,43.767444,-79.205814,0.9,rooftop,44,"Ladysbridge Dr",,,Scarborough,ON,,M1G,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3036 - 68 Corporate Drive",Woburn,Toronto,ON,Canada,43.780535,-79.251006,0.8,nearest_rooftop_match,68,"Corporate Dr",,,Scarborough,ON,,M1H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"36 Ridge Road","Downsview Roding Cfb",Toronto,ON,Canada,43.722761,-79.49388,1,rooftop,36,"Ridge Rd",,,"North York",ON,,M3M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"48 Dubray Ave","Downsview Roding Cfb",Toronto,ON,Canada,43.729476,-79.479441,0.9,rooftop,48,"Dubray Ave",,,"North York",ON,,M3K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"512 - 55 East Liberty",Niagara,Toronto,ON,Canada,43.638615,-79.412742,0.9,nearest_rooftop_match,55,"E Liberty St",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"Th1 - 220 George St","Moss Park",Toronto,ON,Canada,43.655797,-79.373035,1,rooftop,220,"George St",,,Toronto,ON,,M5A,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1 - 130 Clinton St","Palmerston Little Italy",Toronto,ON,Canada,43.657285,-79.414971,0.9,nearest_rooftop_match,130,"Clinton St",,,Toronto,ON,,M6G,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"293 Chaplin Cres","Forest Hill South",Toronto,ON,Canada,43.701923,-79.415895,1,rooftop,293,"Chaplin Cres",,,Toronto,ON,,M5P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1109 - 2645 Kipling Ave W","Mount Olive Silverstone Jamestown",Toronto,ON,Canada,43.746807,-79.583798,0.8,point,1109,"Kipling Ave",,,Etobicoke,ON,,M9V,CA,"CanVec+ by Natural Resources Canada"
"407 - 10 Meadowglen Pl",Woburn,Toronto,ON,Canada,43.774291,-79.229879,0.8,nearest_rooftop_match,10,"Meadowglen Pl",,,Scarborough,ON,,M1H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"26 Dellbrook Crescent","Humber Summit",Toronto,ON,Canada,43.755306,-79.573696,0.9,range_interpolation,26,"Dellbrook Cres",,,"North York",ON,,M9L,CA,"CanVec+ by Natural Resources Canada"
"716 - 20 Dean Park Road",Rouge,Toronto,ON,Canada,43.696626,-79.340371,0.7,nearest_rooftop_match,18,"Don Mills Rd",,,"East York",ON,,M4J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"10 Cedar Springs Grove","Bathurst Manor",Toronto,ON,Canada,43.768408,-79.45904,1,rooftop,10,"Cedar Springs Grv",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"605 - 55 Delisle Ave","Yonge St. Clair",Toronto,ON,Canada,43.688292,-79.397092,0.9,nearest_rooftop_match,55,"Delisle Ave",,,Toronto,ON,,M4V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"82 Roseneath Gdns","Oakwood Vaughan",Toronto,ON,Canada,43.684602,-79.435774,1,rooftop,82,"Roseneath Gdns",,,York,ON,,M6C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"7 Woodycrest Ave",Danforth,Toronto,ON,Canada,43.680213,-79.34178,1,rooftop,7,"Woodycrest Ave",,,Toronto,ON,,M4J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"50 St Andrews Boulevard","Kingsview Village The Westway",Toronto,ON,Canada,43.686034,-79.374469,0.95,rooftop,50,"St Andrews Gdns",,,Toronto,ON,,M4W,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"114 - 371 Orton Park Rd",Morningside,Toronto,ON,Canada,43.779744,-79.215376,0.8,nearest_rooftop_match,371,"Orton Park Rd",,,Scarborough,ON,,M1G,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"105 - 39 Pemberton Ave","Newtonbrook East",Toronto,ON,Canada,43.781088,-79.412829,0.8,nearest_rooftop_match,39,"Pemberton Ave",,,"North York",ON,,M2M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"32 Farley Cres","Willowridge Martingrove Richview",Toronto,ON,Canada,43.681564,-79.561956,0.9,range_interpolation,32,"Farley Cres",,,Etobicoke,ON,,M9R,CA,"CanVec+ by Natural Resources Canada"
"31 Taunton Rd","Mount Pleasant East",Toronto,ON,Canada,43.70712,-79.38803,1,rooftop,31,"Taunton Rd",,,Toronto,ON,,M4S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"612 - 3237 Bayview Ave","Bayview Woods Steeles",Toronto,ON,Canada,43.684212,-79.365215,0.85,nearest_rooftop_match,560,"Bayview Ave",,,Toronto,ON,,M4W,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"627 - 150 Logan Avenue","South Riverdale",Toronto,ON,Canada,43.658054,-79.341682,0.9,nearest_rooftop_match,150,"Logan Ave",,,Toronto,ON,,M4M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"6 Neelands Cres",Morningside,Toronto,ON,Canada,43.792673,-79.205176,0.9,rooftop,6,"Neelands Cres",,,Scarborough,ON,,M1E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"70 Watney Cres","Glenfield Jane Heights",Toronto,ON,Canada,43.744208,-79.504555,0.9,range_interpolation,70,"Watney Cres",,,"North York",ON,,M3L,CA,"CanVec+ by Natural Resources Canada"
"2 - 7 Warwick Ave","Humewood Cedarvale",Toronto,ON,Canada,43.694839,-79.42456,0.9,nearest_rooftop_match,7,"Warwick Ave",,,York,ON,,M5P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"17 Chapais Cres","Centennial Scarborough",Toronto,ON,Canada,43.782877,-79.142635,0.9,rooftop,17,"Chapais Cres",,,Scarborough,ON,,M1C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"28 Joel Swirsky Blvd","Clanton Park",Toronto,ON,Canada,43.746583,-79.45106,1,rooftop,28,"Joel Swirsky Blvd",,,"North York",ON,,M3H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1004 - 10 Park Lawn Rd",Mimico,Toronto,ON,Canada,43.623213,-79.483931,0.8,nearest_rooftop_match,10,"Park Lawn Rd",,,Etobicoke,ON,,M8V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"939 - 18 Mondeo Dr","Dorset Park",Toronto,ON,Canada,43.76543,-79.288231,0.75,range_interpolation,939,"Mondeo Dr",,,Scarborough,ON,,M1P,CA,"CanVec+ by Natural Resources Canada"
"4308 - 8 Eglinton Ave E","Mount Pleasant West",Toronto,ON,Canada,43.707141,-79.397703,0.9,nearest_rooftop_match,8,"Eglinton Ave E",,,Toronto,ON,,M4P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"80 Shandon Drive","Wexford Maryvale",Toronto,ON,Canada,43.767431,-79.31443,1,rooftop,80,"Shandon Dr",,,Scarborough,ON,,M1R,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"8 Park Hill Road","Forest Hill North",Toronto,ON,Canada,43.698945,-79.437815,1,rooftop,8,"Park Hill Rd",,,Toronto,ON,,M6C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"186 Silverthorn Ave","Weston Pellam Park",Toronto,ON,Canada,43.678699,-79.461834,1,rooftop,186,"Silverthorn Ave",,,Toronto,ON,,M6N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1009 - 714 The West Mall W","Eringate Centennial West Deane",Toronto,ON,Canada,43.655688,-79.57154,0.6,point,1009,"The West Mall",,,Etobicoke,ON,,M9C,CA,"CanVec+ by Natural Resources Canada"
"1408 - 725 Don Mills Rd","Flemingdon Park",Toronto,ON,Canada,43.711436,-79.333347,0.9,nearest_rooftop_match,725,"Don Mills Rd",,,"North York",ON,,M3C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1001 - 30 Old Mill Rd","Kingsway South",Toronto,ON,Canada,43.651158,-79.492337,0.8,range_interpolation,1001,"Old Mill Rd",,,Etobicoke,ON,,M8X,CA,"CanVec+ by Natural Resources Canada"
"1028 - 125 Omni Dr",Bendale,Toronto,ON,Canada,43.771029,-79.260134,0.8,nearest_rooftop_match,125,"Omni Dr",,,Scarborough,ON,,M1P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3202 - 8 York St","Waterfront Communities West",Toronto,ON,Canada,43.640486,-79.380812,0.9,nearest_rooftop_match,8,"York St",,,Toronto,ON,,M5J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"297 Bain Avenue","Blake Jones",Toronto,ON,Canada,43.67298,-79.341437,1,rooftop,297,"Bain Ave",,,Toronto,ON,,M4J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"48 Ardgowan Cres","Agincourt North",Toronto,ON,Canada,43.812243,-79.271403,0.9,rooftop,48,"Ardgowan Cres",,,Scarborough,ON,,M1V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"18 Epsom Ave","Woodbine Lumsden",Toronto,ON,Canada,43.691601,-79.308027,1,rooftop,18,"Epsom Ave",,,"East York",ON,,M4C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"122 Barker Ave","Danforth Village East York",Toronto,ON,Canada,43.694213,-79.317341,1,rooftop,122,"Barker Ave",,,"East York",ON,,M4C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1507 - 60 Pavane Linkway","Flemingdon Park",Toronto,ON,Canada,43.711279,-79.322982,0.9,nearest_rooftop_match,60,"Pavane Linkway",,,"North York",ON,,M3C,CA,"Countrywide (Adapted from Statistics Canada, National Address Register, 2024-05-11. This does not constitute an endorsement by Statistics Canada of this product.)"
"316 - 60 Southport St","High Park Swansea",Toronto,ON,Canada,43.638786,-79.473838,0.9,nearest_rooftop_match,60,"Southport St",,,Toronto,ON,,M6S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"413 - 835 St Clair Ave W",Wychwood,Toronto,ON,Canada,43.68015,-79.431791,0.9,nearest_rooftop_match,835,"St Clair Ave W",,,Toronto,ON,,M6C,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"11 Prince Rupert Ave","High Park North",Toronto,ON,Canada,43.658463,-79.453849,1,rooftop,11,"Prince Rupert Ave",,,Toronto,ON,,M6P,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"418 - 150 Sudbury St","Little Portugal",Toronto,ON,Canada,43.641504,-79.424224,0.9,nearest_rooftop_match,150,"Sudbury St",,,Toronto,ON,,M6J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"100 Roe Ave","Lawrence Park North",Toronto,ON,Canada,43.733405,-79.41572,1,rooftop,100,"Roe Ave",,,Toronto,ON,,M5M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"21 - 115 Long Branch Ave","Long Branch",Toronto,ON,Canada,43.591894,-79.532985,0.7,street_center,,"Long Branch Ave",,,Etobicoke,ON,,M8W,CA,"CanVec+ by Natural Resources Canada"
"710 - 108 Peter St","Waterfront Communities West",Toronto,ON,Canada,43.647679,-79.393277,0.9,nearest_rooftop_match,108,"Peter St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"619 - 96 Strachan Ave",Niagara,Toronto,ON,Canada,43.64106,-79.411892,0.9,nearest_rooftop_match,96,"Strachan Ave",,,Toronto,ON,,M6K,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"418 - 135 Village Green Sq","Agincourt South Malvern West",Toronto,ON,Canada,43.777872,-79.280751,0.8,nearest_rooftop_match,135,"Village Green Sq",,,Scarborough,ON,,M1S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"181 Earlscourt Ave","Corso Italia Davenport",Toronto,ON,Canada,43.682609,-79.449359,1,rooftop,181,"Earlscourt Ave",,,Toronto,ON,,M6E,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"501 - 9 Valhalla Inn Rd","Islington City Centre West",Toronto,ON,Canada,43.641041,-79.559565,0.7,point,,"Valhalla Inn Rd",,,Etobicoke,ON,,M9B,CA,"CanVec+ by Natural Resources Canada"
"702 - 4 The Kingsway","Kingsway South",Toronto,ON,Canada,43.635076,-79.472421,0.9,nearest_rooftop_match,1,"S Kingsway",,,Toronto,ON,,M6S,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"502 - 31 Four Winds Dr","York University Heights",Toronto,ON,Canada,43.765261,-79.493675,0.75,range_interpolation,502,"4 Winds Dr",,,"North York",ON,,M3J,CA,"CanVec+ by Natural Resources Canada"
"13 Riverlea Rd","Humber Heights",Toronto,ON,Canada,43.69903,-79.523167,0.9,range_interpolation,13,"Riverlea Rd",,,Etobicoke,ON,,M9P,CA,"CanVec+ by Natural Resources Canada"
"120 Neilson Dr","Markland Wood",Toronto,ON,Canada,43.63417,-79.567166,0.9,range_interpolation,120,"Neilson Dr",,,Etobicoke,ON,,M9C,CA,"CanVec+ by Natural Resources Canada"
"2152 Bayview Ave","Bridle Path Sunnybrook York Mills",Toronto,ON,Canada,43.723305,-79.379711,1,rooftop,2152,"Bayview Ave",,,Toronto,ON,,M4N,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"91 Hollyberry Tr","Hillcrest Village",Toronto,ON,Canada,43.80804,-79.348956,0.9,rooftop,91,"Hollyberry Trl",,,"North York",ON,,M2H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"302 - 36 Zorra St","Islington City Centre West",Toronto,ON,Canada,43.663368,-79.324904,0.45,nearest_rooftop_match,156,"Sears St",,,Toronto,ON,,M4L,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"43 Snowshoe Millway","St. Andrew Windfields",Toronto,ON,Canada,43.750779,-79.380064,0.9,rooftop,43,"Snowshoe Millway",,,"North York",ON,,M2L,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"314 - 60 George Butchart Dr","Downsview Roding Cfb",Toronto,ON,Canada,43.736561,-79.483201,0.9,nearest_rooftop_match,60,"George Butchart Dr",,,"North York",ON,,M3M,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"303 - 70 Old Sheppard Ave","Pleasant View",Toronto,ON,Canada,43.778274,-79.336511,0.8,nearest_rooftop_match,70,"Old Sheppard Ave",,,"North York",ON,,M2J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3105 - 30 Nelson St","Waterfront Communities West",Toronto,ON,Canada,43.649062,-79.388476,0.9,nearest_rooftop_match,30,"Nelson St",,,Toronto,ON,,M5V,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"1103 - 10 Dean Park Rd",Rouge,Toronto,ON,Canada,43.804217,-79.168775,0.8,range_interpolation,1103,"Dean Park Rd",,,Scarborough,ON,,M1B,CA,"CanVec+ by Natural Resources Canada"
"100 Rusty Crestway","Don Valley Village",Toronto,ON,Canada,43.788441,-79.355423,0.9,rooftop,100,"Rusty Crestway",,,"North York",ON,,M2J,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
"3203 - 180 University Avenue","Bay Street Corridor",Toronto,ON,Canada,43.648996,-79.386154,0.9,nearest_rooftop_match,180,"University Ave",,,Toronto,ON,,M5H,CA,"City of Toronto (Open Government Licence – Toronto Contains information licensed under the Open Government Licence – Toronto)"
