Unnamed: 0,Street address,Zip/Postal Code,Latitude,Longitude,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area,geometry,Neighbourhood,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year)
120,676 Richmond St W #106,M6J1C3,43.646269,-79.405919,West Toronto,879000.0,1 bd,1 ba,,0,0,2,1,6,5,39,14,0,15,0,0,0,0,3,POINT (-79.405919 43.646269),West Queen West,1250.0,250.0,6.0,1.0,884.0,177.0,360.0,72.0
121,80 North Dr,M9A4R2,43.678079,-79.501451,Etobicoke,8500000.0,3 bds,5 ba,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-79.501451 43.678079),Rockcliffe-Smythe,1714.0,343.0,40.0,8.0,962.0,192.0,712.0,142.0
122,8 Eglinton Ave E #1910,M4P0C1,43.707141,-79.397703,Central Toronto,569900.0,1 bd,1 ba,,0,1,2,7,25,4,38,13,1,35,0,0,0,0,2,POINT (-79.397703 43.707141),North Toronto,988.0,198.0,4.0,1.0,710.0,142.0,274.0,55.0
123,2639 Lake Shore Blvd W,M8V1G5,43.603501,-79.492054,Etobicoke,5600000.0,7 bds,4 ba,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,POINT (-79.492054 43.603501),Mimico-Queensway,2835.0,567.0,11.0,2.0,2102.0,420.0,722.0,144.0
124,321 Concord Ave,M6H2P7,43.662575,-79.426988,West Toronto,1199000.0,4 bds,2 ba,,0,1,0,1,21,6,26,8,0,6,0,0,0,0,2,POINT (-79.426988 43.662575),Dovercourt Village,754.0,151.0,1.0,0.0,441.0,88.0,312.0,62.0
125,11 Park Manor Dr,M9B5C1,43.650254,-79.557219,Etobicoke,1699900.0,4 bds,3 ba,,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,POINT (-79.557219 43.650254),Islington,1548.0,310.0,3.0,1.0,725.0,145.0,820.0,164.0
126,38 Dan Leckie Way #2209,M5V2V6,43.637492,-79.398104,Downtown Toronto,689000.0,2 bds,1 ba,,0,0,1,2,3,0,8,5,0,2,0,0,0,0,1,POINT (-79.398104 43.637492),Harbourfront-CityPlace,2534.0,507.0,27.0,5.0,1764.0,353.0,743.0,149.0
127,65 Spring Garden Ave #1802,M2N6H9,43.764832,-79.409426,North York,1498000.0,2 bds,2 ba,,0,1,1,4,15,0,16,5,0,24,0,0,0,0,1,POINT (-79.409426 43.764832),Yonge-Doris,1806.0,361.0,1.0,0.0,775.0,155.0,1030.0,206.0
128,83 Anthony Rd,M3K1B5,43.72897,-79.465612,North York,2400000.0,4 bds,5 ba,,0,0,3,0,8,0,10,3,0,5,0,0,0,0,0,POINT (-79.465612 43.72897),Downsview,1835.0,367.0,12.0,2.0,947.0,189.0,876.0,175.0
129,31 Russell Hill Rd,M4V2S9,43.681167,-79.402842,Central Toronto,11500000.0,7 bds,9 ba,,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,POINT (-79.402842 43.681167),Casa Loma,765.0,153.0,2.0,0.0,457.0,91.0,306.0,61.0
