"Street address",City,State,"Zip/Postal Code",Country,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"3166 E 5th Ave"," Vancouver",BC,V5M1P1,Canada,49.265378,-123.037434,1,rooftop,3166,"E 5th Ave",,,Vancouver,BC,,V5M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4687 W 15th Ave"," Vancouver",BC,V6R3B5,Canada,49.259633,-123.214851,1,rooftop,4687,"W 15th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3088 Laurel St"," Vancouver",BC,V5Z3T5,Canada,49.258406,-123.124134,0.83,nearest_rooftop_match,3020,"Laurel St",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5884 Ormidale St"," Vancouver",BC,V5R4R3,Canada,49.230522,-123.024647,1,rooftop,5884,"Ormidale St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1355 Harwood St #203"," Vancouver",BC,V6E3W3,Canada,49.282084,-123.137655,1,rooftop,1355,"Harwood St",#,203,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"288 E 59th Ave"," Vancouver",BC,V5X1X9,Canada,49.216461,-123.100018,1,rooftop,288,"E 59th Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2891 E 19th Ave"," Vancouver",BC,V5M2R9,Canada,49.25343,-123.045223,0.9,nearest_rooftop_match,2889,"E 19th Ave",,,Vancouver,BC,,V5M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5723 Balsam St PENTHOUSE 1"," Vancouver",BC,V6M4B8,Canada,49.234394,-123.16177,0.9,rooftop,5723,"Balsam St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"938 Smithe St #1515"," Vancouver",BC,V6Z3H8,Canada,49.283215,-123.125593,0.73,nearest_rooftop_match,1010,"Smithe St",#,1515,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"88 W 1st Ave #602"," Vancouver",BC,V5Y0K2,Canada,49.270596,-123.106408,0.9,nearest_rooftop_match,85,"W 1st Ave",#,602,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2415 W 6th Ave"," Vancouver",BC,V6K1W2,Canada,49.266274,-123.16041,0.9,nearest_rooftop_match,2416,"W 6th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3133 Riverwalk Ave #318"," Vancouver",BC,V5S0A7,Canada,49.206257,-123.040733,1,rooftop,3133,"Riverwalk Ave",#,318,Vancouver,BC,,V5S,CA,Province
"938 Beatty St"," Vancouver",BC,V6Z3G6,Canada,49.276389,-123.116312,0.9,nearest_rooftop_match,939,"Beatty St",,,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1917 E 22nd Ave"," Vancouver",BC,V5N2R2,Canada,49.250552,-123.066455,1,rooftop,1917,"E 22nd Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1333 Hornby St #601"," Vancouver",BC,V6Z2C1,Canada,49.277062,-123.130919,1,rooftop,1333,"Hornby St",#,601,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3429 W 42nd Ave"," Vancouver",BC,V6N3H3,Canada,49.234078,-123.18096,1,rooftop,3429,"W 42nd Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1902 Blenheim St"," Vancouver",BC,V6K4H9,Canada,49.269223,-123.177348,1,rooftop,1902,"Blenheim St",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3579 W 50th Ave"," Vancouver",BC,V6N3V3,Canada,49.226887,-123.184548,1,rooftop,3579,"W 50th Ave",,,Vancouver,BC,,V6N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"E 35th Ave #1391"," Vancouver",BC,V5W1A6,Canada,49.238207,-123.081391,0.6,street_center,,"E 35th Ave",,,Vancouver,BC,,V5W,CA,"CanVec+ by Natural Resources Canada"
"1226 W 26th Ave"," Vancouver",BC,V6H2A9,Canada,49.247972,-123.132751,1,rooftop,1226,"W 26th Ave",,,Vancouver,BC,,V6H,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1568 Alberni St #PENTHOUSE 1"," Vancouver",BC,V6G1A5,Canada,49.289738,-123.131183,1,rooftop,1568,"Alberni St",#,PENTHOUSE,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2731 Sophia St"," Vancouver",BC,V5T3L1,Canada,49.260314,-123.097529,0.76,nearest_rooftop_match,2770,"Sophia St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1718 W 61st Ave"," Vancouver",BC,V6P2C3,Canada,49.215709,-123.146443,1,rooftop,1718,"W 61st Ave",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"667 Howe St #4801"," Vancouver",BC,V6C0B5,Canada,49.283705,-123.119032,1,rooftop,667,"Howe St",#,4801,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1564 W 26th Ave"," Vancouver",BC,V6J2W9,Canada,49.248098,-123.140657,1,rooftop,1564,"W 26th Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1615 Frances St #201"," Vancouver",BC,V5L1Z3,Canada,49.27965,-123.071845,1,rooftop,1615,"Frances St",#,201,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4677 Simpson Ave"," Vancouver",BC,V6R1C2,Canada,49.274643,-123.214067,1,rooftop,4677,"Simpson Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5961 Churchill St"," Vancouver",BC,V6M3H4,Canada,49.23189,-123.142042,1,rooftop,5961,"Churchill St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6615 Balsam St"," Vancouver",BC,V6P5W8,Canada,49.226012,-123.161976,1,rooftop,6615,"Balsam St",,,Vancouver,BC,,V6P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"6188 Adera St"," Vancouver",BC,V6M3J6,Canada,49.229828,-123.142947,1,rooftop,6188,"Adera St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2537 Trinity St"," Vancouver",BC,V5K1E3,Canada,49.289998,-123.053696,1,rooftop,2537,"Trinity St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3592 Turner St"," Vancouver",BC,V5K2H9,Canada,49.278829,-123.026117,1,rooftop,3592,"Turner St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3449 W 7th Ave"," Vancouver",BC,V6R1W2,Canada,49.265744,-123.180899,0.9,nearest_rooftop_match,3450,"W 7th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4938 Arbutus St"," Vancouver",BC,V6M3W1,Canada,49.241702,-123.153154,1,rooftop,4938,"Arbutus St",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3199 Saint George St"," Vancouver",BC,V5T3R9,Canada,49.256755,-123.094078,0.87,nearest_rooftop_match,3165,"St George St",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"811 Helmcken St #1702"," Vancouver",BC,V6Z1B1,Canada,49.279247,-123.125531,1,rooftop,811,"Helmcken St",#,1702,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3438 Sawmill Cres #319"," Vancouver",BC,V5S0E3,Canada,49.205784,-123.032766,1,rooftop,3438,"Sawmill Cres",#,319,Vancouver,BC,,V5S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1012 Beach Ave #402"," Vancouver",BC,V6E1T7,Canada,49.277405,-123.134727,0.9,nearest_rooftop_match,1011,"Beach Ave",#,402,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3731 W 6th Ave #106"," Vancouver",BC,V6R1T8,Canada,49.26716,-123.18637,1,rooftop,3731,"W 6th Ave",#,106,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3746 Inverness St"," Vancouver",BC,V5V4V9,Canada,49.251179,-123.079646,1,rooftop,3746,"Inverness St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5189 Connaught Dr"," Vancouver",BC,V6M3G2,Canada,49.239228,-123.143001,1,rooftop,5189,"Connaught Dr",,,Vancouver,BC,,V6M,CA,Province
"2248 E 3rd Ave"," Vancouver",BC,V5N1J1,Canada,49.267491,-123.058959,0.9,nearest_rooftop_match,2244,"E 3rd Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5266 Fraser St"," Vancouver",BC,V5W2Y9,Canada,49.237262,-123.090078,1,rooftop,5266,"Fraser St",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5555 Victoria Dr #225"," Vancouver",BC,V5P4Y3,Canada,49.234005,-123.065906,1,rooftop,5555,"Victoria Dr",#,225,Vancouver,BC,,V5P,CA,Province
"2783 W 8th Ave"," Vancouver",BC,V6K2B7,Canada,49.265184,-123.168051,0.9,nearest_rooftop_match,2785,"W 8th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1625 E 8th Ave"," Vancouver",BC,V5N1T6,Canada,49.263461,-123.07134,1,rooftop,1625,"E 8th Ave",,,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1332 W 47th Ave"," Vancouver",BC,V6M2L8,Canada,49.228392,-123.135827,1,rooftop,1332,"W 47th Ave",,,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2828 Wall St"," Vancouver",BC,V5K1B2,Canada,49.291182,-123.045857,1,rooftop,2828,"Wall St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2433 Broadway W"," Vancouver",BC,V6K2E8,Canada,49.26424,-123.160905,0.9,nearest_rooftop_match,2435,"W Broadway",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1130 Ironwork Pass"," Vancouver",BC,V6H3P1,Canada,49.268132,-123.128577,0.72,nearest_rooftop_match,1051,"Ironwork Pass",,,Vancouver,BC,,V6H,CA,Province
"1251 Cardero St #1102"," Vancouver",BC,V6G2H9,Canada,49.284994,-123.139881,1,rooftop,1251,"Cardero St",#,1102,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4465 Skeena St"," Vancouver",BC,V5R2L8,Canada,49.244847,-123.028936,1,rooftop,4465,"Skeena St",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"548 Georgia St E #2"," Vancouver",BC,V6A1Z9,Canada,49.278177,-123.092362,0.9,nearest_rooftop_match,550,"E Georgia St",#,2,Vancouver,BC,,V6A,CA,Province
"3418 Adanac St #11"," Vancouver",BC,V5K5H5,Canada,49.2768,-123.030082,1,rooftop,3418,"Adanac St",#,11,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1559 E 41st Ave"," Vancouver",BC,V5P1K3,Canada,49.232936,-123.073512,1,rooftop,1559,"E 41st Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1166 E 11th Ave #1"," Vancouver",BC,V5T2G3,Canada,49.260284,-123.079823,1,rooftop,1166,"E 11th Ave",#,1,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2238 Eton St PENTHOUSE 6"," Vancouver",BC,V5L1C8,Canada,49.287252,-123.05848,1,rooftop,2238,"Eton St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"688 W 29th Ave"," Vancouver",BC,V5Z2H9,Canada,49.244967,-123.120027,1,rooftop,688,"W 29th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3132 W 7th Ave"," Vancouver",BC,V6K2A1,Canada,49.265614,-123.174671,1,rooftop,3132,"W 7th Ave",,,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3850 Point Grey Rd"," Vancouver",BC,V6R1B4,Canada,49.271533,-123.188906,1,rooftop,3850,"Point Grey Rd",,,Vancouver,BC,,V6R,CA,Province
"2707 E 26th Ave"," Vancouver",BC,V5R1M1,Canada,49.247327,-123.048814,0.89,nearest_rooftop_match,2721,"E 26th Ave",,,Vancouver,BC,,V5R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2121 W 6th Ave #215"," Vancouver",BC,V6K1V5,Canada,49.266657,-123.153534,1,rooftop,2121,"W 6th Ave",#,215,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"233 Abbott St #306"," Vancouver",BC,V6B2K7,Canada,49.283322,-123.106927,1,rooftop,233,"Abbott St",#,306,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"762 E Pender St"," Vancouver",BC,V6A1V7,Canada,49.279895,-123.088165,1,rooftop,762,"E Pender St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5187 Culloden St"," Vancouver",BC,V5W3R5,Canada,49.237759,-123.079439,1,rooftop,5187,"Culloden St",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1119 Pendrell St"," Vancouver",BC,V6E1L3,Canada,49.281546,-123.130237,0.9,nearest_rooftop_match,1117,"Pendrell St",,,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3522 SW Marine Dr"," Vancouver",BC,V6N3Z2,Canada,49.229891,-123.182894,1,rooftop,3522,"SW Marine Dr",,,Vancouver,BC,,V6N,CA,Province
"1460 Bute St #201"," Vancouver",BC,V6E2A7,Canada,49.279255,-123.136797,1,rooftop,1460,"Bute St",#,201,Vancouver,BC,,V6E,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1937 Creelman Ave"," Vancouver",BC,V6J1B8,Canada,49.274723,-123.148637,1,rooftop,1937,"Creelman Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"501 Pacific St #203"," Vancouver",BC,V6Z2X6,Canada,49.274344,-123.12714,1,rooftop,501,"Pacific St",#,203,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1133 Keefer St"," Vancouver",BC,V6A1Z2,Canada,49.279386,-123.080493,1,rooftop,1133,"Keefer St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1790 Angus Dr"," Vancouver",BC,V6J4H5,Canada,49.252859,-123.14417,1,rooftop,1790,"Angus Dr",,,Vancouver,BC,,V6J,CA,Province
"3186 Grant St"," Vancouver",BC,V5K3H9,Canada,49.271081,-123.036832,1,rooftop,3186,"Grant St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2550 Garden Dr #111"," Vancouver",BC,V5N4X6,Canada,49.261596,-123.057753,1,rooftop,2550,"Garden Dr",#,111,Vancouver,BC,,V5N,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2551 Triumph St"," Vancouver",BC,V5K1S7,Canada,49.284141,-123.053337,1,rooftop,2551,"Triumph St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1533 Balfour Ave"," Vancouver",BC,V6J2V1,Canada,49.252171,-123.139996,1,rooftop,1533,"Balfour Ave",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4215 W 13th Ave #1"," Vancouver",BC,V6R2T7,Canada,49.261211,-123.200574,1,rooftop,4215,"W 13th Ave",#,1,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2450 Cornwall Ave #205"," Vancouver",BC,V6K1B8,Canada,49.272411,-123.161207,1,rooftop,2450,"Cornwall Ave",#,205,Vancouver,BC,,V6K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"5189 Gaston St #1303"," Vancouver",BC,V5R6C7,Canada,49.236997,-123.030296,0.6,street_center,,"Gaston St",#,1303,Vancouver,BC,,V5R,CA,"CanVec+ by Natural Resources Canada"
"548 Georgia St E #1"," Vancouver",BC,V6A1Z9,Canada,49.278177,-123.092362,0.9,nearest_rooftop_match,550,"E Georgia St",#,1,Vancouver,BC,,V6A,CA,Province
"156 W 62nd Ave"," Vancouver",BC,V5X2E1,Canada,49.213981,-123.109152,1,rooftop,156,"W 62nd Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"464 E 12th Ave"," Vancouver",BC,V5T2H4,Canada,49.25948,-123.093791,1,rooftop,464,"E 12th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2250 W 43rd Ave #203"," Vancouver",BC,V6M2E3,Canada,49.232514,-123.159518,1,rooftop,2250,"W 43rd Ave",#,203,Vancouver,BC,,V6M,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2250 SE Marine Dr #202"," Vancouver",BC,V5P2S2,Canada,49.20747,-123.060625,1,rooftop,2250,"SE Marine Dr",#,202,Vancouver,BC,,V5P,CA,Province
"3368 Main St #203"," Vancouver",BC,V5V3M7,Canada,49.255195,-123.100884,1,rooftop,3368,"Main St",#,203,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1236 Bidwell St #1601"," Vancouver",BC,V6G2K9,Canada,49.285534,-123.140717,1,rooftop,1236,"Bidwell St",#,1601,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1568 Alberni St #2903"," Vancouver",BC,V6G1A5,Canada,49.289738,-123.131183,1,rooftop,1568,"Alberni St",#,2903,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1557 Mariner Walk"," Vancouver",BC,V6J4X9,Canada,49.27023,-123.139812,0.75,nearest_rooftop_match,1508,"Mariner Walk",,,Vancouver,BC,,V6J,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4755 Belmont Ave"," Vancouver",BC,V6T1A8,Canada,49.275397,-123.217159,1,rooftop,4755,"Belmont Ave",,,Vancouver,BC,,V6T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"428 E 24th Ave"," Vancouver",BC,V5V2A1,Canada,49.249087,-123.096034,1,rooftop,428,"E 24th Ave",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"308 Jervis Mews"," Vancouver",BC,V6C3S6,Canada,49.289549,-123.123764,0.75,nearest_rooftop_match,408,"Jervis St",,,Vancouver,BC,,V6C,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1425 Lameys Mill Rd #33"," Vancouver",BC,V6H3W2,Canada,49.268443,-123.135844,1,rooftop,1425,"Lamey's Mill Rd",#,33,Vancouver,BC,,V6H,CA,Province
"2641 Charles St"," Vancouver",BC,V5K3A4,Canada,49.273541,-123.051021,1,rooftop,2641,"Charles St",,,Vancouver,BC,,V5K,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4078 Columbia St #6"," Vancouver",BC,V5Y0B6,Canada,49.24926,-123.10968,0.89,nearest_rooftop_match,4088,"Columbia St",#,6,Vancouver,BC,,V5Y,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"812 E 51st Ave"," Vancouver",BC,V5X1E5,Canada,49.223276,-123.087828,1,rooftop,812,"E 51st Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"930 Cambie St #1205"," Vancouver",BC,V6B5X6,Canada,49.276672,-123.116591,1,rooftop,930,"Cambie St",#,1205,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2293 E 37th Ave"," Vancouver",BC,V5P1G4,Canada,49.23706,-123.059199,1,rooftop,2293,"E 37th Ave",,,Vancouver,BC,,V5P,CA,Province
"528 E 12th Ave"," Vancouver",BC,V5T2H5,Canada,49.259483,-123.092331,0.9,nearest_rooftop_match,526,"E 12th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4570 W 4th Ave"," Vancouver",BC,V6R1R3,Canada,49.268778,-123.210964,1,rooftop,4570,"W 4th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4341 Elgin St"," Vancouver",BC,V5V4R5,Canada,49.246121,-123.083083,1,rooftop,4341,"Elgin St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3853 King Edward Ave W"," Vancouver",BC,V6S1M9,Canada,49.250415,-123.18972,1,rooftop,3853,"W King Edward Ave",,,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"907 Beach Ave #505"," Vancouver",BC,V6Z2R3,Canada,49.275321,-123.133399,0.9,nearest_rooftop_match,910,"Beach Ave",#,505,Vancouver,BC,,V6Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"250 E 54th Ave"," Vancouver",BC,V5X1K9,Canada,49.220757,-123.100626,1,rooftop,250,"E 54th Ave",,,Vancouver,BC,,V5X,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1152 Georgia St E"," Vancouver",BC,V6A2A8,Canada,49.277968,-123.08008,1,rooftop,1152,"E Georgia St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1735 Victoria Dr"," Vancouver",BC,V5N4J9,Canada,49.268977,-123.066178,1,rooftop,1735,"Victoria Dr",,,Vancouver,BC,,V5N,CA,Province
"548 E 16th Ave"," Vancouver",BC,V5T2V2,Canada,49.256211,-123.092771,1,rooftop,548,"E 16th Ave",,,Vancouver,BC,,V5T,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1275 Hamilton St #213"," Vancouver",BC,V6B1E2,Canada,49.274135,-123.123556,0.79,nearest_rooftop_match,1260,"Hamilton St",#,213,Vancouver,BC,,V6B,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"2403 Cambridge St"," Vancouver",BC,V5K1L1,Canada,49.287022,-123.05607,0.9,rooftop,2403,"Cambridge St",,,Vancouver,BC,,V5L,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3649 Prince Albert St"," Vancouver",BC,V5V4H9,Canada,49.252,-123.087998,1,rooftop,3649,"Prince Albert St",,,Vancouver,BC,,V5V,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1159 Main St #502"," Vancouver",BC,V6A4B6,Canada,49.274261,-123.100494,1,rooftop,1159,"Main St",#,502,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4560 Belmont Ave"," Vancouver",BC,V6R1C4,Canada,49.273478,-123.210627,1,rooftop,4560,"Belmont Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"110 Prior St"," Vancouver",BC,V6A0A6,Canada,49.276483,-123.098475,0.69,nearest_rooftop_match,220,"Prior St",,,Vancouver,BC,,V6A,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"4190 W 11th Ave"," Vancouver",BC,V6R2L6,Canada,49.262489,-123.199551,1,rooftop,4190,"W 11th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1620 E 47th Ave"," Vancouver",BC,V5P1P5,Canada,49.226995,-123.0735,0.87,nearest_rooftop_match,1590,"E 47th Ave",,,Vancouver,BC,,V5P,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3689 Borham Cres"," Vancouver",BC,V5S3X2,Canada,49.216123,-123.024749,0.76,nearest_rooftop_match,3650,"Borham Cres",,,Vancouver,BC,,V5S,CA,Province
"850 E 38th Ave"," Vancouver",BC,V5W1J3,Canada,49.235374,-123.087213,1,rooftop,850,"E 38th Ave",,,Vancouver,BC,,V5W,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"1919 Beach Ave #1600"," Vancouver",BC,V6G1Z2,Canada,49.288974,-123.142904,1,rooftop,1919,"Beach Ave",#,1600,Vancouver,BC,,V6G,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3518 King Edward Ave W"," Vancouver",BC,V6S1M5,Canada,49.249672,-123.182512,1,rooftop,3518,"W King Edward Ave",,,Vancouver,BC,,V6S,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"3232 Columbia St"," Vancouver",BC,V5Y0B6,Canada,49.256458,-123.109996,0.8,nearest_rooftop_match,3237,"Columbia St",,,Vancouver,BC,,V5Y,CA,Province
"3628 W 5th Ave"," Vancouver",BC,V6R1S2,Canada,49.26745,-123.184331,1,rooftop,3628,"W 5th Ave",,,Vancouver,BC,,V6R,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
"433 SW Marine Dr #501"," Vancouver",BC,V5X2P9,Canada,49.211409,-123.096518,0.7,nearest_rooftop_match,431,"SE Marine Dr",#,501,Vancouver,BC,,V5X,CA,Province
"690 W 6th Ave"," Vancouver",BC,V5Z1A3,Canada,49.265627,-123.120135,0.89,nearest_rooftop_match,700,"W 6th Ave",,,Vancouver,BC,,V5Z,CA,"City of Vancouver (City of Vancouver Open Government License - Vancouver 1.0)"
