Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
163,downtown,727,1310 819 hamilton street,49.278803,-123.116521,POINT (-2496948.135297855 6368819.431872847),839900,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,156,591,910,27,114,9,6
164,downtown,730,2610 89 nelson street,49.274967,-123.115376,POINT (-2497139.953477834 6368375.860470572),759000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,55,341,903,11,38,5,1
165,downtown,731,160 1 e cordova street,49.282576,-123.103734,POINT (-2495831.249449351 6368619.358249498),429900,0,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,120,313,560,25,91,1,3
166,downtown,737,4004 128 w cordova street,49.282525,-123.107958,POINT (-2496116.620660059 6368807.322065393),699000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,178,402,674,33,137,4,4
167,downtown,739,503 53 w hastings street,49.282116,-123.106307,POINT (-2496035.064781174 6368690.108660465),499900,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,164,358,662,31,126,4,3
168,downtown,743,301 345 water street,49.284779,-123.109806,POINT (-2496082.32921924 6369121.694004396),679900,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,145,437,677,33,103,6,3
169,downtown,744,503 910 beach avenue,49.275321,-123.133399,POINT (-2498317.725928073 6369236.682484175),525000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,44,216,521,7,34,1,2
170,downtown,750,1802 1351 continental street,49.276267,-123.128981,POINT (-2497956.794245781 6369130.943119506),825000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,112,342,683,24,81,1,6
171,downtown,758,2402 939 homer street,49.278115,-123.119485,POINT (-2497193.996636684 6368884.872208919),698000,2,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,182,543,937,21,149,6,6
172,downtown,759,203 1177 hornby street,49.278837,-123.128065,POINT (-2497715.922268415 6369351.085954363),638000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,150,429,774,28,111,4,7
173,downtown,761,1903 811 helmcken street,49.279247,-123.125531,POINT (-2497518.194560374 6369276.937659819),799800,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,167,533,828,27,130,4,6
174,downtown,776,1102 455 beach crescent,49.272668,-123.127769,POINT (-2498127.657349883 6368708.476063908),1338000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,30,290,630,9,18,0,3
175,downtown,782,609 1288 marinaside crescent,49.272079,-123.120377,POINT (-2497675.598467083 6368310.146333172),1198000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,72,291,709,12,58,0,2
176,downtown,789,2505 777 richards street,49.280448,-123.118037,POINT (-2496934.25170151 6369056.533917803),738000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,203,629,919,32,152,11,8
177,downtown,795,402 1012 beach avenue,49.271591,-123.12802,POINT (-2498219.733707379 6368610.13598576),1999000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,17,259,577,7,8,0,2
178,downtown,796,404 1790 bayshore drive,49.292046,-123.13078,POINT (-2496973.03257932 6370822.130201005),1998000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,73,205,460,10,59,0,4
179,downtown,803,607 833 seymour street,49.280497,-123.119756,POINT (-2497045.506277789 6369140.172630186),699900,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,196,653,941,28,157,5,6
180,downtown,809,1107 1068 hornby street,49.279642,-123.125742,POINT (-2497504.644357883 6369326.870693558),629000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,167,540,831,27,130,4,6
181,downtown,824,300 1055 homer street,49.276978,-123.121219,POINT (-2497389.197251164 6368848.261402177),1538000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,173,482,881,20,146,2,5
182,downtown,825,3404 1335 howe street,49.276569,-123.129609,POINT (-2497977.568713166 6369190.47853372),2439900,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,117,331,664,23,86,1,7
183,downtown,827,1501 1483 homer street,49.272027,-123.126813,POINT (-2498108.699465049 6368599.358301717),1789000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,26,296,629,8,16,0,2
184,downtown,832,1801 1155 seymour street,49.280507,-123.119571,POINT (-2497032.465003836 6369132.728667621),657000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,196,651,941,28,157,5,6
185,downtown,834,811 1325 rolston street,49.275617,-123.127925,POINT (-2497931.8037143 6369016.334806864),578000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,109,348,703,26,75,1,7
186,downtown,837,1204 1188 howe street,49.277764,-123.12779,POINT (-2497772.626779485 6369229.088350598),550000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,149,423,753,30,109,3,7
187,downtown,844,4102 777 richards street,49.280448,-123.118037,POINT (-2496934.25170151 6369056.533917803),1849000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,203,629,919,32,152,11,8
188,downtown,850,ph 3401 1255 seymour street,49.276039,-123.126471,POINT (-2497805.278032018 6368992.828154773),2349000,2,3,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,135,371,764,26,101,1,7
189,downtown,854,2301 89 nelson street,49.274967,-123.115376,POINT (-2497139.953477834 6368375.860470572),1499000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,55,341,903,11,38,5,1
190,downtown,855,506 55 e cordova street,49.282595,-123.102962,POINT (-2495778.416241702 6368585.994638048),899000,1,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,101,283,524,25,72,0,4
191,downtown,865,402 1188 richards street,49.27599,-123.123515,POINT (-2497611.480781615 6368852.565875609),499900,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,169,427,842,25,136,1,7
192,downtown,879,3702 833 seymour street,49.280497,-123.119756,POINT (-2497045.506277789 6369140.172630186),1699999,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,196,653,941,28,157,5,6
193,downtown,890,1801 183 keefer place,49.279559,-123.106509,POINT (-2496227.28413147 6368438.579868632),799000,2,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,137,359,682,25,106,3,3
194,downtown,891,5203 1480 howe street,49.274891,-123.131173,POINT (-2498199.289991543 6369090.952103601),5988000,3,3,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,51,271,568,13,34,1,3
195,downtown,892,2611 610 granville street,49.28312,-123.116554,POINT (-2496648.478045097 6369261.165375451),899000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,242,595,897,50,171,13,8
196,downtown,897,1506 1188 howe street,49.274171,-123.132003,POINT (-2498305.032110312 6369055.521868126),585000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,48,232,533,7,38,1,2
197,downtown,911,902 1325 rolston street,49.275617,-123.127925,POINT (-2497931.8037143 6369016.334806864),799000,2,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,109,348,703,26,75,1,7
198,downtown,914,2407 1155 seymour street,49.280507,-123.119571,POINT (-2497032.465003836 6369132.728667621),545000,0,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,196,651,941,28,157,5,6
199,downtown,917,1701 1499 w pender street,49.289964,-123.128049,POINT (-2496936.548869003 6370484.900115178),2230000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,73,255,675,12,58,0,3
200,downtown,921,3402 1335 howe street,49.276569,-123.129609,POINT (-2497977.568713166 6369190.47853372),1769900,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,117,331,664,23,86,1,7
201,downtown,935,502 1188 w pender street,49.288054,-123.123095,POINT (-2496739.741247153 6370063.501992434),749000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,114,398,853,23,82,3,6
202,downtown,944,2309 1009 expo boulevard,49.277722,-123.110809,POINT (-2496642.60738178 6368447.90625817),629000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,64,442,811,14,48,1,1
203,downtown,955,ph 2805 1323 homer street,49.273879,-123.126066,POINT (-2497929.326915513 6368754.031433598),2988888,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,101,314,708,23,74,0,4
204,downtown,961,213 1330 burrard street,49.277302,-123.13129,POINT (-2498038.444903366 6369342.154633742),465000,0,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,101,283,626,22,72,1,6
205,downtown,963,407 590 nicola street,49.29105,-123.128192,POINT (-2496870.119783141 6370602.168703702),1749000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,48,224,586,11,36,0,1
206,downtown,965,308 1478 w hastings street,49.290132,-123.127923,POINT (-2496916.394310707 6370496.264049025),668000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,70,252,667,12,54,1,3
207,downtown,966,806 928 beatty street,49.275828,-123.11563,POINT (-2497096.701413181 6368475.285647831),529000,0,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,71,403,918,12,53,5,1
208,downtown,969,1809 1283 howe street,49.277218,-123.128625,POINT (-2497866.524360584 6369211.62476318),650000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,129,375,710,28,93,1,7
209,downtown,970,604 555 jervis street,49.288547,-123.125844,POINT (-2496888.606525168 6370239.537765898),738000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,111,298,771,15,89,2,5
210,downtown,971,2301 501 pacific street,49.274344,-123.12714,POINT (-2497968.465051461 6368850.598979527),590000,0,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,93,327,697,19,67,1,6
211,downtown,978,1806 1128 quebec street,49.274651,-123.101142,POINT (-2496212.211237507 6367692.588172781),1748888,3,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,49,250,470,29,20,0,0
212,downtown,979,502 63 keefer place,49.279933,-123.10662,POINT (-2496208.546421458 6368481.797681301),970000,3,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,148,364,682,27,115,3,3
213,downtown,985,584 87 nelson street,49.278959,-123.122848,POINT (-2497359.342499792 6369124.805240232),1100000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,204,581,871,24,171,4,5
214,downtown,988,2301 667 howe street,49.283705,-123.119032,POINT (-2496772.87445053 6369434.175349402),2690000,3,3,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,220,606,928,49,154,9,8
215,downtown,996,614 933 seymour street,49.279249,-123.121626,POINT (-2497257.535881926 6369098.465875803),699000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,200,596,895,20,171,3,6
216,downtown,1000,1608 788 hamilton street,49.278743,-123.115035,POINT (-2496853.186748122 6368745.33499063),829000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,124,573,898,22,88,9,5
217,downtown,1005,906 833 seymour street,49.280497,-123.119756,POINT (-2497045.506277789 6369140.172630186),674800,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,196,653,941,28,157,5,6
218,downtown,1007,312 5077 cambie street,49.283044,-123.109049,POINT (-2496153.12319417 6368910.144116409),1688000,3,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,188,430,691,36,143,5,4
219,downtown,1010,ph7 1082 seymour street,49.277631,-123.122958,POINT (-2497459.554865953 6368994.418542878),598000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,196,508,850,22,166,2,6
220,downtown,1014,1107 1199 marinaside crescent,49.273637,-123.116652,POINT (-2497318.09075001 6368298.601307366),899000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,41,278,869,10,26,3,2
221,downtown,1020,2510 1111 richards street,49.277007,-123.123204,POINT (-2497519.606920582 6368942.043094451),1675000,3,3,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,190,467,838,23,158,2,7
222,downtown,1033,3111 1289 hornby street,49.277708,-123.129641,POINT (-2497900.033023248 6369308.086016339),1580000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,123,369,679,24,91,1,7
223,downtown,1034,2302 1325 rolston street,49.275617,-123.127925,POINT (-2497931.8037143 6369016.334806864),888000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,109,348,703,26,75,1,7
224,downtown,1035,407 370 carrall street,49.281793,-123.104127,POINT (-2495912.199917149 6368557.477558256),529800,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,132,316,587,25,100,3,4
225,downtown,1037,1102 909 mainland street,49.275148,-123.120702,POINT (-2497482.67439167 6368637.989937679),731000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,99,403,880,18,76,1,4
226,downtown,1038,3002 33 smithe street,49.274436,-123.11196,POINT (-2496949.136890409 6368165.440068777),1550000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,16,271,818,2,13,1,0
227,downtown,1040,1804 1239 w georgia street,49.287732,-123.125626,POINT (-2496931.071553763 6370146.465251044),948000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,118,339,833,16,94,3,5
228,downtown,1043,973 mainland street,49.277571,-123.118543,POINT (-2497169.187639252 6368786.300262554),2198000,3,3,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,156,521,929,20,125,5,6
229,downtown,1044,1233 933 hornby street,49.281533,-123.12422,POINT (-2497270.853989293 6369450.052835911),679000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,164,623,884,22,133,6,3
230,downtown,1050,704 1000 beach avenue,49.275624,-123.134213,POINT (-2498350.837145593 6369304.836807179),1498000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,42,201,514,7,32,1,2
231,downtown,1054,205 1330 hornby street,49.276772,-123.130194,POINT (-2498002.398365926 6369237.951232515),599999,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,107,315,643,23,76,1,7
232,downtown,1071,1000 499 pacific street,49.273876,-123.126998,POINT (-2497991.723070558 6368796.376741582),7498000,3,5,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,86,324,685,19,61,0,6
233,downtown,1073,3902 1033 marinaside crescent,49.273637,-123.116652,POINT (-2497318.09075001 6368298.601307366),2375000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,41,278,869,10,26,3,2
234,downtown,1076,2001 198 aquarius mews,49.273824,-123.119616,POINT (-2497502.795517324 6368453.281425865),839000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,79,347,837,13,63,1,2
235,downtown,1079,1603 939 expo boulevard,49.277722,-123.110809,POINT (-2496642.60738178 6368447.90625817),650000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,64,442,811,14,48,1,1
236,downtown,1082,908 189 keefer street,49.279725,-123.100172,POINT (-2495792.861610819 6368165.724534635),869900,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,85,271,428,25,56,0,4
237,downtown,1089,3601 1438 richards street,49.273201,-123.12775,POINT (-2498089.110223334 6368761.958977134),3888000,3,3,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,55,298,657,14,35,0,6
238,downtown,1092,202 983 e hastings street,49.282178,-123.110244,POINT (-2496293.388271518 6368876.485093659),669000,2,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,206,480,753,36,159,6,5
239,downtown,1099,501 1255 main street,49.273589,-123.100527,POINT (-2496245.392073425 6367556.149298796),1098000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,57,209,450,43,14,0,0
240,downtown,1102,87 e cordova street,49.282073,-123.102643,POINT (-2495793.619404236 6368518.173016173),1188000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,107,278,520,27,77,0,3
241,downtown,1103,2801 535 smithe street,49.279553,-123.119352,POINT (-2497084.566559058 6369025.426846028),1249888,2,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,190,619,931,24,154,6,6
242,downtown,1118,604 55 alexander street,49.283791,-123.102967,POINT (-2495695.15283179 6368708.193234109),569000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,71,277,509,17,52,0,2
243,downtown,1131,2901 1483 homer street,49.272027,-123.126813,POINT (-2498108.699465049 6368599.358301717),1699000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,26,296,629,8,16,0,2
244,downtown,1133,1107 822 homer street,49.279045,-123.116954,POINT (-2496960.102786986 6368863.918569069),825000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,171,593,915,29,127,9,6
245,downtown,1137,2703 667 howe street,49.283705,-123.119032,POINT (-2496772.87445053 6369434.175349402),999990,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,220,606,928,49,154,9,8
246,downtown,1142,1906 888 hamilton street,49.278011,-123.116673,POINT (-2497013.65512739 6368745.619718835),1199000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,129,544,918,21,95,7,6
247,downtown,1143,1116 610 granville street,49.283215,-123.116534,POINT (-2496640.501061043 6369269.937874755),668500,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,245,592,898,51,173,13,8
248,downtown,1153,4509 1289 hornby street,49.277708,-123.129641,POINT (-2497900.033023248 6369308.086016339),1089000,1,1,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,123,369,679,24,91,1,7
249,downtown,1156,505 833 homer street,49.279404,-123.117734,POINT (-2496987.039240068 6368936.210889023),1498000,2,2,49367,9873,6539,1308,3466,693,39362,7872,12880,12295,6645,13025,5180,3405,17595,16255,8435,13600,4700,4700,0,downtown,5.782059821,40.988853,656,33,179,28,184,603,915,30,137,9,8
