Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
507,kensington cedar cottage,526,5555 victoria dr #225,49.234005,-123.065906,POINT (-2496698.109825866 6361934.778823358),699000,2,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,54,91,193,17,31,0,6
508,kensington cedar cottage,537,1559 e 41st ave,49.232936,-123.073512,POINT (-2497281.04098479 6362173.40514793),1399000,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,12,76,143,11,1,0,0
509,kensington cedar cottage,547,5187 culloden st,49.237759,-123.079439,POINT (-2497340.327205681 6362936.577037023),2589000,5,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,11,35,129,11,0,0,0
510,kensington cedar cottage,556,2550 garden dr #111,49.261596,-123.057753,POINT (-2494227.560191033 6364377.695328504),594900,0,1,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,22,37,137,12,10,0,0
511,kensington cedar cottage,579,2293 e 37th ave,49.23706,-123.059199,POINT (-2496036.659371617 6361940.00725942),1199900,3,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,8,127,198,8,0,0,0
512,kensington cedar cottage,582,4341 elgin st,49.246121,-123.083083,POINT (-2496999.787492324 6363956.426337021),2088000,5,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,4,97,153,4,0,0,0
513,kensington cedar cottage,591,3649 prince albert st,49.252,-123.087998,POINT (-2496917.422094532 6364780.984433797),1998000,6,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,30,87,194,14,16,0,0
514,kensington cedar cottage,598,850 e 38th ave,49.235374,-123.087213,POINT (-2498026.330565304 6363048.734177282),1628000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,18,61,145,13,5,0,0
515,kensington cedar cottage,627,1425 e 27th ave,49.246091,-123.075387,POINT (-2496487.791405289 6363601.501349637),1588000,3,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,27,68,149,16,10,0,1
516,kensington cedar cottage,637,1349 e 14th ave,49.258053,-123.076418,POINT (-2495721.329946276 6364869.111080376),1898000,6,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,9,96,203,9,0,0,0
517,kensington cedar cottage,648,3557 marshall st,49.252214,-123.063015,POINT (-2495233.876311802 6363660.809573593),1550000,4,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,5,52,167,4,1,0,0
518,kensington cedar cottage,652,1712 e 34th ave,49.239055,-123.070827,POINT (-2496674.407464761 6362675.082668411),1998000,7,6,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,2,94,184,2,0,0,0
519,kensington cedar cottage,655,4955 somerville st,49.239699,-123.086055,POINT (-2497646.872431812 6363437.080040258),2099000,5,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,6,52,131,6,0,0,0
520,kensington cedar cottage,669,3315 knight st,49.255054,-123.076285,POINT (-2495921.879966521 6364557.058108321),1388000,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,9,88,174,6,3,0,0
521,kensington cedar cottage,678,1895 e 39th ave,49.234713,-123.067314,POINT (-2496742.782147767 6362071.394741131),2588000,6,6,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,52,82,190,13,33,0,6
522,kensington cedar cottage,713,512 2220 kingsway street,49.242804,-123.061615,POINT (-2495797.190989716 6362636.604933525),879000,2,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,41,101,180,14,24,0,3
523,kensington cedar cottage,722,1 1809 e 15th avenue,49.257088,-123.067721,POINT (-2495207.924791898 6364373.173459659),1738000,4,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,15,67,200,7,8,0,0
524,kensington cedar cottage,724,319 760 kingsway street,49.255851,-123.088796,POINT (-2496701.694058768 6365210.35197002),449000,1,1,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,29,92,242,13,16,0,0
525,kensington cedar cottage,726,2 2260 e 25th avenue,49.24791,-123.059213,POINT (-2495280.326626168 6363047.89291673),1548000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,9,62,135,9,0,0,0
526,kensington cedar cottage,760,ph1 979 e 19th avenue,49.253808,-123.084263,POINT (-2496541.694563314 6364794.658432289),1349000,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,18,91,176,4,12,0,2
527,kensington cedar cottage,767,309 2277 e 30th avenue,49.24154,-123.059303,POINT (-2495730.935560676 6362401.958914019),439000,1,1,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,31,105,181,11,17,0,3
528,kensington cedar cottage,805,2061 e 41st avenue,49.233173,-123.064297,POINT (-2496648.654568069 6361776.321095192),1898000,5,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,44,97,202,14,25,0,5
529,kensington cedar cottage,828,1555 e 21st avenue,49.251893,-123.072681,POINT (-2495901.908124871 6364069.807128287),1538000,3,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,27,79,170,11,14,0,2
530,kensington cedar cottage,852,2293 e 37th avenue,49.23706,-123.059199,POINT (-2496036.659371617 6361940.00725942),1199900,3,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,8,127,198,8,0,0,0
531,kensington cedar cottage,856,1389 e 39th avenue,49.23492,-123.077373,POINT (-2497400.525619116 6362552.406587038),1680000,2,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,13,34,139,12,1,0,0
532,kensington cedar cottage,866,2216 e 38th avenue,49.235629,-123.061358,POINT (-2496280.815435943 6361892.637089472),1759000,5,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,17,119,195,9,8,0,0
533,kensington cedar cottage,875,1 1322 13th avenue,49.258966,-123.076979,POINT (-2495695.031760836 6364987.900732396),1929999,4,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,12,94,220,11,1,0,0
534,kensington cedar cottage,898,5306 culloden street,49.236371,-123.077923,POINT (-2497335.9564288 6362725.621990147),1425000,2,1,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,16,35,150,15,1,0,0
535,kensington cedar cottage,899,2 1322 13th avenue,49.258966,-123.076979,POINT (-2495695.031760836 6364987.900732396),1949999,4,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,12,94,220,11,1,0,0
536,kensington cedar cottage,901,2033 e 35th avenue,49.238349,-123.064563,POINT (-2496305.134981909 6362316.707005078),1628000,4,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,35,113,193,11,22,0,2
537,kensington cedar cottage,902,2035 e 35th avenue,49.238349,-123.064563,POINT (-2496305.134981909 6362316.707005078),1699000,4,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,35,113,193,11,22,0,2
538,kensington cedar cottage,930,5352 lanark street,49.236079,-123.075146,POINT (-2497170.784799415 6362568.850693731),1629000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,14,33,157,13,1,0,0
539,kensington cedar cottage,941,2 1328 e 35th avenue,49.238304,-123.07845,POINT (-2497236.187850891 6362946.967036797),1698000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,13,34,149,13,0,0,0
540,kensington cedar cottage,942,1 2260 e 25th avenue,49.24791,-123.059213,POINT (-2495280.326626168 6363047.89291673),1499000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,9,62,135,9,0,0,0
541,kensington cedar cottage,951,1 1328 e 35th avenue,49.238304,-123.07845,POINT (-2497236.187850891 6362946.967036797),1648000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,13,34,149,13,0,0,0
542,kensington cedar cottage,957,1112 e 21st avenue,49.251505,-123.081413,POINT (-2496512.210514253 6364429.392076202),1899900,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,24,78,169,7,14,0,3
543,kensington cedar cottage,1003,109 1855 stainsbury avenue,49.251416,-123.064806,POINT (-2495409.212762394 6363661.225634418),1199000,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,12,55,184,7,5,0,0
544,kensington cedar cottage,1004,1362 e 17th avenue,49.255063,-123.076684,POINT (-2495947.897959416 6364576.214928772),1769000,3,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,12,85,182,7,5,0,0
545,kensington cedar cottage,1060,1136 e 26th avenue,49.247468,-123.081513,POINT (-2496800.839049804 6364022.074978524),1548000,2,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,5,97,154,4,0,0,1
546,kensington cedar cottage,1100,2 1019 e 39th avenue,49.234971,-123.084294,POINT (-2497859.434163517 6362874.108152141),1739000,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,5,60,138,5,0,0,0
547,kensington cedar cottage,1104,3315 knight street,49.255054,-123.076285,POINT (-2495921.879966521 6364557.058108321),1298000,3,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,9,88,174,6,3,0,0
548,kensington cedar cottage,1116,1206 e 22nd avenue,49.250588,-123.079709,POINT (-2496462.44481064 6364257.927964574),1499000,5,4,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,41,64,171,14,23,0,4
549,kensington cedar cottage,1129,1479 e king edward avenue,49.248251,-123.073835,POINT (-2496233.29242533 6363750.950253659),1199000,2,3,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,33,82,150,14,17,0,2
550,kensington cedar cottage,1184,225 5555 victoria drive,49.234005,-123.065906,POINT (-2496698.109825866 6361934.778823358),699000,2,2,5970,1194,642,128,743,149,4585,917,14465,11600,3455,4330,1620,620,15740,16655,4330,4615,1020,1020,16,kensington-cedar cottage,8.970721219,8.472005555,133,1,124,13,54,91,193,17,31,0,6
551,kerrisdale,1,2106 sw marine dr,49.214789,-123.15583,POINT (-2504050.6445872 6364090.505721875),27500000,6,9,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,0,12,30,0,0,0,0
552,kerrisdale,4,2870 sw marine dr,49.225986,-123.170995,POINT (-2504280.159860289 6365927.88843172),16900000,7,11,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,3,9,30,3,0,0,0
553,kerrisdale,24,8258 tugboat pl,49.210799,-123.153303,POINT (-2504160.948989422 6363567.628080405),2998000,4,4,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,0,8,61,0,0,0,0
554,kerrisdale,47,1925 sw marine dr,49.211681,-123.15033,POINT (-2503900.532216654 6363521.329461984),7880000,5,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,4,14,76,4,0,0,0
555,kerrisdale,55,7021 prescott st,49.222454,-123.177956,POINT (-2504992.460733483 6365886.887611135),4999000,3,3,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,0,4,20,0,0,0,0
556,kerrisdale,56,8083 angus dr,49.212693,-123.14893,POINT (-2503736.159680123 6363560.402749791),10888000,4,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,5,47,78,5,0,0,0
557,kerrisdale,79,7450 balaclava st,49.218032,-123.175623,POINT (-2505146.224975953 6365328.875648455),3875000,3,3,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,0,0,6,0,0,0,0
558,kerrisdale,132,3070 w 44th ave,49.231635,-123.174173,POINT (-2504096.914440629 6366649.734109921),6480000,5,6,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,21,51,6,0,0,0
559,kerrisdale,157,5788 vine st #206,49.233908,-123.159569,POINT (-2502962.430269169 6366212.049473114),718000,2,1,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,45,84,110,10,32,0,3
560,kerrisdale,271,1501 atlas ln,49.220484,-123.141817,POINT (-2502715.778559451 6364029.251790293),2999000,2,3,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,9,56,102,8,0,0,1
561,kerrisdale,286,5755 angus dr,49.234042,-123.148231,POINT (-2502195.779164303 6365706.142683007),10880000,7,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,68,131,6,0,0,0
562,kerrisdale,334,6011 adera st,49.231498,-123.143836,POINT (-2502080.194451699 6365245.289211341),9480000,6,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,10,35,112,10,0,0,0
563,kerrisdale,339,5912 churchill st,49.232287,-123.141009,POINT (-2501836.155648815 6365196.258966143),11880000,7,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,18,40,86,14,4,0,0
564,kerrisdale,400,6011 macdonald st,49.231692,-123.167833,POINT (-2503669.48925878 6366364.859706657),3798000,6,5,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,29,82,6,0,0,0
565,kerrisdale,415,2843 w 44th ave,49.232135,-123.168845,POINT (-2503706.065900472 6366456.436009835),5990000,6,6,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,4,23,73,4,0,0,0
566,kerrisdale,426,6210 larch st,49.230031,-123.16252,POINT (-2503430.894724395 6365951.892502839),4199000,6,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,5,64,103,4,1,0,0
567,kerrisdale,465,6836 arbutus st,49.22343,-123.154671,POINT (-2503368.534596614 6364918.828708829),9980000,8,9,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,12,31,97,11,0,0,1
568,kerrisdale,468,6076 angus dr,49.231128,-123.147432,POINT (-2502346.292298689 6365372.305955954),9580000,6,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,61,131,6,0,0,0
569,kerrisdale,479,6299 angus dr,49.229058,-123.148374,POINT (-2502554.048634698 6365204.324623867),9880000,6,6,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,4,53,130,4,0,0,0
570,kerrisdale,481,6388 wiltshire st,49.228099,-123.146082,POINT (-2502468.02828622 6365001.481306929),12980000,6,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,4,36,115,4,0,0,0
571,kerrisdale,490,5723 balsam st penthouse 1,49.234394,-123.16177,POINT (-2503075.412778692 6366362.498366205),999800,2,2,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,24,78,111,5,16,0,3
572,kerrisdale,510,5961 churchill st,49.23189,-123.142042,POINT (-2501932.931858392 6365203.085967811),14588000,5,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,17,37,74,13,4,0,0
573,kerrisdale,511,6615 balsam st,49.226012,-123.161976,POINT (-2503675.861050432 6365517.039592559),15700000,7,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,5,32,96,5,0,0,0
574,kerrisdale,512,6188 adera st,49.229828,-123.142947,POINT (-2502137.636027406 6365034.212385016),16880000,6,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,12,38,96,12,0,0,0
575,kerrisdale,565,2250 w 43rd ave #203,49.232514,-123.159518,POINT (-2503056.590592144 6366067.536168116),468000,1,1,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,40,86,109,8,29,0,3
576,kerrisdale,618,6038 marguerite st,49.231293,-123.14444,POINT (-2502134.8834044 6365252.050717131),12880000,5,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,5,37,116,5,0,0,0
577,kerrisdale,625,6975 prescott st,49.222857,-123.17812,POINT (-2504975.197034048 6365935.510987794),7800000,2,3,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,0,4,22,0,0,0,0
578,kerrisdale,683,6262 angus dr,49.229273,-123.147476,POINT (-2502479.01690617 6365185.107681203),10388000,6,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,4,59,129,4,0,0,0
579,kerrisdale,689,6926 blenheim st,49.223172,-123.178516,POINT (-2504979.593016152 6365985.799921335),5998000,4,5,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,0,4,24,0,0,0,0
580,kerrisdale,777,6485 adera street,49.227299,-123.143927,POINT (-2502380.026147315 6364821.13717076),5280000,4,3,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,9,38,98,9,0,0,0
581,kerrisdale,848,6011 macdonald street,49.231692,-123.167833,POINT (-2503669.48925878 6366364.859706657),3798000,6,5,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,29,82,6,0,0,0
582,kerrisdale,858,209 2102 w 48th avenue,49.227453,-123.155893,POINT (-2503168.647852981 6365385.189761058),3199000,4,3,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,18,79,108,15,2,0,1
583,kerrisdale,933,6261 adera street,49.229214,-123.14392,POINT (-2502245.590139654 6365016.159128197),5880000,6,5,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,9,36,104,9,0,0,0
584,kerrisdale,995,2025 sw marine drive,49.213441,-123.152077,POINT (-2503894.152527542 6363780.956138994),5600000,4,5,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,3,15,72,3,0,0,0
585,kerrisdale,1012,5755 angus drive,49.234042,-123.148231,POINT (-2502195.779164303 6365706.142683007),11880000,7,8,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,68,131,6,0,0,0
586,kerrisdale,1047,6210 larch street,49.230031,-123.16252,POINT (-2503430.894724395 6365951.892502839),4199000,6,7,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,5,64,103,4,1,0,0
587,kerrisdale,1095,2 2138 w 48th avenue,49.227865,-123.157185,POINT (-2503226.123582205 6365486.430245338),2498000,3,2,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,17,80,107,13,3,0,1
588,kerrisdale,1132,2043 w 45th avenue,49.231092,-123.153254,POINT (-2502737.709604592 6365635.416679097),2088000,3,2,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,34,87,114,15,18,0,1
589,kerrisdale,1162,206 5788 vine street,49.233908,-123.159569,POINT (-2502962.430269169 6366212.049473114),718000,2,1,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,45,84,110,10,32,0,3
590,kerrisdale,1170,612 7228 adera street,49.220721,-123.143419,POINT (-2502806.249501321 6364126.833379438),1268000,2,2,1477,295,107,21,362,72,1008,202,2945,2340,1130,2735,920,1130,4170,3390,1315,2925,1460,1460,2,kerrisdale,8.182961087,5.254821518,27,1,58,3,6,51,98,5,0,0,1
