Street,City,Province,Zip,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage
88 Anthony Rd, Toronto,ON,M3K1B4,43.729155,-79.466301,"C$1,198,800",3 bds,3 ba,
36 Park Lawn Rd #203, Toronto,ON,M8V0E5,43.623467,-79.484321,"C$1,299,999",2 bds,3 ba,
82 Greensides Ave, Toronto,ON,M6G3P7,43.679843,-79.429992,"C$1,399,000",6 bds,3 ba,
259 Claremont St, Toronto,ON,M6J2N1,43.652938,-79.412094,"C$1,299,900",5 bds,4 ba,
570 Wellington St W #13A, Toronto,ON,M5V2X5,43.642841,-79.403108,"C$1,300,000",3 bds,2 ba,
51 Lady Bank Rd #501, Toronto,ON,M8Z0C9,43.624575,-79.511602,"C$1,099,999",3 bds,1 ba,
8 The Esplanade #1908, Toronto,ON,M5E0A6,43.646227,-79.376346,"C$670,000",2 bds,1 ba,
58 Lytton Blvd, Toronto,ON,M4R1L3,43.71588,-79.403981,"C$3,995,000",7 bds,5 ba,
676 Richmond St W #106, Toronto,ON,M6J1C3,43.646269,-79.405919,"C$879,000",1 bd,1 ba,
80 North Dr, Toronto,ON,M9A4R2,43.678079,-79.501451,"C$8,500,000",3 bds,5 ba,
8 Eglinton Ave E #1910, Toronto,ON,M4P0C1,43.707141,-79.397703,"C$569,900",1 bd,1 ba,
2639 Lake Shore Blvd W, Toronto,ON,M8V1G5,43.603501,-79.492054,"C$5,600,000",7 bds,4 ba,
321 Concord Ave, Toronto,ON,M6H2P7,43.662575,-79.426988,"C$1,199,000",4 bds,2 ba,
11 Park Manor Dr, Toronto,ON,M9B5C1,43.650254,-79.557219,"C$1,699,900",4 bds,3 ba,
38 Dan Leckie Way #2209, Toronto,ON,M5V2V6,43.637492,-79.398104,"C$689,000",2 bds,1 ba,
65 Spring Garden Ave #1802, Toronto,ON,M2N6H9,43.764832,-79.409426,"C$1,498,000",2 bds,2 ba,
83 Anthony Rd, Toronto,ON,M3K1B5,43.72897,-79.465612,"C$2,400,000",4 bds,5 ba,
31 Russell Hill Rd, Toronto,ON,M4V2S9,43.681167,-79.402842,"C$11,500,000",7 bds,9 ba,
3 Pemberton Ave #2106, Toronto,ON,M2M4M1,43.780486,-79.413866,"C$559,000",1 bd,1 ba,
17 Regal Rd, Toronto,ON,M6H2J5,43.674962,-79.433701,"C$1,219,000",4 bds,2 ba,
60 Brian Harrison Way #302, Toronto,ON,M1P5J5,43.774024,-79.258007,"C$699,900",3 bds,2 ba,
399 Lake Promenade, Toronto,ON,M8W1C3,43.586922,-79.539539,"C$3,495,000",4 bds,3 ba,
141 Eastwood Ave, Toronto,ON,M1N3H4,43.694987,-79.269234,"C$799,900",3 bds,2 ba,
19 Western Battery Rd #1803, Toronto,ON,M6K3N9,43.63957,-79.411329,"C$659,900",2 bds,2 ba,
43 Rusholme Rd, Toronto,ON,M6J3H3,43.650755,-79.426961,"C$2,899,000",5 bds,4 ba,
6 Newmarket Ave, Toronto,ON,M4C1V7,43.689384,-79.307654,"C$999,000",2 bds,2 ba,
7 Ashley Park Rd, Toronto,ON,M9A4C9,43.662619,-79.516617,"C$9,495,000",7 bds,7 ba,
54 Judy Sgro Ave, Toronto,ON,M3L0E4,43.727778,-79.523194,"C$868,000",3 bds,3 ba,
50 Yorkville Ave #4403, Toronto,ON,M4W0A3,43.671667,-79.389667,"C$9,975,000",2 bds,3 ba,
100 Ardwold Gate, Toronto,ON,M5R2W2,43.680418,-79.409322,"C$11,288,000",5 bds,7 ba,
111 Knowles Dr, Toronto,ON,M1X1T4,43.825488,-79.213639,"C$1,179,000",4 bds,3 ba,
231 Falstaff Ave, Toronto,ON,M6L2G6,43.718179,-79.490279,"C$1,999,999",5 bds,5 ba,
50 Bruyeres Mews #718, Toronto,ON,M5V0H8,43.637658,-79.402351,"C$588,000",2 bds,1 ba,
48 Lockwood Rd, Toronto,ON,M4L3M8,43.669468,-79.310099,"C$1,529,000",4 bds,3 ba,
200 Manitoba St #210, Toronto,ON,M8Y3Y9,43.623676,-79.492078,"C$789,000",2 bds,2 ba,
1787 Saint Clair Ave W #917, Toronto,ON,M6N1H9,43.673553,-79.461868,"C$759,900",2 bds,2 ba,
84 Chad Cres, Toronto,ON,M1B2Z6,43.814889,-79.209796,"C$1,079,000",4 bds,3 ba,
176 Castlefield Ave, Toronto,ON,M4R1G7,43.710283,-79.40786,"C$1,719,000",4 bds,2 ba,
42 Fishleigh Dr, Toronto,ON,M1N1H2,43.700556,-79.248654,"C$2,699,900",6 bds,5 ba,
43 Florida Cres, Toronto,ON,M9M1P4,43.735016,-79.543367,"C$1,388,000",4 bds,3 ba,
34 Kippendavie Ave, Toronto,ON,M4L3R4,43.666604,-79.303104,"C$1,769,000",3 bds,2 ba,
203 Parkmount Rd, Toronto,ON,M4J4V5,43.682084,-79.32556,"C$799,000",4 bds,3 ba,
7 Doncaster Ave, Toronto,ON,M4C1Y4,43.690493,-79.308029,"C$1,389,000",3 bds,4 ba,
42 Charles St E #2810, Toronto,ON,M4Y0B7,43.669355,-79.384182,"C$649,000",1 bd,1 ba,
1659 Gerrard St E, Toronto,ON,M4L2A9,43.675632,-79.31876,C$1,8 bds,8 ba,
29 Tarsus Cres, Toronto,ON,M1C3W6,43.79372,-79.183513,"C$1,250,000",5 bds,4 ba,
101 Dunloe Rd, Toronto,ON,M5P2T7,43.696392,-79.413647,"C$13,990,000",5 bds,7 ba,
2 Bellefair Ave UNIT 306, Toronto,ON,M4L3T8,43.670263,-79.300053,"C$707,000",1 bd,1 ba,
225 Sumach St #2511, Toronto,ON,M5A0P8,43.661007,-79.360355,"C$749,900",2 bds,2 ba,
20 Edward St #1719, Toronto,ON,M5G0C5,43.657059,-79.382187,"C$579,000",1 bd,1 ba,
117 Omni Dr #15, Toronto,ON,M1P5A5,43.771256,-79.261225,"C$599,900",3 bds,3 ba,
8 Telegram Mews #622, Toronto,ON,M5V3Z5,43.640493,-79.394916,"C$499,000",2 bds,2 ba,
104 Albany Ave, Toronto,ON,M5R3C4,43.668716,-79.411569,"C$2,790,000",5 bds,4 ba,
4060 Lawrence Ave E #108, Toronto,ON,M1E4V4,43.766351,-79.197594,"C$483,900",3 bds,3 ba,
20 Blue Jays Way #1106, Toronto,ON,M5V3W6,43.643797,-79.391668,"C$850,000",3 bds,2 ba,
17 Zorra St #701, Toronto,ON,M8Z0C8,43.621292,-79.52083,"C$469,900",1 bd,1 ba,
897 Sheppard Ave W #202, Toronto,ON,M3H2T4,43.751649,-79.455201,"C$489,000",1 bd,1 ba,713 sqft
77 Charles St W #906, Toronto,ON,M5S0B2,43.667717,-79.390434,"C$2,999,000",2 bds,2 ba,
125 Alicewood Ct, Toronto,ON,M9V3Y1,43.730833,-79.596435,"C$899,999",4 bds,2 ba,940 sqft
300 Mill Rd #A31, Toronto,ON,M9C4W7,43.638084,-79.583984,"C$649,000",2 bds,2 ba,
40 Fern Ave, Toronto,ON,M6R1K1,43.646039,-79.441856,"C$1,799,000",4 bds,3 ba,
290 Adelaide St W #2405, Toronto,ON,M5V1N1,43.647816,-79.391122,"C$988,000",3 bds,2 ba,
78 Harrison Garden Blvd #2305, Toronto,ON,M2N7E2,43.756049,-79.407113,"C$978,000",3 bds,3 ba,
104 Natal Ave, Toronto,ON,M1N3V6,43.714075,-79.254723,"C$1,059,000",3 bds,2 ba,
214 Antibes Dr, Toronto,ON,M2R3H8,43.781975,-79.448556,"C$768,000",4 bds,3 ba,
503 Beecroft Rd #515, Toronto,ON,M2N0A2,43.778232,-79.417772,"C$648,800",2 bds,1 ba,
163 Brickworks Ln, Toronto,ON,M6N5H8,43.675475,-79.468816,"C$910,000",3 bds,4 ba,
56 Amiens Rd, Toronto,ON,M1E3S8,43.776434,-79.188258,"C$900,000",4 bds,2 ba,
50 Ordnance St #1703, Toronto,ON,M6K0C9,43.639789,-79.409842,"C$549,900",1 bd,1 ba,
140 Brookside Dr, Toronto,ON,M4E2M2,43.680619,-79.306407,"C$999,888",4 bds,3 ba,
130 River St #2806, Toronto,ON,M5A0R8,43.661484,-79.358579,"C$429,900",1 bd,2 ba,
2885 Bayview Ave UNIT 717, Toronto,ON,M2K0A3,43.768608,-79.388063,"C$689,000",2 bds,2 ba,
20 Gladstone Ave #417, Toronto,ON,M6J0E9,43.643481,-79.427721,"C$729,000",2 bds,2 ba,
570 Oriole Pkwy, Toronto,ON,M4R2C2,43.705679,-79.406974,"C$2,395,000",5 bds,4 ba,
23 Radwell Cres, Toronto,ON,M1V2J4,43.81922,-79.289585,"C$899,000",5 bds,4 ba,
1603 Eglinton Ave W #504, Toronto,ON,M6E0A1,43.697042,-79.443072,"C$768,000",3 bds,2 ba,
801 Midland Ave, Toronto,ON,M1K4E8,43.733573,-79.257355,C$1,4 bds,3 ba,
48 Gondola Cres, Toronto,ON,M1G2J3,43.767244,-79.209421,"C$899,000",4 bds,2 ba,
314 Rosemary Rd, Toronto,ON,M5P3E3,43.696839,-79.421627,"C$10,995,000",6 bds,9 ba,
18 Oaken Gtwy #18, North York,ON,M2P2A1,43.753729,-79.405545,"C$999,000",3 bds,2 ba,
88 Turtle Island Rd #5, Toronto,ON,M6A2M7,43.722474,-79.444115,"C$899,500",3 bds,3 ba,
2 Garden Cir, Toronto,ON,M4G2X8,43.694975,-79.375138,"C$2,150,000",4 bds,2 ba,
4978 Yonge St UNIT 1911, Toronto,ON,M2N7G8,43.76562,-79.412725,"C$529,900",1 bd,1 ba,
18 Earnbridge St, Toronto,ON,M6K1N3,43.643518,-79.432357,"C$1,999,999",4 bds,4 ba,"2,148 sqft"
73 Maclean Ave, Toronto,ON,M4E2Z8,43.670799,-79.290289,"C$2,349,000",5 bds,5 ba,
3 Biggar Ave, Toronto,ON,M6H2N5,43.678959,-79.433611,"C$1,795,000",5 bds,3 ba,
20 Fletcher Pl, Toronto,ON,M9R1K6,43.6912,-79.546078,"C$899,000",3 bds,2 ba,
20 Niagara St #PENTHOUSE 1, Toronto,ON,M5V3L8,43.642374,-79.400916,"C$6,298,800",2 bds,3 ba,"4,022 sqft"
474 Russell Hill Rd, Toronto,ON,M5P2S7,43.697789,-79.413426,"C$16,895,000",5 bds,6 ba,
1346 Danforth Rd #901, Toronto,ON,M1J0A9,43.743558,-79.244826,"C$475,000",2 bds,1 ba,
112 Laurel Ave, Toronto,ON,M1K3J9,43.72521,-79.258113,"C$829,900",4 bds,2 ba,
20 Joe Shuster Way #202, Toronto,ON,M6K0A3,43.640144,-79.423917,"C$399,000",1 bd,1 ba,
11 Kingsway Cres, Toronto,ON,M8X2P9,43.653748,-79.504572,"C$7,950,000",5 bds,7 ba,
270 Brighton Ave, Toronto,ON,M3H4E9,43.757593,-79.458141,"C$1,898,000",5 bds,3 ba,
38 S Kingslea Dr, Toronto,ON,M8Y2A4,43.641624,-79.496401,"C$5,000,000",5 bds,6 ba,
63 Ward St, Toronto,ON,M6H4A5,43.664115,-79.446402,"C$899,900",4 bds,2 ba,
816 Lansdowne Ave #1015, Toronto,ON,M6H4K6,43.665661,-79.447378,"C$580,000",1 bd,1 ba,
80 Chiswell Cres, Toronto,ON,M2N6E1,43.780901,-79.391894,"C$1,678,000",4 bds,4 ba,
6 Esterbrooke Ave #82, Toronto,ON,M2J2C2,43.779624,-79.352763,"C$579,000",2 bds,1 ba,
160 Howland Ave, Toronto,ON,M5R3B6,43.670989,-79.411014,"C$2,999,999",4 bds,4 ba,
58 Marine Parade Dr #1110, Toronto,ON,M8V4G1,43.627469,-79.477128,"C$1,110,000",3 bds,2 ba,"1,275 sqft"
223 Kennedy Rd, Toronto,ON,M1N3P4,43.706363,-79.257097,"C$699,900",4 bds,3 ba,
28A Wilberton Rd, Toronto,ON,M4V1Z3,43.694932,-79.401617,"C$3,848,000",5 bds,5 ba,
20 Stewart St #204, Toronto,ON,M5V1H6,43.643775,-79.400667,"C$595,900",1 bd,1 ba,
17 Maughan Cres, Toronto,ON,M4L3E4,43.670022,-79.316003,"C$1,749,000",3 bds,3 ba,
101 Clearbrooke Cir, Toronto,ON,M9W2E9,43.721799,-79.561522,"C$998,800",4 bds,3 ba,
85 The Bridle Path, Toronto,ON,M3C2P1,43.732687,-79.364782,"C$28,900,000",9 bds,11 ba,
85 Emmett Ave #1012, Toronto,ON,M6M5A2,43.686963,-79.50605,"C$499,999",4 bds,2 ba,
212 Saint Clair Ave W, Toronto,ON,M4V1R2,43.686366,-79.404449,C$1,6 bds,6 ba,
11 Thornwood Rd, Toronto,ON,M4W2R8,43.681926,-79.385029,"C$20,000,000",5 bds,8 ba,
10 Blakley Ave, Toronto,ON,M6N3Y5,43.671732,-79.481226,"C$548,000",3 bds,2 ba,
17 Strath Humber Ct, Toronto,ON,M9A4C8,43.661667,-79.515797,"C$2,289,000",6 bds,5 ba,
7 Appleby Ct, Toronto,ON,M9B5A1,43.654048,-79.549576,"C$16,900,000",7 bds,9 ba,
18 Munro Park Ave, Toronto,ON,M4E3M3,43.671794,-79.283123,"C$6,999,000",5 bds,5 ba,
7 Brimley Rd S #D78, Toronto,ON,M1M3W3,43.706276,-79.231863,"C$490,000",1 bd,2 ba,
20/22 Park Lane Cir,Toronto,ON,M3B1Z7,43.633001,-79.354953,"C$29,990,000",8bds,9ba,
19 Country Ln,Toronto,ON,M2L1E1,43.74036,-79.380766,"C$19,388,000",7bds,11ba,
88 Forest Heights Blvd,Toronto,ON,M2L2K8,43.760595,-79.378477,"C$29,800,000",8bds,11ba,
45 Park Lane Cir,Toronto,ON,M3C2N3,43.730085,-79.369058,"C$29,800,000",6bds,9ba,
27 South Dr,Toronto,ON,M4W1R2,43.677229,-79.382582,"C$20,800,000",6bds,9ba,
17 Ardwold Gate,Toronto,ON,M5R2W1,43.678881,-79.407258,"C$34,500,000",8bds,11ba,
36 Old Colony Rd,Toronto,ON,M2L2J8,43.758104,-79.382893,"C$6,380,000",4bds,4ba,
253 Dunvegan Rd,Toronto,ON,M5P2P5,43.699453,-79.414977,"C$9,885,000",7bds,9ba,
45 Bayview Rdg,Toronto,ON,M2L1E3,43.741938,-79.387871,"C$22,500,000",8bds,10ba,
112 Mason Blvd,Toronto,ON,M5M3E3,43.741214,-79.412096,"C$4,249,990",4bds,4ba,
220 Victoria St #806,Toronto,ON,M5B2R6,43.654877,-79.379218,"C$599,000",3bds,2ba,
27 Devondale Ave,Toronto,ON,M2R2C9,43.777838,-79.435334,"C$2,388,000",4bds,4ba,
45 Pegasus Trl,Toronto,ON,M1G3N6,43.780196,-79.221561,"C$1,188,000",7bds,4ba,
73 Fishleigh Dr,Toronto,ON,M1N1H3,43.701371,-79.245529,"C$2,580,000",5bds,2ba,
1 Lake Shore Dr,Toronto,ON,M8V1Y9,43.601114,-79.497504,"C$4,250,000",4bds,4ba,
12 Gradwell Dr,Toronto,ON,M1M2M9,43.71325,-79.235129,"C$2,750,000",5bds,4ba,
79 John St,Toronto,ON,M9N1J6,43.703998,-79.515164,"C$799,000",5bds,2ba,
20 Moccasin Trl,Toronto,ON,M3C1Y7,43.731688,-79.339069,"C$1,498,800",4bds,3ba,
55 Lynnhaven Rd,Toronto,ON,M6A2K7,43.721312,-79.439612,"C$3,269,999",6bds,7ba,
129 Clansman Blvd,Toronto,ON,M2H1Y3,43.802346,-79.361476,"C$1,399,900",4bds,4ba,
62 Portico Dr,Toronto,ON,M1G3R6,43.780543,-79.219347,"C$999,900",5bds,2ba,
579 Indian Rd,Toronto,ON,M6P2C3,43.65804,-79.456608,"C$2,999,999",9bds,5ba,
6 Elward Blvd,Toronto,ON,M1L3L2,43.691459,-79.281882,"C$569,900",3bds,2ba,
483 Dupont St #103,Toronto,ON,M6G1Y6,43.672797,-79.415295,"C$849,900",0bds,1ba,
55 Regency Sq,Toronto,ON,M1E1N4,43.752281,-79.194912,"C$1,299,000",5bds,2ba,
30 High Point Rd,Toronto,ON,M3C2R3,43.731817,-79.368833,"C$28,000,000",8bds,13ba,
200 Murison Blvd UNIT 67,Toronto,ON,M1B3R9,43.800088,-79.202935,"C$499,900",3bds,2ba,
10 Greenyards Dr,Toronto,ON,M2M2R6,43.79625,-79.40879,"C$1,799,000",5bds,3ba,
23 Elba Ave,Toronto,ON,M1L4E9,43.699375,-79.274278,"C$499,999",3bds,2ba,
24 Sophia Dr, Toronto,ON,M1H1Z4,43.762867,-79.227694,"C$799,000",3 bds,1 ba,
1 Strathgowan Ave #403, Toronto,ON,M4N0B3,43.718724,-79.400268,"C$1,700,000",2 bds,3 ba,
501 Adelaide St W #909, Toronto,ON,M5V0R3,43.645422,-79.401295,"C$539,900",1 bd,1 ba,
15 Helmsdale Cres, Toronto,ON,M9V3X8,43.747239,-79.603316,"C$1,199,900",7 bds,4 ba,
55 Deanscroft Sq, Toronto,ON,M1E4W8,43.764897,-79.176426,"C$875,000",4 bds,3 ba,
191 Parkmount Rd, Toronto,ON,M4J4V5,43.681804,-79.325548,"C$1,139,000",4 bds,4 ba,
21 Iceboat Ter PENTHOUSE 10, Toronto,ON,M5V4A9,43.640393,-79.397362,"C$2,950,000",4 bds,4 ba,
78 Carr St #TOWNHOUSE 32, Toronto,ON,M5T1B7,43.649695,-79.403974,"C$699,000",2 bds,2 ba,
650 Sheppard Ave E #215, Toronto,ON,M2K3E4,43.768577,-79.381429,"C$569,988",2 bds,1 ba,
1778 Dufferin St, Toronto,ON,M6E3P4,43.680272,-79.444278,"C$997,000",5 bds,4 ba,
33 Shore Breeze Dr E #1208, Toronto,ON,M8V0G1,43.623886,-79.479223,"C$685,000",2 bds,1 ba,
24 Coventry St, Toronto,ON,M1L0H1,43.692746,-79.276677,"C$929,900",3 bds,3 ba,
21 Groverdale Rd, Toronto,ON,M9C3M7,43.650171,-79.575026,"C$1,275,000",3 bds,2 ba,
80 Curzon St, Toronto,ON,M4M3B4,43.665284,-79.332659,"C$988,000",3 bds,2 ba,
8 Trent Ave #1205, Toronto,ON,M4C0A6,43.688207,-79.295862,"C$749,900",3 bds,2 ba,
65 Huntingdale Blvd UNIT 1507, Toronto,ON,M1W2P1,43.795184,-79.324378,"C$685,000",3 bds,2 ba,
198 Lawlor Ave, Toronto,ON,M4E3M1,43.685388,-79.290756,"C$1,324,900",4 bds,2 ba,
408 Browns Line S #312, Toronto,ON,M5W3T9,43.601697,-79.545232,"C$689,900",2 bds,2 ba,
1 King St W #1501, Toronto,ON,M5H1A1,43.648987,-79.37807,"C$399,900",2 bds,1 ba,
25 Clark St, Toronto,ON,M4M1M5,43.660183,-79.347772,"C$1,475,000",3 bds,3 ba,
64 Chandler Dr, Toronto,ON,M1G1Z3,43.765412,-79.220644,"C$899,000",5 bds,2 ba,
10 Capreol Ct #902, Toronto,ON,M5V4B3,43.640268,-79.396014,"C$599,000",2 bds,1 ba,
215 Mill Rd, Toronto,ON,M9C1Y1,43.633835,-79.57625,"C$1,479,000",4 bds,3 ba,
100 Rosethorn Ave, Toronto,ON,M6N3L1,43.679352,-79.463314,"C$1,250,000",3 bds,2 ba,
98 Spruce Hill Rd, Toronto,ON,M4E3G4,43.675156,-79.290203,"C$2,899,999",4 bds,4 ba,
63 Bannatyne Dr, Toronto,ON,M2L2P2,43.761125,-79.370406,"C$5,598,000",5 bds,7 ba,
533 Richmond St W PENTHOUSE 2, Toronto,ON,M5V3Y1,43.646874,-79.400841,"C$3,800,000",3 bds,3 ba,
8 Lee Centre Dr #702, Toronto,ON,M1H3H8,43.780823,-79.247602,"C$375,888",1 bd,1 ba,
30 Nelson St #PENTHOUSE 101, Toronto,ON,M5V0H5,43.649062,-79.388476,"C$3,950,000",3 bds,3 ba,
9 Overton Pl, Toronto,ON,M3B1H1,43.741095,-79.345984,"C$1,850,000",4 bds,4 ba,
1328 Birchmount Rd #PENTHOUSE 9, Toronto,ON,M1R0B6,43.748506,-79.286068,"C$698,000",3 bds,2 ba,"1,115 sqft"
717 Greenwood Ave, Toronto,ON,M4J4B6,43.683375,-79.332915,"C$1,029,000",3 bds,2 ba,
200 Woodbine Ave #601, Toronto,ON,M4L3P2,43.668935,-79.306142,"C$4,899,000",4 bds,5 ba,
8 Attila Ct, Toronto,ON,M9V4E5,43.736459,-79.597189,"C$949,900",4 bds,3 ba,
62 Kent Rd, Toronto,ON,M4L2X6,43.667307,-79.321014,"C$995,000",3 bds,2 ba,
200 Russell Hill Rd #502, Toronto,ON,M4V0B6,43.681737,-79.406631,"C$16,995,000",6 bds,7 ba,
45 Oldham Rd, Toronto,ON,M9A2B9,43.677488,-79.542254,"C$1,629,000",4 bds,3 ba,
29 Portico Dr, Toronto,ON,M1G3R5,43.779069,-79.22196,"C$1,249,999",7 bds,4 ba,
11 Brunel Ct #5005, Toronto,ON,M5V3Y3,43.639441,-79.393173,"C$570,000",1 bd,1 ba,
103 Old Colony Rd, Toronto,ON,M2L2K3,43.758834,-79.374583,"C$19,995,000",6 bds,11 ba,
175 Teddington Park Ave, Toronto,ON,M4N2C7,43.734233,-79.396869,"C$14,680,000",6 bds,9 ba,
6 Wyndcliff Cres, Toronto,ON,M4A2K1,43.735574,-79.318059,"C$1,429,900",4 bds,2 ba,
40 Sylvan Valleyway #523, Toronto,ON,M5M4M3,43.724203,-79.415282,"C$889,000",2 bds,2 ba,
167 Wineva Ave, Toronto,ON,M4E2T5,43.672156,-79.295951,"C$1,649,900",4 bds,4 ba,
10 Gateway Blvd #402, Toronto,ON,M3C3A1,43.709781,-79.332708,"C$499,000",2 bds,2 ba,
2200 Lake Shore Blvd W #818, Toronto,ON,M8V1A4,43.622743,-79.481934,"C$530,000",1 bd,1 ba,
8 Rosebank Dr #7H, Toronto,ON,M1B5Z3,43.791844,-79.237284,"C$528,000",2 bds,1 ba,
31 Antler St, Toronto,ON,M6P3R2,43.663867,-79.44993,"C$1,099,900",5 bds,2 ba,
799 Midland Ave, Toronto,ON,M1K4E8,43.733446,-79.25729,C$1,4 bds,3 ba,
130 Neptune Dr #607, Toronto,ON,M6A1X5,43.730295,-79.441115,"C$539,333",3 bds,2 ba,
557 Logan Ave, Toronto,ON,M4K3B6,43.669004,-79.345758,"C$799,000",3 bds,2 ba,
302 Richview Ave, Toronto,ON,M5P3G5,43.695952,-79.422548,"C$2,799,000",4 bds,5 ba,
1 Monarchdale Ave, Toronto,ON,M6M2S6,43.698966,-79.493874,"C$849,900",4 bds,3 ba,
5 Wray Ct, Toronto,ON,M9V4K4,43.755083,-79.593103,"C$799,990",4 bds,3 ba,
56 Branstone Rd, Toronto,ON,M6E4E4,43.692013,-79.453838,"C$1,150,000",3 bds,2 ba,
5 Mabelle Ave #2328, Toronto,ON,M9A0C8,43.646719,-79.525449,"C$749,000",3 bds,2 ba,
437 Westmount Ave, Toronto,ON,M6E3N4,43.686951,-79.445233,"C$799,000",4 bds,2 ba,
35 Kirkdene Dr, Toronto,ON,M1C3A5,43.793789,-79.141364,"C$1,246,000",4 bds,4 ba,
136 Collier St, Toronto,ON,M4W1M3,43.67275,-79.384146,"C$1,850,000",5 bds,3 ba,
130 Morningview Trl, Toronto,ON,M1B5L2,43.815394,-79.199609,"C$1,349,000",6 bds,4 ba,
2800 Warden Ave #1004, Toronto,ON,M1W3Z6,43.795721,-79.315724,"C$399,900",2 bds,2 ba,
4737 Jane St, Toronto,ON,M3N2K8,43.771431,-79.519798,"C$499,000",4 bds,2 ba,
28 Fishleigh Dr, Toronto,ON,M1N1G9,43.700665,-79.250643,"C$1,299,000",6 bds,4 ba,
4673 Jane St #318, Toronto,ON,M3N2L1,43.770357,-79.520128,"C$330,000",2 bds,1 ba,
850 Danforth Rd, Toronto,ON,M1K1H5,43.726901,-79.253184,"C$799,900",5 bds,2 ba,
303 Maria St, Toronto,ON,M6P1W6,43.666219,-79.482138,"C$799,000",2 bds,2 ba,
631 Richmond St W, Toronto,ON,M6J1C2,43.646133,-79.404423,"C$799,000",3 bds,1 ba,
90 Broadview Ave #526, Toronto,ON,M4M0A7,43.65794,-79.349786,"C$689,000",2 bds,1 ba,
18 Burnt Log Cres, Toronto,ON,M9C2J8,43.633137,-79.58094,"C$1,999,999",4 bds,3 ba,"3,180 sqft"
10 De Boers Dr #905, Toronto,ON,M3J0L6,43.752055,-79.464264,"C$499,000",2 bds,1 ba,
825 Adelaide St W, Toronto,ON,M6J1B5,43.643556,-79.410684,"C$1,599,000",3 bds,2 ba,
15 Edenbrook Hl, Toronto,ON,M9A3Z7,43.671624,-79.524004,"C$7,750,000",5 bds,7 ba,
10 Deerlick Ct #518, Toronto,ON,M3A0A7,43.759433,-79.332085,"C$599,990",2 bds,2 ba,
11 Wellesley St W #4711, Toronto,ON,M4Y0G4,43.664526,-79.385583,"C$714,900",1 bd,1 ba,
37 Saint Andrews Gdns, Toronto,ON,M4W2C9,43.685552,-79.374772,"C$6,495,000",6 bds,5 ba,
8 Colborne St #PENTHOUSE 2701, Toronto,ON,M5E1E1,43.648745,-79.377021,"C$3,495,000",5 bds,4 ba,
102 Pennyhill Dr, Toronto,ON,M1B4K7,43.813775,-79.216708,"C$749,900",3 bds,3 ba,"1,280 sqft"
333 Brighton Ave, Toronto,ON,M3H4G4,43.756128,-79.462889,"C$3,438,000",6 bds,7 ba,
20 Blue Jays Way #319, Toronto,ON,M5V3W6,43.643797,-79.391668,"C$639,000",1 bd,1 ba,
2737 Keele St #821, Toronto,ON,M3M2E9,43.725799,-79.480604,"C$299,990",Studio,1 ba,
24 Masseygrove Cres, Toronto,ON,M9V3C9,43.736326,-79.584228,"C$899,999",6 bds,3 ba,
1 De Vere Gdns, Toronto,ON,M5M3E4,43.736381,-79.407697,"C$4,995,000",5 bds,6 ba,
36 Astley Ave, Toronto,ON,M4W3B4,43.688906,-79.369921,"C$3,499,000",5 bds,6 ba,
222 The Esplanade #713, Toronto,ON,M5A4M8,43.649611,-79.365545,"C$449,900",2 bds,1 ba,
629 King St W #1307, Toronto,ON,M5V0G9,43.643972,-79.401585,"C$399,880",1 bd,1 ba,
228 Westview Blvd, Toronto,ON,M4B3J5,43.71338,-79.305617,"C$998,000",3 bds,2 ba,
357 King St W #1601, Toronto,ON,M5V0S7,43.645835,-79.392529,"C$399,000",1 bd,1 ba,
55 Hambly Ave, Toronto,ON,M4E2R5,43.673307,-79.297707,"C$3,299,900",4 bds,4 ba,
74 Connolly St, Toronto,ON,M6N5G3,43.671959,-79.455369,"C$498,800",2 bds,1 ba,
17A S Woodrow Blvd, Toronto,ON,M1N3L5,43.699423,-79.260028,"C$1,269,000",4 bds,2 ba,
23 Dewbourne Ave, Toronto,ON,M5P1Z5,43.699157,-79.423254,"C$5,995,000",8 bds,8 ba,
271 Victoria Park Ave, Toronto,ON,M4E3S6,43.683316,-79.284726,"C$600,000",1 bd,1 ba,
2A Battenberg Ave, Toronto,ON,M4L1J8,43.667336,-79.316773,"C$695,000",2 bds,1 ba,
235 Sherway Gardens Rd #2010, Toronto,ON,M9C0A2,43.609301,-79.559016,"C$650,000",2 bds,2 ba,
14 Pinegrove Ave, Toronto,ON,M1N2G4,43.698491,-79.263913,"C$799,000",4 bds,2 ba,
180 Patricia Ave, Toronto,ON,M2M1J5,43.788611,-79.426393,"C$1,088,000",4 bds,3 ba,
1815 Yonge St #1801, Toronto,ON,M4T2A4,43.695918,-79.395842,"C$849,000",2 bds,1 ba,
740 Eglinton Ave W #301, Toronto,ON,M5N1C4,43.702079,-79.421814,"C$499,000",2 bds,1 ba,
114 Saskatoon Dr, Toronto,ON,M9P2G4,43.69309,-79.544397,"C$1,549,900",6 bds,4 ba,
353 Driftwood Ave #2, Toronto,ON,M3N2P2,43.768082,-79.512841,"C$535,000",5 bds,3 ba,
181 Dundas St E UNIT 3811, Toronto,ON,M5A0N5,43.656969,-79.374122,"C$699,000",2 bds,1 ba,
59 Annie Craig Dr #3604, Toronto,ON,M8V0C4,43.624949,-79.478244,"C$1,336,000",3 bds,3 ba,
