OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
455,GO-20202150331,2020,11/11/2020 5:00:00 AM,1400,2020,11/12/2020 5:00:00 AM,2000,D55,Streets/Roadways/Highway,NO,NO,,,,,2SLGBTQ+,,NO,Criminal Harassment,069,Blake-Jones (69),069,Blake-Jones (69),NO
456,GO-20202140674,2020,11/11/2020 5:00:00 AM,1200,2020,11/11/2020 5:00:00 AM,1239,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
457,GO-20202146918,2020,11/12/2020 5:00:00 AM,836,2020,11/12/2020 5:00:00 AM,1212,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,White,,,,,,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES
458,GO-20202160722,2020,11/14/2020 5:00:00 AM,1120,2020,11/14/2020 5:00:00 AM,1129,NSA,Streets/Roadways/Highway,NO,NO,,,,Catholic,,,NO,Assault,NSA,NSA,NSA,NSA,NO
459,GO-20202185440,2020,11/16/2020 5:00:00 AM,1415,2020,11/18/2020 5:00:00 AM,817,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO
460,GO-20202257681,2020,11/23/2020 5:00:00 AM,1955,2020,11/29/2020 5:00:00 AM,1949,D55,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,NO,Assault,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),YES
461,GO-20202230383,2020,11/25/2020 5:00:00 AM,658,2020,11/25/2020 5:00:00 AM,855,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
462,GO-20202231230,2020,11/25/2020 5:00:00 AM,930,2020,11/25/2020 5:00:00 AM,1021,D51,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Assault Peace Officer,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
463,GO-20202249100,2020,11/27/2020 5:00:00 AM,1430,2020,11/27/2020 5:00:00 AM,2345,D43,Public Transportation,NO,NO,,,,Muslim,,,NO,Assault,123,Cliffcrest (123),123,Cliffcrest (123),NO
464,GO-20202253077,2020,11/28/2020 5:00:00 AM,1150,2020,11/28/2020 5:00:00 AM,1156,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),NO
465,GO-20202271709,2020,12/1/2020 5:00:00 AM,1602,2020,12/1/2020 5:00:00 AM,1602,D14,Streets/Roadways/Highway,NO,NO,,African,,,,,NO,Assault With a Weapon,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES
466,GO-20202298052,2020,12/4/2020 5:00:00 AM,2200,2020,12/5/2020 5:00:00 AM,1547,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),YES
467,GO-20202310385,2020,12/7/2020 5:00:00 AM,1330,2020,12/7/2020 5:00:00 AM,1640,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),NO
468,GO-20202322665,2020,12/8/2020 5:00:00 AM,1430,2020,12/9/2020 5:00:00 AM,1402,D55,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
469,GO-20202334437,2020,12/11/2020 5:00:00 AM,1018,2020,12/11/2020 5:00:00 AM,1018,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,NO,Uttering Threats - Bodily Harm,073,Moss Park (73),073,Moss Park (73),YES
470,GO-20202352313,2020,12/13/2020 5:00:00 AM,2157,2020,12/14/2020 5:00:00 AM,1414,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),YES
471,GO-20202379836,2020,12/17/2020 5:00:00 AM,1940,2020,12/18/2020 5:00:00 AM,1315,D31,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,NO,Harassing Communications,155,Downsview (155),026,Downsview-Roding-CFB (26),NO
472,GO-20202381048,2020,12/18/2020 5:00:00 AM,1400,2020,12/18/2020 5:00:00 AM,1819,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
473,GO-20202403949,2020,12/19/2020 5:00:00 AM,1200,2020,12/22/2020 5:00:00 AM,1407,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,162,West Queen West (162),082,Niagara (82),NO
474,GO-20202407120,2020,12/21/2020 5:00:00 AM,2330,2020,12/22/2020 5:00:00 AM,2110,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
475,GO-20202405430,2020,12/22/2020 5:00:00 AM,1617,2020,12/22/2020 5:00:00 AM,1634,D33,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
476,GO-20202436524,2020,12/22/2020 5:00:00 AM,800,2020,12/28/2020 5:00:00 AM,1433,D51,Other Commercial / Corporate Places ,NO,NO,,,,Muslim,,,NO,Uttering Threats - Bodily Harm,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
477,GO-20202408902,2020,12/23/2020 5:00:00 AM,0,2020,12/23/2020 5:00:00 AM,1053,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",095,Annex (95),095,Annex (95),YES
478,GO-20202416423,2020,12/23/2020 5:00:00 AM,2100,2020,12/24/2020 5:00:00 AM,1255,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Interfere With Property,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
479,GO-2021106655,2021,1/1/2021 5:00:00 AM,0,2021,1/17/2021 5:00:00 AM,2304,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,White,,,,2SLGBTQ+,,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
480,GO-20212107726,2021,1/1/2021 5:00:00 AM,1200,2021,11/2/2021 5:00:00 AM,830,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,136,West Hill (136),136,West Hill (136),NO
481,GO-20218566,2021,1/2/2021 5:00:00 AM,1530,2021,1/2/2021 5:00:00 AM,1747,D53,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,NO,Mischief Under $5000,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO
482,GO-202125497,2021,1/4/2021 5:00:00 AM,800,2021,1/5/2021 5:00:00 AM,1334,D32,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,NO,Disturbing Religious Worship Or Certain Meetings,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
483,GO-202173071,2021,1/12/2021 5:00:00 AM,1717,2021,1/12/2021 5:00:00 AM,1717,D13,Streets/Roadways/Highway,NO,NO,White,,,,,,NO,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),NO
484,GO-202180953,2021,1/13/2021 5:00:00 AM,2016,2021,1/13/2021 5:00:00 AM,2016,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault,148,East L'Amoreaux (148),117,L'Amoreaux (117),NO
485,GO-2021106201,2021,1/17/2021 5:00:00 AM,1752,2021,1/17/2021 5:00:00 AM,1933,D51,NA,NO,NO,Black,,,,,,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
486,GO-2021138201,2021,1/22/2021 5:00:00 AM,1245,2021,1/22/2021 5:00:00 AM,1632,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),NO
487,GO-2021167353,2021,1/24/2021 5:00:00 AM,1655,2021,1/27/2021 5:00:00 AM,757,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Catholic,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
488,GO-2021170495,2021,1/26/2021 5:00:00 AM,1900,2021,1/27/2021 5:00:00 AM,1800,D51,Streets/Roadways/Highway,NO,NO,Other race not mentioned,,,,,,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO
489,GO-2021168331,2021,1/27/2021 5:00:00 AM,1039,2021,1/27/2021 5:00:00 AM,1039,D51,Other Commercial / Corporate Places ,NO,NO,,Indian,,,,,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
490,GO-2021175910,2021,1/28/2021 5:00:00 AM,1217,2021,1/28/2021 5:00:00 AM,1217,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,2SLGBTQ+,,YES,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
491,GO-2021176294,2021,1/28/2021 5:00:00 AM,950,2021,1/28/2021 5:00:00 AM,1353,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,NO,Other Criminal Code Offence Not Listed,037,Willowdale West (37),037,Willowdale West (37),NO
492,GO-2021176592,2021,1/28/2021 5:00:00 AM,1330,2021,1/28/2021 5:00:00 AM,1449,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,135,Morningside (135),135,Morningside (135),NO
493,GO-2021208943,2021,2/2/2021 5:00:00 AM,200,2021,2/2/2021 5:00:00 AM,1501,D52,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
494,GO-2021298910,2021,2/6/2021 5:00:00 AM,1400,2021,2/16/2021 5:00:00 AM,1237,D55,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,,,,,,NO,Disturbing Religious Worship Or Certain Meetings,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),NO
495,GO-2021261871,2021,2/10/2021 5:00:00 AM,1345,2021,2/10/2021 5:00:00 AM,1442,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO
496,GO-2021293547,2021,2/15/2021 5:00:00 AM,1444,2021,2/15/2021 5:00:00 AM,1444,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,150,Fenside-Parkwoods (150),045,Parkwoods-Donalda (45),NO
497,GO-2021349922,2021,2/16/2021 5:00:00 AM,1200,2021,2/24/2021 5:00:00 AM,1133,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
498,GO-2021306505,2021,2/16/2021 5:00:00 AM,1444,2021,2/17/2021 5:00:00 AM,1445,D43,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,,,,,,NO,Uttering Threats - Bodily Harm,135,Morningside (135),135,Morningside (135),YES
499,GO-2021296866,2021,2/16/2021 5:00:00 AM,528,2021,2/16/2021 5:00:00 AM,528,D43,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,,,,,,NO,Uttering Threats - Bodily Harm,139,Scarborough Village (139),139,Scarborough Village (139),YES
500,GO-2021330327,2021,2/20/2021 5:00:00 AM,1600,2021,2/21/2021 5:00:00 AM,1056,D22,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,NO,Mischief Under $5000,158,Islington (158),014,Islington-City Centre West (14),NO
501,GO-2021336476,2021,2/22/2021 5:00:00 AM,1135,2021,2/22/2021 5:00:00 AM,1245,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Gay,,NO,Uttering Threats - Bodily Harm,037,Willowdale West (37),037,Willowdale West (37),YES
502,GO-2021356262,2021,2/23/2021 5:00:00 AM,825,2021,2/25/2021 5:00:00 AM,1027,D51,Public Transportation,NO,NO,Black,,,,,,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO
503,GO-2021348769,2021,2/24/2021 5:00:00 AM,820,2021,2/24/2021 5:00:00 AM,834,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault With a Weapon,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),NO
504,GO-2021359774,2021,2/25/2021 5:00:00 AM,645,2021,2/25/2021 5:00:00 AM,1949,D32,Other Commercial / Corporate Places ,NO,NO,East/Southeast Asian,,,,,,NO,Uttering Threats - Bodily Harm,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
505,GO-2021363989,2021,2/26/2021 5:00:00 AM,845,2021,2/27/2021 5:00:00 AM,150,D12,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,NO,Assault,028,Rustic (28),028,Rustic (28),YES
506,GO-2021373346,2021,2/27/2021 5:00:00 AM,2112,2021,2/27/2021 5:00:00 AM,2112,D51,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,NO,Assault With a Weapon,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES
507,GO-2021377606,2021,2/28/2021 5:00:00 AM,1512,2021,2/28/2021 5:00:00 AM,1542,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault,116,Steeles (116),116,Steeles (116),NO
508,GO-20211555000,2021,3/1/2021 5:00:00 AM,1800,2021,8/18/2021 5:00:00 AM,2138,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,Transgender Woman (Identifies As Woman),YES,Uttering Threats - Bodily Harm,095,Annex (95),095,Annex (95),YES
509,GO-2021501349,2021,3/1/2021 5:00:00 AM,1,2021,3/18/2021 5:00:00 AM,1649,D23,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
510,GO-2021394695,2021,3/2/2021 5:00:00 AM,2200,2021,3/3/2021 5:00:00 AM,630,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,043,Victoria Village (43),043,Victoria Village (43),NO
511,GO-2021398901,2021,3/2/2021 5:00:00 AM,1542,2021,3/3/2021 5:00:00 AM,1714,D23,Streets/Roadways/Highway,NO,NO,Black,,,,,,NO,Uttering Threats - Bodily Harm,008,Humber Heights-Westmount (8),008,Humber Heights-Westmount (8),NO
512,GO-2021431308,2021,3/7/2021 5:00:00 AM,154,2021,3/8/2021 5:00:00 AM,1455,D55,Public Transportation,NO,NO,,,,Muslim,,,NO,Mischief Under $5000,069,Blake-Jones (69),069,Blake-Jones (69),NO
513,GO-2021430023,2021,3/8/2021 5:00:00 AM,1143,2021,3/8/2021 5:00:00 AM,1143,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
514,GO-2021443523,2021,3/10/2021 5:00:00 AM,840,2021,3/10/2021 5:00:00 AM,840,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,NO,Mischief Under $5000,018,New Toronto (18),018,New Toronto (18),NO
515,GO-2021450409,2021,3/10/2021 5:00:00 AM,1000,2021,3/11/2021 5:00:00 AM,759,D53,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,NO,Mischief Interfere With Property,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES
516,GO-2021451622,2021,3/11/2021 5:00:00 AM,1106,2021,3/11/2021 5:00:00 AM,1106,D42,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,NO,Assault,145,Malvern West (145),132,Malvern (132),YES
517,GO-2021461591,2021,3/12/2021 5:00:00 AM,1000,2021,3/12/2021 5:00:00 AM,1822,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
518,GO-2021462708,2021,3/13/2021 5:00:00 AM,923,2021,3/13/2021 5:00:00 AM,923,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,Iranian,,,,,NO,Harassing Communications,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
519,GO-2021475428,2021,3/14/2021 5:00:00 AM,2211,2021,3/15/2021 5:00:00 AM,1314,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
520,GO-2021472715,2021,3/14/2021 5:00:00 AM,1417,2021,3/14/2021 5:00:00 AM,1417,D32,Public Transportation,NO,NO,,,,Jewish,,,NO,Mischief Interfere With Property,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
521,GO-2021486994,2021,3/15/2021 5:00:00 AM,700,2021,3/17/2021 5:00:00 AM,1525,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,YES,,,,,2SLGBTQ+,,YES,Mischief Under $5000,033,Clanton Park (33),033,Clanton Park (33),NO
522,GO-2021502130,2021,3/18/2021 5:00:00 AM,2003,2021,3/18/2021 5:00:00 AM,2248,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,2SLGBTQ+,,YES,Wilful Promotion of Hatred,066,Danforth (66),066,Danforth (66),NO
523,GO-2021557630,2021,3/19/2021 5:00:00 AM,1718,2021,3/26/2021 5:00:00 AM,1926,D12,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),YES
524,GO-2021663948,2021,3/20/2021 5:00:00 AM,1420,2021,4/13/2021 5:00:00 AM,51,D11,Public Transportation,NO,NO,East/Southeast Asian,,,,,,NO,Assault,171,Junction-Wallace Emerson (171),093,Dovercourt-Wallace Emerson-Junction (93),YES
525,GO-2021522157,2021,3/20/2021 5:00:00 AM,30,2021,3/22/2021 5:00:00 AM,213,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
526,GO-2021530017,2021,3/22/2021 5:00:00 AM,1600,2021,3/22/2021 5:00:00 AM,2004,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,Woman,YES,Uttering Threats - Bodily Harm,163,Fort York-Liberty Village (163),082,Niagara (82),NO
527,GO-2021530321,2021,3/22/2021 5:00:00 AM,2045,2021,3/22/2021 5:00:00 AM,2227,D42,Public Transportation,NO,NO,East/Southeast Asian,,,,,,NO,Mischief Under $5000,130,Milliken (130),130,Milliken (130),NO
528,GO-2021536170,2021,3/23/2021 5:00:00 AM,1657,2021,3/23/2021 5:00:00 AM,1657,D51,NA,NO,NO,East/Southeast Asian,,,,,,NO,Mischief Under $5000,073,Moss Park (73),073,Moss Park (73),NO
529,GO-2021536282,2021,3/23/2021 5:00:00 AM,1713,2021,3/23/2021 5:00:00 AM,1713,D43,"Open Area, Park or Parking Lot",NO,NO,,,,,Gay,,NO,Uttering Threats - Bodily Harm,142,Woburn North (142),137,Woburn (137),NO
530,GO-2021549299,2021,3/25/2021 5:00:00 AM,1414,2021,3/25/2021 5:00:00 AM,2043,D42,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,NO,Mischief Under $5000,130,Milliken (130),130,Milliken (130),NO
531,GO-2021548716,2021,3/25/2021 5:00:00 AM,1242,2021,3/25/2021 5:00:00 AM,1400,D32,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
532,GO-2021548577,2021,3/25/2021 5:00:00 AM,830,2021,3/25/2021 5:00:00 AM,1441,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,East/Southeast Asian,,,,,,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
533,GO-2021548532,2021,3/25/2021 5:00:00 AM,1215,2021,3/25/2021 5:00:00 AM,1215,D14,Public Transportation,NO,NO,East/Southeast Asian,,,,,,NO,Uttering Threats - Bodily Harm,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
534,GO-2021547990,2021,3/25/2021 5:00:00 AM,1045,2021,3/25/2021 5:00:00 AM,1052,D13,NA,NO,NO,,Indian,,,,,NO,Criminal Harassment,094,Wychwood (94),094,Wychwood (94),NO
535,GO-2021552518,2021,3/25/2021 5:00:00 AM,2253,2021,3/25/2021 5:00:00 AM,2253,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
536,GO-2021563236,2021,3/26/2021 5:00:00 AM,1700,2021,3/27/2021 5:00:00 AM,1431,D42,"Open Area, Park or Parking Lot",NO,NO,"Black, East/Southeast Asian",,,,,,YES,Mischief Under $5000,129,Agincourt North (129),129,Agincourt North (129),NO
537,GO-2021606576,2021,3/26/2021 5:00:00 AM,1,2021,4/2/2021 5:00:00 AM,2043,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Muslim,,,NO,Sexual Assault,027,York University Heights (27),027,York University Heights (27),NO
538,GO-2021570861,2021,3/27/2021 5:00:00 AM,1911,2021,3/28/2021 5:00:00 AM,1911,D22,Public Transportation,NO,NO,"East/Southeast Asian, South Asian, Black",,,,,,YES,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
539,GO-2021574723,2021,3/29/2021 5:00:00 AM,1124,2021,3/29/2021 5:00:00 AM,1124,D42,Streets/Roadways/Highway,NO,NO,,African,,Muslim,,,YES,Assault,144,Morningside Heights (144),131,Rouge (131),YES
540,GO-2021582585,2021,3/30/2021 5:00:00 AM,1318,2021,3/30/2021 5:00:00 AM,1318,D22,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),YES
541,GO-2021581081,2021,3/30/2021 5:00:00 AM,930,2021,3/30/2021 5:00:00 AM,953,D33,"Open Area, Park or Parking Lot",NO,NO,,,,Muslim,,,NO,Assault,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
542,GO-2021590369,2021,3/31/2021 5:00:00 AM,1408,2021,3/31/2021 5:00:00 AM,1408,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Uttering Threats - Bodily Harm,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),YES
543,GO-2021586684,2021,3/31/2021 5:00:00 AM,35,2021,3/31/2021 5:00:00 AM,40,D43,Public Transportation,NO,NO,Black,,,,,Transgender,YES,Mischief Under $5000,136,West Hill (136),136,West Hill (136),YES
544,GO-2021589948,2021,3/31/2021 5:00:00 AM,1245,2021,3/31/2021 5:00:00 AM,1308,D14,Business/Retail,NO,NO,East/Southeast Asian,,,,,,NO,Uttering Threats - Bodily Harm,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
545,GO-2021598122,2021,4/1/2021 5:00:00 AM,1420,2021,4/1/2021 5:00:00 AM,2039,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,South Asian,,,,,,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO
546,GO-2021600062,2021,4/1/2021 5:00:00 AM,1949,2021,4/1/2021 5:00:00 AM,1949,D41,Public Transportation,NO,NO,,Filipino,,,,,NO,Assault,126,Dorset Park (126),126,Dorset Park (126),YES
547,GO-2021621742,2021,4/3/2021 5:00:00 AM,1730,2021,4/5/2021 5:00:00 AM,1434,D51,"Open Area, Park or Parking Lot",NO,NO,Black,,,Jewish,,Woman,YES,Mischief Interfere With Property,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
548,GO-2021624083,2021,4/5/2021 5:00:00 AM,1750,2021,4/5/2021 5:00:00 AM,1750,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
549,GO-2021627164,2021,4/6/2021 5:00:00 AM,757,2021,4/6/2021 5:00:00 AM,757,D13,"Open Area, Park or Parking Lot",NO,NO,,,,,,Woman,NO,Mischief Under $5000,101,Forest Hill South (101),101,Forest Hill South (101),NO
