OBJECTID,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
352,GO-20201178509,2020,6/26/2020 5:00:00 AM,1640,2020,6/26/2020 5:00:00 AM,1749,D55,Public Transportation,NO,NO,Black,,,,,,NO,Criminal Harassment,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES
353,GO-20201190704,2020,6/28/2020 5:00:00 AM,1500,2020,6/28/2020 5:00:00 AM,1509,D22,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO
354,GO-20201189370,2020,6/28/2020 5:00:00 AM,13,2020,6/28/2020 5:00:00 AM,1438,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO
355,GO-20201187441,2020,6/28/2020 5:00:00 AM,25,2020,6/28/2020 5:00:00 AM,32,D55,Public Transportation,NO,NO,White,,,,,,NO,Assault,068,North Riverdale (68),068,North Riverdale (68),YES
356,GO-20201203559,2020,6/28/2020 5:00:00 AM,1400,2020,6/30/2020 5:00:00 AM,1213,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Other Christian Religion,,,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
357,GO-20201206515,2020,6/30/2020 5:00:00 AM,1800,2020,6/30/2020 5:00:00 AM,1802,D51,Streets/Roadways/Highway,NO,NO,,Indian,,,,,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES
358,GO-20201222033,2020,7/2/2020 5:00:00 AM,2102,2020,7/2/2020 5:00:00 AM,2102,D52,"Open Area, Park or Parking Lot",NO,NO,White,,,,,,NO,Assault With a Weapon,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES
359,GO-20201229350,2020,7/3/2020 5:00:00 AM,2012,2020,7/3/2020 5:00:00 AM,2012,D52,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),YES
360,GO-20201249453,2020,7/6/2020 5:00:00 AM,1730,2020,7/6/2020 5:00:00 AM,1956,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,NO,Criminal Harassment,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
361,GO-20201246626,2020,7/6/2020 5:00:00 AM,300,2020,7/6/2020 5:00:00 AM,1231,D32,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,NO,Uttering Threats - Bodily Harm,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
362,GO-20201277326,2020,7/10/2020 5:00:00 AM,1000,2020,7/10/2020 5:00:00 AM,1203,D52,Other Commercial / Corporate Places ,NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
363,GO-20201324981,2020,7/16/2020 5:00:00 AM,1900,2020,7/17/2020 5:00:00 AM,847,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,Chinese,,Jewish,,,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO
364,GO-20201324562,2020,7/17/2020 5:00:00 AM,720,2020,7/17/2020 5:00:00 AM,720,D14,Public Transportation,NO,NO,Black,,,,,,NO,Assault,095,Annex (95),095,Annex (95),YES
365,GO-20201325599,2020,7/17/2020 5:00:00 AM,930,2020,7/17/2020 5:00:00 AM,1146,D42,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO
366,GO-20201337494,2020,7/18/2020 5:00:00 AM,2045,2020,7/18/2020 5:00:00 AM,2248,D42,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,,,,,,NO,Assault,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO
367,GO-20201341509,2020,7/19/2020 5:00:00 AM,1327,2020,7/19/2020 5:00:00 AM,1603,D52,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
368,GO-20201348464,2020,7/20/2020 5:00:00 AM,1320,2020,7/20/2020 5:00:00 AM,1550,D55,Public Transportation,NO,NO,,,,,Gay,,NO,Uttering Threats - Bodily Harm,063,The Beaches (63),063,The Beaches (63),NO
369,GO-20201366127,2020,7/22/2020 5:00:00 AM,2223,2020,7/22/2020 5:00:00 AM,2223,D41,Public Transportation,NO,NO,,Indian,,,,,NO,Assault,124,Kennedy Park (124),124,Kennedy Park (124),YES
370,GO-20201362209,2020,7/22/2020 5:00:00 AM,900,2020,7/22/2020 5:00:00 AM,1130,D22,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,NO,Wilful Promotion of Hatred,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
371,GO-20201395720,2020,7/23/2020 5:00:00 AM,1140,2020,7/27/2020 5:00:00 AM,821,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,NO,Harassing Communications,027,York University Heights (27),027,York University Heights (27),NO
372,GO-20201370673,2020,7/23/2020 5:00:00 AM,1440,2020,7/23/2020 5:00:00 AM,1534,D11,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,NO,Disturbing Religious Worship Or Certain Meetings,088,High Park North (88),088,High Park North (88),NO
373,GO-20201472966,2020,7/27/2020 5:00:00 AM,1950,2020,8/7/2020 5:00:00 AM,925,D53,Public Transportation,NO,NO,White,,,,,,NO,Assault With a Weapon,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
374,GO-20201422468,2020,7/30/2020 5:00:00 AM,2150,2020,7/30/2020 5:00:00 AM,2258,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
375,GO-20201447775,2020,7/30/2020 5:00:00 AM,2200,2020,8/3/2020 5:00:00 AM,1904,D22,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,161,Humber Bay Shores (161),017,Mimico (includes Humber Bay Shores) (17),NO
376,GO-20201426860,2020,7/31/2020 5:00:00 AM,1300,2020,7/31/2020 5:00:00 AM,1911,D51,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),NO,Criminal Harassment,074,North St.James Town (74),074,North St.James Town (74),NO
377,GO-20201438881,2020,7/31/2020 5:00:00 AM,1306,2020,8/2/2020 5:00:00 AM,823,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,NO,Uttering Threats - Property,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
378,GO-20201623706,2020,8/1/2020 5:00:00 AM,0,2020,8/28/2020 5:00:00 AM,1617,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO
379,GO-20201565183,2020,8/6/2020 5:00:00 AM,1200,2020,8/20/2020 5:00:00 AM,1052,D31,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),NO
380,GO-20201474847,2020,8/7/2020 5:00:00 AM,1408,2020,8/7/2020 5:00:00 AM,1553,D52,Business/Retail,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
381,GO-20201514928,2020,8/11/2020 5:00:00 AM,800,2020,8/13/2020 5:00:00 AM,902,D32,"Open Area, Park or Parking Lot",NO,NO,,,,Jewish,,,NO,Mischief Over $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
382,GO-20201523993,2020,8/11/2020 5:00:00 AM,1230,2020,8/14/2020 5:00:00 AM,1430,D52,Other Commercial / Corporate Places ,NO,NO,"Black, South Asian",,,,,,YES,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
383,GO-20201507570,2020,8/12/2020 5:00:00 AM,820,2020,8/12/2020 5:00:00 AM,820,D55,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO
384,GO-20201522469,2020,8/12/2020 5:00:00 AM,1250,2020,8/14/2020 5:00:00 AM,1001,D31,Public Transportation,NO,NO,South Asian,,,,,,NO,Uttering Threats - Bodily Harm,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
385,GO-20201523463,2020,8/13/2020 5:00:00 AM,2000,2020,8/14/2020 5:00:00 AM,1226,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,Chinese,,,,,NO,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
386,GO-20201522205,2020,8/13/2020 5:00:00 AM,1700,2020,8/14/2020 5:00:00 AM,900,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,NO,Mischief To Data,155,Downsview (155),026,Downsview-Roding-CFB (26),NO
387,GO-20201530526,2020,8/15/2020 5:00:00 AM,1130,2020,8/15/2020 5:00:00 AM,1130,D51,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,2SLGBTQ+,,YES,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
388,GO-20201536968,2020,8/16/2020 5:00:00 AM,1005,2020,8/16/2020 5:00:00 AM,1006,D22,Streets/Roadways/Highway,NO,NO,,Other Ethnicity not mentioned,,,,,NO,Assault,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),YES
389,GO-20201565625,2020,8/18/2020 5:00:00 AM,1630,2020,8/20/2020 5:00:00 AM,1353,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
390,GO-20201562720,2020,8/19/2020 5:00:00 AM,1100,2020,8/20/2020 5:00:00 AM,1020,D31,Streets/Roadways/Highway,NO,NO,,,,Muslim,,,NO,Uttering Threats - Bodily Harm,027,York University Heights (27),027,York University Heights (27),NO
391,GO-20201567160,2020,8/20/2020 5:00:00 AM,1600,2020,8/21/2020 5:00:00 AM,816,D51,"Open Area, Park or Parking Lot",NO,NO,,Israeli,,,,,NO,Mischief Under $5000,070,South Riverdale (70),070,South Riverdale (70),NO
392,GO-20201590479,2020,8/23/2020 5:00:00 AM,2100,2020,8/23/2020 5:00:00 AM,2315,D52,Public Transportation,NO,NO,,,Hindi,,,,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),YES
393,GO-20201593152,2020,8/24/2020 5:00:00 AM,1103,2020,8/24/2020 5:00:00 AM,1103,D23,Public Transportation,NO,NO,Black,,,,,,NO,Mischief Under $5000,001,West Humber-Clairville (1),001,West Humber-Clairville (1),NO
394,GO-20201595949,2020,8/24/2020 5:00:00 AM,1230,2020,8/24/2020 5:00:00 AM,1858,D22,Streets/Roadways/Highway,NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO
395,GO-20201597769,2020,8/24/2020 5:00:00 AM,2230,2020,8/24/2020 5:00:00 AM,2236,D12,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Gay,,NO,Mischief Under $5000,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),NO
396,GO-20201602749,2020,8/25/2020 5:00:00 AM,1611,2020,8/25/2020 5:00:00 AM,1611,D22,Streets/Roadways/Highway,NO,NO,,,,Sikh,,,NO,Assault,018,New Toronto (18),018,New Toronto (18),NO
397,GO-20201619401,2020,8/27/2020 5:00:00 AM,2235,2020,8/27/2020 5:00:00 AM,2322,D55,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,NO,Assault With a Weapon,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),YES
398,GO-20201642422,2020,8/30/2020 5:00:00 AM,318,2020,8/31/2020 5:00:00 AM,1322,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,NO,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
399,GO-20201644939,2020,8/31/2020 5:00:00 AM,1538,2020,8/31/2020 5:00:00 AM,1539,D22,Streets/Roadways/Highway,NO,NO,,Indian,,,,,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
400,GO-20201643473,2020,8/31/2020 5:00:00 AM,1200,2020,8/31/2020 5:00:00 AM,1215,NSA,Streets/Roadways/Highway,NO,NO,Black,,,,,,NO,Assault,NSA,NSA,NSA,NSA,YES
401,GO-20201660552,2020,9/3/2020 5:00:00 AM,349,2020,9/3/2020 5:00:00 AM,349,D22,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
402,GO-20201666668,2020,9/3/2020 5:00:00 AM,1600,2020,9/3/2020 5:00:00 AM,1606,D22,Streets/Roadways/Highway,NO,NO,,Indian,,,,,NO,Assault,019,Long Branch (19),019,Long Branch (19),NO
403,GO-20201676896,2020,9/5/2020 5:00:00 AM,1217,2020,9/7/2020 5:00:00 AM,348,D22,Streets/Roadways/Highway,NO,NO,,Indian,,,,,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
404,GO-20201706995,2020,9/8/2020 5:00:00 AM,1700,2020,9/10/2020 5:00:00 AM,1327,D32,Other Commercial / Corporate Places ,NO,NO,,,,Jewish,,,NO,Wilful Promotion of Hatred,027,York University Heights (27),027,York University Heights (27),NO
405,GO-2021117374,2020,9/8/2020 5:00:00 AM,1200,2021,1/19/2021 5:00:00 AM,1405,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Lesbian,,NO,Criminal Harassment,158,Islington (158),014,Islington-City Centre West (14),NO
406,GO-20201933564,2020,9/8/2020 5:00:00 AM,0,2020,10/11/2020 5:00:00 AM,1844,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,,,,Lesbian,,NO,Criminal Harassment,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),YES
407,GO-20201706271,2020,9/9/2020 5:00:00 AM,1221,2020,9/9/2020 5:00:00 AM,1221,D51,Streets/Roadways/Highway,NO,NO,White,,,,,,NO,Assault,073,Moss Park (73),073,Moss Park (73),YES
408,GO-20201715265,2020,9/9/2020 5:00:00 AM,1000,2020,9/10/2020 5:00:00 AM,1707,D42,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,,Chinese,,,,,NO,Mischief Under $5000,145,Malvern West (145),132,Malvern (132),NO
409,GO-20201726139,2020,9/9/2020 5:00:00 AM,838,2020,9/12/2020 5:00:00 AM,746,D32,Public Transportation,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,155,Downsview (155),026,Downsview-Roding-CFB (26),NO
410,GO-20201714992,2020,9/10/2020 5:00:00 AM,1630,2020,9/10/2020 5:00:00 AM,1630,D22,Streets/Roadways/Highway,NO,NO,South Asian,,,,,,NO,Assault,019,Long Branch (19),019,Long Branch (19),NO
411,GO-20201721707,2020,9/11/2020 5:00:00 AM,1330,2020,9/11/2020 5:00:00 AM,1541,D22,Government Building,NO,NO,,,,Jewish,,,NO,Assault,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),YES
412,GO-20201718927,2020,9/11/2020 5:00:00 AM,844,2020,9/11/2020 5:00:00 AM,941,D14,Streets/Roadways/Highway,NO,NO,,Israeli,,Jewish,,,YES,Mischief Under $5000,085,South Parkdale (85),085,South Parkdale (85),NO
413,GO-20201737454,2020,9/13/2020 5:00:00 AM,2000,2020,9/13/2020 5:00:00 AM,2337,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,Chinese,,,,,YES,Mischief Under $5000,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
414,GO-20201743127,2020,9/14/2020 5:00:00 AM,527,2020,9/14/2020 5:00:00 AM,1738,D55,Public Transportation,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
415,GO-20201762990,2020,9/17/2020 5:00:00 AM,1210,2020,9/17/2020 5:00:00 AM,1238,D13,Public Transportation,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,096,Casa Loma (96),096,Casa Loma (96),NO
416,GO-20201863275,2020,9/17/2020 5:00:00 AM,1730,2020,10/1/2020 5:00:00 AM,818,D51,Public Transportation,NO,NO,South Asian,,,,,,NO,Assault,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
417,GO-20201785473,2020,9/20/2020 5:00:00 AM,1450,2020,9/20/2020 5:00:00 AM,1453,D51,Other Commercial / Corporate Places ,NO,NO,,Indian,,,,,NO,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
418,GO-20201809326,2020,9/23/2020 5:00:00 AM,1940,2020,9/23/2020 5:00:00 AM,1945,D13,Religious Place of Worship/Cultural Centre,NO,NO,,,,Catholic,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",096,Casa Loma (96),096,Casa Loma (96),NO
419,GO-20201822351,2020,9/25/2020 5:00:00 AM,1530,2020,9/25/2020 5:00:00 AM,2033,D11,Streets/Roadways/Highway,NO,NO,,,,,,Transgender Woman (Identifies As Woman),NO,Assault,090,Junction Area (90),090,Junction Area (90),NO
420,GO-20201851383,2020,9/29/2020 5:00:00 AM,1437,2020,9/29/2020 5:00:00 AM,1437,D43,Streets/Roadways/Highway,NO,NO,,Filipino,,,,,NO,Assault With a Weapon,136,West Hill (136),136,West Hill (136),YES
421,GO-20201856358,2020,9/29/2020 5:00:00 AM,1800,2020,9/30/2020 5:00:00 AM,923,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,,,,,,NO,Mischief Interfere With Property,134,Highland Creek (134),134,Highland Creek (134),NO
422,GO-20201858823,2020,9/30/2020 5:00:00 AM,1240,2020,9/30/2020 5:00:00 AM,1441,D32,Other Commercial / Corporate Places ,NO,NO,,Chinese,,,,,NO,Assault,037,Willowdale West (37),037,Willowdale West (37),NO
423,GO-20201871659,2020,9/30/2020 5:00:00 AM,1200,2020,10/2/2020 5:00:00 AM,1209,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,,Gay,,NO,Criminal Harassment,063,The Beaches (63),063,The Beaches (63),NO
424,GO-20201910126,2020,10/2/2020 5:00:00 AM,949,2020,10/8/2020 5:00:00 AM,956,D55,Public Transportation,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO
425,GO-20201882595,2020,10/3/2020 5:00:00 AM,0,2020,10/4/2020 5:00:00 AM,141,D52,Business/Retail,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
426,GO-20201891819,2020,10/5/2020 5:00:00 AM,1823,2020,10/5/2020 5:00:00 AM,1823,D55,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO
427,GO-20201916873,2020,10/9/2020 5:00:00 AM,923,2020,10/9/2020 5:00:00 AM,923,D32,"Open Area, Park or Parking Lot",NO,NO,Black,,,,,,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
428,GO-20201931977,2020,10/11/2020 5:00:00 AM,1415,2020,10/11/2020 5:00:00 AM,1416,D32,Streets/Roadways/Highway,NO,NO,,Other Ethnicity not mentioned,,,,,NO,Mischief Under $5000,151,Yonge-Doris (151),051,Willowdale East (51),NO
429,GO-20201937709,2020,10/12/2020 5:00:00 AM,300,2020,10/12/2020 5:00:00 AM,1637,D52,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
430,GO-20201953862,2020,10/13/2020 5:00:00 AM,2330,2020,10/15/2020 5:00:00 AM,323,D53,Business/Retail,NO,NO,,Other Ethnicity not mentioned,,,,,NO,Assault With a Weapon,056,Leaside-Bennington (56),056,Leaside-Bennington (56),NO
431,GO-20201956347,2020,10/14/2020 5:00:00 AM,1145,2020,10/15/2020 5:00:00 AM,901,D55,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO
432,GO-20201981944,2020,10/15/2020 5:00:00 AM,1915,2020,10/19/2020 5:00:00 AM,847,D53,Streets/Roadways/Highway,NO,NO,,,,,Gay,,NO,Assault,055,Thorncliffe Park (55),055,Thorncliffe Park (55),NO
433,GO-20201959246,2020,10/15/2020 5:00:00 AM,1634,2020,10/15/2020 5:00:00 AM,1635,D22,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO
434,GO-20201954792,2020,10/15/2020 5:00:00 AM,0,2020,10/15/2020 5:00:00 AM,8,D11,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),NO
435,GO-20201983702,2020,10/15/2020 5:00:00 AM,1613,2020,10/19/2020 5:00:00 AM,1309,D51,Non-Commercial/Non for Profit,NO,NO,Black,,,,,,NO,Uttering Threats - Bodily Harm,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
436,GO-20201971657,2020,10/17/2020 5:00:00 AM,1450,2020,10/17/2020 5:00:00 AM,1450,D51,Streets/Roadways/Highway,NO,NO,,,,Jewish,,,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
437,GO-20201971651,2020,10/17/2020 5:00:00 AM,1350,2020,10/17/2020 5:00:00 AM,1406,D42,"Open Area, Park or Parking Lot",NO,NO,,Arab,,,,,NO,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),YES
438,GO-20201998336,2020,10/21/2020 5:00:00 AM,1532,2020,10/21/2020 5:00:00 AM,1532,D55,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,059,Danforth East York (59),059,Danforth East York (59),NO
439,GO-20202080364,2020,10/25/2020 5:00:00 AM,1604,2020,10/29/2020 5:00:00 AM,1237,D32,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,YES,,,,,,,YES,Wilful Promotion of Hatred,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),NO
440,GO-20202026971,2020,10/25/2020 5:00:00 AM,1855,2020,10/25/2020 5:00:00 AM,1855,D55,Streets/Roadways/Highway,NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,057,Broadview North (57),057,Broadview North (57),NO
441,GO-20202023578,2020,10/25/2020 5:00:00 AM,30,2020,10/25/2020 5:00:00 AM,806,D33,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
442,GO-20202038221,2020,10/26/2020 5:00:00 AM,1800,2020,10/27/2020 5:00:00 AM,1243,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
443,GO-20202046789,2020,10/26/2020 5:00:00 AM,0,2020,10/28/2020 5:00:00 AM,1603,D13,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,,,,,Gay,,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),YES
444,GO-20202046979,2020,10/27/2020 5:00:00 AM,2200,2020,10/28/2020 5:00:00 AM,1628,D14,Religious Place of Worship/Cultural Centre,NO,NO,,,,Jewish,,,NO,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO
445,GO-20202125777,2020,10/28/2020 5:00:00 AM,1704,2020,11/9/2020 5:00:00 AM,1055,D32,Public Transportation,NO,NO,,,,Jewish,,,NO,Assault,105,Lawrence Park North (105),105,Lawrence Park North (105),NO
446,GO-20202050965,2020,10/29/2020 5:00:00 AM,900,2020,10/29/2020 5:00:00 AM,902,D52,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
447,GO-20202065537,2020,10/31/2020 5:00:00 AM,1120,2020,10/31/2020 5:00:00 AM,1120,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,,,,,,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO
448,GO-20202078892,2020,11/2/2020 5:00:00 AM,1030,2020,11/2/2020 5:00:00 AM,1220,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
449,GO-20202099014,2020,11/3/2020 5:00:00 AM,1400,2020,11/5/2020 5:00:00 AM,1108,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,,,,Jewish,,,NO,Criminal Harassment,057,Broadview North (57),057,Broadview North (57),NO
450,GO-20202091909,2020,11/3/2020 5:00:00 AM,1345,2020,11/4/2020 5:00:00 AM,1711,D55,Other Commercial / Corporate Places ,NO,NO,Black,,,,,,NO,Harassing Communications,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),NO
451,GO-20202099535,2020,11/5/2020 5:00:00 AM,1219,2020,11/5/2020 5:00:00 AM,1222,D53,Streets/Roadways/Highway,NO,NO,Black,,,,,,NO,Assault,097,Yonge-St.Clair (97),097,Yonge-St.Clair (97),NO
452,GO-20202106539,2020,11/6/2020 5:00:00 AM,400,2020,11/6/2020 5:00:00 AM,1245,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,,,,NO,Mischief Under $5000,074,North St.James Town (74),074,North St.James Town (74),NO
453,GO-20202113151,2020,11/7/2020 5:00:00 AM,1120,2020,11/7/2020 5:00:00 AM,1130,D42,Streets/Roadways/Highway,NO,NO,,Chinese,,,,,NO,Assault,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
454,GO-20202139621,2020,11/10/2020 5:00:00 AM,1200,2020,11/11/2020 5:00:00 AM,1027,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,,,Jewish,,,YES,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),NO
