,Unnamed: 0,neighbourhood_left,unnamed: 0,street address,latitude,longitude,geometry,price,bedrooms,bathrooms,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,index_right,neighbourhood_right,house_counts,area,house_density,restruarent_counts,public_service_counts,public_transit_counts,other_counts,Total Facilities 500,Total Facilities 1000,Total Facilities 1500,public_transit_best_buffer_area_0.5_values,restaurants_best_buffer_area_0.5_values,public_service_best_buffer_area_0.5_values,other_dailylife_facilities_best_buffer_area_0.5_values
917,917,the beaches,196,73 maclean ave,43.670799,-79.290289,POINT (637831.2289282 4836730.597604377),2349000,5,5,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,20,52,118,0,16,1,3
918,918,the beaches,225,18 munro park ave,43.671794,-79.283123,POINT (638406.6476231464 4836853.039357621),6999000,5,5,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,11,26,76,1,10,0,0
919,919,the beaches,280,98 spruce hill rd,43.675156,-79.290203,POINT (637828.1868594456 4837214.645433674),2899999,4,4,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,17,87,153,0,15,2,0
920,920,the beaches,288,200 woodbine ave #601,43.668935,-79.306142,POINT (636557.4252120712 4836497.3528585),4899000,4,5,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,24,57,116,6,16,1,1
921,921,the beaches,299,167 wineva ave,43.672156,-79.295951,POINT (637371.6756045169 4836871.917684155),1649900,4,4,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,35,81,139,9,20,1,5
922,922,the beaches,343,55 hambly ave,43.673307,-79.297707,POINT (637227.4906510273 4836996.845147662),3299900,4,4,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,34,78,138,10,19,1,4
923,923,the beaches,363,44 waverley rd,43.667585,-79.300136,POINT (637044.7021564116 4836357.322475969),2978000,5,5,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,31,65,107,1,27,1,2
924,924,the beaches,365,127 boardwalk dr,43.666435,-79.305807,POINT (636590.1037925195 4836220.24531349),2595000,4,4,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,18,55,103,5,11,1,1
925,925,the beaches,367,63 hammersmith ave,43.670396,-79.293932,POINT (637538.4594705021 4836679.791501328),2989000,5,6,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,22,65,121,4,13,0,5
926,926,the beaches,396,29 glen stewart ave,43.678355,-79.295885,POINT (637362.8504631162 4837560.511568729),1849000,3,2,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,19,82,199,11,4,3,1
927,927,the beaches,416,20 cedar ave e,43.674795,-79.287507,POINT (638046.3441251414 4837179.035345199),1699000,3,4,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,17,66,131,0,15,2,0
928,928,the beaches,438,12 lark st,43.668319,-79.310823,POINT (636181.4356924371 4836421.241686874),1199900,4,3,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,9,56,107,4,5,0,0
929,929,the beaches,550,365 beech ave #penthouse 1,43.680037,-79.29045,POINT (637797.1015428475 4837756.337713538),3799000,3,3,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,16,91,191,1,10,5,0
930,930,the beaches,990,219 - 365 beech ave,43.680037,-79.29045,POINT (637797.1015428475 4837756.337713538),1199999,2,2,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,16,91,191,1,10,5,0
931,931,the beaches,1020,20 cedar avenue n,43.674795,-79.287507,POINT (638046.3441251414 4837179.035345199),1699000,3,4,1316,263,3,1,765,153,548,110,3310,3625,1870,6805,2230,2965,3625,4330,2230,5325,1220,2485,92,the beaches,19,3.595713698449821,5.284069198332239,69,16,27,7,17,66,131,0,15,2,0
932,932,thorncliffe park,547,35 brian peck cres #807,43.714593,-79.354388,POINT (632567.1883266218 4841490.012803664),1299000,3,2,1252,250,21,4,783,157,448,90,5610,4715,1035,1270,515,160,5910,4935,1065,700,135,120,129,thorncliffe park,2,3.1263519860666458,0.6397232329927949,35,4,53,6,5,28,120,5,0,0,0
933,933,thorncliffe park,902,805 - 160 vanderhoof avenue,43.714359,-79.353187,POINT (632664.4558723024 4841465.945503424),659999,2,2,1252,250,21,4,783,157,448,90,5610,4715,1035,1270,515,160,5910,4935,1065,700,135,120,129,thorncliffe park,2,3.1263519860666458,0.6397232329927949,35,4,53,6,7,27,117,7,0,0,0
934,934,trinity bellwoods,9,45 manning ave,43.647598,-79.408882,POINT (628319.9715907519 4833963.581829404),999999,3,1,1246,249,5,1,857,171,384,77,3935,3665,1335,3365,1200,1125,4265,4130,1515,2360,510,900,105,trinity-bellwoods,5,1.729612035701727,2.890821696885008,157,12,10,6,61,247,664,1,58,2,0
935,935,trinity bellwoods,115,259 claremont st,43.652938,-79.412094,POINT (628049.5795907165 4834551.696656265),1299900,5,4,1246,249,5,1,857,171,384,77,3935,3665,1335,3365,1200,1125,4265,4130,1515,2360,510,900,105,trinity-bellwoods,5,1.729612035701727,2.890821696885008,157,12,10,6,60,236,698,0,58,2,0
936,936,trinity bellwoods,377,127 bellwoods ave,43.64966,-79.41204,POINT (628060.9013172602 4834187.715149204),1799900,4,2,1246,249,5,1,857,171,384,77,3935,3665,1335,3365,1200,1125,4265,4130,1515,2360,510,900,105,trinity-bellwoods,5,1.729612035701727,2.890821696885008,157,12,10,6,38,281,568,0,36,2,0
937,937,trinity bellwoods,414,180 markham rd suite 707,43.652934,-79.407872,POINT (628390.0558073912 4834557.776855745),389900,1,1,1246,249,5,1,857,171,384,77,3935,3665,1335,3365,1200,1125,4265,4130,1515,2360,510,900,105,trinity-bellwoods,5,1.729612035701727,2.890821696885008,157,12,10,6,85,333,790,6,76,2,1
938,938,trinity bellwoods,1041,10 clinton st,43.653968,-79.413663,POINT (627920.866332224 4834663.671455764),1900000,0,2,1246,249,5,1,857,171,384,77,3935,3665,1335,3365,1200,1125,4265,4130,1515,2360,510,900,105,trinity-bellwoods,5,1.729612035701727,2.890821696885008,157,12,10,6,65,224,625,0,62,3,0
939,939,university,387,6 croft st,43.657306,-79.406124,POINT (628521.6892887622 4835046.051435425),1949000,4,3,1317,263,5,1,898,180,414,83,1590,1560,625,1515,610,495,1745,1820,540,1155,265,415,79,university,2,1.405202127896748,1.423282786365775,125,109,21,7,87,411,842,6,75,3,3
940,940,university,492,271 major st,43.665445,-79.405732,POINT (628535.9277168176 4835950.602940269),1995000,3,4,1317,263,5,1,898,180,414,83,1590,1560,625,1515,610,495,1745,1820,540,1155,265,415,79,university,2,1.405202127896748,1.423282786365775,125,109,21,7,99,307,742,11,77,9,2
941,941,victoria village,297,6 wyndcliff cres,43.735574,-79.318059,POINT (635446.5137304671 4843879.012001241),1429900,4,2,1101,220,11,2,559,112,531,106,4860,4605,1460,1800,665,250,5225,5135,1330,1020,205,195,109,victoria village,3,4.75522947301931,0.6308843804534978,12,9,58,1,6,30,100,4,0,2,0
942,942,victoria village,468,1785 eglinton ave e #203,43.724765,-79.307151,POINT (636349.4706930849 4842696.404687761),549000,2,2,1101,220,11,2,559,112,531,106,4860,4605,1460,1800,665,250,5225,5135,1330,1020,205,195,109,victoria village,3,4.75522947301931,0.6308843804534978,12,9,58,1,6,66,124,5,1,0,0
943,943,victoria village,1098,1404 - 25 sunrise ave,43.719092,-79.30226,POINT (636756.325828201 4842074.394907782),529999,3,2,1101,220,11,2,559,112,531,106,4860,4605,1460,1800,665,250,5225,5135,1330,1020,205,195,109,victoria village,3,4.75522947301931,0.6308843804534978,12,9,58,1,21,75,161,14,6,1,0
944,944,wellington place,14,80 john st #3201,43.646874,-79.390188,POINT (629829.174489262 4833912.250539408),1550000,2,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,188,534,1186,2,177,1,8
945,945,wellington place,43,501 adelaide st w #1108,43.645422,-79.401295,POINT (628936.5074565876 4833733.669207058),629000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,106,333,756,6,92,2,6
946,946,wellington place,61,455 wellington st w #509,43.643152,-79.397171,POINT (629273.9831242842 4833487.972214746),2250000,3,3,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,74,316,729,0,69,1,4
947,947,wellington place,62,87 peter st unit 2915,43.646776,-79.392435,POINT (629648.1659444056 4833897.853203517),595000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,159,472,1067,1,148,2,8
948,948,wellington place,82,55 stewart st unit 625,43.643237,-79.401278,POINT (628942.5534347105 4833491.022963354),625000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,76,258,610,4,66,2,4
949,949,wellington place,166,20 blue jays way #1106,43.643797,-79.391668,POINT (629716.4363391562 4833568.195045167),850000,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,97,410,875,2,87,0,8
950,950,wellington place,173,290 adelaide st w #2405,43.647816,-79.391122,POINT (629751.8194990368 4834015.411067571),988000,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,177,548,1211,1,166,3,7
951,951,wellington place,199,20 niagara st #penthouse 1,43.642374,-79.400916,POINT (628973.5970966071 4833395.738150853),6298800,2,3,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,68,250,581,4,60,1,3
952,952,wellington place,215,20 stewart st #204,43.643775,-79.400667,POINT (628990.6817356141 4833551.724396567),595900,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,94,285,651,4,83,1,6
953,953,wellington place,258,501 adelaide st w #909,43.645422,-79.401295,POINT (628936.5074565876 4833733.669207058),539900,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,106,333,756,6,92,2,6
954,954,wellington place,282,533 richmond st w penthouse 2,43.646874,-79.400841,POINT (628970.015624274 4833895.638248683),3800000,3,3,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,112,405,812,6,101,2,3
955,955,wellington place,284,30 nelson st #penthouse 101,43.649062,-79.388476,POINT (629962.5272732177 4834157.936581458),3950000,3,3,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,162,649,1350,6,151,3,2
956,956,wellington place,334,20 blue jays way #319,43.643797,-79.391668,POINT (629716.4363391562 4833568.195045167),639000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,97,410,875,2,87,0,8
957,957,wellington place,340,629 king st w #1307,43.643972,-79.401585,POINT (628916.2203124432 4833572.177292312),399880,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,104,278,630,6,89,2,7
958,958,wellington place,342,357 king st w #1601,43.645835,-79.392529,POINT (629642.6092873252 4833793.19600534),399000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,145,462,985,2,135,0,8
959,959,wellington place,410,125 peter st #1301,43.648321,-79.392887,POINT (629608.3891708268 4834068.739558131),928900,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,159,514,1163,1,147,4,7
960,960,wellington place,464,295 adelaide st w #2303,43.647594,-79.390757,POINT (629781.7342359988 4833991.325867812),599000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,175,560,1209,1,165,3,6
961,961,wellington place,526,80 john st #1603,43.646874,-79.390188,POINT (629829.174489262 4833912.250539408),1068900,2,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,188,534,1186,2,177,1,8
962,962,wellington place,596,375 king st w #2302,43.6457,-79.393154,POINT (629592.492806838 4833777.226246026),1089000,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,138,444,987,2,128,0,8
963,963,wellington place,653,470 front st w #1301,43.642512,-79.395988,POINT (629370.7711491075 4833418.735437918),724900,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,61,308,710,0,55,1,5
964,964,wellington place,663,11 charlotte st #402,43.646378,-79.39367,POINT (629549.4193017888 4833851.72129017),575000,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,149,457,1021,1,139,1,8
965,965,wellington place,694,802 - 290 adelaide street w,43.647816,-79.391122,POINT (629751.8194990368 4834015.411067571),950000,2,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,177,548,1211,1,166,3,7
966,966,wellington place,734,206 - 5 greystone walk dr,43.645415,-79.387361,POINT (630060.3194772002 4833754.636475727),498000,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,170,525,1140,4,161,1,4
967,967,wellington place,765,1517 - 87 peter st,43.646776,-79.392435,POINT (629648.1659444056 4833897.853203517),635000,2,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,159,472,1067,1,148,2,8
968,968,wellington place,786,321 - 451 the west mall,43.645415,-79.387361,POINT (630060.3194772002 4833754.636475727),585000,2,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,170,525,1140,4,161,1,4
969,969,wellington place,798,810 - 38 widmer st,43.64818,-79.391974,POINT (629682.3238327674 4834054.506135256),588000,2,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,166,527,1200,1,154,4,7
970,970,wellington place,883,710 - 108 peter st,43.647679,-79.393277,POINT (629578.3171865403 4833996.827966726),588000,2,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,149,497,1095,0,141,1,7
971,971,wellington place,898,3105 - 30 nelson st,43.649062,-79.388476,POINT (629962.5272732177 4834157.936581458),599800,2,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,162,649,1350,6,151,3,2
972,972,wellington place,911,gph3 - 8 widmer st,43.646752,-79.391805,POINT (629699.0268566187 4833896.172191282),1290000,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,158,476,1103,1,148,1,8
973,973,wellington place,977,1103 - 123 portland street,43.646104,-79.400477,POINT (629001.0203703162 4833810.685507108),1189900,2,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,119,374,811,5,108,2,4
974,974,wellington place,985,204 - 123 portland street,43.646104,-79.400477,POINT (629001.0203703162 4833810.685507108),599900,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,119,374,811,5,108,2,4
975,975,wellington place,988,3503 - 290 adelaide st w,43.647816,-79.391122,POINT (629751.8194990368 4834015.411067571),448888,0,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,177,548,1211,1,166,3,7
976,976,wellington place,989,322 - 500 richmond st w,43.647616,-79.399165,POINT (629103.5944049113 4833980.653278503),649900,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,138,449,895,0,132,2,4
977,977,wellington place,1049,1415 - 140 simcoe st,43.649529,-79.387146,POINT (630068.7791047773 4834211.887032188),1159000,3,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,176,733,1358,6,167,3,0
978,978,wellington place,1080,1008 - 327 king st w,43.646129,-79.391089,POINT (629758.1134900608 4833828.099264749),587900,1,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,163,501,1090,2,150,1,10
979,979,wellington place,1097,1116 - 88 blue jays way,43.64542,-79.392508,POINT (629645.1957602906 4833747.137649911),399000,0,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,134,451,949,2,124,0,8
980,980,wellington place,1114,878 - 1 greystone walk drive,43.645415,-79.387361,POINT (630060.3194772002 4833754.636475727),609900,2,2,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,170,525,1140,4,161,1,4
981,981,wellington place,1126,1711 - 330 richmond street w,43.64896,-79.392576,POINT (629632.0958346537 4834140.19469495),689000,2,1,3743,749,33,7,2670,534,1040,208,3670,5350,3570,9475,3690,2835,4025,6990,4385,6590,1625,2165,41,wellington place,38,0.979637328880164,38.78986526926071,249,4,4,11,157,537,1198,1,143,6,7
