street address,neighbourhood,latitude,longitude,price,bedrooms,bathrooms,geometry,total_crimes (2020-2024),average_total_crime (per_year),total_severe_crimes (2020-2024),average_severe_crimes (per_year),total_moderate_crimes (2020-2024),average_moderate_crimes (per_year),total_minor_crimes (2020-2024),average_minor_crimes (per_year),class 6g,class 5g,class 4g,class 3g,class 2g,class 1g,class 6g_t,class 5g_t,class 4g_t,class 3g_t,class 2g_t,class 1g_t,hospital_best_buffer_area_0.5_values,railway station_best_buffer_area_1.5_values,school_best_buffer_area_1.5_values,supermarket_best_buffer_area_1.5_values,bus stop_best_buffer_area_1.5_values,pub_best_buffer_area_1.5_values,restaurant_best_buffer_area_1.5_values,cafe_best_buffer_area_1.5_values,dentist_best_buffer_area_0.5_values,fast food_best_buffer_area_1.5_values,kindergartens_best_buffer_area_0.5_values,malls_best_buffer_area_0.5_values,play ground_best_buffer_area_0.5_values,post office_best_buffer_area_1.5_values
1 351 e 38th avenue,riley park,49.23653,-123.098221,2188000,3,4.0,point (-123.098221 49.23653),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,9,88,0,49,22,0,15,0,0,0,1
402 1188 quebec street,riley park,49.25025,-123.102902,999900,2,2.0,point (-123.102902 49.25025),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,1,1,7,82,1,102,36,0,20,0,0,0,3
206 688 e 19th avenue,riley park,49.253479,-123.090447,829800,2,2.0,point (-123.090447 49.253479),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,1,10,83,1,106,27,0,20,0,0,0,3
410 215 e 33rd avenue,riley park,49.24077,-123.101062,1145500,2,2.0,point (-123.101062 49.24077),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,4,76,0,47,20,0,10,0,0,0,0
1 39 w 22nd avenue,riley park,49.251232,-123.10594,2489000,3,4.0,point (-123.10594 49.251232),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,1,1,6,75,1,96,38,0,18,0,0,0,3
2 39 w 22nd avenue,riley park,49.251232,-123.10594,2489000,3,4.0,point (-123.10594 49.251232),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,1,1,6,75,1,96,38,0,18,0,0,0,3
402 4988 cambie street,riley park,49.240173,-123.117258,799900,1,1.0,point (-123.117258 49.240173),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,2,3,0,64,0,9,12,0,1,0,0,0,2
607 5168 cambie street,riley park,49.23884,-123.11579,1149900,1,1.0,point (-123.11579 49.23884),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,3,3,0,61,0,5,11,0,1,0,0,0,0
125 w 41st avenue,riley park,49.23355,-123.108809,1650000,3,3.0,point (-123.108809 49.23355),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,2,0,3,67,0,12,7,0,2,0,0,0,0
485 w 35th avenue,riley park,49.239443,-123.11647,7380000,0,2.0,point (-123.11647 49.239443),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,3,3,0,62,0,9,11,0,1,0,0,0,1
1 526 e 30th avenue,riley park,49.243301,-123.093564,2890000,4,4.0,point (-123.093564 49.243301),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,4,84,0,57,24,0,14,0,0,0,1
131 w 41st avenue,riley park,49.233559,-123.109005,1549000,2,2.0,point (-123.109005 49.233559),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,2,0,2,67,0,11,7,0,2,0,0,0,0
2 128 w woodstock avenue,riley park,49.233549,-123.108796,2090000,3,2.0,point (-123.108796 49.233549),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,2,0,3,66,0,12,7,0,2,0,0,0,0
2 351 e 38th avenue,riley park,49.23653,-123.098221,2299000,3,4.0,point (-123.098221 49.23653),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,9,88,0,49,22,0,15,0,0,0,1
36 e 37th avenue,riley park,49.237049,-123.104738,2090000,4,3.0,point (-123.104738 49.237049),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,1,0,4,68,0,31,14,0,8,0,0,0,0
51 e 27th avenue,riley park,49.247524,-123.104159,2498000,3,4.0,point (-123.104159 49.247524),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,1,1,4,59,0,62,22,0,13,0,0,0,1
142 e 27th avenue,riley park,49.247028,-123.102357,2689000,5,3.0,point (-123.102357 49.247028),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,1,5,60,0,70,22,0,14,0,0,0,1
360 e 24th avenue,riley park,49.24911,-123.09743,2098000,1,1.0,point (-123.09743 49.24911),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,1,6,76,1,91,28,0,14,0,0,0,2
46 w king edward avenue,riley park,49.24855,-123.106148,1699900,3,3.0,point (-123.106148 49.24855),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,1,1,4,61,0,74,25,0,15,0,0,0,2
4907 walden street,riley park,49.240342,-123.100534,1899000,3,2.0,point (-123.100534 49.240342),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,4,78,0,46,23,0,10,0,0,0,0
455 1483 e king edward avenue,riley park,49.248458,-123.09522,618000,1,1.0,point (-123.09522 49.248458),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,1,5,78,1,84,26,0,15,0,0,0,1
305 222 e 30th avenue,riley park,49.24304,-123.100965,699000,1,1.0,point (-123.100965 49.24304),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,4,73,0,57,20,0,10,0,0,0,0
203 3368 main street,riley park,49.255195,-123.100884,1049000,3,2.0,point (-123.100884 49.255195),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,1,8,78,3,115,42,0,24,0,0,0,2
305 188 e 32nd avenue,riley park,49.2418,-123.10183,739000,1,1.0,point (-123.10183 49.2418),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,4,73,0,48,20,0,9,0,0,0,0
104 5089 quebec street,riley park,49.239403,-123.103206,1399800,3,2.0,point (-123.103206 49.239403),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,0,3,69,0,32,16,0,7,0,0,0,0
3205 carolina street,riley park,49.2562,-123.092081,1699000,3,3.0,point (-123.092081 49.2562),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,1,0,1,11,86,2,114,34,0,22,0,0,0,2
216 455 e 16th avenue,riley park,49.256334,-123.100145,1449900,3,2.0,point (-123.100145 49.256334),3276,655,229,46,693,139,2354,471,5565,5890,2385,2310,1320,935,5840,6700,2620,3890,1360,5840,0,0,1,8,85,5,116,42,0,24,0,0,0,2
3823 cypress st,shaughnessy,49.25175,-123.149196,23999000,8,12.0,point (-123.149196 49.25175),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,6,72,0,22,7,0,4,0,0,0,2
1599 angus dr,shaughnessy,49.254756,-123.141274,21800000,8,9.0,point (-123.141274 49.254756),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,5,79,1,41,18,0,8,0,0,0,3
1626 avondale ave,shaughnessy,49.236718,-123.141853,14980000,5,8.0,point (-123.141853 49.236718),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,0,61,0,10,4,0,1,0,0,0,0
2023 w 36th ave,shaughnessy,49.23888,-123.152567,7500000,6,8.0,point (-123.152567 49.23888),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,2,5,66,0,30,14,0,7,0,0,0,1
1527 angus dr,shaughnessy,49.254874,-123.140051,8890000,5,6.0,point (-123.140051 49.254874),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,5,80,1,49,21,0,10,0,0,0,3
1483 king edward ave e #1056,shaughnessy,49.249844,-123.138278,899900,2,2.0,point (-123.138278 49.249844),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,2,61,0,17,9,0,2,0,0,0,2
3290 cypress st,shaughnessy,49.256513,-123.148065,5498000,4,4.0,point (-123.148065 49.256513),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,8,84,2,67,25,0,12,0,0,0,4
4900 cartier st #306,shaughnessy,49.240721,-123.136482,3298000,2,3.0,point (-123.136482 49.240721),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,0,64,0,5,10,0,0,0,0,0,2
1667 w 40th ave,shaughnessy,49.236008,-123.143513,8280000,4,5.0,point (-123.143513 49.236008),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,1,67,0,20,9,0,5,0,0,0,0
1987 w 35th ave,shaughnessy,49.240294,-123.151083,6888000,6,6.0,point (-123.151083 49.240294),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,2,4,67,0,33,14,0,7,0,0,0,1
1510 w 33rd ave,shaughnessy,49.241565,-123.139727,6880000,6,10.0,point (-123.139727 49.241565),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,0,57,0,3,2,0,0,0,0,0,0
3707 hudson st,shaughnessy,49.252101,-123.134899,7980000,5,4.0,point (-123.134899 49.252101),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,2,71,0,40,24,0,12,0,0,0,2
1383 w 32nd ave,shaughnessy,49.244418,-123.136819,10280000,4,3.0,point (-123.136819 49.244418),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,0,63,0,9,11,0,2,0,0,0,1
3835 selkirk st,shaughnessy,49.251221,-123.132307,7990000,6,7.0,point (-123.132307 49.251221),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,2,67,0,34,21,0,8,0,0,0,3
1368 minto cres,shaughnessy,49.242479,-123.136033,11888000,8,10.0,point (-123.136033 49.242479),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,0,66,0,9,12,0,2,0,0,0,2
1080 wolfe ave,shaughnessy,49.254646,-123.129873,9580000,5,5.0,point (-123.129873 49.254646),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,3,2,77,0,58,34,0,15,0,0,0,3
1726 w 32nd ave,shaughnessy,49.243344,-123.144295,6990000,5,5.0,point (-123.144295 49.243344),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,2,66,0,12,4,0,2,0,0,0,0
1375 king edward ave w,shaughnessy,49.249817,-123.135915,11998000,4,3.0,point (-123.135915 49.249817),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,2,60,0,20,13,0,4,0,0,0,2
3998 granville st,shaughnessy,49.250458,-123.13867,7980000,4,3.0,point (-123.13867 49.250458),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,2,66,0,27,13,0,5,0,0,0,2
1591 nanton ave,shaughnessy,49.247697,-123.141284,5990000,7,6.0,point (-123.141284 49.247697),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,3,60,0,6,4,0,2,0,0,0,1
1191 w 40th ave,shaughnessy,49.23528,-123.132242,4398000,5,2.0,point (-123.132242 49.23528),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,3,0,64,0,5,10,0,2,0,0,0,1
1837 matthews ave,shaughnessy,49.251583,-123.146601,6298000,6,7.0,point (-123.146601 49.251583),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,6,73,0,27,8,0,3,0,0,0,3
1637 angus dr,shaughnessy,49.254735,-123.14173,12988000,12,12.0,point (-123.14173 49.254735),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,5,79,1,42,20,0,8,0,0,0,3
3402 osler st,shaughnessy,49.255587,-123.131849,19990000,6,10.0,point (-123.131849 49.255587),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,3,2,83,0,61,33,0,15,0,0,0,3
1307 w 41st ave,shaughnessy,49.234482,-123.135094,4399000,4,2.0,point (-123.135094 49.234482),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,3,0,66,0,5,5,0,2,0,0,0,1
4575 alexandra st,shaughnessy,49.244421,-123.141555,4777000,5,5.0,point (-123.141555 49.244421),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,2,55,0,3,2,0,2,0,0,0,0
1981 w 19th ave,shaughnessy,49.254698,-123.150072,7990000,7,6.0,point (-123.150072 49.254698),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,7,73,2,36,16,0,6,0,0,0,4
1691 w 41st ave,shaughnessy,49.234766,-123.144399,7999800,5,3.0,point (-123.144399 49.234766),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,1,68,0,23,10,0,4,0,0,0,0
1178 laurier ave,shaughnessy,49.250332,-123.130784,13800000,6,8.0,point (-123.130784 49.250332),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,2,60,0,24,19,0,6,0,0,0,2
1226 w 26th ave,shaughnessy,49.247972,-123.132751,2049900,3,4.0,point (-123.132751 49.247972),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,2,55,0,13,13,0,3,0,0,0,2
1564 w 26th ave,shaughnessy,49.248098,-123.140657,5280000,5,4.0,point (-123.140657 49.248098),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,2,58,0,7,4,0,0,0,0,0,1
5189 connaught dr,shaughnessy,49.239228,-123.143001,8800000,6,6.0,point (-123.143001 49.239228),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,1,68,0,14,5,0,4,0,0,0,0
1790 angus dr,shaughnessy,49.252859,-123.14417,13800000,7,4.0,point (-123.14417 49.252859),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,6,76,1,39,15,0,8,0,0,0,3
1533 balfour ave,shaughnessy,49.252171,-123.139996,12980000,7,9.0,point (-123.139996 49.252171),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,2,73,0,33,13,0,10,0,0,0,2
1487 minto cres,shaughnessy,49.24305,-123.138757,12888000,6,10.0,point (-123.138757 49.24305),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,0,61,0,3,6,0,0,0,0,0,0
5212 maple st,shaughnessy,49.238864,-123.151651,4378000,3,4.0,point (-123.151651 49.238864),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,2,5,69,0,33,14,0,7,0,0,0,1
1603 matthews ave,shaughnessy,49.253184,-123.141679,19000000,7,8.0,point (-123.141679 49.253184),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,5,72,1,38,12,0,8,0,0,0,3
1350 w 32nd ave,shaughnessy,49.243717,-123.136418,11888000,8,9.0,point (-123.136418 49.243717),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,0,63,0,9,12,0,2,0,0,0,2
3290 cypress street,shaughnessy,49.256513,-123.148065,5498000,4,4.0,point (-123.148065 49.256513),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,8,84,2,67,25,0,12,0,0,0,4
1020 wolfe avenue,shaughnessy,49.25248,-123.128293,5990000,9,6.0,point (-123.128293 49.25248),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,1,2,3,73,0,51,30,0,14,0,0,0,4
1987 w 35th avenue,shaughnessy,49.240294,-123.151083,6888000,6,6.0,point (-123.151083 49.240294),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,2,4,67,0,33,14,0,7,0,0,0,1
1638 marpole avenue,shaughnessy,49.255328,-123.141728,12990000,5,8.0,point (-123.141728 49.255328),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,5,81,1,46,19,0,9,0,0,0,3
1837 matthews avenue,shaughnessy,49.251583,-123.146601,6298000,6,5.0,point (-123.146601 49.251583),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,0,6,73,0,27,8,0,3,0,0,0,3
36 4900 cartier street,shaughnessy,49.240721,-123.136482,2350000,2,3.0,point (-123.136482 49.240721),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,0,64,0,5,10,0,0,0,0,0,2
3707 hudson street,shaughnessy,49.252101,-123.134899,7980000,5,4.0,point (-123.134899 49.252101),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010,0,0,1,2,71,0,40,24,0,12,0,0,0,2
788 w 19th ave,south cambie,49.254059,-123.121662,3879000,4,4.0,point (-123.121662 49.254059),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,2,4,6,84,0,89,39,0,17,0,0,0,5
950 w 17th ave,south cambie,49.255966,-123.126198,2898000,0,1.0,point (-123.126198 49.255966),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,3,5,88,0,89,43,0,19,0,0,0,6
937 w 18th ave,south cambie,49.255551,-123.125406,2850000,5,3.0,point (-123.125406 49.255551),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,2,3,6,80,0,80,41,0,19,0,0,0,5
756 w 22nd ave,south cambie,49.251345,-123.121503,3998000,4,4.0,point (-123.121503 49.251345),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,2,3,4,74,0,66,34,0,15,0,0,0,4
638 w 17th ave,south cambie,49.255812,-123.118959,2899999,8,4.0,point (-123.118959 49.255812),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,3,4,6,79,1,92,43,0,17,0,0,0,5
5650 oak st #208,south cambie,49.234715,-123.127612,849000,2,2.0,point (-123.127612 49.234715),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,3,0,71,0,7,12,0,2,0,0,0,1
871 w 33rd ave,south cambie,49.241609,-123.124533,849900,1,1.0,point (-123.124533 49.241609),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,1,2,3,0,62,0,10,13,0,3,0,0,0,2
688 w 29th ave,south cambie,49.244967,-123.120027,4990000,5,4.0,point (-123.120027 49.244967),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,1,2,2,1,65,0,23,20,0,5,0,0,0,2
5189 cambie st #501,south cambie,49.237902,-123.116631,2088000,3,3.0,point (-123.116631 49.237902),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,3,3,0,67,0,5,11,0,1,0,0,0,1
3379 heather st,south cambie,49.255423,-123.120533,2650000,6,3.0,point (-123.120533 49.255423),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,3,4,6,82,1,92,40,0,17,0,0,0,5
585 w 26th avenue,south cambie,49.247719,-123.117975,2299900,4,3.0,point (-123.117975 49.247719),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,3,3,61,0,34,23,0,7,0,0,0,3
557 w 26th avenue,south cambie,49.24771,-123.117467,2199900,4,3.0,point (-123.117467 49.24771),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,3,3,61,0,33,22,0,6,0,0,0,3
627 w 39th avenue,south cambie,49.235667,-123.118886,9000000,4,2.0,point (-123.118886 49.235667),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,2,3,0,63,0,5,10,0,2,0,0,0,1
206 528 w king edward avenue,south cambie,49.248669,-123.11692,799000,1,1.0,point (-123.11692 49.248669),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,2,3,62,0,33,22,0,7,0,0,0,3
505 3228 tupper street,south cambie,49.256398,-123.115578,699900,1,1.0,point (-123.115578 49.256398),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,3,4,6,78,2,90,39,0,18,0,0,0,4
ph2 668 w 16th avenue,south cambie,49.256719,-123.119065,1258800,2,2.0,point (-123.119065 49.256719),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,3,4,6,79,2,94,42,0,17,0,0,0,5
563 w 26th avenue,south cambie,49.248237,-123.117478,2133900,3,3.0,point (-123.117478 49.248237),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,3,3,62,0,33,22,0,7,0,0,0,3
756 w 26th avenue,south cambie,49.247789,-123.121506,1698000,2,4.0,point (-123.121506 49.247789),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,1,1,2,2,62,0,30,20,0,6,0,0,0,2
3728 heather street,south cambie,49.252237,-123.119876,3728000,6,4.0,point (-123.119876 49.252237),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,2,4,5,78,0,80,36,0,17,0,0,0,4
950 w 17th avenue,south cambie,49.255966,-123.126198,2898000,0,2.0,point (-123.126198 49.255966),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,0,1,3,5,88,0,89,43,0,19,0,0,0,6
688 w 29th avenue,south cambie,49.244967,-123.120027,4990000,5,4.0,point (-123.120027 49.244967),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820,1,2,2,1,65,0,23,20,0,5,0,0,0,2
231 e pender st #209,strathcona,49.280617,-123.098724,478000,1,1.0,point (-123.098724 49.280617),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,3,5,7,120,28,110,60,0,47,0,0,0,3
730 hawks ave,strathcona,49.277678,-123.08707,1299000,3,3.0,point (-123.08707 49.277678),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,1,1,3,94,6,42,23,0,7,0,0,0,1
431 heatley ave,strathcona,49.280531,-123.089821,1599900,2,3.0,point (-123.089821 49.280531),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,2,1,3,93,6,51,22,0,9,0,0,0,1
646 union st,strathcona,49.277229,-123.090532,1690000,4,2.0,point (-123.090532 49.277229),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,2,1,3,103,9,52,23,0,10,0,0,0,1
548 georgia st e #2,strathcona,49.278177,-123.092362,1388000,3,2.0,point (-123.092362 49.278177),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,2,1,3,106,14,66,27,0,10,0,0,0,1
762 e pender st,strathcona,49.279895,-123.088165,1698000,3,3.0,point (-123.088165 49.279895),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,1,1,4,91,6,49,21,0,7,0,0,0,1
1133 keefer st,strathcona,49.279386,-123.080493,1490000,5,2.0,point (-123.080493 49.279386),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,0,0,4,57,1,39,21,0,4,0,0,0,1
548 georgia st e #1,strathcona,49.278177,-123.092362,799000,2,2.0,point (-123.092362 49.278177),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,2,1,3,106,14,66,27,0,10,0,0,0,1
1152 georgia st e,strathcona,49.277968,-123.08008,2550000,5,4.0,point (-123.08008 49.277968),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,1,0,6,63,2,48,23,0,8,0,0,0,1
110 prior st,strathcona,49.276483,-123.098475,1299000,3,3.0,point (-123.098475 49.276483),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,3,4,6,125,27,119,62,0,50,0,0,0,3
983 hastings st e #202,strathcona,49.28134,-123.084033,669000,2,1.0,point (-123.084033 49.28134),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,0,0,1,48,2,11,16,0,1,0,0,0,0
1204 983 e hastings street,strathcona,49.281639,-123.078845,724900,1,1.0,point (-123.078845 49.281639),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,0,0,4,54,1,40,20,0,5,0,0,0,0
268 w 1st avenue,strathcona,49.268485,-123.098107,774900,1,1.0,point (-123.098107 49.268485),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015,0,2,2,10,124,15,108,44,0,26,0,0,0,4
