,Street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
113,3363 W 19th Ave,V6S1C1,49.25581,-123.179967,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,4680000.0,4 bds,5 ba,"2,560 sqft",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
114,128 Cordova St W #303,V6B0E6,49.282525,-123.107958,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,785000.0,2 bds,2 ba,"1,056 sqft",0,1,4,3,32,14,52,36,0,35,0,0,0,0,1
115,1077 Marinaside Cres #1106,V6Z2Z5,49.273637,-123.116652,SW Downtown,Vancouver,1130000.0,2 bds,2 ba,925 sqft,0,0,3,1,10,0,17,6,0,3,0,0,0,0,1
116,3987 Rupert St,V5R2G9,49.248973,-123.034214,South Renfrew- Collingwood,Vancouver,1888888.0,5 bds,4 ba,"2,393 sqft",0,0,0,1,14,0,5,1,0,1,0,0,0,0,0
117,1251 Cardero St #2001,V6G2H9,49.284994,-123.139881,NW West End / Stanley Park,Vancouver,424900.0,1 bd,1 ba,619 sqft,0,0,0,2,17,1,29,7,0,8,0,0,0,0,3
118,2737 Oxford St,V5L1E8,49.285419,-123.04837,North Grandview- Woodland,Vancouver,2198888.0,5 bds,5 ba,"2,319 sqft",0,0,0,0,5,0,2,3,0,0,0,0,0,0,1
119,1238 Melville St #1205,V6E4N2,49.288222,-123.125361,SE West End / Davie Village,Vancouver,868800.0,2 bds,2 ba,896 sqft,0,0,3,2,16,1,57,27,0,10,0,0,0,0,3
120,3449 E 4th Ave,V5M1M1,49.266885,-123.029764,South Hastings-Sunrise / North Renfrew- Collingwood,Vancouver,2788000.0,7 bds,5 ba,"3,582 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
121,1159 Main St #406,V6A4B6,49.274261,-123.100494,Strathcona / Chinatown / Downtown Eastside,Vancouver,839000.0,2 bds,2 ba,"1,106 sqft",0,2,0,0,37,4,6,5,0,3,0,0,0,0,0
122,2731 Duke St,V5R4S8,49.239163,-123.049351,South Renfrew- Collingwood,Vancouver,1540000.0,4 bds,4 ba,"2,049 sqft",0,0,0,1,12,0,9,0,0,0,0,0,0,0,0
123,231 E Pender St #209,V6A0G3,49.280617,-123.098724,Strathcona / Chinatown / Downtown Eastside,Vancouver,478000.0,1 bd,1 ba,490 sqft,0,0,0,3,24,5,36,9,0,3,0,0,0,0,1
124,1331 Homer St #B1201,V6B5M5,49.273879,-123.126066,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,799999.0,1 bd,1 ba,788 sqft,0,1,0,2,22,3,40,14,0,17,0,0,0,0,2
125,4101 Yew St #304,V6L3B7,49.248583,-123.155246,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,699900.0,1 bd,1 ba,785 sqft,0,0,0,2,12,0,0,1,0,2,0,0,0,0,0
126,3609 Turner St,V5K2J2,49.27936,-123.025311,North Hastings-Sunrise,Vancouver,2428000.0,6 bds,6 ba,"3,156 sqft",0,0,0,0,20,0,5,4,0,1,0,0,0,0,0
127,1205 W 7th Ave,V6H1B7,49.265,-123.131574,West Fairview / Granville Island / NE Shaughnessy,Vancouver,2298000.0,3 bds,2 ba,"1,852 sqft",0,0,0,0,11,0,9,7,0,3,0,0,0,0,1
128,2550 Garden Dr #605,V5N4X6,49.261596,-123.057753,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1499900.0,3 bds,2 ba,"1,532 sqft",0,0,0,0,12,0,7,1,0,2,0,0,0,0,0
129,1667 W 40th Ave,V6M1W1,49.236008,-123.143513,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,8280000.0,4 bds,5 ba,"4,596 sqft",0,0,0,0,10,0,3,1,0,0,0,0,0,0,0
130,2025 W 2nd Ave #201,V6J1J6,49.270112,-123.151099,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,589000.0,1 bd,1 ba,567 sqft,0,0,0,1,7,1,31,12,0,5,0,0,0,0,0
131,1330 Harwood St #1202,V6E1S8,49.281647,-123.138072,SE West End / Davie Village,Vancouver,509900.0,2 bds,2 ba,812 sqft,0,0,0,1,12,1,7,4,0,1,0,0,0,0,1
132,3070 W 44th Ave,V6N3K6,49.231635,-123.174173,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,6480000.0,5 bds,6 ba,"4,157 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
133,1372 Seymour St UNIT 2101,V6B0L1,49.27459,-123.127563,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,1328000.0,2 bds,2 ba,"1,231 sqft",0,0,1,5,20,3,36,13,0,12,0,0,0,0,2
134,289 E 6th Ave #512,V5T0E9,49.265741,-123.099417,East Mount Pleasant,Vancouver,629900.0,1 bd,1 ba,464 sqft,0,0,0,3,21,3,23,9,0,6,0,0,0,0,1
135,1281 Cordova St W #3402,V6C3R5,49.290102,-123.123203,Waterfront / Coal Harbour / Canada Place,Vancouver,6499000.0,3 bds,3 ba,"2,723 sqft",0,0,2,2,11,0,21,10,0,4,0,0,0,0,2
136,455 SW Marine Dr #2006,V5X2S9,49.211163,-123.115988,SE Oakridge / East Marpole / South Sunset,Vancouver,599000.0,1 bd,1 ba,505 sqft,0,1,0,1,7,1,3,4,1,4,0,0,0,0,0
137,1188 Quebec St #402,V6A4B3,49.27411,-123.101233,Strathcona / Chinatown / Downtown Eastside,Vancouver,999900.0,2 bds,2 ba,"1,343 sqft",0,2,0,0,28,3,6,2,0,3,0,0,0,0,0
138,1500 Howe St #2201,V6Z2N1,49.274171,-123.132003,SW Downtown,Vancouver,1358000.0,2 bds,2 ba,"1,320 sqft",0,0,1,2,7,1,16,11,0,10,0,0,0,0,0
139,4930 Dunbar St,V6N1V3,49.241926,-123.184888,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,2099000.0,6 bds,3 ba,"2,480 sqft",0,0,0,0,10,0,2,1,0,0,0,0,0,0,0
140,950 W 17th Ave,V5Z1V4,49.255966,-123.126198,East Fairview / South Cambie,Vancouver,2898000.0,Studio,1ba,"2,315 sqft",0,0,0,1,8,0,2,2,0,1,0,0,0,0,0
141,2550 Garden Dr #414,V5N4X6,49.261596,-123.057753,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1149900.0,2 bds,2 ba,914 sqft,0,0,0,0,12,0,7,1,0,2,0,0,0,0,0
142,1328 W Pender St #2201,V6E4S9,49.289067,-123.126664,SE West End / Davie Village,Vancouver,1098000.0,2 bds,2 ba,861 sqft,0,0,1,2,14,1,45,23,0,8,0,0,0,0,3
143,1788 Georgia St W #601,V6G2V7,49.292156,-123.133845,NW West End / Stanley Park,Vancouver,1238000.0,2 bds,2 ba,"1,344 sqft",0,0,0,4,10,1,54,13,0,6,0,0,0,0,2
144,360 E 36th Ave #213,V5W4B9,49.237636,-123.098596,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,899000.0,2 bds,2 ba,"1,124 sqft",0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
145,460 W 16th Ave #12,V5Y1Z3,49.256561,-123.114012,West Mount Pleasant / West Riley Park,Vancouver,799000.0,2 bds,1 ba,773 sqft,0,0,0,1,12,0,21,7,0,2,0,0,0,0,1
146,3803 W 26th Ave,V6S1P3,49.249287,-123.18835,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,7380000.0,5 bds,7 ba,"4,602 sqft",0,0,0,1,6,0,6,1,0,1,0,0,0,0,1
147,1415 Georgia St W #2203,V6G3C8,49.289455,-123.128288,NW West End / Stanley Park,Vancouver,1998000.0,2 bds,2 ba,"1,957 sqft",0,0,1,1,14,2,40,18,0,5,0,0,0,0,3
148,1311 Beach Ave #1802,V6E1V6,49.281167,-123.13834,SE West End / Davie Village,Vancouver,2598000.0,2 bds,3 ba,"1,574 sqft",0,0,0,1,12,0,2,4,0,1,0,0,0,0,1
149,108 Cordova St W #1401,V6B0G5,49.282616,-123.107958,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,875000.0,1 bd,1 ba,800 sqft,0,1,4,3,31,14,52,36,0,36,0,0,0,0,1
150,3615 Yale St,V5K1B8,49.290383,-123.025333,North Hastings-Sunrise,Vancouver,2278000.0,7 bds,5 ba,"2,930 sqft",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
151,1333 Georgia St W #809,V6E4V3,49.28899,-123.127532,SE West End / Davie Village,Vancouver,989900.0,2 bds,2 ba,968 sqft,0,0,1,1,14,2,47,21,0,8,0,0,0,0,3
152,209 E 20th Ave #103,V5V1M2,49.253226,-123.100429,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,819900.0,1 bd,2 ba,635 sqft,0,0,0,0,9,0,24,6,0,1,0,0,0,0,0
153,3731 W 6th Ave #203,V6R1T8,49.26716,-123.18637,West Kitsilano / West Point Grey / Jericho,Vancouver,438800.0,Studio,1 ba,478 sqft,0,0,0,1,13,1,12,3,0,4,0,0,0,0,1
154,811 Helmcken St #1903,V6Z1B1,49.279247,-123.125531,SW Downtown,Vancouver,799800.0,2 bds,2 ba,846 sqft,0,0,4,4,27,11,68,26,0,25,0,0,0,0,2
155,1618 Grant St,V5L2Y5,49.271659,-123.071011,North Grandview- Woodland,Vancouver,1499000.0,3 bds,2 ba,"1,510 sqft",0,0,0,7,10,1,39,10,0,8,0,0,0,0,1
156,2272 Dundas St #105,V5L1J8,49.284558,-123.058355,North Grandview- Woodland,Vancouver,639900.0,2 bds,1 ba,678 sqft,0,0,0,0,15,0,16,6,0,2,0,0,0,0,0
157,5788 Vine St #206,V6M4L8,49.233908,-123.159569,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,718000.0,2 bds,1 ba,816 sqft,0,0,0,2,10,0,20,8,0,4,0,0,0,0,1
158,1128 Quebec St #604,V6A4E1,49.274651,-123.101142,Strathcona / Chinatown / Downtown Eastside,Vancouver,1249000.0,2 bds,2 ba,"1,167 sqft",0,2,0,0,27,4,8,5,0,3,0,0,0,0,0
159,3240 Napier St,V5K2X1,49.274717,-123.035049,North Hastings-Sunrise,Vancouver,2250000.0,6 bds,4 ba,"2,084 sqft",0,0,0,0,8,0,0,1,0,0,0,0,0,0,0
160,555 Jervis St #2204,V6E4N1,49.288547,-123.125844,SE West End / Davie Village,Vancouver,928000.0,1 bd,1 ba,590 sqft,0,0,2,2,15,1,53,26,0,9,0,0,0,0,3
161,3908 W 17th Ave,V6S1A5,49.257166,-123.191147,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,4198000.0,5 bds,7 ba,"3,558 sqft",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
162,2765 W 15th Ave,V6K2Z7,49.258911,-123.167736,Central Kitsilano / Greektown,Vancouver,4250000.0,4 bds,6 ba,"2,891 sqft",0,0,0,1,12,0,2,1,0,1,0,0,0,0,0
163,1133 Hornby St #809,V6Z1W1,49.279263,-123.127457,SW Downtown,Vancouver,660000.0,2 bds,1 ba,610 sqft,0,0,4,4,26,9,68,27,0,26,0,0,0,0,3
164,4990 McGeer St #315,V5R6C1,49.239521,-123.032816,South Renfrew- Collingwood,Vancouver,515000.0,1 bd,1 ba,627 sqft,0,1,1,1,15,0,9,3,0,5,0,0,0,0,0
165,1345 Comox St #204,V6E4E4,49.284133,-123.132141,SE West End / Davie Village,Vancouver,799900.0,2 bds,2 ba,862 sqft,0,0,0,3,9,2,28,7,0,12,0,0,0,0,1
166,937 W 18th Ave,V5Z1W4,49.255551,-123.125406,East Fairview / South Cambie,Vancouver,2850000.0,5 bds,3 ba,"2,469 sqft",0,0,0,1,8,0,4,4,0,1,0,0,0,0,0
167,616 E 10th Ave,V5T2A5,49.261269,-123.090603,East Mount Pleasant,Vancouver,1950000.0,5 bds,3 ba,"2,823 sqft",0,0,0,2,14,0,10,2,0,4,0,0,0,0,0
168,2699 Duke St,V5R4S8,49.239447,-123.050058,South Renfrew- Collingwood,Vancouver,999999.0,3 bds,2 ba,"1,199 sqft",0,0,0,1,14,0,10,0,0,0,0,0,0,0,0
169,3457 Oxford St,V5K1N8,49.285941,-123.029585,North Hastings-Sunrise,Vancouver,2799000.0,6 bds,5 ba,"3,196 sqft",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,110 Switchmen St #1707,V6A0C6,49.270809,-123.101516,Strathcona / Chinatown / Downtown Eastside,Vancouver,1098000.0,2 bds,2 ba,865 sqft,0,1,0,1,21,5,8,5,0,3,0,0,0,0,1
171,2057 W 3rd Ave #PENTHOUSE 3,V6J1L4,49.26924,-123.151753,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,848000.0,2 bds,1 ba,711 sqft,0,0,0,1,7,2,27,10,0,1,0,0,0,0,0
172,1869 Spyglass Pl #213,V5Z4K7,49.268648,-123.115807,East Fairview / South Cambie,Vancouver,1222000.0,2 bds,2 ba,"1,106 sqft",0,1,0,1,6,1,5,3,1,0,0,0,0,0,0
173,474 E 43rd Ave #204,V5W1T4,49.230805,-123.094791,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,429000.0,1 bd,1 ba,603 sqft,0,0,0,1,12,0,2,3,0,3,0,0,0,0,1
174,438 Seymour St #1708,V6B6H4,49.284416,-123.113932,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,739900.0,2 bds,2 ba,710 sqft,0,4,13,3,46,7,42,56,0,40,0,0,0,0,2
175,2556 W 20th Ave,V6L1G8,49.254284,-123.163295,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,4290000.0,6 bds,5 ba,"3,634 sqft",0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
176,66 Cordova St W #1108,V6B0L2,49.282561,-123.106278,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,539000.0,1 bd,1 ba,543 sqft,0,1,4,2,28,12,51,30,0,32,0,0,0,0,1
177,874 W 6th Ave #201,V5Z1A6,49.265695,-123.123456,East Fairview / South Cambie,Vancouver,950000.0,2 bds,2 ba,"1,025 sqft",1,0,2,0,11,0,22,9,1,4,0,0,0,0,1
178,3126 E 17th Ave,V5M2N7,49.254518,-123.038276,South Hastings-Sunrise / North Renfrew- Collingwood,Vancouver,2690000.0,8 bds,6 ba,"2,627 sqft",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
179,1596 W 14th Ave #1B,V6J2H9,49.258663,-123.140522,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,12875000.0,3 bds,6 ba,"4,175 sqft",0,0,0,1,10,0,10,2,0,0,0,0,0,0,1
180,4166 Crown Cres,V6R2A9,49.2643,-123.198901,West Kitsilano / West Point Grey / Jericho,Vancouver,6298000.0,6 bds,6 ba,"5,048 sqft",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
181,1155 Seymour St PENTHOUSE 2703,V6B1K2,49.277451,-123.124318,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,2099000.0,2 bds,2 ba,"1,144 sqft",0,1,2,4,24,10,93,30,0,33,0,0,0,0,2
182,3538 W 30th Ave,V6S1W5,49.244942,-123.183169,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,5498000.0,5 bds,7 ba,"4,396 sqft",0,0,0,1,8,0,7,1,0,1,0,0,0,0,1
183,2229 Oak St,V6H3W6,49.265755,-123.127872,West Fairview / Granville Island / NE Shaughnessy,Vancouver,1499900.0,2 bds,2 ba,"1,419 sqft",0,0,2,0,9,0,14,6,0,0,0,0,0,0,1
184,2638 W 22nd Ave,V6L1M2,49.252494,-123.16415,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,5780000.0,4 bds,5 ba,"4,183 sqft",0,0,0,0,3,0,1,0,0,1,0,0,0,0,0
185,1550 Coal Harbour Cay #L302,V6G3G1,49.291479,-123.128047,NW West End / Stanley Park,Vancouver,3599000.0,4 bds,3 ba,"1,954 sqft",0,0,0,0,10,1,15,6,0,2,0,0,0,0,1
186,3516 Georgia St E,V5K2L8,49.278004,-123.027789,North Hastings-Sunrise,Vancouver,1868000.0,7 bds,4 ba,"2,580 sqft",0,0,0,0,16,0,3,3,0,1,0,0,0,0,0
187,2693 Duke St,V5R4S8,49.239447,-123.050058,South Renfrew- Collingwood,Vancouver,1028000.0,3 bds,2 ba,"1,316 sqft",0,0,0,1,14,0,10,0,0,0,0,0,0,0,0
188,1987 W 35th Ave,V6M1H8,49.240294,-123.151083,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,6888000.0,6 bds,6 ba,"4,410 sqft",0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
189,1219 E 29th Ave,V5V2T1,49.24482,-123.079651,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,2598000.0,6 bds,3 ba,"3,156 sqft",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
190,717 Jervis St #3101,V6E4L5,49.287872,-123.12823,SE West End / Davie Village,Vancouver,14999900.0,5 bds,9 ba,"9,186 sqft",0,0,1,1,14,2,48,22,0,7,0,0,0,0,3
191,33 Smithe St #802,V6B0B5,49.274436,-123.11196,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,1449000.0,2 bds,2 ba,"1,109 sqft",0,0,1,0,2,1,6,2,0,4,0,0,0,0,0
192,2636 McGill St,V5K1H3,49.288372,-123.05073,North Hastings-Sunrise,Vancouver,1658888.0,3 bds,1 ba,"2,174 sqft",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
193,1283 Howe St #2009,V6Z0E3,49.277218,-123.128625,SW Downtown,Vancouver,555000.0,1 bd,1 ba,482 sqft,0,0,1,5,28,4,49,20,0,20,0,0,0,0,2
194,1196 W 48th Ave,V6M2N7,49.227388,-123.133219,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,6990000.0,6 bds,7 ba,"4,726 sqft",0,0,0,0,5,0,2,0,0,2,0,0,0,0,0
195,1492 Hornby St,V6Z1X3,49.275736,-123.131665,SW Downtown,Vancouver,1659000.0,3 bds,3 ba,"1,718 sqft",0,0,1,2,14,2,22,10,0,8,0,0,0,0,0
196,788 Richards St #1108,V6B0C7,49.280305,-123.117196,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,1190000.0,3 bds,2 ba,"1,095 sqft",0,2,14,4,29,4,61,37,0,40,0,0,0,0,3
197,3221 Grant St,V5K3J1,49.271608,-123.035912,North Hastings-Sunrise,Vancouver,1698000.0,4 bds,4 ba,"1,495 sqft",0,0,0,0,7,0,1,1,0,0,0,0,0,0,0
198,1180 Broughton St #1302,V6G2B1,49.283567,-123.135527,NW West End / Stanley Park,Vancouver,2598000.0,2 bds,3 ba,"1,330 sqft",0,0,0,3,11,2,16,5,0,7,0,0,0,0,1
199,1210 W 8th Ave #207,V6H3Y9,49.264145,-123.132201,West Fairview / Granville Island / NE Shaughnessy,Vancouver,638000.0,1 bd,1 ba,690 sqft,0,0,0,0,12,0,11,6,0,4,0,0,0,0,0
200,1165 Burnaby St #402,V6E1P3,49.280878,-123.133641,SE West End / Davie Village,Vancouver,919000.0,2 bds,2 ba,"1,001 sqft",0,0,0,2,16,3,31,10,0,16,0,0,0,0,1
201,7638 Cambie St #103,V6P3H7,49.215572,-123.116344,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,1249000.0,3 bds,2 ba,"1,075 sqft",0,0,0,0,7,0,0,1,1,0,0,0,0,0,1
202,250 E 6th Ave #451,V5T0B7,49.265226,-123.100379,East Mount Pleasant,Vancouver,607000.0,1 bd,1 ba,507 sqft,0,0,0,3,20,2,28,10,0,6,0,0,0,0,1
203,1408 Robson St #2901,V6G1B9,49.28808,-123.13083,NW West End / Stanley Park,Vancouver,9680000.0,4 bds,4 ba,"2,769 sqft",0,0,0,3,11,2,49,16,0,9,0,0,0,0,3
204,128 Cordova St W #706,V6B0E6,49.282525,-123.107958,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,899900.0,2 bds,2 ba,"1,161 sqft",0,1,4,3,32,14,52,36,0,35,0,0,0,0,1
205,4578 Puget Dr,V6L2V8,49.246025,-123.164932,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,7750000.0,6 bds,7 ba,"4,473 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
206,2549 E 16th Ave,V5M2L5,49.25597,-123.054291,South Hastings-Sunrise / North Renfrew- Collingwood,Vancouver,3298000.0,10 bds,6 ba,"3,960 sqft",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
207,3661 E 27th Ave,V5R1R3,49.246432,-123.024918,South Renfrew- Collingwood,Vancouver,1999000.0,6 bds,4 ba,"2,168 sqft",0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
208,161 Georgia St W #110,V6B0K9,49.278805,-123.111556,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,1099000.0,2 bds,2 ba,"1,017 sqft",0,1,2,3,22,5,29,20,0,19,0,0,0,0,1
209,939 Homer St #3401,V6B2W6,49.278115,-123.119485,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,2499000.0,3 bds,4 ba,"3,095 sqft",0,2,6,3,19,6,82,29,0,32,0,0,0,0,3
210,1717 W 13th Ave #115,V6J2H2,49.260182,-123.144071,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,788800.0,2 bds,1 ba,837 sqft,0,0,0,1,8,0,7,0,0,0,0,0,0,0,1
211,3668 W 28th Ave,V6S1S4,49.246845,-123.186095,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,3280000.0,5 bds,3 ba,"2,803 sqft",0,0,0,1,9,0,7,1,0,1,0,0,0,0,1
212,198 E 44th Ave,V5W1V6,49.230136,-123.1019,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,1250000.0,3 bds,3 ba,"1,050 sqft",0,0,0,1,14,0,1,0,0,1,0,0,0,0,0
213,6384 Windsor St,V5W3J5,49.226523,-123.084808,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,1980000.0,6 bds,3 ba,"2,565 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
214,2550 Garden Dr #203,V5N4X6,49.261596,-123.057753,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1129900.0,2 bds,2 ba,905 sqft,0,0,0,0,12,0,7,1,0,2,0,0,0,0,0
215,55 Cordova St E #315,V6A0A5,49.282595,-123.102962,Strathcona / Chinatown / Downtown Eastside,Vancouver,738000.0,1 bd,1 ba,933 sqft,0,0,0,3,25,8,44,9,0,11,0,0,0,0,1
216,2848 W 17th Ave,V6L1A2,49.256876,-123.168867,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,2998000.0,3 bds,4 ba,"1,879 sqft",0,0,0,1,12,0,2,1,0,1,0,0,0,0,0
217,352 W 62nd Ave,V5X2E3,49.214071,-123.099064,SE Oakridge / East Marpole / South Sunset,Vancouver,1249900.0,2 bds,2 ba,"1,127 sqft",0,0,0,0,10,0,1,0,0,2,0,0,0,0,1
218,2632 Nanaimo St,V5N5E7,49.260614,-123.056207,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1599000.0,3 bds,2 ba,"1,460 sqft",0,0,0,0,9,0,7,1,0,2,0,0,0,0,0
219,1189 Melville St #2104,V6E4T8,49.287784,-123.123458,SE West End / Davie Village,Vancouver,827000.0,1 bd,1 ba,710 sqft,0,1,3,3,23,1,51,26,0,11,0,0,0,0,3
220,6010 Granville St,V6M3E1,49.231439,-123.139215,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,3198000.0,4 bds,3 ba,"3,151 sqft",0,0,0,0,13,0,3,1,0,0,0,0,0,0,0
221,477 W 59th Ave #202,V5X1X4,49.217183,-123.115644,SE Oakridge / East Marpole / South Sunset,Vancouver,1350000.0,3 bds,2 ba,"1,090 sqft",0,0,0,0,6,0,0,1,0,0,0,0,0,0,1
222,195 W 12th Ave,V5Y1T6,49.260583,-123.109316,West Mount Pleasant / West Riley Park,Vancouver,4498000.0,6 bds,5 ba,"2,917 sqft",0,0,1,0,2,0,7,5,0,0,0,0,0,0,0
223,2068 E 49th Ave,V5P1T7,49.22485,-123.064401,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,2688000.0,8 bds,6 ba,"4,132 sqft",0,0,0,2,14,0,9,0,0,4,0,0,0,0,0
224,277 Thurlow St #2601,V6C0C1,49.288884,-123.11914,Waterfront / Coal Harbour / Canada Place,Vancouver,9988000.0,3 bds,4 ba,"3,322 sqft",0,1,1,2,14,3,34,20,0,7,0,0,0,0,1
225,5595 Dumfries St,V5P3A5,49.233783,-123.074635,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,1899999.0,8 bds,4 ba,"2,815 sqft",0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
226,603 E 57th Ave,V5X1T1,49.218537,-123.092892,SE Oakridge / East Marpole / South Sunset,Vancouver,2998000.0,7 bds,6 ba,"3,170 sqft",0,0,0,0,7,0,1,0,0,0,0,0,0,0,0
227,1817 W 15th Ave,V6J2K9,49.258381,-123.146445,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,3598000.0,4 bds,4 ba,"2,422 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
228,2025 Stephens St #201,V6K3W2,49.268069,-123.16671,Central Kitsilano / Greektown,Vancouver,545000.0,1 bd,1 ba,497 sqft,0,0,0,1,16,1,15,7,0,2,0,0,0,0,1
229,2172 Wall St,V5L1B5,49.287898,-123.060013,North Grandview- Woodland,Vancouver,939000.0,2 bds,2 ba,965 sqft,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0
230,3220 W 4th Ave #303,V6K1R9,49.268211,-123.176302,Central Kitsilano / Greektown,Vancouver,1099000.0,2 bds,2 ba,"1,049 sqft",0,0,0,2,7,1,14,2,0,1,0,0,0,0,0
231,3256 W 21st Ave,V6L1L2,49.253472,-123.177205,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,5580000.0,4 bds,5 ba,"3,620 sqft",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
232,1958 E 47th Ave #406,V5P3X5,49.227335,-123.066077,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,608000.0,2 bds,1 ba,863 sqft,0,0,0,4,14,0,9,0,0,4,0,0,0,0,0
233,2556 Hastings St E #L01,V5K1Z3,49.280884,-123.053231,North Hastings-Sunrise,Vancouver,549000.0,1 bd,1 ba,761 sqft,0,0,0,0,7,1,14,6,0,3,0,0,0,0,0
234,2282 E 8th Ave #3,V5N1V5,49.262927,-123.05849,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1799900.0,3 bds,3 ba,"1,444 sqft",0,0,0,0,12,0,7,1,0,2,0,0,0,0,0
235,7303 Granville St,V6P4Y3,49.218971,-123.139713,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,1499900.0,3 bds,3 ba,"1,475 sqft",0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
