,Street address,Zip/Postal Code,Latitude,Longitude,Neighbourhood,Region,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area,Railway Station in area,School in area,Supermarket in area,Bus Stop in area,Pub in area,Restaurant in area,Cafe in area,Dentist in area,Fast Food in area,Kindergartens in area,Malls in area,Play Ground in area,Parks in area,Post Office in area
236,128 Cordova St W #4004,V6B0E6,49.282525,-123.107958,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,699000.0,1 bd,1 ba,646 sqft,0,1,4,3,32,14,52,36,0,35,0,0,0,0,1
237,4393 Puget Dr,V6L2V7,49.246957,-123.167479,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,4390000.0,5 bds,4 ba,"3,573 sqft",0,0,0,0,9,0,1,0,0,1,0,0,0,0,0
238,710 Chilco St #303,V6G2P9,49.293438,-123.137924,NW West End / Stanley Park,Vancouver,998000.0,2 bds,1 ba,965 sqft,0,0,0,2,8,0,36,10,0,5,0,0,0,0,2
239,1468 W 14th Ave #703,V6H0A2,49.258615,-123.137357,West Fairview / Granville Island / NE Shaughnessy,Vancouver,1188000.0,2 bds,2 ba,900 sqft,0,0,0,1,9,0,10,2,0,0,0,0,0,0,1
240,1048 E 7th Ave #3A,V5T1P7,49.264003,-123.082144,East Mount Pleasant,Vancouver,699000.0,2 bds,1 ba,698 sqft,0,1,0,0,7,0,2,1,0,1,0,0,0,0,0
241,33 W Pender St #504,V6B0E5,49.281126,-123.106294,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,650000.0,1 bd,1 ba,770 sqft,0,1,3,2,28,12,51,30,0,35,0,0,0,0,1
242,756 W 22nd Ave,V5Z1Z7,49.251345,-123.121503,East Fairview / South Cambie,Vancouver,3998000.0,4 bds,4 ba,"2,773 sqft",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
243,4573 Slocan St #201,V5R1Z8,49.243776,-123.050776,South Renfrew- Collingwood,Vancouver,829999.0,2 bds,2 ba,820 sqft,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
244,3982 W 35th Ave,V6N2P2,49.240226,-123.193184,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,5600000.0,5 bds,5 ba,"3,872 sqft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,1633 W 8th Ave #506,V6J5H7,49.264789,-123.141695,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,998800.0,2 bds,2 ba,"1,032 sqft",0,0,1,2,18,1,21,10,0,4,0,0,0,0,1
246,239 W 16th Ave,V5Y1Y8,49.257072,-123.110548,West Mount Pleasant / West Riley Park,Vancouver,2189000.0,5 bds,3 ba,"2,306 sqft",0,0,0,0,1,0,6,1,0,0,0,0,0,0,0
247,1510 W 33rd Ave,V6M1A7,49.241565,-123.139727,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,6880000.0,6 bds,10 ba,"7,748 sqft",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
248,3018 Knight St,V5N3K4,49.257463,-123.075921,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,2599000.0,6 bds,4 ba,"2,480 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
249,730 Hawks Ave,V6A3J3,49.277678,-123.08707,Strathcona / Chinatown / Downtown Eastside,Vancouver,1299000.0,3 bds,3 ba,"1,361 sqft",0,0,0,0,9,0,1,1,0,0,0,0,0,0,0
250,638 W 17th Ave,V5Z1T8,49.255812,-123.118959,East Fairview / South Cambie,Vancouver,2899999.0,8 bds,4 ba,"3,047 sqft",0,0,0,1,7,0,15,7,0,2,0,0,0,0,1
251,3491 E Pender St,V5K2C9,49.280492,-123.028763,North Hastings-Sunrise,Vancouver,1960000.0,4 bds,4 ba,"2,532 sqft",0,0,0,0,14,0,3,3,0,1,0,0,0,0,0
252,885 Cambie St #2104,V6B0R6,49.277518,-123.116547,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,2438000.0,3 bds,3 ba,"1,434 sqft",0,0,7,3,18,2,51,18,0,16,0,0,0,0,2
253,1502 Island Park Walk #301,V6H3Z8,49.270581,-123.139126,West Fairview / Granville Island / NE Shaughnessy,Vancouver,1249000.0,2 bds,2 ba,"1,079 sqft",0,0,1,0,10,1,11,8,0,7,0,0,0,0,1
254,1508 W 61st Ave,V5P2J4,49.214369,-123.075481,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,1250000.0,3 bds,3 ba,"1,100 sqft",0,0,0,0,15,0,0,0,0,2,0,0,0,0,0
255,1068 W 15th Ave,V6H1R6,49.257605,-123.128894,West Fairview / Granville Island / NE Shaughnessy,Vancouver,1499999.0,3 bds,3 ba,"1,115 sqft",0,0,0,1,8,0,2,1,0,1,0,0,0,0,0
256,2618 W 15th Ave,V6K2Z5,49.258348,-123.165387,Central Kitsilano / Greektown,Vancouver,2998000.0,4 bds,3 ba,"2,571 sqft",0,0,0,1,9,0,2,1,0,1,0,0,0,0,0
257,1534 Harwood St #702,V6G1X9,49.283224,-123.1405,NW West End / Stanley Park,Vancouver,327000.0,1 bd,1 ba,550 sqft,0,0,0,1,14,1,12,2,0,4,0,0,0,0,1
258,1369 E 24th Ave,V5V1Z4,49.249252,-123.07696,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,1239000.0,2 bds,2 ba,"1,173 sqft",0,0,0,1,17,0,16,2,0,2,0,0,0,0,1
259,1777 Bayshore Dr #1101,V6G3H2,49.292959,-123.132023,NW West End / Stanley Park,Vancouver,2899900.0,3 bds,3 ba,"1,786 sqft",0,0,0,4,9,1,44,10,0,6,0,0,0,0,2
260,4815 Eldorado Mews #2401,V5R0B2,49.241221,-123.057581,South Renfrew- Collingwood,Vancouver,868000.0,2 bds,2 ba,871 sqft,0,0,0,1,16,0,13,1,0,2,0,0,0,0,2
261,431 Heatley Ave,V6A3G6,49.280531,-123.089821,Strathcona / Chinatown / Downtown Eastside,Vancouver,1599900.0,2 bds,3 ba,"1,469 sqft",0,0,0,0,14,0,2,3,0,0,0,0,0,0,0
262,7418 Paulson St #903,V6P0K2,49.217659,-123.119322,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,1400000.0,2 bds,2 ba,"1,017 sqft",0,0,0,0,6,0,0,1,0,0,0,0,0,0,1
263,49 Cordova St E,V6A1K3,49.282152,-123.103059,Strathcona / Chinatown / Downtown Eastside,Vancouver,1049000.0,1 bd,2 ba,"1,049 sqft",0,0,0,3,26,8,46,12,0,18,0,0,0,0,1
264,1450 W 6th Ave #307,V6H4H9,49.265704,-123.137742,West Fairview / Granville Island / NE Shaughnessy,Vancouver,1298000.0,2 bds,2 ba,"1,158 sqft",0,0,2,0,20,0,25,11,0,7,0,0,0,0,0
265,3707 Hudson St,V6H3A6,49.252101,-123.134899,West Fairview / Granville Island / NE Shaughnessy,Vancouver,7980000.0,5 bds,4 ba,"4,896 sqft",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
266,1188 Richards St #402,V6B3E6,49.27599,-123.123515,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,499900.0,1 bd,1 ba,405 sqft,0,1,1,4,24,7,80,25,0,24,0,0,0,0,3
267,2275 W 40th Ave #204,V6M1W7,49.235845,-123.159524,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,949000.0,2 bds,2 ba,"1,128 sqft",0,0,0,2,9,0,22,8,0,3,0,0,0,0,1
268,45 W 15th Ave,V5Y1X7,49.257827,-123.106234,West Mount Pleasant / West Riley Park,Vancouver,2589900.0,4 bds,4 ba,"2,077 sqft",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,1188 Howe St #607,V6Z2S8,49.278315,-123.12697,SW Downtown,Vancouver,789000.0,2 bds,2 ba,821 sqft,0,0,5,5,28,8,63,28,0,26,0,0,0,0,2
270,371 E 16th Ave,V5T2T7,49.256801,-123.096832,East Mount Pleasant,Vancouver,1575000.0,3 bds,3 ba,"1,455 sqft",1,0,0,0,6,1,9,2,0,2,0,0,0,0,0
271,1501 Atlas Ln,V6P0C9,49.220484,-123.141817,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,2999000.0,2 bds,3 ba,"2,951 sqft",0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
272,1735 W 16th Ave,V6J2L9,49.25741,-123.144543,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,2388000.0,2 bds,3 ba,"2,313 sqft",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
273,356 W 15th Ave #2,V5Y1Y2,49.2575,-123.112465,West Mount Pleasant / West Riley Park,Vancouver,1098000.0,2 bds,1 ba,876 sqft,0,0,0,2,10,0,21,7,0,2,0,0,0,0,1
274,8131 Nunavut Ln #2502,V5X0E2,49.211335,-123.116532,SE Oakridge / East Marpole / South Sunset,Vancouver,868000.0,2 bds,2 ba,779 sqft,0,1,0,1,7,1,3,4,1,4,0,0,0,0,0
275,4615 W 4th Ave,V6R1R6,49.269314,-123.212434,West Kitsilano / West Point Grey / Jericho,Vancouver,3368000.0,5 bds,2 ba,"2,300 sqft",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
276,1383 W 32nd Ave,V6H2J4,49.244418,-123.136819,West Fairview / Granville Island / NE Shaughnessy,Vancouver,10280000.0,4 bds,3 ba,"4,410 sqft",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
277,6511 Chambord Pl #40,V5S4P2,49.223979,-123.025559,Killarney,Vancouver,1398000.0,4 bds,2 ba,"1,820 sqft",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
278,2550 Garden Dr #302,V5N4X6,49.261596,-123.057753,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,814900.0,1 bd,1 ba,637 sqft,0,0,0,0,12,0,7,1,0,2,0,0,0,0,0
279,3225 Clark Dr,V5V4Y1,49.255906,-123.078186,West Kensington-Cedar Cottage / NE Riley Park,Vancouver,1699900.0,4 bds,4 ba,"1,616 sqft",0,0,0,1,8,0,2,0,0,0,0,0,0,0,0
280,3835 Selkirk St,V6H2Z1,49.251221,-123.132307,West Fairview / Granville Island / NE Shaughnessy,Vancouver,7990000.0,6 bds,7 ba,"6,257 sqft",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
281,1111 Richards St #2705,V6B0S3,49.277007,-123.123204,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,2999000.0,3 bds,3 ba,"1,781 sqft",0,1,2,4,22,9,88,27,0,34,0,0,0,0,3
282,8283 Heather St,V6P6S8,49.210851,-123.124327,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,1990000.0,4 bds,3 ba,"1,993 sqft",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
283,1375 Graveley St,V5L3A1,49.270826,-123.075628,North Grandview- Woodland,Vancouver,1899900.0,6 bds,3 ba,"2,620 sqft",0,0,0,0,8,0,1,0,0,0,0,0,0,0,0
284,557 Rupert St,V5K4K6,49.279434,-123.034049,North Hastings-Sunrise,Vancouver,1799000.0,6 bds,2 ba,"1,776 sqft",0,0,0,0,8,0,0,0,0,1,0,0,0,0,0
285,1239 Georgia St W #2803,V6E4R8,49.287732,-123.125626,SE West End / Davie Village,Vancouver,2199000.0,4 bds,4 ba,"2,445 sqft",0,0,3,2,16,1,56,28,0,9,0,0,0,0,3
286,5755 Angus Dr,V6M3N7,49.234042,-123.148231,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,10880000.0,7 bds,8 ba,"5,660 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
287,1419 E 27th Ave,V5N2W6,49.246654,-123.075422,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1588000.0,3 bds,2 ba,"1,359 sqft",0,0,0,2,15,0,11,2,0,1,0,0,0,0,0
288,2275 E Pender St,V5L1X5,49.280518,-123.058328,North Grandview- Woodland,Vancouver,1599000.0,4 bds,2 ba,"1,842 sqft",0,0,0,0,14,1,19,6,0,2,0,0,0,0,0
289,2888 Cambie St #702,V5Z0H3,49.259754,-123.114732,East Fairview / South Cambie,Vancouver,1300000.0,2 bds,2 ba,"1,041 sqft",0,1,2,3,16,0,36,7,0,8,0,0,0,0,2
290,2277 E 30th Ave #309,V5N5N1,49.24154,-123.059303,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,439000.0,1 bd,1 ba,686 sqft,0,0,0,1,11,0,13,1,0,3,0,0,0,0,2
291,8488 Cornish St #619,V6P0C2,49.208889,-123.141934,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,918900.0,2 bds,2 ba,898 sqft,0,0,0,1,10,1,20,3,0,6,0,0,0,0,0
292,4455 W 1st Ave,V6R4H9,49.272334,-123.207492,West Kitsilano / West Point Grey / Jericho,Vancouver,6490000.0,5 bds,6 ba,"3,995 sqft",0,0,0,0,8,0,1,0,0,1,0,0,0,0,0
293,2210 Willow St,V5Z0C8,49.288756,-123.060169,East Fairview / South Cambie,Vancouver,1848000.0,4 bds,3 ba,"1,689 sqft",0,0,0,0,6,0,1,1,0,0,0,0,0,0,0
294,3061 E Kent Ave N #1205,V5S2L7,49.207247,-123.044585,Killarney,Vancouver,724500.0,2 bds,2 ba,"1,247 sqft",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
295,1000 Beach Ave #704,V6E4M2,49.275624,-123.134213,SE West End / Davie Village,Vancouver,1498000.0,2 bds,2 ba,"1,280 sqft",0,0,1,2,7,0,13,9,0,10,0,0,0,0,0
296,2190 W 7th Ave #111,V6K4K7,49.265347,-123.154679,Central Kitsilano / Greektown,Vancouver,649900.0,1 bd,1 ba,496 sqft,0,0,0,2,9,1,23,8,0,2,0,0,0,0,2
297,1283 Howe St #3208,V6Z0E3,49.277218,-123.128625,SW Downtown,Vancouver,1078000.0,2 bds,2 ba,785 sqft,0,0,1,5,28,4,49,20,0,20,0,0,0,0,2
298,1499 W Pender St #1303,V6G2S3,49.289964,-123.128049,NW West End / Stanley Park,Vancouver,1638000.0,2 bds,3 ba,"1,220 sqft",0,0,0,0,12,2,35,16,0,5,0,0,0,0,3
299,4007 W 19th Ave,V6S1E2,49.255859,-123.193925,NW Dunbar- Southlands / Chaldecutt / South University Endowment Lands,Vancouver,4398000.0,5 bds,6 ba,"2,967 sqft",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
300,4907 Walden St,V5W2V6,49.240342,-123.100534,SE Riley Park / SW Kensington-Cedar Cottage / NE Oakridge / North Sunset,Vancouver,1899000.0,3 bds,2 ba,"1,749 sqft",0,0,0,0,11,0,5,2,0,0,0,0,0,0,0
301,3838 W 50th Ave,V6N3V5,49.226212,-123.189398,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,5135555.0,5 bds,6 ba,"4,098 sqft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,2437 W 1st Ave #1,V6K1G5,49.271146,-123.160658,Central Kitsilano / Greektown,Vancouver,1475000.0,2 bds,2 ba,"1,209 sqft",0,0,0,1,5,0,3,2,0,1,0,0,0,0,1
303,1368 Minto Cres,V6H2J5,49.242479,-123.136033,West Fairview / Granville Island / NE Shaughnessy,Vancouver,11888000.0,8 bds,10 ba,"8,677 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
304,8645 Osler St #301,V6P4E6,49.207578,-123.1322,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,419900.0,1 bd,1 ba,584 sqft,0,0,0,0,12,0,3,2,0,1,0,0,0,0,0
305,4085 Puget Dr,V6L2V3,49.250233,-123.171175,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,6288000.0,6 bds,6 ba,"4,664 sqft",0,0,0,0,9,0,1,0,0,1,0,0,0,0,0
306,2020 E Kent Ave SE #411,V5P4X2,49.206558,-123.065143,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,925000.0,2 bds,2 ba,"1,061 sqft",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
307,1616 W 13th Ave #502,V6J2G6,49.259605,-123.141727,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,888800.0,2 bds,2 ba,"1,049 sqft",0,0,0,2,10,0,15,4,0,1,0,0,0,0,1
308,499 Broughton St #1703,V6G3K1,49.29059,-123.127174,NW West End / Stanley Park,Vancouver,1688000.0,2 bds,2 ba,"1,148 sqft",0,0,1,0,14,1,26,13,0,5,0,0,0,0,2
309,910 Beach Ave #503,V6Z2W7,49.275321,-123.133399,SW Downtown,Vancouver,525000.0,Studio,1 ba,417 sqft,0,0,1,2,7,0,14,10,0,10,0,0,0,0,0
310,180 E 2nd Ave #1012,V5T1B5,49.268674,-123.101202,East Mount Pleasant,Vancouver,749990.0,1 bd,1 ba,564 sqft,0,0,0,0,12,6,12,6,0,2,0,0,0,0,0
311,2671 McBain Ave,V6L2C7,49.247322,-123.164319,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,5580000.0,7 bds,7 ba,"4,207 sqft",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
312,2658 Morningstar Cres #17,V5S4P4,49.206541,-123.0541,Killarney,Vancouver,1049000.0,3 bds,2 ba,"1,544 sqft",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
313,1616 Bayshore Dr #202,V6G3L1,49.291509,-123.13015,NW West End / Stanley Park,Vancouver,1688000.0,2 bds,2 ba,"1,365 sqft",0,0,0,2,13,1,43,8,0,6,0,0,0,0,2
314,1330 Harwood St #708,V6E1S8,49.281647,-123.138072,SE West End / Davie Village,Vancouver,518300.0,1 bd,1 ba,620 sqft,0,0,0,1,12,1,7,4,0,1,0,0,0,0,1
315,2509 W 37th Ave,V6N2T2,49.238678,-123.1629,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,2048800.0,3 bds,2 ba,"1,348 sqft",0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
316,1748 E 55th Ave,V5P1Z6,49.219678,-123.070476,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,2598000.0,7 bds,6 ba,"3,339 sqft",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
317,1283 Howe St #3405,V6Z0E3,49.277218,-123.128625,SW Downtown,Vancouver,689000.0,1 bd,1 ba,545 sqft,0,0,1,5,28,4,49,20,0,20,0,0,0,0,2
318,1461 E 64th Ave,V5P2M4,49.212239,-123.075886,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,1999999.0,5 bds,3 ba,"2,337 sqft",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
319,1919 E 3rd Ave,V5N1H4,49.268014,-123.065301,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1399000.0,3 bds,3 ba,"1,000 sqft",0,0,0,2,1,0,8,4,0,3,0,0,0,0,0
320,168 Powell St #302,V6A0B2,49.282968,-123.100636,Strathcona / Chinatown / Downtown Eastside,Vancouver,468000.0,1 bd,1 ba,557 sqft,0,0,0,3,23,5,48,11,0,4,0,0,0,0,1
321,1782 W 6th Ave,V6J0E5,49.266351,-123.148513,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,1399000.0,2 bds,3 ba,"1,198 sqft",0,0,0,1,11,1,28,10,2,3,0,0,0,0,1
322,1330 Graveley St #302,V5L3A2,49.270304,-123.076584,North Grandview- Woodland,Vancouver,930000.0,2 bds,1 ba,"1,139 sqft",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
323,289 Drake St #1405,V6B5Z5,49.273825,-123.123708,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,1458000.0,3 bds,2 ba,"1,265 sqft",0,1,0,3,18,4,47,16,0,13,0,0,0,0,2
324,7176 Duff St,V5P4B3,49.218979,-123.06423,SE Kensington-Cedar Cottage / Victoria- Fraserview,Vancouver,1938000.0,5 bds,3 ba,"2,171 sqft",0,0,1,0,10,0,5,0,0,2,0,0,0,0,0
325,8006 Chester St,V5X3Y6,49.212378,-123.089172,SE Oakridge / East Marpole / South Sunset,Vancouver,1980000.0,5 bds,4 ba,"2,400 sqft",0,0,0,0,10,0,2,0,0,2,0,0,0,0,0
326,1410 Bute St #500,V6E2A7,49.279374,-123.136619,SE West End / Davie Village,Vancouver,2980000.0,1 bd,2 ba,"1,600 sqft",0,0,0,0,9,2,14,5,0,4,0,0,0,0,0
327,1198 W 55th Ave,V6P7A1,49.220129,-123.133097,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,10990000.0,4 bds,4 ba,"5,739 sqft",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,1189 Howe St #2703,V6Z2X4,49.278315,-123.12697,SW Downtown,Vancouver,1199000.0,3 bds,2 ba,"1,160 sqft",0,0,5,5,28,8,63,28,0,26,0,0,0,0,2
329,1289 Hornby St #3610,V6Z2H7,49.277771,-123.129738,SW Downtown,Vancouver,2560000.0,2 bds,3 ba,"1,413 sqft",0,0,1,4,24,4,47,16,0,23,0,0,0,0,3
330,4658 Elm St,V6L2L2,49.244648,-123.164354,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,9680000.0,5 bds,6 ba,"5,375 sqft",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
331,646 Union St,V6A2B9,49.277229,-123.090532,Strathcona / Chinatown / Downtown Eastside,Vancouver,1690000.0,4 bds,2 ba,"2,354 sqft",0,0,0,0,7,0,0,2,0,0,0,0,0,0,0
332,2596 W 14th Ave,V6K2W7,49.259056,-123.164641,Central Kitsilano / Greektown,Vancouver,5875000.0,7 bds,6 ba,"4,129 sqft",0,0,0,1,9,0,2,1,0,1,0,0,0,0,0
333,693 Moberly Rd,V5Z4A4,49.267062,-123.120499,East Fairview / South Cambie,Vancouver,1198000.0,2 bds,3 ba,"1,412 sqft",0,0,1,0,9,1,19,5,1,4,0,0,0,0,0
334,6011 Adera St,V6M3J3,49.231498,-123.143836,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,9480000.0,6 bds,7 ba,"5,388 sqft",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
335,455 SW Marine Dr #1005,V5X2S9,49.211163,-123.115988,SE Oakridge / East Marpole / South Sunset,Vancouver,938000.0,2 bds,2 ba,753 sqft,0,1,0,1,7,1,3,4,1,4,0,0,0,0,0
336,1328 W 73rd Ave #8,V6P3E7,49.204077,-123.135596,SE Kerrisdale / SW Oakridge / West Marpole,Vancouver,599900.0,2 bds,1 ba,883 sqft,0,0,0,0,9,0,3,2,0,0,0,0,0,0,0
337,2528 Maple St #407,V6J0B5,49.263465,-123.149961,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,728800.0,1 bd,1 ba,661 sqft,0,0,0,1,11,0,13,5,1,1,0,0,0,0,1
338,2721 W 24th Ave,V6L1R2,49.251219,-123.1659,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,4988000.0,5 bds,6 ba,"3,739 sqft",0,0,0,0,8,0,1,0,0,1,0,0,0,0,0
339,5912 Churchill St,V6M3H5,49.232287,-123.141009,South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge,Vancouver,11880000.0,7 bds,8 ba,"6,175 sqft",0,0,0,0,14,0,3,1,0,0,0,0,0,0,0
340,1430 E 8th Ave,V5N1T4,49.263092,-123.074519,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1388000.0,5 bds,3 ba,"1,341 sqft",0,0,0,0,11,0,2,0,0,4,0,0,0,0,0
341,2033 W 7th Ave #306,V6J1T3,49.265839,-123.151582,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,649900.0,1 bd,1 ba,716 sqft,0,0,0,1,10,0,25,8,1,3,0,0,0,0,1
342,1824 W 12th Ave,V6J2E2,49.260618,-123.146536,NW Shaughnessy / East Kitsilano / Quilchena,Vancouver,849900.0,1 bd,2 ba,672 sqft,0,0,0,1,9,0,7,1,1,0,0,0,0,0,2
343,1199 Marinaside Cres #3203,V6Z2Y2,49.273129,-123.120638,SW Downtown,Vancouver,1290000.0,2 bds,2 ba,"1,079 sqft",0,1,0,2,13,1,39,12,0,11,0,0,0,0,1
344,2268 W 12th Ave #102,V6K2N5,49.260777,-123.156593,Central Kitsilano / Greektown,Vancouver,559000.0,1 bd,1 ba,624 sqft,0,0,0,2,11,1,11,3,0,2,0,0,0,0,1
345,1487 Homer St,V6Z3C8,49.272027,-123.126813,SW Downtown,Vancouver,2790000.0,3 bds,3 ba,"2,112 sqft",0,0,0,1,8,1,11,2,0,2,0,0,0,0,1
346,4559 Beatrice St #1,V5N4J1,49.243873,-123.066976,South Grandview- Woodland / NE Kensington-Cedar Cottage,Vancouver,1599900.0,3 bds,4 ba,"1,510 sqft",0,0,0,1,12,0,13,0,0,2,0,0,0,0,0
347,3108 W 31st Ave,V6L2A6,49.243946,-123.174462,NW Arbutus Ridge / NE Dunbar- Southlands,Vancouver,6375000.0,6 bds,6 ba,"4,723 sqft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,131 King Edward Ave E #1,V5Y2H8,49.249221,-123.108316,West Mount Pleasant / West Riley Park,Vancouver,2199000.0,4 bds,4 ba,"2,065 sqft",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
349,689 Abbott St #3703,V6B0J2,49.278704,-123.106873,NE Downtown / Gastown / Harbour Centre / International Village / Victory Square / Yaletown,Vancouver,2338000.0,3 bds,3 ba,"1,663 sqft",0,1,2,2,21,4,29,18,0,33,0,0,0,0,1
350,39 W 12th Ave,V5Y1T4,49.260551,-123.105971,West Mount Pleasant / West Riley Park,Vancouver,1438000.0,2 bds,2 ba,"1,171 sqft",0,0,0,0,4,0,2,7,0,1,0,0,0,0,0
351,3589 W 35th Ave,V6N2N4,49.240627,-123.184898,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,3680000.0,6 bds,6 ba,"3,435 sqft",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
352,63 W 13th Ave,V5Y1V5,49.25965,-123.106526,West Mount Pleasant / West Riley Park,Vancouver,1765000.0,3 bds,3 ba,"1,580 sqft",0,0,0,0,4,0,2,5,0,1,0,0,0,0,0
353,1600 Hornby St #203,V6Z2S4,49.273984,-123.134119,SW Downtown,Vancouver,2688000.0,3 bds,3 ba,"1,712 sqft",0,0,0,1,6,2,14,8,0,9,0,0,0,0,1
354,4006 W 34th Ave,V6N2L7,49.241167,-123.193962,West Kerrisdale / South Dunbar- Southlands / Musqueam,Vancouver,3950000.0,6 bds,4 ba,"3,961 sqft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,168 Powell St #501,V6A0B2,49.282968,-123.100636,Strathcona / Chinatown / Downtown Eastside,Vancouver,699000.0,2 bds,1 ba,990 sqft,0,0,0,3,23,5,48,11,0,4,0,0,0,0,1
356,6076 Tisdall St #605,V5Z3N2,49.230352,-123.121141,East Fairview / South Cambie,Vancouver,499000.0,1 bd,1 ba,820 sqft,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
357,1330 Burrard St #217,V6Z2B8,49.277302,-123.13129,SW Downtown,Vancouver,470000.0,1 bd,1 ba,527 sqft,0,0,1,4,22,4,36,13,0,19,0,0,0,0,2
358,1182 Quebec St #11,V6A4B2,49.27411,-123.101233,Strathcona / Chinatown / Downtown Eastside,Vancouver,1689000.0,2 bds,3 ba,"1,945 sqft",0,2,0,0,28,3,6,2,0,3,0,0,0,0,0
359,4528 Langara Ave,V6R1C8,49.272679,-123.209639,West Kitsilano / West Point Grey / Jericho,Vancouver,9980000.0,5 bds,5 ba,"4,361 sqft",0,0,0,0,7,0,0,0,0,1,0,0,0,0,0
