Street address,Neighbourhood,Latitude,Longitude,Price,Bedrooms,Bathrooms,Square Footage,Hospital in area_0.5,Railway Station in area_0.5,School in area_0.5,Supermarket in area_0.5,Bus Stop in area_0.5,Pub in area_0.5,Restaurant in area_0.5,Cafe in area_0.5,Dentist in area_0.5,Fast Food in area_0.5,Kindergartens in area_0.5,Malls in area_0.5,Play Ground in area_0.5,Parks in area_0.5,Post Office in area_0.5,Hospital in area_1.0,Railway Station in area_1.0,School in area_1.0,Supermarket in area_1.0,Bus Stop in area_1.0,Pub in area_1.0,Restaurant in area_1.0,Cafe in area_1.0,Dentist in area_1.0,Fast Food in area_1.0,Kindergartens in area_1.0,Malls in area_1.0,Play Ground in area_1.0,Parks in area_1.0,Post Office in area_1.0,Hospital in area_1.5,Railway Station in area_1.5,School in area_1.5,Supermarket in area_1.5,Bus Stop in area_1.5,Pub in area_1.5,Restaurant in area_1.5,Cafe in area_1.5,Dentist in area_1.5,Fast Food in area_1.5,Kindergartens in area_1.5,Malls in area_1.5,Play Ground in area_1.5,Parks in area_1.5,Post Office in area_1.5,geometry,Total_crimes (2020-2024),Average_total_crime (per_year),Total_severe_crimes (2020-2024),Average_severe_crimes (per_year),Total_moderate_crimes (2020-2024),Average_moderate_crimes (per_year),Total_minor_crimes (2020-2024),Average_minor_crimes (per_year),Class 6G,Class 5G,Class 4G,Class 3G,Class 2G,Class 1G,Class 6G_T,Class 5G_T,Class 4G_T,Class 3G_T,Class 2G_T,Class 1G_T
1987 W 35th Avenue,shaughnessy,49.240294,-123.151083,6888000,6 bd,6,,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,23,0,20,9,0,5,0,0,0,0,0,0,0,2,4,67,0,33,14,0,7,0,0,0,0,1,POINT (-123.151083 49.240294),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010
1638 Marpole Avenue,shaughnessy,49.255328,-123.141728,12990000,5 bd,8,,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,2,39,0,22,8,0,3,0,0,0,0,2,0,0,1,5,81,1,46,19,2,9,0,0,0,0,3,POINT (-123.141728 49.255328),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010
1837 Matthews Avenue,shaughnessy,49.251583,-123.146601,6298000,6 bd,5,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,1,0,0,0,0,0,0,0,0,0,0,6,73,0,27,8,1,3,0,0,0,0,3,POINT (-123.146601 49.251583),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010
36 4900 Cartier Street,shaughnessy,49.240721,-123.136482,2350000,2 bd,3,,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,3,2,0,0,0,0,0,0,0,0,0,1,0,64,0,5,10,0,0,0,0,0,0,2,POINT (-123.136482 49.240721),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010
3707 Hudson Street,shaughnessy,49.252101,-123.134899,7980000,5 bd,4,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,7,5,0,2,0,0,0,0,1,1,0,1,2,71,0,40,24,0,12,0,0,0,0,2,POINT (-123.134899 49.252101),1410,282,89,18,429,86,892,178,1855,1615,730,675,580,915,2010,1830,780,1970,1105,2010
788 W 19th Ave,south cambie,49.254059,-123.121662,3879000,4 bds,4 ba,"2,448 sqft",0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,2,1,1,3,42,0,32,16,0,8,0,0,0,0,2,2,2,4,6,84,0,89,39,0,17,0,0,0,0,5,POINT (-123.121662 49.254059),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
950 W 17th Ave,south cambie,49.255966,-123.126198,2898000,0,1ba,"2,315 sqft",0,0,0,1,8,0,2,2,0,1,0,0,0,0,0,1,0,2,1,33,0,29,17,0,7,0,0,0,0,2,2,1,3,5,88,0,89,43,1,19,0,0,0,0,6,POINT (-123.126198 49.255966),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
937 W 18th Ave,south cambie,49.255551,-123.125406,2850000,5 bds,3 ba,"2,469 sqft",0,0,0,1,8,0,4,4,0,1,0,0,0,0,0,1,0,2,1,31,0,27,17,0,7,0,0,0,0,2,2,2,3,6,80,0,80,41,1,19,0,0,0,0,5,POINT (-123.125406 49.255551),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
756 W 22nd Ave,south cambie,49.251345,-123.121503,3998000,4 bds,4 ba,"2,773 sqft",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,39,0,24,18,0,6,0,0,0,0,2,2,2,3,4,74,0,66,34,0,15,0,0,0,0,4,POINT (-123.121503 49.251345),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
638 W 17th Ave,south cambie,49.255812,-123.118959,2899999,8 bds,4 ba,"3,047 sqft",0,0,0,1,7,0,15,7,0,2,0,0,0,0,1,1,2,1,5,46,0,55,22,0,13,0,0,0,0,3,2,3,4,6,79,1,92,43,1,17,0,0,0,0,5,POINT (-123.118959 49.255812),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
5650 Oak St #208,south cambie,49.234715,-123.127612,849000,2 bds,2 ba,"1,137 sqft",0,0,1,0,12,0,0,1,0,0,0,0,0,0,1,0,0,3,0,26,0,2,4,0,2,0,0,0,0,1,1,1,3,0,71,0,7,12,0,2,0,0,0,0,1,POINT (-123.127612 49.234715),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
871 W 33rd Ave,south cambie,49.241609,-123.124533,849900,1 bd,1 ba,542 sqft,1,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,0,3,0,27,0,4,9,0,0,0,0,0,0,1,1,2,3,0,62,0,10,13,0,3,0,0,0,0,2,POINT (-123.124533 49.241609),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
688 W 29th Ave,south cambie,49.244967,-123.120027,4990000,5 bds,4 ba,"1,998 sqft",1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,1,0,30,0,6,7,0,1,0,0,0,0,1,1,2,2,1,65,0,23,20,0,5,0,0,0,0,2,POINT (-123.120027 49.244967),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
5189 Cambie St #501,south cambie,49.237902,-123.116631,2088000,3 bds,3 ba,"1,686 sqft",0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,1,2,0,26,0,3,1,0,0,0,0,0,0,0,1,3,3,0,67,0,5,11,0,1,0,0,0,0,1,POINT (-123.116631 49.237902),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
3379 Heather St,south cambie,49.255423,-123.120533,2650000,6 bds,3 ba,"2,386 sqft",0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,1,1,1,4,48,0,59,22,0,13,0,0,0,0,3,2,3,4,6,82,1,92,40,1,17,0,0,0,0,5,POINT (-123.120533 49.255423),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
585 W 26th Avenue,south cambie,49.247719,-123.117975,2299900,4 bd,3,,0,1,0,0,13,0,2,1,0,1,0,0,0,0,0,1,1,0,1,26,0,17,11,0,3,0,0,0,0,2,1,1,3,3,61,0,34,23,0,7,0,0,0,0,3,POINT (-123.117975 49.247719),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
557 W 26th Avenue,south cambie,49.24771,-123.117467,2199900,4 bd,3,,0,1,0,0,13,0,2,1,0,1,0,0,0,0,0,1,1,0,1,26,0,18,9,0,3,0,0,0,0,2,1,1,3,3,61,0,33,22,0,6,0,0,0,0,3,POINT (-123.117467 49.24771),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
627 W 39th Avenue,south cambie,49.235667,-123.118886,9000000,4 bd,2,,0,1,2,0,13,0,1,1,0,0,0,0,0,0,0,0,1,3,0,23,0,3,2,0,0,0,0,0,0,0,1,2,3,0,63,0,5,10,0,2,0,0,0,0,1,POINT (-123.118886 49.235667),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
206 528 W King Edward Avenue,south cambie,49.248669,-123.11692,799000,1 bd,1,,0,1,0,0,14,0,2,1,0,1,0,0,0,0,0,1,1,0,1,27,0,19,8,0,3,0,0,0,0,2,1,1,2,3,62,0,33,22,0,7,0,0,0,0,3,POINT (-123.11692 49.248669),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
505 3228 Tupper Street,south cambie,49.256398,-123.115578,699900,1 bd,1,,0,0,0,2,12,0,21,7,0,3,0,0,0,0,1,0,2,2,5,40,0,61,20,0,11,0,0,0,0,3,1,3,4,6,78,2,90,39,1,18,0,0,0,0,4,POINT (-123.115578 49.256398),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
Ph2 668 W 16th Avenue,south cambie,49.256719,-123.119065,1258800,2 bd,2,,0,0,0,1,10,0,11,5,0,2,0,0,0,0,1,1,2,3,5,51,0,65,24,0,15,0,0,0,0,3,2,3,4,6,79,2,94,42,1,17,0,0,0,0,5,POINT (-123.119065 49.256719),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
563 W 26th Avenue,south cambie,49.248237,-123.117478,2133900,3 bd,3,,0,1,0,0,13,0,2,1,0,1,0,0,0,0,0,1,1,0,1,27,0,18,9,0,3,0,0,0,0,2,1,1,3,3,62,0,33,22,0,7,0,0,0,0,3,POINT (-123.117478 49.248237),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
756 W 26th Avenue,south cambie,49.247789,-123.121506,1698000,2 bd,4,,1,0,0,0,3,0,4,2,0,0,0,0,0,0,1,1,1,0,1,33,0,8,10,0,3,0,0,0,0,1,1,1,2,2,62,0,30,20,0,6,0,0,0,0,2,POINT (-123.121506 49.247789),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
3728 Heather Street,south cambie,49.252237,-123.119876,3728000,6 bd,4,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,40,0,29,15,0,6,0,0,0,0,2,2,2,4,5,78,0,80,36,0,17,0,0,0,0,4,POINT (-123.119876 49.252237),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
950 W 17th Avenue,south cambie,49.255966,-123.126198,2898000,0 bd,,,0,0,0,1,8,0,2,2,0,1,0,0,0,0,0,1,0,2,1,33,0,29,17,0,7,0,0,0,0,2,2,1,3,5,88,0,89,43,1,19,0,0,0,0,6,POINT (-123.126198 49.255966),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
688 W 29th Avenue,south cambie,49.244967,-123.120027,4990000,5 bd,4,,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,1,1,0,30,0,6,7,0,1,0,0,0,0,1,1,2,2,1,65,0,23,20,0,5,0,0,0,0,2,POINT (-123.120027 49.244967),1668,334,94,19,345,69,1229,246,1735,1810,850,900,530,450,1820,2180,960,1540,600,1820
231 E Pender St #209,strathcona,49.280617,-123.098724,478000,1 bd,1 ba,490 sqft,0,0,0,3,24,5,36,9,0,3,0,0,0,0,1,0,2,1,4,83,13,75,29,0,26,0,0,0,0,1,0,3,5,7,120,28,110,60,0,47,0,0,0,0,3,POINT (-123.098724 49.280617),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
730 Hawks Ave,strathcona,49.277678,-123.08707,1299000,3 bds,3 ba,"1,361 sqft",0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,1,3,8,0,1,0,0,0,0,0,0,1,1,3,94,6,42,23,0,7,0,0,0,0,1,POINT (-123.08707 49.277678),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
431 Heatley Ave,strathcona,49.280531,-123.089821,1599900,2 bds,3 ba,"1,469 sqft",0,0,0,0,14,0,2,3,0,0,0,0,0,0,0,0,0,0,1,33,2,18,12,0,0,0,0,0,0,0,0,2,1,3,93,6,51,22,0,9,0,0,0,0,1,POINT (-123.089821 49.280531),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
646 Union St,strathcona,49.277229,-123.090532,1690000,4 bds,2 ba,"2,354 sqft",0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,1,1,1,56,3,21,12,0,4,0,0,0,0,0,0,2,1,3,103,9,52,23,0,10,0,0,0,0,1,POINT (-123.090532 49.277229),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
548 Georgia St E #2,strathcona,49.278177,-123.092362,1388000,3 bds,2 ba,"1,832 sqft",0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,1,1,3,74,5,41,17,0,6,0,0,0,0,1,0,2,1,3,106,14,66,27,0,10,0,0,0,0,1,POINT (-123.092362 49.278177),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
762 E Pender St,strathcona,49.279895,-123.088165,1698000,3 bds,3 ba,"1,711 sqft",0,0,0,0,14,0,1,3,0,0,0,0,0,0,0,0,0,0,0,30,1,6,10,0,0,0,0,0,0,0,0,1,1,4,91,6,49,21,0,7,0,0,0,0,1,POINT (-123.088165 49.279895),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
1133 Keefer St,strathcona,49.279386,-123.080493,1490000,5 bds,2 ba,"2,100 sqft",0,0,0,0,11,0,2,2,0,0,0,0,0,0,0,0,0,0,1,27,1,7,7,0,1,0,0,0,0,0,0,0,0,4,57,1,39,21,0,4,0,0,0,0,1,POINT (-123.080493 49.279386),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
548 Georgia St E #1,strathcona,49.278177,-123.092362,799000,2 bds,2 ba,815 sqft,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,1,1,3,74,5,41,17,0,6,0,0,0,0,1,0,2,1,3,106,14,66,27,0,10,0,0,0,0,1,POINT (-123.092362 49.278177),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
1152 Georgia St E,strathcona,49.277968,-123.08008,2550000,5 bds,4 ba,"2,971 sqft",0,0,0,0,8,0,5,2,0,0,0,0,0,0,0,0,0,0,1,28,1,7,7,0,1,0,0,0,0,0,0,1,0,6,63,2,48,23,0,8,0,0,0,0,1,POINT (-123.08008 49.277968),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
110 Prior St,strathcona,49.276483,-123.098475,1299000,3 bds,3 ba,"1,673 sqft",0,2,0,2,47,4,29,8,0,4,0,0,0,0,1,0,2,1,3,85,14,61,21,0,20,0,0,0,0,1,0,3,4,6,125,27,119,62,0,50,0,0,0,0,3,POINT (-123.098475 49.276483),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
983 Hastings St E #202,strathcona,49.28134,-123.084033,669000,2 bds,1 ba,732 sqft,0,0,0,0,10,0,2,2,0,0,0,0,0,0,0,0,0,0,1,29,0,6,5,0,1,0,0,0,0,0,0,0,0,1,48,2,11,16,0,1,0,0,0,0,0,POINT (-123.084033 49.28134),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
1204 983 E Hastings Street,strathcona,49.281639,-123.078845,724900,1 bd,1,,0,0,0,1,9,0,3,1,0,0,0,0,0,0,0,0,0,0,1,29,1,8,8,0,1,0,0,0,0,0,0,0,0,4,54,1,40,20,0,5,0,0,0,0,0,POINT (-123.078845 49.281639),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
268 W 1st Avenue,strathcona,49.268485,-123.098107,774900,1 bd,1,,0,0,0,0,13,3,5,1,0,1,0,0,0,0,0,0,2,1,6,76,10,46,23,0,14,0,0,0,0,2,1,2,2,10,124,15,108,44,0,26,0,0,0,0,4,POINT (-123.098107 49.268485),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
409 289 Alexander Street,strathcona,49.284431,-123.09843,825000,1 bd,2,,0,0,0,2,15,1,14,6,0,2,0,0,0,0,1,0,0,0,4,44,12,67,21,0,7,0,0,0,0,1,0,4,5,6,112,21,102,54,0,47,0,0,0,0,2,POINT (-123.09843 49.284431),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
1161 Keefer Street,strathcona,49.279381,-123.079889,2399000,5 bd,5,,0,0,0,0,10,0,4,2,0,0,0,0,0,0,0,0,0,0,1,27,1,7,7,0,1,0,0,0,0,0,0,0,0,4,57,2,43,20,0,5,0,0,0,0,1,POINT (-123.079889 49.279381),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
730 Hawks Avenue,strathcona,49.277678,-123.08707,1299000,3 bd,3,,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,28,1,3,8,0,1,0,0,0,0,0,0,1,1,3,94,6,42,23,0,7,0,0,0,0,1,POINT (-123.08707 49.277678),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
1128 E Pender Street,strathcona,49.280291,-123.080584,1175000,2 bd,2,,0,0,0,0,11,0,2,2,0,0,0,0,0,0,0,0,0,0,1,26,1,7,7,0,1,0,0,0,0,0,0,0,0,3,56,1,28,22,0,3,0,0,0,0,0,POINT (-123.080584 49.280291),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
803 983 E Hastings Street,strathcona,49.281393,-123.08681,599900,1 bd,1,,0,0,0,0,10,0,2,3,0,0,0,0,0,0,0,0,0,0,0,27,1,4,7,0,0,0,0,0,0,0,0,1,1,3,77,4,35,21,0,6,0,0,0,0,1,POINT (-123.08681 49.281393),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
209 231 E Pender Street,strathcona,49.280617,-123.098724,478000,1 bd,1,,0,0,0,3,24,5,36,9,0,3,0,0,0,0,1,0,2,1,4,83,13,75,29,0,26,0,0,0,0,1,0,3,5,7,120,28,110,60,0,47,0,0,0,0,3,POINT (-123.098724 49.280617),12000,2400,2777,555,1494,299,7729,1546,4960,2090,585,535,290,140,5015,2345,620,755,240,5015
453 E 47th Ave,sunset,49.227715,-123.095493,1828000,2 bds,2 ba,"1,876 sqft",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,0,23,11,0,10,0,0,0,0,2,0,0,0,5,83,0,26,11,0,10,0,0,0,0,2,POINT (-123.095493 49.227715),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
445 E 57th Ave #2,sunset,49.218602,-123.09638,1478000,5 bds,4 ba,"1,599 sqft",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,0,14,4,0,4,0,0,0,0,1,0,0,0,5,60,0,27,9,0,13,0,0,0,0,3,POINT (-123.09638 49.218602),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
275 E 65th Ave,sunset,49.211978,-123.100764,1999900,4 bds,4 ba,"2,259 sqft",0,0,0,0,9,0,1,0,0,3,0,0,0,0,1,0,0,0,0,19,0,5,2,0,4,0,0,0,0,1,0,0,0,1,35,0,9,2,0,6,0,0,0,0,1,POINT (-123.100764 49.211978),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
474 E 43rd Ave #204,sunset,49.230805,-123.094791,429000,1 bd,1 ba,603 sqft,0,0,0,1,12,0,2,3,0,3,0,0,0,0,1,0,0,0,4,50,0,21,11,0,9,0,0,0,0,2,0,0,0,5,86,0,27,12,0,10,0,0,0,0,2,POINT (-123.094791 49.230805),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
198 E 44th Ave,sunset,49.230136,-123.1019,1250000,3 bds,3 ba,"1,050 sqft",0,0,0,1,14,0,1,0,0,1,0,0,0,0,0,0,0,0,2,34,0,4,2,0,2,0,0,0,0,0,0,0,0,5,76,0,30,12,0,10,0,0,0,0,2,POINT (-123.1019 49.230136),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
6384 Windsor St,sunset,49.226523,-123.084808,1980000,6 bds,3 ba,"2,565 sqft",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0,19,9,0,10,0,0,0,0,2,0,0,0,4,79,1,20,9,0,12,0,0,0,0,2,POINT (-123.084808 49.226523),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
352 W 62nd Ave,sunset,49.214071,-123.099064,1249900,2 bds,2 ba,"1,127 sqft",0,0,0,0,10,0,1,0,0,2,0,0,0,0,1,0,0,0,0,26,0,5,2,0,4,0,0,0,0,1,0,0,0,2,47,0,13,4,0,7,0,0,0,0,2,POINT (-123.099064 49.214071),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
603 E 57th Ave,sunset,49.218537,-123.092892,2998000,7 bds,6 ba,"3,170 sqft",0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,29,0,12,3,0,5,0,0,0,0,1,0,0,0,5,61,0,27,9,0,13,0,0,0,0,3,POINT (-123.092892 49.218537),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
8006 Chester St,sunset,49.212378,-123.089172,1980000,5 bds,4 ba,"2,400 sqft",0,0,0,0,10,0,2,0,0,2,0,0,0,0,0,0,0,0,0,18,0,3,0,0,2,0,0,0,0,0,0,0,0,1,47,0,9,3,0,8,0,0,0,0,2,POINT (-123.089172 49.212378),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
40 E 46th Ave #1,sunset,49.228272,-123.104959,2149000,5 bds,4 ba,"1,825 sqft",0,0,0,1,9,0,1,1,0,1,0,0,0,0,0,0,0,0,2,34,0,4,2,0,2,0,0,0,0,0,0,2,0,2,63,0,11,4,0,2,0,0,0,0,0,POINT (-123.104959 49.228272),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
1362 E 60th Ave,sunset,49.215236,-123.078257,1580000,5 bds,2 ba,"2,390 sqft",0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,1,61,0,3,0,0,6,0,0,0,0,0,POINT (-123.078257 49.215236),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
288 E 59th Ave,sunset,49.216461,-123.100018,3288000,8 bds,8 ba,"3,513 sqft",0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,21,0,6,0,0,4,0,0,0,0,1,0,0,0,4,55,0,15,6,0,8,0,0,0,0,2,POINT (-123.100018 49.216461),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
812 E 51st Ave,sunset,49.223276,-123.087828,1249000,4 bds,3 ba,"1,300 sqft",0,0,0,2,11,0,6,3,0,3,0,0,0,0,1,0,0,0,3,27,0,18,7,0,7,0,0,0,0,2,0,0,0,4,77,0,21,9,0,13,0,0,0,0,2,POINT (-123.087828 49.223276),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
250 E 54th Ave,sunset,49.220757,-123.100626,1498000,4 bds,4 ba,"1,381 sqft",0,0,0,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,2,0,1,0,0,0,0,0,0,0,0,5,69,0,26,7,0,10,0,0,0,0,2,POINT (-123.100626 49.220757),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
433 SW Marine Dr #501,sunset,49.211409,-123.096518,918000,2 bds,2 ba,875 sqft,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,22,0,4,1,0,5,0,0,0,0,1,0,0,0,0,39,0,6,2,0,5,0,0,0,0,1,POINT (-123.096518 49.211409),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
1290 E 48th Ave,sunset,49.225929,-123.080296,2198000,7 bds,4 ba,"3,326 sqft",0,0,0,1,12,0,0,0,0,2,0,0,0,0,0,0,0,0,1,32,1,0,0,0,4,0,0,0,0,0,0,0,0,4,79,1,20,9,0,12,0,0,0,0,2,POINT (-123.080296 49.225929),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
758 E 60th Ave #1,sunset,49.21538,-123.089055,1188000,3 bds,3 ba,"1,097 sqft",0,0,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0,4,0,0,3,0,0,0,0,1,0,0,0,2,59,0,17,4,0,9,0,0,0,0,1,POINT (-123.089055 49.21538),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
625 E 44th Ave,sunset,49.230373,-123.092097,1750000,7 bds,6 ba,"3,661 sqft",0,0,0,1,16,0,14,7,0,6,0,0,0,0,1,0,0,0,3,41,0,19,9,0,8,0,0,0,0,2,0,0,0,5,83,0,24,11,0,10,0,0,0,0,2,POINT (-123.092097 49.230373),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
453 E 47th Avenue,sunset,49.227715,-123.095493,1828000,2 bd,2,,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,51,0,23,11,0,10,0,0,0,0,2,0,0,0,5,83,0,26,11,0,10,0,0,0,0,2,POINT (-123.095493 49.227715),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
1362 E 60th Avenue,sunset,49.215236,-123.078257,1580000,5 bd,2,,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,1,61,0,3,0,0,6,0,0,0,0,0,POINT (-123.078257 49.215236),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
250 E 54th Avenue,sunset,49.220757,-123.100626,1498000,4 bd,4,,0,0,0,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,24,0,6,2,0,1,0,0,0,0,0,0,0,0,5,69,0,26,7,0,10,0,0,0,0,2,POINT (-123.100626 49.220757),5717,1143,441,88,596,119,4680,936,11955,11035,3060,1955,835,250,12450,12200,2570,2330,460,12450
